섹터,기업,구분,항목,21-Dec,22-Dec,23-Dec,24-Dec,2025/12(E),2026/12(E),2024/12(E),2027/12(E)
패션,TBH글로벌,연결,  전년동기대비(%),흑전,-63,301,-57,,,,
패션,TBH글로벌,연결,  컨센서스대비(%),,,,,,,,
철강,TCC스틸,연결,매출액(억원),,6844,6244,5821,6000,6570,,
철강,TCC스틸,연결,  전년동기대비(%),,28,-9,-7,3,10,,
철강,TCC스틸,연결,  컨센서스대비(%),,,,-3,,,,
철강,TCC스틸,연결,영업이익(억원),,440,113,123,171,260,,
철강,TCC스틸,연결,  전년동기대비(%),,72,-74,9,39,52,,
철강,TCC스틸,연결,  컨센서스대비(%),,,,-11,,,,
인터넷,THE E&M,연결,매출액(억원),539,466,317,222,,,,
인터넷,THE E&M,연결,  전년동기대비(%),-8,-14,-32,-30,,,,
인터넷,THE E&M,연결,  컨센서스대비(%),,,,,,,,
인터넷,THE E&M,연결,영업이익(억원),45,-23,-77,-74,,,,
인터넷,THE E&M,연결,  전년동기대비(%),0,적전,적지,적지,,,,
인터넷,THE E&M,연결,  컨센서스대비(%),,,,,,,,
내수,TJ미디어,연결,매출액(억원),,859,964,919,,,,
내수,TJ미디어,연결,  전년동기대비(%),,39,12,-5,,,,
내수,TJ미디어,연결,  컨센서스대비(%),,,,,,,,
내수,TJ미디어,연결,영업이익(억원),,41,63,47,,,,
내수,TJ미디어,연결,  전년동기대비(%),,47,53,-26,,,,
내수,TJ미디어,연결,  컨센서스대비(%),,,,,,,,
건설,TKG애강,연결,매출액(억원),666,761,781,,,,,
건설,TKG애강,연결,  전년동기대비(%),13,14,3,,,,,
건설,TKG애강,연결,  컨센서스대비(%),,,,,,,,
건설,TKG애강,연결,영업이익(억원),67,45,44,,,,,
건설,TKG애강,연결,  전년동기대비(%),22,-32,-2,,,,,
건설,TKG애강,연결,  컨센서스대비(%),,,,,,,,
석유화학,TKG휴켐스,연결,매출액(억원),,12358,10527,11882,13568,14686,,
석유화학,TKG휴켐스,연결,  전년동기대비(%),,44,-15,13,14,8,,
석유화학,TKG휴켐스,연결,  컨센서스대비(%),,,0,1,,,,
석유화학,TKG휴켐스,연결,영업이익(억원),,1171,1212,808,900,1189,,
석유화학,TKG휴켐스,연결,  전년동기대비(%),,25,4,-33,11,32,,
석유화학,TKG휴켐스,연결,  컨센서스대비(%),,,-13,-5,,,,
패션,TP,연결,매출액(억원),8929,10846,9202,10650,,,,
패션,TP,연결,  전년동기대비(%),14,21,-15,16,,,,
패션,TP,연결,  컨센서스대비(%),,,,,,,,
패션,TP,연결,영업이익(억원),14,684,406,490,,,,
패션,TP,연결,  전년동기대비(%),흑전,4878,-41,21,,,,
패션,TP,연결,  컨센서스대비(%),,,,,,,,
기계,TPC,연결,매출액(억원),870,943,862,868,,,,
기계,TPC,연결,  전년동기대비(%),-2,8,-9,1,,,,
기계,TPC,연결,  컨센서스대비(%),,,,,,,,
기계,TPC,연결,영업이익(억원),21,9,-52,-25,,,,
기계,TPC,연결,  전년동기대비(%),8,-57,적전,적지,,,,
기계,TPC,연결,  컨센서스대비(%),,,,,,,,
금융,TS인베스트먼트,연결,영업수익(억원),224,273,262,,,,,
금융,TS인베스트먼트,연결,  전년동기대비(%),42,22,-4,,,,,
금융,TS인베스트먼트,연결,  컨센서스대비(%),,,,-,,,,
금융,TS인베스트먼트,연결,영업이익(억원),138,116,143,-30,,,,
금융,TS인베스트먼트,연결,  전년동기대비(%),37,-16,23,적전,,,,
금융,TS인베스트먼트,연결,  컨센서스대비(%),,,,,,,,
#N/A,TS트릴리온,연결,매출액(억원),499,629,400,310,,,,
#N/A,TS트릴리온,연결,  전년동기대비(%),-19,26,-36,-22,,,,
#N/A,TS트릴리온,연결,  컨센서스대비(%),,,,,,,,
#N/A,TS트릴리온,연결,영업이익(억원),-76,-58,12,-1,,,,
#N/A,TS트릴리온,연결,  전년동기대비(%),적전,적지,흑전,적전,,,,
#N/A,TS트릴리온,연결,  컨센서스대비(%),,,,,,,,
기계,TYM,연결,매출액(억원),8415,11661,8365,7888,,,,
기계,TYM,연결,  전년동기대비(%),18,39,-28,-6,,,,
기계,TYM,연결,  컨센서스대비(%),,1,3,,,,,
기계,TYM,연결,영업이익(억원),353,1220,765,153,,,,
기계,TYM,연결,  전년동기대비(%),21,246,-37,-80,,,,
기계,TYM,연결,  컨센서스대비(%),,-1,-1,,,,,
석유화학,WISCOM,연결,매출액(억원),1176,1257,1123,987,,,,
석유화학,WISCOM,연결,  전년동기대비(%),15,7,-11,-12,,,,
석유화학,WISCOM,연결,  컨센서스대비(%),,,,,,,,
석유화학,WISCOM,연결,영업이익(억원),0,7,-29,-86,,,,
석유화학,WISCOM,연결,  전년동기대비(%),적지,흑전,적전,적지,,,,
석유화학,WISCOM,연결,  컨센서스대비(%),,,,,,,,
교육,YBM넷,연결,매출액(억원),583,626,605,583,,,,
교육,YBM넷,연결,  전년동기대비(%),11,7,-3,-4,,,,
교육,YBM넷,연결,  컨센서스대비(%),,,,,,,,
교육,YBM넷,연결,영업이익(억원),36,48,51,28,,,,
교육,YBM넷,연결,  전년동기대비(%),흑전,32,7,-45,,,,
교육,YBM넷,연결,  컨센서스대비(%),,,,,,,,
인터넷,YG PLUS,연결,매출액(억원),1203,1402,2236,1849,,,,
인터넷,YG PLUS,연결,  전년동기대비(%),12,17,59,-17,,,,
인터넷,YG PLUS,연결,  컨센서스대비(%),,,,,,,,
인터넷,YG PLUS,연결,영업이익(억원),3,64,139,-7,,,,
인터넷,YG PLUS,연결,  전년동기대비(%),-78,2047,117,적전,,,,
인터넷,YG PLUS,연결,  컨센서스대비(%),,,,,,,,
방송미디어,YTN,연결,매출액(억원),1452,1522,1305,,,,,
방송미디어,YTN,연결,  전년동기대비(%),9,5,-14,,,,,
방송미디어,YTN,연결,  컨센서스대비(%),,,,,,,,
방송미디어,YTN,연결,영업이익(억원),34,53,-93,,,,,
방송미디어,YTN,연결,  전년동기대비(%),26,58,적전,,,,,
방송미디어,YTN,연결,  컨센서스대비(%),,,,,,,,
전문서비스,YW,연결,매출액(억원),,203,370,165,,,,
전문서비스,YW,연결,  전년동기대비(%),,35,82,-55,,,,
전문서비스,YW,연결,  컨센서스대비(%),,,,,,,,
전문서비스,YW,연결,영업이익(억원),,31,65,54,,,,
전문서비스,YW,연결,  전년동기대비(%),,-2,112,-16,,,,
전문서비스,YW,연결,  컨센서스대비(%),,,,,,,,
방송미디어,iMBC,연결,매출액(억원),468,475,463,454,,,,
방송미디어,iMBC,연결,  전년동기대비(%),7,1,-2,-2,,,,
방송미디어,iMBC,연결,  컨센서스대비(%),,,,,,,,
방송미디어,iMBC,연결,영업이익(억원),23,26,12,6,,,,
방송미디어,iMBC,연결,  전년동기대비(%),109,9,-55,-45,,,,
방송미디어,iMBC,연결,  컨센서스대비(%),,,,,,,,
인터넷,가비아,연결,매출액(억원),1995,2392,2616,2825,,,,
인터넷,가비아,연결,  전년동기대비(%),18,20,9,8,,,,
인터넷,가비아,연결,  컨센서스대비(%),,,,,,,,
인터넷,가비아,연결,영업이익(억원),336,412,426,352,,,,
인터넷,가비아,연결,  전년동기대비(%),18,23,3,-17,,,,
인터넷,가비아,연결,  컨센서스대비(%),,,,,,,,
방송미디어,가온그룹,연결,매출액(억원),5331,6112,5364,4893,,,,
방송미디어,가온그룹,연결,  전년동기대비(%),10,15,-12,-9,,,,
방송미디어,가온그룹,연결,  컨센서스대비(%),,,,,,,,
방송미디어,가온그룹,연결,영업이익(억원),284,144,-189,-419,,,,
방송미디어,가온그룹,연결,  전년동기대비(%),206,-49,적전,적지,,,,
방송미디어,가온그룹,연결,  컨센서스대비(%),,,,,,,,
전선업,가온전선,연결,매출액(억원),,14165,14986,17271,25216,26038,,
전선업,가온전선,연결,  전년동기대비(%),,32,6,15,46,3,,
전선업,가온전선,연결,  컨센서스대비(%),,,,7,,,,
전선업,가온전선,연결,영업이익(억원),,285,437,450,848,1037,,
전선업,가온전선,연결,  전년동기대비(%),,72,54,3,88,22,,
전선업,가온전선,연결,  컨센서스대비(%),,,,-4,,,,
반도체,가온칩스,연결,매출액(억원),322,433,636,965,,,,
반도체,가온칩스,연결,  전년동기대비(%),89,34,47,52,,,,
반도체,가온칩스,연결,  컨센서스대비(%),,1,5,,,,,
반도체,가온칩스,연결,영업이익(억원),62,39,44,35,,,,
반도체,가온칩스,연결,  전년동기대비(%),214,-37,12,-19,,,,
반도체,가온칩스,연결,  컨센서스대비(%),,-3,9,,,,,
#N/A,가이아코퍼레이션,연결,매출액(억원),320,377,317,,,,,
#N/A,가이아코퍼레이션,연결,  전년동기대비(%),-4,18,-16,,,,,
#N/A,가이아코퍼레이션,연결,  컨센서스대비(%),,,,,,,,
#N/A,가이아코퍼레이션,연결,영업이익(억원),8,18,-25,,,,,
#N/A,가이아코퍼레이션,연결,  전년동기대비(%),185,122,적전,,,,,
#N/A,가이아코퍼레이션,연결,  컨센서스대비(%),,,,,,,,
패션,감성코퍼레이션,연결,매출액(억원),489,1174,1779,,,,,
패션,감성코퍼레이션,연결,  전년동기대비(%),198,140,52,,,,,
패션,감성코퍼레이션,연결,  컨센서스대비(%),3,,,,,,,
패션,감성코퍼레이션,연결,영업이익(억원),12,162,322,,,,,
패션,감성코퍼레이션,연결,  전년동기대비(%),흑전,1301,98,,,,,
패션,감성코퍼레이션,연결,  컨센서스대비(%),480,,,,,,,
석유화학,강남제비스코,연결,매출액(억원),5910,6732,6388,,,,,
석유화학,강남제비스코,연결,  전년동기대비(%),73,14,-5,,,,,
석유화학,강남제비스코,연결,  컨센서스대비(%),,,,,,,,
석유화학,강남제비스코,연결,영업이익(억원),-127,44,232,,,,,
석유화학,강남제비스코,연결,  전년동기대비(%),적전,흑전,426,,,,,
석유화학,강남제비스코,연결,  컨센서스대비(%),,,,,,,,
건설,강동씨앤엘,연결,매출액(억원),657,699,505,,,,,
건설,강동씨앤엘,연결,  전년동기대비(%),-6,6,-28,,,,,
건설,강동씨앤엘,연결,  컨센서스대비(%),,,,,,,,
건설,강동씨앤엘,연결,영업이익(억원),37,-126,-172,,,,,
건설,강동씨앤엘,연결,  전년동기대비(%),-14,적전,적지,,,,,
건설,강동씨앤엘,연결,  컨센서스대비(%),,,,,,,,
헬스케어,강스템바이오텍,연결,매출액(억원),124,163,127,76,,,,
헬스케어,강스템바이오텍,연결,  전년동기대비(%),36,31,-22,-40,,,,
헬스케어,강스템바이오텍,연결,  컨센서스대비(%),,,,,,,,
헬스케어,강스템바이오텍,연결,영업이익(억원),-227,-206,-228,-149,,,,
헬스케어,강스템바이오텍,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
헬스케어,강스템바이오텍,연결,  컨센서스대비(%),,,,,,,,
내수,강원랜드,연결,매출액(억원),,12707,13886,14269,14597,14957,,
내수,강원랜드,연결,  전년동기대비(%),,61,9,3,2,2,,
내수,강원랜드,연결,  컨센서스대비(%),,-2,1,1,,,,
내수,강원랜드,연결,영업이익(억원),,2176,2823,2858,2990,3114,,
내수,강원랜드,연결,  전년동기대비(%),,흑전,30,1,5,4,,
내수,강원랜드,연결,  컨센서스대비(%),,-14,2,-2,,,,
플랜트,강원에너지,연결,매출액(억원),442,714,1392,2244,,,,
플랜트,강원에너지,연결,  전년동기대비(%),15,62,95,61,,,,
플랜트,강원에너지,연결,  컨센서스대비(%),,-14,,,,,,
플랜트,강원에너지,연결,영업이익(억원),19,26,69,68,,,,
플랜트,강원에너지,연결,  전년동기대비(%),흑전,37,165,-2,,,,
플랜트,강원에너지,연결,  컨센서스대비(%),,-53,,,,,,
인터넷,갤럭시아머니트리,연결,매출액(억원),945,1123,1324,1288,,,,
인터넷,갤럭시아머니트리,연결,  전년동기대비(%),16,19,18,-3,,,,
인터넷,갤럭시아머니트리,연결,  컨센서스대비(%),-6,,1,,,,,
인터넷,갤럭시아머니트리,연결,영업이익(억원),79,86,92,132,,,,
인터넷,갤럭시아머니트리,연결,  전년동기대비(%),2,9,7,43,,,,
인터넷,갤럭시아머니트리,연결,  컨센서스대비(%),61,,-7,,,,,
내수,갤럭시아에스엠,연결,매출액(억원),289,301,330,,,,,
내수,갤럭시아에스엠,연결,  전년동기대비(%),48,4,9,,,,,
내수,갤럭시아에스엠,연결,  컨센서스대비(%),,,,,,,,
내수,갤럭시아에스엠,연결,영업이익(억원),35,42,46,,,,,
내수,갤럭시아에스엠,연결,  전년동기대비(%),151,21,10,,,,,
내수,갤럭시아에스엠,연결,  컨센서스대비(%),,,,,,,,
#N/A,경남기업,연결,매출액(억원),4157,3555,4880,,,,,
#N/A,경남기업,연결,  전년동기대비(%),37,-14,37,,,,,
#N/A,경남기업,연결,  컨센서스대비(%),,,,,,,,
#N/A,경남기업,연결,영업이익(억원),226,128,193,,,,,
#N/A,경남기업,연결,  전년동기대비(%),71,-43,51,,,,,
#N/A,경남기업,연결,  컨센서스대비(%),,,,,,,,
철강,경남스틸,연결,매출액(억원),,4153,3903,3955,,,,
철강,경남스틸,연결,  전년동기대비(%),,21,-6,1,,,,
철강,경남스틸,연결,  컨센서스대비(%),,,,,,,,
철강,경남스틸,연결,영업이익(억원),,114,107,94,,,,
철강,경남스틸,연결,  전년동기대비(%),,65,-6,-12,,,,
철강,경남스틸,연결,  컨센서스대비(%),,,,,,,,
음식료,경남제약,연결,매출액(억원),,590,593,608,,,,
음식료,경남제약,연결,  전년동기대비(%),,-9,1,3,,,,
음식료,경남제약,연결,  컨센서스대비(%),,,,,,,,
음식료,경남제약,연결,영업이익(억원),,-34,-36,-9,,,,
음식료,경남제약,연결,  전년동기대비(%),,적지,적지,적지,,,,
음식료,경남제약,연결,  컨센서스대비(%),,,,,,,,
전문서비스,경농,연결,매출액(억원),2703,3616,3474,,,,,
전문서비스,경농,연결,  전년동기대비(%),9,34,-4,,,,,
전문서비스,경농,연결,  컨센서스대비(%),,,,,,,,
전문서비스,경농,연결,영업이익(억원),168,410,252,,,,,
전문서비스,경농,연결,  전년동기대비(%),17,145,-38,,,,,
전문서비스,경농,연결,  컨센서스대비(%),,,,,,,,
건설,경동나비엔,연결,매출액(억원),11029,11609,12043,13539,15868,18056,,
건설,경동나비엔,연결,  전년동기대비(%),26,5,4,12,17,14,,
건설,경동나비엔,연결,  컨센서스대비(%),,,,-3,,,,
건설,경동나비엔,연결,영업이익(억원),643,598,1059,1326,1585,1842,,
건설,경동나비엔,연결,  전년동기대비(%),-4,-7,77,25,19,16,,
건설,경동나비엔,연결,  컨센서스대비(%),,,,-4,,,,
에너지_가스,경동도시가스,연결,매출액(억원),14572,23049,17995,,,,,
에너지_가스,경동도시가스,연결,  전년동기대비(%),34,58,-22,,,,,
에너지_가스,경동도시가스,연결,  컨센서스대비(%),,,,,,,,
에너지_가스,경동도시가스,연결,영업이익(억원),271,253,283,,,,,
에너지_가스,경동도시가스,연결,  전년동기대비(%),50,-7,12,,,,,
에너지_가스,경동도시가스,연결,  컨센서스대비(%),,,,,,,,
지주사,경동인베스트,연결,매출액(억원),2985,2755,3125,,,,,
지주사,경동인베스트,연결,  전년동기대비(%),-4,-8,13,,,,,
지주사,경동인베스트,연결,  컨센서스대비(%),,,,,,,,
지주사,경동인베스트,연결,영업이익(억원),141,147,212,,,,,
지주사,경동인베스트,연결,  전년동기대비(%),-32,4,44,,,,,
지주사,경동인베스트,연결,  컨센서스대비(%),,,,,,,,
헬스케어,경동제약,연결,매출액(억원),1776,1827,1627,1939,,,,
헬스케어,경동제약,연결,  전년동기대비(%),2,3,-11,19,,,,
헬스케어,경동제약,연결,  컨센서스대비(%),,,,,,,,
헬스케어,경동제약,연결,영업이익(억원),158,83,-250,32,,,,
헬스케어,경동제약,연결,  전년동기대비(%),-17,-47,적전,흑전,,,,
헬스케어,경동제약,연결,  컨센서스대비(%),,,,,,,,
패션,경방,연결,매출액(억원),,3892,3935,3973,,,,
패션,경방,연결,  전년동기대비(%),,2,1,1,,,,
패션,경방,연결,  컨센서스대비(%),,,,,,,,
패션,경방,연결,영업이익(억원),,319,160,334,,,,
패션,경방,연결,  전년동기대비(%),,-41,-50,109,,,,
패션,경방,연결,  컨센서스대비(%),,,,,,,,
헬스케어,경보제약,연결,매출액(억원),1707,1963,2164,,,,,
헬스케어,경보제약,연결,  전년동기대비(%),-21,15,10,,,,,
헬스케어,경보제약,연결,  컨센서스대비(%),,,,,,,,
헬스케어,경보제약,연결,영업이익(억원),-66,14,55,,,,,
헬스케어,경보제약,연결,  전년동기대비(%),적전,흑전,298,,,,,
헬스케어,경보제약,연결,  컨센서스대비(%),,,,,,,,
패션,경인양행,연결,매출액(억원),4033,4026,3454,3742,,,,
패션,경인양행,연결,  전년동기대비(%),22,0,-14,8,,,,
패션,경인양행,연결,  컨센서스대비(%),,,,,,,,
패션,경인양행,연결,영업이익(억원),284,281,-22,242,,,,
패션,경인양행,연결,  전년동기대비(%),741,-1,적전,흑전,,,,
패션,경인양행,연결,  컨센서스대비(%),,,,,,,,
전자제품,경인전자,연결,매출액(억원),,201,211,229,,,,
전자제품,경인전자,연결,  전년동기대비(%),,-27,5,9,,,,
전자제품,경인전자,연결,  컨센서스대비(%),,,,,,,,
전자제품,경인전자,연결,영업이익(억원),,1,2,-13,,,,
전자제품,경인전자,연결,  전년동기대비(%),,-95,96,적전,,,,
전자제품,경인전자,연결,  컨센서스대비(%),,,,,,,,
자동차,경창산업,연결,매출액(억원),5637,6156,6673,6380,,,,
자동차,경창산업,연결,  전년동기대비(%),16,9,8,-4,,,,
자동차,경창산업,연결,  컨센서스대비(%),,,,,,,,
자동차,경창산업,연결,영업이익(억원),153,192,210,96,,,,
자동차,경창산업,연결,  전년동기대비(%),10,25,10,-54,,,,
자동차,경창산업,연결,  컨센서스대비(%),,,,,,,,
건설,계룡건설,연결,매출액(억원),25618,29497,29770,,,,,
건설,계룡건설,연결,  전년동기대비(%),16,15,1,,,,,
건설,계룡건설,연결,  컨센서스대비(%),8,,0,,,,,
건설,계룡건설,연결,영업이익(억원),2327,1328,1007,,,,,
건설,계룡건설,연결,  전년동기대비(%),33,-43,-24,,,,,
건설,계룡건설,연결,  컨센서스대비(%),23,,5,,,,,
자동차,계양전기,연결,매출액(억원),,3651,3816,3691,,,,
자동차,계양전기,연결,  전년동기대비(%),,-4,5,-3,,,,
자동차,계양전기,연결,  컨센서스대비(%),,,,,,,,
자동차,계양전기,연결,영업이익(억원),,-106,-39,-153,,,,
자동차,계양전기,연결,  전년동기대비(%),,적전,적지,적지,,,,
자동차,계양전기,연결,  컨센서스대비(%),,,,,,,,
음식료,고려산업,연결,매출액(억원),,2784,3191,3077,,,,
음식료,고려산업,연결,  전년동기대비(%),,30,15,-4,,,,
음식료,고려산업,연결,  컨센서스대비(%),,,,,,,,
음식료,고려산업,연결,영업이익(억원),,49,80,143,,,,
음식료,고려산업,연결,  전년동기대비(%),,0,65,79,,,,
음식료,고려산업,연결,  컨센서스대비(%),,,,,,,,
전문서비스,고려신용정보,연결,매출액(억원),,1468,1582,1713,,,,
전문서비스,고려신용정보,연결,  전년동기대비(%),,1,8,8,,,,
전문서비스,고려신용정보,연결,  컨센서스대비(%),,,6,,,,,
전문서비스,고려신용정보,연결,영업이익(억원),,130,131,153,,,,
전문서비스,고려신용정보,연결,  전년동기대비(%),,-1,1,17,,,,
전문서비스,고려신용정보,연결,  컨센서스대비(%),,,2,,,,,
