기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20250218,060310,3S,KOSDAQ,중견기업부,1915,18,0.95,1892,1985,1890,572142,11.0,1016.0,53059040
20250218,095570,AJ네트웍스,KOSPI,,3970,0,0.0,3970,3985,3950,33627,1.3,1797.0,45252759
20250218,006840,AK홀딩스,KOSPI,,10000,10,0.1,9990,10040,9950,4562,0.5,1325.0,13247561
20250218,054620,APS,KOSDAQ,중견기업부,6330,-120,-1.86,6390,6480,6300,37174,2.4,1259.0,19894221
20250218,265520,AP시스템,KOSDAQ,우량기업부,18310,-110,-0.6,18420,18540,18000,113062,20.6,2798.0,15281421
20250218,211270,AP위성,KOSDAQ,벤처기업부,14200,-10,-0.07,14210,14620,14040,326714,46.6,2142.0,15082304
20250218,109960,AP헬스케어,KOSDAQ,중견기업부,458,-6,-1.29,463,476,455,320560,1.5,920.0,200789269
20250218,139050,BF랩스,KOSDAQ,관리종목(소속부없음),2805,0,0.0,0,0,0,0,0.0,242.0,8644551
20250218,027410,BGF,KOSPI,,3465,15,0.43,3425,3470,3425,46539,1.6,3317.0,95716791
20250218,282330,BGF리테일,KOSPI,,104700,600,0.58,103200,105000,102800,48485,50.4,18096.0,17283906
20250218,126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,2945,15,0.51,2900,2950,2900,44706,1.3,1848.0,62766899
20250218,138930,BNK금융지주,KOSPI,,11680,80,0.69,11570,11690,11500,770353,89.6,37427.0,320436727
20250218,001460,BYC,KOSPI,,27450,200,0.73,27400,27550,27350,662,0.2,1715.0,6246150
20250218,001465,BYC우,KOSPI,,12590,40,0.32,12510,12640,12500,8448,1.1,271.0,2153850
20250218,013720,CBI,KOSDAQ,중견기업부,692,7,1.02,685,710,681,140894,1.0,309.0,44628136
20250218,083790,CG인바이츠,KOSDAQ,벤처기업부,2265,-30,-1.31,2270,2275,2240,60233,1.4,1742.0,76894182
20250218,001040,CJ,KOSPI,,97500,-1100,-1.12,98600,98600,95900,87212,84.5,28448.0,29176998
20250218,079160,CJ CGV,KOSPI,,5030,-20,-0.4,5050,5050,5010,147763,7.4,8329.0,165580248
20250218,035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,55200,200,0.36,55000,55200,54400,67284,36.8,12105.0,21929154
20250218,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,9820,110,1.13,9700,9870,9660,15644,1.5,1283.0,13065462
20250218,00104K,CJ4우(전환),KOSPI,,81000,-1400,-1.7,82100,82100,80100,7239,5.8,3423.0,4226512
20250218,000120,CJ대한통운,KOSPI,,96100,-100,-0.1,95600,96700,94700,62685,60.3,21923.0,22812344
20250218,011150,CJ씨푸드,KOSPI,,3075,-20,-0.65,3095,3110,3055,171260,5.3,1105.0,35930773
20250218,011155,CJ씨푸드1우,KOSPI,,16820,-100,-0.59,16840,16940,16810,380,0.1,34.0,200000
20250218,001045,CJ우,KOSPI,,58100,100,0.17,58000,58100,57100,551,0.3,1313.0,2260223
20250218,097950,CJ제일제당,KOSPI,,242000,-4000,-1.63,245000,245500,240500,86024,208.0,36431.0,15054186
20250218,097955,CJ제일제당 우,KOSPI,,130200,-200,-0.15,130400,131200,129900,2852,3.7,1728.0,1327433
20250218,051500,CJ프레시웨이,KOSDAQ,우량기업부,21850,150,0.69,21900,21900,21550,16760,3.6,2594.0,11871586
