기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20250722,060310,3S,KOSDAQ,벤처기업부,2075,-30,-1.43,2105,2125,2075,171989,3.6,1101.0,53059040
20250722,095570,AJ네트웍스,KOSPI,,4360,0,0.0,4360,4390,4270,289914,12.5,1973.0,45252759
20250722,006840,AK홀딩스,KOSPI,,12390,-270,-2.13,12660,12730,12330,8064,1.0,1641.0,13247561
20250722,054620,APS,KOSDAQ,중견기업부,4750,-135,-2.76,4920,4950,4750,40702,2.0,945.0,19894221
20250722,265520,AP시스템,KOSDAQ,우량기업부,18600,100,0.54,18650,18870,18380,225331,41.9,2842.0,15281421
20250722,211270,AP위성,KOSDAQ,우량기업부,12400,-240,-1.9,12570,12640,12380,35770,4.5,1870.0,15082304
20250722,109960,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),351,-1,-0.28,352,356,341,390642,1.3,775.0,220789269
20250722,139050,BF랩스,KOSDAQ,관리종목(소속부없음),2805,0,0.0,0,0,0,0,0.0,242.0,8644551
20250722,027410,BGF,KOSPI,,4185,-15,-0.36,4195,4330,4155,128887,5.4,4006.0,95716791
20250722,282330,BGF리테일,KOSPI,,122200,1700,1.41,120500,122700,120500,48178,58.7,21121.0,17283906
20250722,126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,3130,10,0.32,3120,3140,3095,40511,1.3,1965.0,62766899
20250722,138930,BNK금융지주,KOSPI,,15420,0,0.0,15320,15610,15300,973285,150.2,49095.0,318383519
20250722,001460,BYC,KOSPI,,40800,-1200,-2.86,41600,42100,40550,4837,2.0,2548.0,6246150
20250722,001465,BYC우,KOSPI,,26000,0,0.0,25800,27000,25400,9070,2.3,560.0,2153850
20250722,083790,CG인바이츠,KOSDAQ,벤처기업부,1736,-52,-2.91,1776,1788,1734,127229,2.2,1335.0,76894182
20250722,001040,CJ,KOSPI,,160600,-700,-0.43,162400,164500,159700,127810,207.0,46858.0,29176998
20250722,079160,CJ CGV,KOSPI,,5120,-20,-0.39,5170,5170,5010,230210,11.7,8478.0,165580680
20250722,035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,69100,-400,-0.58,69400,69700,68100,55812,38.4,15153.0,21929154
20250722,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,10350,-250,-2.36,10600,10660,10270,50415,5.3,1352.0,13065462
20250722,00104K,CJ4우(전환),KOSPI,,132900,-400,-0.3,133300,134900,131900,8529,11.3,5617.0,4226512
20250722,000120,CJ대한통운,KOSPI,,92500,300,0.33,92200,93200,91600,53301,49.3,21101.0,22812344
20250722,011150,CJ씨푸드,KOSPI,,2985,-15,-0.5,3000,3005,2975,157237,4.7,1073.0,35930773
20250722,011155,CJ씨푸드1우,KOSPI,,17660,60,0.34,17740,17740,17660,59,0.0,35.0,200000
20250722,001045,CJ우,KOSPI,,89000,400,0.45,89000,90300,88500,5457,4.9,2012.0,2260223
20250722,097950,CJ제일제당,KOSPI,,252000,-1000,-0.4,254000,254000,250500,35958,90.7,37937.0,15054186
20250722,097955,CJ제일제당 우,KOSPI,,148700,-100,-0.07,149100,149400,148100,6128,9.1,1974.0,1327433
20250722,051500,CJ프레시웨이,KOSDAQ,우량기업부,30300,650,2.19,29800,30600,29550,86978,26.4,3597.0,11871586
20250722,058820,CMG제약,KOSDAQ,중견기업부,2050,-35,-1.68,2100,2125,2040,881580,18.3,3018.0,147220822
20250722,056730,CNT85,KOSDAQ,벤처기업부,797,1,0.13,800,800,787,36301,0.3,591.0,74111186
20250722,000480,CR홀딩스,KOSPI,,5490,-30,-0.54,5520,5540,5480,54506,3.0,2574.0,46890490
20250722,065770,CS,KOSDAQ,벤처기업부,1036,-23,-2.17,1057,1067,1019,129217,1.3,201.0,19411130
20250722,083660,CSA 코스믹,KOSDAQ,중견기업부,1762,-16,-0.9,1747,1890,1670,811007,14.1,1079.0,61247181
20250722,000590,CS홀딩스,KOSPI,,91800,1000,1.1,91400,91800,90000,866,0.8,1060.0,1154482
20250722,012030,DB,KOSPI,,1396,-30,-2.1,1430,1438,1385,384319,5.4,2808.0,201173933
20250722,477760,DB금융스팩12호,KOSDAQ,SPAC(소속부없음),2085,0,0.0,2135,2135,2080,24314,0.5,122.0,5840000
20250722,005830,DB손해보험,KOSPI,,135500,-1300,-0.95,134400,137800,134100,196746,266.4,95934.0,70800000
20250722,016610,DB증권,KOSPI,,9850,-120,-1.2,10020,10200,9750,188367,18.7,4181.0,42446389
20250722,000990,DB하이텍,KOSPI,,45600,-1450,-3.08,47300,47350,45500,161929,74.6,20246.0,44398588
20250722,099520,DGI,KOSDAQ,관리종목(소속부없음),1284,0,0.0,0,0,0,0,0.0,581.0,45281824
20250722,060900,DGP,KOSDAQ,중견기업부,1171,-41,-3.38,1213,1223,1151,52700,0.6,306.0,26124029
20250722,000300,DH오토넥스,KOSPI,,1984,0,0.0,0,0,0,0,0.0,1629.0,82129188
20250722,290120,DH오토리드,KOSDAQ,우량기업부,2730,-40,-1.44,2840,2840,2730,29720,0.8,432.0,15824249
20250722,025440,DH오토웨어,KOSDAQ,중견기업부,892,0,0.0,892,918,881,202672,1.8,435.0,48781224
20250722,001530,DI동일,KOSPI,,42850,-100,-0.23,42850,43000,42200,33279,14.2,8448.0,19715567
20250722,015590,DKME,KOSPI,,515,0,0.0,0,0,0,0,0.0,1220.0,236981544
20250722,000210,DL,KOSPI,,52300,900,1.75,52100,55200,51800,210246,112.2,10960.0,20955884
20250722,000215,DL우,KOSPI,,28100,300,1.08,28000,29500,27450,21652,6.1,474.0,1686115
20250722,375500,DL이앤씨,KOSPI,,47700,-1300,-2.65,49000,49050,47400,329579,158.6,18457.0,38693623
20250722,37550L,DL이앤씨2우(전환),KOSPI,,33200,-450,-1.34,33300,33850,31650,7526,2.5,701.0,2111951
20250722,37550K,DL이앤씨우,KOSPI,,24650,-600,-2.38,25300,25450,23900,19529,4.8,521.0,2113885
20250722,068790,DMS,KOSDAQ,관리종목(소속부없음),6330,0,0.0,0,0,0,0,0.0,1499.0,23687123
20250722,007340,DN오토모티브,KOSPI,,27200,-500,-1.81,27600,27850,27000,70066,19.1,15915.0,58510865
20250722,004840,DRB동일,KOSPI,,5500,-80,-1.43,5580,5580,5390,43438,2.4,1096.0,19930000
20250722,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7460,360,5.07,7220,7960,7100,4339222,329.6,2014.0,27000000
