기업	구분	항목	"44,896 "	"45,261 "	"45,627 "	2025/12(E)	2026/12(E)	2027/12(E)	ㅁ	ㅇ
SK바이오사이언스	연결	  전년동기대비(%)	-66 	-82 	적전	적지	적지	적지		
SK바이오사이언스	연결	  컨센서스대비(%)	-5 		적지	-	-	-		
SK바이오팜	연결	매출액(억원)	"2,462 "	"3,549 "	"5,476 "	"7,043 "	"9,139 "	"11,368 "		
SK바이오팜	연결	  전년동기대비(%)	-41 	44 	54 	29 	30 	24 	1 	-5 
SK바이오팜	연결	  컨센서스대비(%)	-4 	5 	3 	-	-	-		
SK바이오팜	연결	영업이익(억원)	"-1,311 "	-375 	963 	"1,557 "	"2,932 "	"4,244 "		
SK바이오팜	연결	  전년동기대비(%)	적전	적지	흑전	62 	88 	45 	27 	-43 
SK바이오팜	연결	  컨센서스대비(%)	적지	적지	16 	-	-	-		
SK바이오팜	연결	당기순이익(억원)	"-1,394 "	-354 	"2,270 "	"1,474 "	"2,411 "	"3,559 "		
SK바이오팜	연결	  전년동기대비(%)	적전	적지	흑전	-35 	64 	48 		
SK바이오팜	연결	  컨센서스대비(%)	적지	적지	238 	-	-	-		
SK스퀘어	연결	매출액(억원)	"27,352 "	"22,785 "	"61,385 "	"32,278 "	"34,643 "	"38,566 "		
SK스퀘어	연결	  전년동기대비(%)	139 	-17 	169 	-47 	7 	11 		
SK스퀘어	연결	  컨센서스대비(%)	-39 	311 	107 	-	-	-		
SK스퀘어	연결	영업이익(억원)	161 	"-23,397 "	"39,126 "	"53,250 "	"54,186 "	"58,952 "		
SK스퀘어	연결	  전년동기대비(%)	-96 	적전	흑전	36 	2 	9 	-34 	7 
SK스퀘어	연결	  컨센서스대비(%)	-95 	적지	13 	-	-	-		
SK스퀘어	연결	당기순이익(억원)	"2,561 "	"-13,148 "	"36,505 "	"50,115 "	"51,360 "	"55,385 "		
SK스퀘어	연결	  전년동기대비(%)	-29 	적전	흑전	37 	2 	8 	-35 	5 
SK스퀘어	연결	  컨센서스대비(%)	-42 	적지	2 	-	-	-		
SK시그넷	연결	매출액(억원)	"1,623 "	507 	838 					
SK시그넷	연결	  전년동기대비(%)	103 	-69 	65 					
SK시그넷	연결	  컨센서스대비(%)		-42 		-	-	-		
SK시그넷	연결	영업이익(억원)	30 	"-1,494 "	"-2,428 "					
SK시그넷	연결	  전년동기대비(%)	26 	적전	적지					
SK시그넷	연결	  컨센서스대비(%)		적지		-	-	-		
SK시그넷	연결	당기순이익(억원)	73 	"-1,297 "	"-2,441 "					
SK시그넷	연결	  전년동기대비(%)	흑전	적전	적지					
SK시그넷	연결	  컨센서스대비(%)		적지		-	-	-		
SK아이이테크놀로지	연결	매출액(억원)	"5,858 "	"6,483 "	"2,179 "	"3,409 "	"5,395 "	"7,236 "		
SK아이이테크놀로지	연결	  전년동기대비(%)	-3 	11 	-66 	56 	58 	34 	2 	-24 
SK아이이테크놀로지	연결	  컨센서스대비(%)	-0 	-4 	1 	-	-	-		
SK아이이테크놀로지	연결	영업이익(억원)	-523 	501 	"-2,910 "	"-1,539 "	174 	592 		
SK아이이테크놀로지	연결	  전년동기대비(%)	적전	흑전	적전	적지	흑전	241 		
SK아이이테크놀로지	연결	  컨센서스대비(%)	적지	265 	적지	-	-	-		
SK아이이테크놀로지	연결	당기순이익(억원)	-297 	822 	"-2,466 "	"-1,093 "	94 	386 		
SK아이이테크놀로지	연결	  전년동기대비(%)	적전	흑전	적전	적지	흑전	311 		
SK아이이테크놀로지	연결	  컨센서스대비(%)	적지	226 	적지	-	-	-		
SK에코플랜트	연결	매출액(억원)	"75,509 "	"86,110 "	"93,176 "					
SK에코플랜트	연결	  전년동기대비(%)	22 	14 	8 					
SK에코플랜트	연결	  컨센서스대비(%)				-	-	-		
SK에코플랜트	연결	영업이익(억원)	"1,570 "	"1,578 "	"2,347 "					
SK에코플랜트	연결	  전년동기대비(%)	35 	1 	49 					
SK에코플랜트	연결	  컨센서스대비(%)				-	-	-		
SK에코플랜트	연결	당기순이익(억원)	"6,380 "	-456 	-959 					
SK에코플랜트	연결	  전년동기대비(%)	157 	적전	적지					
SK에코플랜트	연결	  컨센서스대비(%)				-	-	-		
SK오션플랜트	연결	매출액(억원)	"6,918 "	"9,258 "	"6,626 "	"10,419 "	"11,075 "	"13,337 "		
SK오션플랜트	연결	  전년동기대비(%)	38 	34 	-28 	57 	6 	20 	-51 	14 
SK오션플랜트	연결	  컨센서스대비(%)	-3 	-2 	-6 	-	-	-		
SK오션플랜트	연결	영업이익(억원)	719 	756 	418 	567 	966 	"1,302 "		
SK오션플랜트	연결	  전년동기대비(%)	172 	5 	-45 	36 	70 	35 	35 	-36 
SK오션플랜트	연결	  컨센서스대비(%)	-10 	-10 	-22 	-	-	-		
SK오션플랜트	연결	당기순이익(억원)	280 	575 	169 	306 	604 	831 		
SK오션플랜트	연결	  전년동기대비(%)	흑전	105 	-71 	81 	98 	38 	16 	-60 
SK오션플랜트	연결	  컨센서스대비(%)	-45 	-0 	-32 	-	-	-		
SK이노베이션	연결	매출액(억원)	"780,569 "	"772,885 "	"747,170 "	"790,208 "	"814,070 "	"865,630 "		
SK이노베이션	연결	  전년동기대비(%)	67 	-1 	-3 	6 	3 	6 		
SK이노베이션	연결	  컨센서스대비(%)	-2 	1 	1 	-	-	-		
SK이노베이션	연결	영업이익(억원)	"39,173 "	"12,868 "	231 	"4,622 "	"24,468 "	"40,167 "		
SK이노베이션	연결	  전년동기대비(%)	125 	-67 	-98 	"1,898 "	429 	64 	"-1,469 "	-365 
SK이노베이션	연결	  컨센서스대비(%)	-24 	-38 	-91 	-	-	-		
SK이노베이션	연결	당기순이익(억원)	"18,952 "	"5,549 "	"-23,725 "	"-9,676 "	"4,987 "	"16,818 "		
SK이노베이션	연결	  전년동기대비(%)	288 	-71 	적전	적지	흑전	237 		
SK이노베이션	연결	  컨센서스대비(%)	-31 	-21 	적지	-	-	-		
SK이터닉스	연결	매출액(억원)			"3,322 "	"3,467 "	"6,914 "	"5,969 "		
SK이터닉스	연결	  전년동기대비(%)				4 	99 	-14 		
SK이터닉스	연결	  컨센서스대비(%)			0 	-	-	-		
SK이터닉스	연결	영업이익(억원)			376 	441 	722 	760 		
SK이터닉스	연결	  전년동기대비(%)				17 	64 	5 	46 	-58 
SK이터닉스	연결	  컨센서스대비(%)			33 	-	-	-		
SK이터닉스	연결	당기순이익(억원)			224 	232 	466 	498 		
SK이터닉스	연결	  전년동기대비(%)				4 	101 	7 		
SK이터닉스	연결	  컨센서스대비(%)			121 	-	-	-		
SK증권	연결	순영업수익(억원)	"2,867 "	"2,623 "	"1,483 "					
SK증권	연결	  전년동기대비(%)	-16 	-9 	-43 					
SK증권	연결	  컨센서스대비(%)				-	-	-		
SK증권	연결	영업이익(억원)	179 	131 	"-1,079 "					
SK증권	연결	  전년동기대비(%)	-65 	-27 	적전					
SK증권	연결	  컨센서스대비(%)				-	-	-		
SK증권	연결	당기순이익(억원)	86 	32 	-833 					
SK증권	연결	  전년동기대비(%)	-79 	-63 	적전					
SK증권	연결	  컨센서스대비(%)				-	-	-		
SK케미칼	연결	매출액(억원)	"18,292 "	"17,488 "	"17,368 "	"22,104 "	"23,445 "	"25,380 "		
