기업,구분,항목,2022/12,2023/12,2024/12,2025/12(E),2026/12(E),2027/12(E)
셀리드,연결,  전년동기대비(%),-47.19,,,,,
셀리드,연결,  컨센서스대비(%),,,,-,-,-
셀리드,연결,영업이익(억원),-149.11,-121.98,-119.80,,,
셀리드,연결,  전년동기대비(%),적지,적지,적지,,,
셀리드,연결,  컨센서스대비(%),,,,-,-,-
셀리드,연결,당기순이익(억원),-228.65,-116.11,-122.59,,,
셀리드,연결,  전년동기대비(%),적지,적지,적지,,,
셀리드,연결,  컨센서스대비(%),,,,-,-,-
셀릭스,연결,매출액(억원),247.47,242.43,207.72,,,
셀릭스,연결,  전년동기대비(%),20.02,-2.04,-14.32,,,
셀릭스,연결,  컨센서스대비(%),,,,-,-,-
셀릭스,연결,영업이익(억원),34.01,26.58,27.45,,,
셀릭스,연결,  전년동기대비(%),24.81,-21.85,3.27,,,
셀릭스,연결,  컨센서스대비(%),,,,-,-,-
셀릭스,연결,당기순이익(억원),28.66,27.77,30.45,,,
셀릭스,연결,  전년동기대비(%),12.83,-3.11,9.65,,,
셀릭스,연결,  컨센서스대비(%),,,,-,-,-
셀바스AI,연결,매출액(억원),508.69,530.12,"1,124.54","1,359","1,489",
셀바스AI,연결,  전년동기대비(%),4.72,4.21,112.13,20.85,9.57,
셀바스AI,연결,  컨센서스대비(%),,-5.34,,-,-,-
셀바스AI,연결,영업이익(억원),51.55,40.87,8.00,154,202,
셀바스AI,연결,  전년동기대비(%),-7.85,-20.72,-80.43,"1,825.00",31.17,
셀바스AI,연결,  컨센서스대비(%),,-53.56,,-,-,-
셀바스AI,연결,당기순이익(억원),78.89,-1.25,-10.21,,,
셀바스AI,연결,  전년동기대비(%),63.98,적전,적지,,,
셀바스AI,연결,  컨센서스대비(%),,적전,,-,-,-
셀바스헬스케어,연결,매출액(억원),276.86,298.13,317.02,,,
셀바스헬스케어,연결,  전년동기대비(%),-4.82,7.68,6.34,,,
셀바스헬스케어,연결,  컨센서스대비(%),,,,-,-,-
셀바스헬스케어,연결,영업이익(억원),24.83,33.46,32.74,,,
셀바스헬스케어,연결,  전년동기대비(%),-27.23,34.76,-2.15,,,
셀바스헬스케어,연결,  컨센서스대비(%),,,,-,-,-
셀바스헬스케어,연결,당기순이익(억원),28.13,51.70,31.52,,,
셀바스헬스케어,연결,  전년동기대비(%),13.79,83.79,-39.03,,,
셀바스헬스케어,연결,  컨센서스대비(%),,,,-,-,-
셀바이오휴먼텍,연결,매출액(억원),275.45,273.24,284.19,,,
셀바이오휴먼텍,연결,  전년동기대비(%),-21.66,-0.80,4.01,,,
셀바이오휴먼텍,연결,  컨센서스대비(%),,,,-,-,-
셀바이오휴먼텍,연결,영업이익(억원),35.35,31.49,40.37,,,
셀바이오휴먼텍,연결,  전년동기대비(%),-36.90,-10.92,28.20,,,
셀바이오휴먼텍,연결,  컨센서스대비(%),,,,-,-,-
셀바이오휴먼텍,연결,당기순이익(억원),28.90,-18.57,43.79,,,
셀바이오휴먼텍,연결,  전년동기대비(%),-7.16,적전,흑전,,,
셀바이오휴먼텍,연결,  컨센서스대비(%),,,,-,-,-
셀비온,연결,매출액(억원),17.63,14.71,22.90,,,
셀비온,연결,  전년동기대비(%),92.26,-16.56,55.68,,,
셀비온,연결,  컨센서스대비(%),,,,-,-,-
셀비온,연결,영업이익(억원),-53.03,-50.43,-71.37,,,
셀비온,연결,  전년동기대비(%),적지,적지,적지,,,
셀비온,연결,  컨센서스대비(%),,,,-,-,-
셀비온,연결,당기순이익(억원),-63.82,-36.33,-72.66,,,
셀비온,연결,  전년동기대비(%),적지,적지,적지,,,
셀비온,연결,  컨센서스대비(%),,,,-,-,-
셀인바이오,연결,매출액(억원),16.09,15.81,21.40,,,
셀인바이오,연결,  전년동기대비(%),45.35,-1.74,35.36,,,
셀인바이오,연결,  컨센서스대비(%),,,,-,-,-
셀인바이오,연결,영업이익(억원),1.70,0.19,5.67,,,
셀인바이오,연결,  전년동기대비(%),흑전,-88.82,"2,884.21",,,
셀인바이오,연결,  컨센서스대비(%),,,,-,-,-
셀인바이오,연결,당기순이익(억원),1.67,0.29,6.04,,,
셀인바이오,연결,  전년동기대비(%),흑전,-82.63,"1,982.76",,,
셀인바이오,연결,  컨센서스대비(%),,,,-,-,-
셀트리온,연결,매출액(억원),"22,839.67","21,764.32","35,573.04","44,771","54,316","62,879"
셀트리온,연결,  전년동기대비(%),20.63,-4.71,63.45,25.86,21.32,15.77
셀트리온,연결,  컨센서스대비(%),-3.97,,0.64,-,-,-
셀트리온,연결,영업이익(억원),"6,471.98","6,514.81","4,920.16","12,848","17,460","20,576"
셀트리온,연결,  전년동기대비(%),-13.03,0.66,-24.48,161.12,35.90,17.85
셀트리온,연결,  컨센서스대비(%),-13.30,,-8.38,-,-,-
셀트리온,연결,당기순이익(억원),"5,425.66","5,397.07","4,188.83","10,299","13,956","16,176"
셀트리온,연결,  전년동기대비(%),-8.93,-0.53,-22.39,145.87,35.51,15.91
셀트리온,연결,  컨센서스대비(%),-12.83,,2.89,-,-,-
셀트리온제약,연결,매출액(억원),"3,860.40","3,887.94","4,778.35",,,
셀트리온제약,연결,  전년동기대비(%),-3.18,0.71,22.90,,,
셀트리온제약,연결,  컨센서스대비(%),,,,-,-,-
셀트리온제약,연결,영업이익(억원),381.70,360.71,372.23,,,
셀트리온제약,연결,  전년동기대비(%),-20.14,-5.50,3.19,,,
셀트리온제약,연결,  컨센서스대비(%),,,,-,-,-
셀트리온제약,연결,당기순이익(억원),259.60,212.65,219.66,,,
셀트리온제약,연결,  전년동기대비(%),-24.93,-18.09,3.30,,,
셀트리온제약,연결,  컨센서스대비(%),,,,-,-,-
셀피글로벌,연결,매출액(억원),375.87,345.48,337.13,,,
셀피글로벌,연결,  전년동기대비(%),35.22,-8.09,-2.42,,,
셀피글로벌,연결,  컨센서스대비(%),,,,-,-,-
셀피글로벌,연결,영업이익(억원),4.85,20.59,-17.07,,,
셀피글로벌,연결,  전년동기대비(%),흑전,324.54,적전,,,
셀피글로벌,연결,  컨센서스대비(%),,,,-,-,-
셀피글로벌,연결,당기순이익(억원),29.38,2.35,-18.25,,,
셀피글로벌,연결,  전년동기대비(%),흑전,-92.00,적전,,,
셀피글로벌,연결,  컨센서스대비(%),,,,-,-,-
소노스퀘어,연결,매출액(억원),"1,709.73","1,587.85","1,334.58",,,
소노스퀘어,연결,  전년동기대비(%),13.69,-7.13,-15.95,,,
소노스퀘어,연결,  컨센서스대비(%),,,,-,-,-
소노스퀘어,연결,영업이익(억원),-185.04,-11.28,6.56,,,
소노스퀘어,연결,  전년동기대비(%),적지,적지,흑전,,,
소노스퀘어,연결,  컨센서스대비(%),,,,-,-,-
소노스퀘어,연결,당기순이익(억원),-183.41,-2.50,-103.58,,,
소노스퀘어,연결,  전년동기대비(%),적지,적지,적지,,,
소노스퀘어,연결,  컨센서스대비(%),,,,-,-,-
소니드,연결,매출액(억원),401.24,495.19,488.51,,,
소니드,연결,  전년동기대비(%),36.82,23.41,-1.35,,,
소니드,연결,  컨센서스대비(%),,,,-,-,-
소니드,연결,영업이익(억원),-44.28,-93.22,-110.16,,,
소니드,연결,  전년동기대비(%),적지,적지,적지,,,
소니드,연결,  컨센서스대비(%),,,,-,-,-
소니드,연결,당기순이익(억원),-117.21,-410.48,-782.60,,,
소니드,연결,  전년동기대비(%),적지,적지,적지,,,
소니드,연결,  컨센서스대비(%),,,,-,-,-
소룩스,연결,매출액(억원),558.96,598.28,506.89,,,
소룩스,연결,  전년동기대비(%),-20.16,7.03,-15.28,,,
소룩스,연결,  컨센서스대비(%),,,,-,-,-
소룩스,연결,영업이익(억원),-43.21,5.16,-66.19,,,
소룩스,연결,  전년동기대비(%),적전,흑전,적전,,,
소룩스,연결,  컨센서스대비(%),,,,-,-,-
소룩스,연결,당기순이익(억원),-43.31,-66.97,-409.74,,,
소룩스,연결,  전년동기대비(%),적전,적지,적지,,,
소룩스,연결,  컨센서스대비(%),,,,-,-,-
소마젠,연결,매출액(억원),433.74,322.75,436.64,,,
소마젠,연결,  전년동기대비(%),51.70,-25.59,35.29,,,
소마젠,연결,  컨센서스대비(%),,,,-,-,-
소마젠,연결,영업이익(억원),-14.75,-35.53,-52.30,,,
소마젠,연결,  전년동기대비(%),적지,적지,적지,,,
소마젠,연결,  컨센서스대비(%),,,,-,-,-
소마젠,연결,당기순이익(억원),-10.48,-43.94,-62.32,,,
소마젠,연결,  전년동기대비(%),적지,적지,적지,,,
소마젠,연결,  컨센서스대비(%),,,,-,-,-
소프트센,연결,매출액(억원),733.73,610.85,599.01,,,
소프트센,연결,  전년동기대비(%),-20.68,-16.75,-1.94,,,
소프트센,연결,  컨센서스대비(%),,,,-,-,-
소프트센,연결,영업이익(억원),162.84,-14.19,-13.75,,,
소프트센,연결,  전년동기대비(%),-20.84,적전,적지,,,
소프트센,연결,  컨센서스대비(%),,,,-,-,-
소프트센,연결,당기순이익(억원),115.87,-99.69,-27.97,,,
소프트센,연결,  전년동기대비(%),-26.66,적전,적지,,,
소프트센,연결,  컨센서스대비(%),,,,-,-,-
소프트캠프,연결,매출액(억원),190.17,184.85,168.87,,,
소프트캠프,연결,  전년동기대비(%),-7.52,-2.80,-8.64,,,
소프트캠프,연결,  컨센서스대비(%),,,,-,-,-
소프트캠프,연결,영업이익(억원),13.42,-25.69,-18.31,,,
소프트캠프,연결,  전년동기대비(%),18.45,적전,적지,,,
소프트캠프,연결,  컨센서스대비(%),,,,-,-,-
소프트캠프,연결,당기순이익(억원),6.49,-59.61,0.33,,,
소프트캠프,연결,  전년동기대비(%),흑전,적전,흑전,,,
소프트캠프,연결,  컨센서스대비(%),,,,-,-,-
손오공,연결,매출액(억원),666.83,503.48,320.22,,,
손오공,연결,  전년동기대비(%),-11.62,-24.50,-36.40,,,
손오공,연결,  컨센서스대비(%),,,,-,-,-
손오공,연결,영업이익(억원),-59.91,-94.99,-94.55,,,
손오공,연결,  전년동기대비(%),적전,적지,적지,,,
손오공,연결,  컨센서스대비(%),,,,-,-,-
손오공,연결,당기순이익(억원),-76.46,-118.77,-95.58,,,
손오공,연결,  전년동기대비(%),적전,적지,적지,,,
손오공,연결,  컨센서스대비(%),,,,-,-,-
솔루스첨단소재,연결,매출액(억원),"4,182.86","4,294.22","5,709.49","6,905","8,485","9,840"
솔루스첨단소재,연결,  전년동기대비(%),9.98,2.66,32.96,20.94,22.87,15.98
솔루스첨단소재,연결,  컨센서스대비(%),-11.15,-4.95,0.96,-,-,-
솔루스첨단소재,연결,영업이익(억원),-496.74,-732.08,-544.19,-168,459,640
솔루스첨단소재,연결,  전년동기대비(%),적전,적지,적지,적지,흑전,39.48
솔루스첨단소재,연결,  컨센서스대비(%),적지,적지,적지,-,-,-
솔루스첨단소재,연결,당기순이익(억원),-472.12,"1,267.72",-426.90,-457,922,245
솔루스첨단소재,연결,  전년동기대비(%),적전,흑전,적전,적지,흑전,-73.47
솔루스첨단소재,연결,  컨센서스대비(%),적지,197.94,적지,-,-,-
솔루엠,연결,매출액(억원),"16,945.44","19,510.88","15,944.42","18,297","19,800",
솔루엠,연결,  전년동기대비(%),46.94,15.14,-18.28,14.76,8.21,
솔루엠,연결,  컨센서스대비(%),0.70,-4.82,-0.12,-,-,-
솔루엠,연결,영업이익(억원),756.05,"1,545.16",690.87,"1,212","1,407",
솔루엠,연결,  전년동기대비(%),185.13,104.37,-55.29,75.46,16.09,
솔루엠,연결,  컨센서스대비(%),-3.71,-3.91,-16.29,-,-,-
솔루엠,연결,당기순이익(억원),454.44,"1,194.07",376.88,895,"1,054",
솔루엠,연결,  전년동기대비(%),241.07,162.76,-68.44,137.53,17.72,
솔루엠,연결,  컨센서스대비(%),-17.52,-5.42,-28.60,-,-,-
솔본,연결,매출액(억원),938.16,"1,198.40","1,219.01",,,
솔본,연결,  전년동기대비(%),-6.37,27.74,1.72,,,
솔본,연결,  컨센서스대비(%),,,,-,-,-
솔본,연결,영업이익(억원),-268.46,326.15,273.41,,,
솔본,연결,  전년동기대비(%),적전,흑전,-16.17,,,
솔본,연결,  컨센서스대비(%),,,,-,-,-
솔본,연결,당기순이익(억원),-419.17,488.95,604.95,,,
솔본,연결,  전년동기대비(%),적전,흑전,23.72,,,
솔본,연결,  컨센서스대비(%),,,,-,-,-
솔브레인,연결,매출액(억원),"10,908.67","8,440.29","8,633.56","8,490","9,172","9,917"
솔브레인,연결,  전년동기대비(%),6.54,-22.63,2.29,-1.67,8.04,8.12
솔브레인,연결,  컨센서스대비(%),-1.37,1.19,-0.28,-,-,-
솔브레인,연결,영업이익(억원),"2,070.51","1,334.88","1,679.49","1,635","1,895","2,067"
솔브레인,연결,  전년동기대비(%),9.64,-35.53,25.82,-2.64,15.90,9.05
솔브레인,연결,  컨센서스대비(%),-1.54,-1.11,-3.18,-,-,-
솔브레인,연결,당기순이익(억원),"1,676.73","1,309.55","1,196.12","1,384","1,579","1,775"
솔브레인,연결,  전년동기대비(%),10.15,-21.90,-8.66,15.72,14.06,12.43
솔브레인,연결,  컨센서스대비(%),-7.36,5.27,-23.39,-,-,-
솔브레인홀딩스,연결,매출액(억원),"5,651.06","6,615.55","5,153.79",,,
솔브레인홀딩스,연결,  전년동기대비(%),35.45,17.07,-22.10,,,
솔브레인홀딩스,연결,  컨센서스대비(%),,,,-,-,-
솔브레인홀딩스,연결,영업이익(억원),734.97,"1,209.61",803.52,,,
솔브레인홀딩스,연결,  전년동기대비(%),35.00,64.58,-33.57,,,
솔브레인홀딩스,연결,  컨센서스대비(%),,,,-,-,-
솔브레인홀딩스,연결,당기순이익(억원),595.39,834.27,557.41,,,
솔브레인홀딩스,연결,  전년동기대비(%),98.49,40.12,-33.19,,,
솔브레인홀딩스,연결,  컨센서스대비(%),,,,-,-,-
솔트룩스,연결,매출액(억원),303.14,308.29,459.44,,,
솔트룩스,연결,  전년동기대비(%),13.27,1.70,49.03,,,
솔트룩스,연결,  컨센서스대비(%),0.38,0.09,,-,-,-
솔트룩스,연결,영업이익(억원),-19.59,-92.92,-66.32,,,
솔트룩스,연결,  전년동기대비(%),적지,적지,적지,,,
솔트룩스,연결,  컨센서스대비(%),적지,적지,,-,-,-
솔트룩스,연결,당기순이익(억원),-93.64,-107.27,-58.58,,,
솔트룩스,연결,  전년동기대비(%),적지,적지,적지,,,
솔트룩스,연결,  컨센서스대비(%),적지,적지,,-,-,-
솔트웨어,연결,매출액(억원),313.49,493.41,578.70,,,
솔트웨어,연결,  전년동기대비(%),-21.66,57.39,17.29,,,
솔트웨어,연결,  컨센서스대비(%),,,,-,-,-
솔트웨어,연결,영업이익(억원),-6.13,-0.89,-17.09,,,
솔트웨어,연결,  전년동기대비(%),적전,적지,적지,,,
솔트웨어,연결,  컨센서스대비(%),,,,-,-,-
솔트웨어,연결,당기순이익(억원),-48.82,7.61,-1.56,,,
솔트웨어,연결,  전년동기대비(%),적전,흑전,적전,,,
솔트웨어,연결,  컨센서스대비(%),,,,-,-,-
송원산업,연결,매출액(억원),"13,295.09","10,299.75","10,702.00",,,
송원산업,연결,  전년동기대비(%),33.19,-22.53,3.91,,,
송원산업,연결,  컨센서스대비(%),-3.58,,-0.33,-,-,-
송원산업,연결,영업이익(억원),"1,851.16",584.69,628.14,,,
송원산업,연결,  전년동기대비(%),75.11,-68.41,7.43,,,
송원산업,연결,  컨센서스대비(%),-9.43,,4.17,-,-,-
송원산업,연결,당기순이익(억원),"1,319.32",348.47,450.88,,,
송원산업,연결,  전년동기대비(%),85.27,-73.59,29.39,,,
송원산업,연결,  컨센서스대비(%),-13.66,,24.21,-,-,-
쇼박스,연결,매출액(억원),566.84,401.70,931.18,,,
쇼박스,연결,  전년동기대비(%),11.29,-29.13,131.81,,,
쇼박스,연결,  컨센서스대비(%),,,,-,-,-
쇼박스,연결,영업이익(억원),-31.94,-282.95,245.24,,,
쇼박스,연결,  전년동기대비(%),적전,적지,흑전,,,
쇼박스,연결,  컨센서스대비(%),,,,-,-,-
쇼박스,연결,당기순이익(억원),-21.25,-303.00,274.28,,,
쇼박스,연결,  전년동기대비(%),적전,적지,흑전,,,
쇼박스,연결,  컨센서스대비(%),,,,-,-,-
수산세보틱스,연결,매출액(억원),"2,862.97","2,265.41","1,978.92",,,
수산세보틱스,연결,  전년동기대비(%),13.16,-20.87,-12.65,,,
수산세보틱스,연결,  컨센서스대비(%),,,,-,-,-
수산세보틱스,연결,영업이익(억원),225.99,163.98,120.68,,,
수산세보틱스,연결,  전년동기대비(%),58.32,-27.44,-26.41,,,
수산세보틱스,연결,  컨센서스대비(%),,,,-,-,-
수산세보틱스,연결,당기순이익(억원),157.49,168.73,92.26,,,
수산세보틱스,연결,  전년동기대비(%),38.23,7.14,-45.32,,,
수산세보틱스,연결,  컨센서스대비(%),,,,-,-,-
수산아이앤티,연결,매출액(억원),218.16,238.86,266.71,,,
수산아이앤티,연결,  전년동기대비(%),-12.80,9.49,11.66,,,
수산아이앤티,연결,  컨센서스대비(%),,,,-,-,-
수산아이앤티,연결,영업이익(억원),59.89,64.66,56.70,,,
수산아이앤티,연결,  전년동기대비(%),161.76,7.96,-12.31,,,
수산아이앤티,연결,  컨센서스대비(%),,,,-,-,-
수산아이앤티,연결,당기순이익(억원),11.75,47.14,44.31,,,
수산아이앤티,연결,  전년동기대비(%),210.85,301.19,-6.00,,,
수산아이앤티,연결,  컨센서스대비(%),,,,-,-,-
수산인더스트리,연결,매출액(억원),"3,035.39","3,247.40","3,167.91",,,
수산인더스트리,연결,  전년동기대비(%),3.21,6.98,-2.45,,,
수산인더스트리,연결,  컨센서스대비(%),-8.74,,-0.51,-,-,-
수산인더스트리,연결,영업이익(억원),505.94,502.31,435.00,,,
수산인더스트리,연결,  전년동기대비(%),-1.39,-0.72,-13.40,,,
수산인더스트리,연결,  컨센서스대비(%),-10.61,,0.00,-,-,-
수산인더스트리,연결,당기순이익(억원),418.86,485.87,393.54,,,
수산인더스트리,연결,  전년동기대비(%),-21.44,16.00,-19.00,,,
수산인더스트리,연결,  컨센서스대비(%),-8.55,,-2.59,-,-,-
수성웹툰,연결,매출액(억원),523.44,412.77,686.05,,,
수성웹툰,연결,  전년동기대비(%),41.37,-21.14,66.21,,,
수성웹툰,연결,  컨센서스대비(%),,,,-,-,-
수성웹툰,연결,영업이익(억원),-43.22,-40.95,-3.07,,,
수성웹툰,연결,  전년동기대비(%),적지,적지,적지,,,
수성웹툰,연결,  컨센서스대비(%),,,,-,-,-
수성웹툰,연결,당기순이익(억원),-71.43,-82.26,-89.18,,,
수성웹툰,연결,  전년동기대비(%),적지,적지,적지,,,
수성웹툰,연결,  컨센서스대비(%),,,,-,-,-
수젠텍,연결,매출액(억원),"1,013.99",71.32,100.97,,,
수젠텍,연결,  전년동기대비(%),31.34,-92.97,41.57,,,
수젠텍,연결,  컨센서스대비(%),,,,-,-,-
수젠텍,연결,영업이익(억원),249.71,-227.58,-220.22,,,
수젠텍,연결,  전년동기대비(%),-28.27,적전,적지,,,
수젠텍,연결,  컨센서스대비(%),,,,-,-,-
수젠텍,연결,당기순이익(억원),266.78,-173.78,-153.70,,,
수젠텍,연결,  전년동기대비(%),-26.20,적전,적지,,,
수젠텍,연결,  컨센서스대비(%),,,,-,-,-
수프로,연결,매출액(억원),,,,,,
수프로,연결,  전년동기대비(%),,,,,,
수프로,연결,  컨센서스대비(%),,,,,,
수프로,연결,영업이익(억원),,,,,,
수프로,연결,  전년동기대비(%),,,,,,
수프로,연결,  컨센서스대비(%),,,,,,
수프로,연결,당기순이익(억원),,,,,,
수프로,연결,  전년동기대비(%),,,,,,
수프로,연결,  컨센서스대비(%),,,,,,
슈어소프트테크,연결,매출액(억원),434.24,632.90,888.03,,,
슈어소프트테크,연결,  전년동기대비(%),17.63,45.75,40.31,,,
슈어소프트테크,연결,  컨센서스대비(%),,9.12,,-,-,-
슈어소프트테크,연결,영업이익(억원),96.68,114.73,78.91,,,
슈어소프트테크,연결,  전년동기대비(%),43.55,18.67,-31.22,,,
슈어소프트테크,연결,  컨센서스대비(%),,28.91,,-,-,-
슈어소프트테크,연결,당기순이익(억원),94.57,58.33,100.78,,,
슈어소프트테크,연결,  전년동기대비(%),17.87,-38.32,72.78,,,
슈어소프트테크,연결,  컨센서스대비(%),,,,-,-,-
슈프리마,연결,매출액(억원),893.97,946.30,"1,082.32","1,202","1,362",
슈프리마,연결,  전년동기대비(%),23.18,5.85,14.37,11.06,13.31,
슈프리마,연결,  컨센서스대비(%),-4.90,4.10,0.87,-,-,-
슈프리마,연결,영업이익(억원),178.59,166.61,232.85,271,303,
슈프리마,연결,  전년동기대비(%),10.02,-6.71,39.76,16.38,11.81,
슈프리마,연결,  컨센서스대비(%),-18.45,31.19,-1.54,-,-,-
슈프리마,연결,당기순이익(억원),178.68,229.55,324.87,290,325,
슈프리마,연결,  전년동기대비(%),-21.12,28.47,41.52,-10.63,11.94,
슈프리마,연결,  컨센서스대비(%),-27.37,,9.38,-,-,-
슈프리마에이치큐,연결,매출액(억원),173.25,203.87,201.02,,,
슈프리마에이치큐,연결,  전년동기대비(%),-43.87,17.67,-1.40,,,
슈프리마에이치큐,연결,  컨센서스대비(%),,,,-,-,-
슈프리마에이치큐,연결,영업이익(억원),35.56,-26.78,24.64,,,
슈프리마에이치큐,연결,  전년동기대비(%),-46.67,적전,흑전,,,
슈프리마에이치큐,연결,  컨센서스대비(%),,,,-,-,-
슈프리마에이치큐,연결,당기순이익(억원),137.16,374.70,152.14,,,
슈프리마에이치큐,연결,  전년동기대비(%),13.48,173.18,-59.40,,,
슈프리마에이치큐,연결,  컨센서스대비(%),,,,-,-,-
슈피겐코리아,연결,매출액(억원),"4,458.96","4,473.99","4,652.94",,,
슈피겐코리아,연결,  전년동기대비(%),15.59,0.34,4.00,,,
슈피겐코리아,연결,  컨센서스대비(%),,,,-,-,-
슈피겐코리아,연결,영업이익(억원),519.87,353.16,217.49,,,
슈피겐코리아,연결,  전년동기대비(%),16.61,-32.07,-38.42,,,
슈피겐코리아,연결,  컨센서스대비(%),,,,-,-,-
슈피겐코리아,연결,당기순이익(억원),327.72,413.25,278.95,,,
슈피겐코리아,연결,  전년동기대비(%),-28.27,26.10,-32.50,,,
슈피겐코리아,연결,  컨센서스대비(%),,,,-,-,-
스마트골프,연결,매출액(억원),33.60,5.71,5.39,,,
스마트골프,연결,  전년동기대비(%),-37.88,-83.01,-5.60,,,
스마트골프,연결,  컨센서스대비(%),,,,-,-,-
스마트골프,연결,영업이익(억원),-4.26,-26.43,-4.73,,,
스마트골프,연결,  전년동기대비(%),적지,적지,적지,,,
스마트골프,연결,  컨센서스대비(%),,,,-,-,-
스마트골프,연결,당기순이익(억원),-5.55,-30.08,-4.99,,,
스마트골프,연결,  전년동기대비(%),적지,적지,적지,,,
스마트골프,연결,  컨센서스대비(%),,,,-,-,-
스마트레이더시스템,연결,매출액(억원),40.25,40.76,47.37,,,
스마트레이더시스템,연결,  전년동기대비(%),15.49,1.27,16.22,,,
스마트레이더시스템,연결,  컨센서스대비(%),,,-36.84,-,-,-
스마트레이더시스템,연결,영업이익(억원),-55.15,-53.73,-67.56,,,
스마트레이더시스템,연결,  전년동기대비(%),적지,적지,적지,,,
스마트레이더시스템,연결,  컨센서스대비(%),,,적지,-,-,-
스마트레이더시스템,연결,당기순이익(억원),-77.38,-50.98,-64.59,,,
스마트레이더시스템,연결,  전년동기대비(%),적지,적지,적지,,,
스마트레이더시스템,연결,  컨센서스대비(%),,,적지,-,-,-
스맥,연결,매출액(억원),"1,594.73","1,766.29","2,012.99",,,
스맥,연결,  전년동기대비(%),24.10,10.76,13.97,,,
스맥,연결,  컨센서스대비(%),,,,-,-,-
스맥,연결,영업이익(억원),117.46,220.36,239.55,,,
스맥,연결,  전년동기대비(%),흑전,87.60,8.71,,,
스맥,연결,  컨센서스대비(%),,,,-,-,-
스맥,연결,당기순이익(억원),96.82,166.81,221.34,,,
스맥,연결,  전년동기대비(%),흑전,72.29,32.69,,,
스맥,연결,  컨센서스대비(%),,,,-,-,-
스카이라이프,연결,매출액(억원),"10,136.77","10,255.95","10,229.27","10,387","10,573","10,280"
스카이라이프,연결,  전년동기대비(%),32.82,1.18,-0.26,1.54,1.80,-2.77
스카이라이프,연결,  컨센서스대비(%),-2.06,-1.96,-0.38,-,-,-
스카이라이프,연결,영업이익(억원),631.96,140.67,-10.76,183,326,170
스카이라이프,연결,  전년동기대비(%),-13.45,-77.74,적전,흑전,77.98,-47.85
스카이라이프,연결,  컨센서스대비(%),-26.41,-70.17,적전,-,-,-
스카이라이프,연결,당기순이익(억원),230.86,"-1,137.45","-1,560.79",117,271,120
스카이라이프,연결,  전년동기대비(%),-62.95,적전,적지,흑전,130.97,-55.72
스카이라이프,연결,  컨센서스대비(%),-62.90,적전,적지,-,-,-
스코넥,연결,매출액(억원),36.43,61.90,44.36,,,
스코넥,연결,  전년동기대비(%),-40.41,69.91,-28.34,,,
스코넥,연결,  컨센서스대비(%),-17.20,,,-,-,-
스코넥,연결,영업이익(억원),-46.35,-59.48,-74.61,,,
스코넥,연결,  전년동기대비(%),적지,적지,적지,,,
스코넥,연결,  컨센서스대비(%),적지,,,-,-,-
스코넥,연결,당기순이익(억원),-44.48,-52.51,-66.46,,,
스코넥,연결,  전년동기대비(%),적지,적지,적지,,,
스코넥,연결,  컨센서스대비(%),,,,-,-,-
스킨앤스킨,연결,매출액(억원),132.62,134.69,145.22,,,
스킨앤스킨,연결,  전년동기대비(%),-51.97,1.56,7.82,,,
스킨앤스킨,연결,  컨센서스대비(%),,,,-,-,-
스킨앤스킨,연결,영업이익(억원),-63.23,-65.33,-63.46,,,
스킨앤스킨,연결,  전년동기대비(%),적전,적지,적지,,,
스킨앤스킨,연결,  컨센서스대비(%),,,,-,-,-
스킨앤스킨,연결,당기순이익(억원),-100.96,-94.38,-61.10,,,
스킨앤스킨,연결,  전년동기대비(%),적전,적지,적지,,,
스킨앤스킨,연결,  컨센서스대비(%),,,,-,-,-
스타코링크,연결,매출액(억원),290.86,103.88,136.90,,,
스타코링크,연결,  전년동기대비(%),-21.03,-64.29,31.79,,,
스타코링크,연결,  컨센서스대비(%),,,,-,-,-
스타코링크,연결,영업이익(억원),-175.68,-60.86,-55.00,,,
스타코링크,연결,  전년동기대비(%),적지,적지,적지,,,
스타코링크,연결,  컨센서스대비(%),,,,-,-,-
스타코링크,연결,당기순이익(억원),-298.57,-116.22,-256.00,,,
스타코링크,연결,  전년동기대비(%),적지,적지,적지,,,
스타코링크,연결,  컨센서스대비(%),,,,-,-,-
스타플렉스,연결,매출액(억원),"1,040.73",707.01,801.51,,,
스타플렉스,연결,  전년동기대비(%),22.45,-32.07,13.37,,,
스타플렉스,연결,  컨센서스대비(%),,,,-,-,-
스타플렉스,연결,영업이익(억원),39.64,-34.07,-1.58,,,
스타플렉스,연결,  전년동기대비(%),흑전,적전,적지,,,
스타플렉스,연결,  컨센서스대비(%),,,,-,-,-
스타플렉스,연결,당기순이익(억원),65.37,-147.43,46.55,,,
스타플렉스,연결,  전년동기대비(%),-6.05,적전,흑전,,,
스타플렉스,연결,  컨센서스대비(%),,,,-,-,-
스태리그룹,연결,매출액(억원),,,,,,
스태리그룹,연결,영업이익(억원),,,,,,
스태리그룹,연결,당기순이익(억원),,,,,,
스태리그룹,연결,지배주주순이익(억원),,,,,,
스태리그룹,연결,비지배주주순이익(억원),,,,,,
스태리그룹,연결,자산총계(억원),,,,,,
스태리그룹,연결,부채총계(억원),,,,,,
스태리그룹,연결,자본총계(억원),,,,,,
스태리그룹,연결,  지배주주지분(억원),,,,,,
스톤브릿지벤처스,연결,영업수익(억원),295.81,190.02,141.75,,,
스톤브릿지벤처스,연결,  전년동기대비(%),-30.25,-35.76,-25.40,,,
