일자,지수명,종가,대비,등락률,PER,PBR,배당수익률
20241112,코스피 200,327.31,-7.33,-2.19,13.16,0.85,2.2
20241112,코스피 100,2466.26,-53.9,-2.14,13.15,0.86,2.19
20241112,코스피 50,2266.5,-48.02,-2.07,12.68,0.86,2.25
20241112,코스피 200 중소형주,1299.3,-29.27,-2.2,13.35,0.75,2.1
20241112,코스피 200 초대형제외 지수,256.52,-4.56,-1.75,13.22,0.85,2.04
20241112,코스피200제외 코스피지수,3191.86,-67.95,-2.08,10.93,0.6,2.11
20241112,코스피 200 커뮤니케이션서비스,1699.98,-22.03,-1.28,19.78,1.11,2.26
20241112,코스피 200 건설,272.56,-2.64,-0.96,8.94,0.49,1.15
20241112,코스피 200 중공업,513.05,-12.14,-2.31,34.63,2.03,0.44
20241112,코스피 200 철강/소재,936.88,-17.2,-1.8,22.0,0.49,2.2
20241112,코스피 200 에너지/화학,990.89,-13.22,-1.32,56.12,0.51,2.13
20241112,코스피 200 정보기술,2784.25,-77.18,-2.7,20.35,0.99,1.21
20241112,코스피 200 금융,891.81,-9.18,-1.02,6.81,0.56,3.95
20241112,코스피 200 생활소비재,860.21,-16.12,-1.84,12.08,0.71,1.97
20241112,코스피 200 경기소비재,1512.14,-18.61,-1.22,5.83,0.59,3.69
20241112,코스피 200 산업재,708.17,-3.92,-0.55,22.55,1.69,1.18
20241112,코스피 200 헬스케어,2114.13,-88.96,-4.04,55.45,3.24,0.23
20241112,음식료·담배,3631.81,-70.41,-1.9,9.87,0.77,1.9
20241112,섬유·의류,204.56,-4.25,-2.04,6.96,0.53,3.18
20241112,종이·목재,258.65,-1.3,-0.5,0.0,0.36,2.81
20241112,화학,3492.73,-73.97,-2.07,28.31,0.61,1.58
20241112,제약,15120.63,-504.89,-3.23,70.58,3.06,0.22
20241112,비금속,3792.02,-69.71,-1.81,7.18,0.43,4.52
20241112,금속,5462.41,-57.06,-1.03,20.31,0.57,2.32
20241112,기계·장비,1265.44,-25.58,-1.98,30.01,1.66,1.31
20241112,전기전자,23173.15,-539.62,-2.28,21.97,1.24,1.5
20241112,의료·정밀기기,1195.56,-49.9,-4.01,0.0,0.63,0.51
20241112,운송장비·부품,2655.31,-50.01,-1.85,7.44,0.81,2.75
20241112,유통,330.74,-4.18,-1.25,13.31,0.57,2.59
20241112,전기·가스,743.17,-19.54,-2.56,6.05,0.36,0.32
20241112,건설,67.11,0.06,0.09,11.5,0.4,2.17
20241112,운송·창고,1555.72,-15.68,-1.0,8.07,0.65,2.84
20241112,통신,435.38,-3.0,-0.68,10.3,0.74,5.47
20241112,금융,475.66,-8.09,-1.67,7.41,0.55,3.42
20241112,증권,2183.51,-36.16,-1.63,9.73,0.47,3.4
20241112,보험,21400.12,-502.71,-2.3,6.15,0.56,3.84
20241112,일반서비스,980.56,-12.65,-1.27,26.83,1.43,1.16
20241112,제조,6344.89,-141.82,-2.19,17.91,1.05,1.64
20241112,코스피 대형주,2475.49,-49.19,-1.95,14.66,0.96,1.92
20241112,코스피 중형주,2749.65,-50.21,-1.79,10.53,0.63,2.43
20241112,코스피 소형주,2110.13,-44.76,-2.08,12.93,0.45,2.56
20241112,코스피 200 비중상한 30%,327.24,-7.3,-2.18,13.16,0.85,2.19
20241112,코스피 200 비중상한 25%,328.42,-7.06,-2.1,13.17,0.85,2.17
20241112,코스피 200 비중상한 20%,323.29,-6.69,-2.03,13.18,0.85,2.14
20241112,오락·문화,970.31,-20.95,-2.11,0.0,0.0,0.0
20241112,IT 서비스,974.88,-7.21,-0.73,0.0,0.0,0.0
20241112,부동산,878.8,-18.9,-2.11,0.0,0.0,0.0
20241112,코스피 200 TOP 10,1234.37,-15.66,-1.25,16.11,1.05,1.67
20241111,코스피,2531.66,-29.49,-1.15,14.24,0.89,1.96
20241111,코스피 200,334.64,-5.07,-1.49,13.45,0.87,2.15
20241111,코스피 100,2520.16,-38.65,-1.51,13.43,0.88,2.14
20241111,코스피 50,2314.52,-38.53,-1.64,12.95,0.88,2.2
20241111,코스피 200 중소형주,1328.57,-7.89,-0.59,13.65,0.76,2.05
20241111,코스피 200 초대형제외 지수,261.08,-2.25,-0.85,13.46,0.87,2.0
20241111,코스피200제외 코스피지수,3259.81,-39.24,-1.19,11.16,0.61,2.06
20241111,코스피 200 커뮤니케이션서비스,1722.01,6.11,0.36,20.04,1.12,2.23
20241111,코스피 200 건설,275.2,-5.81,-2.07,9.03,0.49,1.13
20241111,코스피 200 중공업,525.19,9.68,1.88,35.45,2.08,0.43
20241111,코스피 200 철강/소재,954.08,-19.26,-1.98,22.41,0.5,2.16
20241111,코스피 200 에너지/화학,1004.11,-26.49,-2.57,56.87,0.51,2.1
20241111,코스피 200 정보기술,2861.43,-93.94,-3.18,20.92,1.02,1.18
20241111,코스피 200 금융,900.99,-4.19,-0.46,6.88,0.56,3.91
20241111,코스피 200 생활소비재,876.33,-11.92,-1.34,12.31,0.72,1.93
20241111,코스피 200 경기소비재,1530.75,22.31,1.48,5.9,0.6,3.65
20241111,코스피 200 산업재,712.09,4.69,0.66,22.66,1.7,1.17
20241111,코스피 200 헬스케어,2203.09,-8.79,-0.4,57.79,3.38,0.22
20241111,음식료·담배,3702.22,-83.42,-2.2,10.06,0.79,1.87
20241111,섬유·의류,208.81,-11.8,-5.35,7.11,0.54,3.12
20241111,종이·목재,259.95,-3.6,-1.37,0.0,0.36,2.79
20241111,화학,3566.7,-94.49,-2.58,28.91,0.62,1.54
20241111,제약,15625.52,-164.49,-1.04,72.93,3.16,0.21
20241111,비금속,3861.73,-58.21,-1.48,7.31,0.44,4.44
20241111,금속,5519.47,-115.47,-2.05,20.52,0.57,2.3
20241111,기계·장비,1291.02,-18.99,-1.45,30.61,1.69,1.29
20241111,전기전자,23712.77,-509.15,-2.1,22.48,1.27,1.46
20241111,의료·정밀기기,1245.46,-60.51,-4.63,0.0,0.65,0.49
20241111,운송장비·부품,2705.32,78.17,2.98,7.58,0.83,2.7
20241111,유통,334.92,-6.35,-1.86,13.48,0.57,2.56
20241111,전기·가스,762.71,-2.86,-0.37,6.21,0.37,0.31
20241111,건설,67.05,-1.12,-1.64,11.49,0.4,2.17
20241111,운송·창고,1571.4,-52.32,-3.22,8.15,0.66,2.82
20241111,통신,438.38,14.39,3.39,10.37,0.74,5.43
20241111,금융,483.75,-3.57,-0.73,7.54,0.56,3.36
20241111,증권,2219.67,7.01,0.32,9.89,0.48,3.35
20241111,보험,21902.83,-83.26,-0.38,6.29,0.58,3.75
20241111,일반서비스,993.21,-12.31,-1.22,27.17,1.45,1.14
20241111,제조,6486.71,-82.33,-1.25,18.31,1.07,1.6
20241111,코스피 대형주,2524.68,-28.21,-1.11,14.95,0.98,1.88
20241111,코스피 중형주,2799.86,-37.31,-1.32,10.72,0.65,2.39
20241111,코스피 소형주,2154.89,-30.46,-1.39,13.22,0.46,2.5
20241111,코스피 200 비중상한 30%,334.54,-5.03,-1.48,13.45,0.87,2.15
20241111,코스피 200 비중상한 25%,335.48,-4.66,-1.37,13.45,0.87,2.12
20241111,코스피 200 비중상한 20%,329.98,-4.21,-1.26,13.45,0.87,2.09
20241111,오락·문화,991.26,-5.1,-0.51,0.0,0.0,0.0
20241111,IT 서비스,982.09,-14.43,-1.45,0.0,0.0,0.0
20241111,부동산,897.7,-14.15,-1.55,0.0,0.0,0.0
20241111,코스피 200 TOP 10,1250.03,-2.68,-0.21,16.32,1.06,1.65
20241108,코스피,2561.15,-3.48,-0.14,14.4,0.9,1.94
20241108,코스피 200,339.71,-1.16,-0.34,13.66,0.88,2.12
20241108,코스피 100,2558.81,-9.48,-0.37,13.64,0.9,2.11
20241108,코스피 50,2353.05,-9.33,-0.39,13.17,0.89,2.17
20241108,코스피 200 중소형주,1336.46,1.63,0.12,13.72,0.77,2.04
20241108,코스피 200 초대형제외 지수,263.33,-0.46,-0.17,13.57,0.88,1.98
20241108,코스피200제외 코스피지수,3299.05,0.33,0.01,11.29,0.62,2.04
20241108,코스피 200 커뮤니케이션서비스,1715.9,-62.99,-3.54,19.97,1.12,2.24
20241108,코스피 200 건설,281.01,-0.04,-0.01,9.22,0.5,1.11
20241108,코스피 200 중공업,515.51,3.47,0.68,34.79,2.04,0.44
20241108,코스피 200 철강/소재,973.34,-19.13,-1.93,22.86,0.51,2.11
20241108,코스피 200 에너지/화학,1030.6,-4.02,-0.39,58.37,0.53,2.05
20241108,코스피 200 정보기술,2955.37,4.32,0.15,21.6,1.05,1.14
20241108,코스피 200 금융,905.18,-1.27,-0.14,6.91,0.57,3.89
20241108,코스피 200 생활소비재,888.25,9.51,1.08,12.48,0.73,1.91
20241108,코스피 200 경기소비재,1508.44,-9.39,-0.62,5.82,0.59,3.7
20241108,코스피 200 산업재,707.4,8.22,1.18,22.49,1.68,1.18
20241108,코스피 200 헬스케어,2211.88,8.82,0.4,58.02,3.39,0.22
20241108,음식료·담배,3785.64,-32.3,-0.85,10.28,0.8,1.83
20241108,섬유·의류,220.61,-3.29,-1.47,7.51,0.57,2.95
20241108,종이·목재,263.55,-2.51,-0.94,0.0,0.37,2.75
20241108,화학,3661.19,-28.4,-0.77,29.67,0.64,1.5
20241108,제약,15790.01,122.57,0.78,73.7,3.19,0.21
20241108,비금속,3919.94,-13.75,-0.35,7.42,0.45,4.37
20241108,금속,5634.94,-222.1,-3.79,20.95,0.59,2.25
20241108,기계·장비,1310.01,-7.99,-0.61,31.06,1.72,1.27
20241108,전기전자,24221.92,131.44,0.55,22.96,1.3,1.43
20241108,의료·정밀기기,1305.97,-21.86,-1.65,0.0,0.69,0.47
20241108,운송장비·부품,2627.15,0.37,0.01,7.36,0.8,2.78
20241108,유통,341.27,-2.43,-0.71,13.74,0.58,2.51
20241108,전기·가스,765.57,-16.53,-2.11,6.24,0.37,0.31
20241108,건설,68.17,0.74,1.1,11.71,0.41,2.13
20241108,운송·창고,1623.72,-6.38,-0.39,8.42,0.68,2.72
20241108,통신,423.99,-12.52,-2.87,10.03,0.72,5.61
20241108,금융,487.32,-0.09,-0.02,7.59,0.57,3.34
20241108,증권,2212.66,-9.05,-0.41,9.86,0.48,3.36
20241108,보험,21986.09,139.92,0.64,6.32,0.58,3.74
20241108,일반서비스,1005.52,-20.17,-1.97,27.5,1.47,1.13
20241108,제조,6569.04,11.01,0.17,18.55,1.09,1.58
20241108,코스피 대형주,2552.89,-3.21,-0.13,15.12,0.99,1.86
20241108,코스피 중형주,2837.17,-10.13,-0.36,10.86,0.65,2.36
20241108,코스피 소형주,2185.35,-0.94,-0.04,13.4,0.47,2.47
20241108,코스피 200 비중상한 30%,339.57,-1.15,-0.34,13.65,0.88,2.11
20241108,코스피 200 비중상한 25%,340.14,-1.06,-0.31,13.64,0.88,2.09
20241108,코스피 200 비중상한 20%,334.19,-0.94,-0.28,13.62,0.88,2.07
20241108,오락·문화,996.36,-2.33,-0.23,0.0,0.0,0.0
20241108,IT 서비스,996.52,-30.52,-2.97,0.0,0.0,0.0
20241108,부동산,911.85,-6.84,-0.74,0.0,0.0,0.0
20241108,코스피 200 TOP 10,1252.71,-2.13,-0.17,16.35,1.06,1.64
20241107,코스피,2564.63,1.12,0.04,14.42,0.9,1.94
20241107,코스피 200,340.87,0.26,0.08,13.7,0.89,2.11
20241107,코스피 100,2568.29,1.63,0.06,13.69,0.9,2.1
20241107,코스피 50,2362.38,0.42,0.02,13.22,0.89,2.16
20241107,코스피 200 중소형주,1334.83,1.41,0.11,13.72,0.77,2.04
20241107,코스피 200 초대형제외 지수,263.79,-0.03,-0.01,13.6,0.88,1.98
20241107,코스피200제외 코스피지수,3298.72,4.67,0.14,11.29,0.62,2.04
20241107,코스피 200 커뮤니케이션서비스,1778.89,-4.19,-0.23,20.7,1.16,2.16
20241107,코스피 200 건설,281.05,-2.07,-0.73,9.22,0.5,1.11
20241107,코스피 200 중공업,512.04,26.72,5.51,34.56,2.03,0.44
20241107,코스피 200 철강/소재,992.47,-2.07,-0.21,23.31,0.52,2.07
20241107,코스피 200 에너지/화학,1034.62,-11.32,-1.08,58.6,0.53,2.04
20241107,코스피 200 정보기술,2951.05,-11.92,-0.4,21.57,1.05,1.14
20241107,코스피 200 금융,906.45,-5.13,-0.56,6.92,0.57,3.88
20241107,코스피 200 생활소비재,878.74,-5.95,-0.67,12.34,0.72,1.93
20241107,코스피 200 경기소비재,1517.83,-9.03,-0.59,5.85,0.59,3.68
20241107,코스피 200 산업재,699.18,5.04,0.73,22.26,1.67,1.19
20241107,코스피 200 헬스케어,2203.06,-83.9,-3.67,57.78,3.38,0.22
20241107,음식료·담배,3817.94,-31.86,-0.83,10.37,0.81,1.81
20241107,섬유·의류,223.9,-1.91,-0.85,7.62,0.58,2.91
20241107,종이·목재,266.06,1.09,0.41,0.0,0.37,2.73
20241107,화학,3689.59,-39.81,-1.07,29.9,0.64,1.49
20241107,제약,15667.44,-477.73,-2.96,73.13,3.17,0.21
20241107,비금속,3933.69,-0.02,0.0,7.45,0.45,4.36
20241107,금속,5857.04,66.41,1.15,21.78,0.61,2.17
20241107,기계·장비,1318.0,14.88,1.14,31.25,1.73,1.26
20241107,전기전자,24090.48,23.13,0.1,22.83,1.29,1.44
20241107,의료·정밀기기,1327.83,-10.38,-0.78,0.0,0.7,0.46
20241107,운송장비·부품,2626.78,78.87,3.1,7.36,0.8,2.78
20241107,유통,343.7,2.1,0.61,13.84,0.59,2.49
20241107,전기·가스,782.1,2.47,0.32,6.37,0.38,0.31
20241107,건설,67.43,-0.6,-0.88,11.65,0.4,2.14
20241107,운송·창고,1630.1,-2.57,-0.16,8.45,0.68,2.71
20241107,통신,436.51,-4.1,-0.93,10.33,0.74,5.45
20241107,금융,487.41,-0.6,-0.12,7.59,0.57,3.34
20241107,증권,2221.71,-44.83,-1.98,9.9,0.48,3.34
20241107,보험,21846.17,-429.62,-1.93,6.28,0.57,3.76
20241107,일반서비스,1025.69,-0.43,-0.04,28.07,1.5,1.11
20241107,제조,6558.03,6.74,0.1,18.51,1.09,1.58
20241107,코스피 대형주,2556.1,3.36,0.13,15.14,0.99,1.86
20241107,코스피 중형주,2847.3,-15.02,-0.52,10.9,0.66,2.35
20241107,코스피 소형주,2186.29,-1.87,-0.09,13.41,0.47,2.47
20241107,코스피 200 비중상한 30%,340.72,0.25,0.07,13.7,0.89,2.11
20241107,코스피 200 비중상한 25%,341.2,0.21,0.06,13.68,0.89,2.08
20241107,코스피 200 비중상한 20%,335.13,0.15,0.04,13.66,0.88,2.06
20241107,오락·문화,998.69,-10.5,-1.04,0.0,0.0,0.0
20241107,IT 서비스,1027.04,4.81,0.47,0.0,0.0,0.0
20241107,부동산,918.69,-5.46,-0.59,0.0,0.0,0.0
20241107,코스피 200 TOP 10,1254.84,-5.9,-0.47,16.38,1.06,1.64
20241106,코스피,2563.51,-13.37,-0.52,14.41,0.9,1.94
20241106,코스피 200,340.61,-0.86,-0.25,13.69,0.89,2.11
20241106,코스피 100,2566.66,-7.26,-0.28,13.68,0.9,2.1
20241106,코스피 50,2361.96,-9.93,-0.42,13.22,0.89,2.16
20241106,코스피 200 중소형주,1333.42,1.64,0.12,13.72,0.77,2.04
20241106,코스피 200 초대형제외 지수,263.82,-0.45,-0.17,13.6,0.88,1.98
20241106,코스피200제외 코스피지수,3294.05,1.53,0.05,11.24,0.62,2.05
20241106,코스피 200 커뮤니케이션서비스,1783.08,13.72,0.78,20.75,1.16,2.15
20241106,코스피 200 건설,283.12,4.6,1.65,9.29,0.51,1.1
20241106,코스피 200 중공업,485.32,10.69,2.25,32.76,1.92,0.46
20241106,코스피 200 철강/소재,994.54,-25.54,-2.5,23.36,0.52,2.07
20241106,코스피 200 에너지/화학,1045.94,-38.91,-3.59,59.24,0.54,2.02
20241106,코스피 200 정보기술,2962.97,-27.06,-0.91,21.66,1.06,1.14
20241106,코스피 200 금융,911.58,19.53,2.19,6.96,0.57,3.86
20241106,코스피 200 생활소비재,884.69,-2.08,-0.23,12.43,0.73,1.91
20241106,코스피 200 경기소비재,1526.86,-27.01,-1.74,5.89,0.59,3.66
20241106,코스피 200 산업재,694.14,-11.19,-1.59,22.11,1.66,1.2
20241106,코스피 200 헬스케어,2286.96,23.32,1.03,59.99,3.5,0.22
20241106,음식료·담배,3849.8,-3.45,-0.09,10.46,0.82,1.8
20241106,섬유·의류,225.81,-2.61,-1.14,7.68,0.58,2.88
20241106,종이·목재,264.97,-0.37,-0.14,0.0,0.37,2.74
20241106,화학,3729.4,-121.65,-3.16,30.22,0.65,1.48
20241106,제약,16145.17,163.97,1.03,75.36,3.26,0.2
20241106,비금속,3933.71,26.21,0.67,7.45,0.45,4.36
20241106,금속,5790.63,-177.83,-2.98,21.53,0.6,2.19
20241106,기계·장비,1303.12,21.29,1.66,30.9,1.71,1.28
20241106,전기전자,24067.35,-351.13,-1.44,22.81,1.29,1.44
20241106,의료·정밀기기,1338.21,-28.27,-2.07,0.0,0.7,0.46
20241106,운송장비·부품,2547.91,0.56,0.02,7.14,0.78,2.87
20241106,유통,341.6,-4.22,-1.22,13.65,0.58,2.54
20241106,전기·가스,779.63,-4.33,-0.55,6.35,0.38,0.31
20241106,건설,68.03,0.32,0.47,11.74,0.41,2.12
20241106,운송·창고,1632.67,-40.91,-2.44,8.47,0.69,2.71
20241106,통신,440.61,7.42,1.71,10.43,0.74,5.4
20241106,금융,488.01,6.64,1.38,7.61,0.57,3.33
20241106,증권,2266.54,16.76,0.74,10.1,0.49,3.28
20241106,보험,22275.79,237.75,1.08,6.4,0.59,3.69
20241106,일반서비스,1026.12,0.2,0.02,28.07,1.5,1.11
20241106,제조,6551.29,-67.67,-1.02,18.5,1.09,1.58
20241106,코스피 대형주,2552.74,-16.02,-0.62,15.12,0.99,1.86
20241106,코스피 중형주,2862.32,1.94,0.07,10.95,0.66,2.34
20241106,코스피 소형주,2188.16,-3.24,-0.15,13.42,0.47,2.47
20241106,코스피 200 비중상한 30%,340.47,-0.86,-0.25,13.69,0.89,2.11
20241106,코스피 200 비중상한 25%,340.99,-0.81,-0.24,13.68,0.88,2.09
20241106,코스피 200 비중상한 20%,334.98,-0.75,-0.22,13.66,0.88,2.06
20241106,오락·문화,1009.19,-6.7,-0.66,0.0,0.0,0.0
20241106,IT 서비스,1022.23,0.14,0.01,0.0,0.0,0.0
20241106,부동산,924.15,-6.89,-0.74,0.0,0.0,0.0
20241106,코스피 200 TOP 10,1260.74,-25.05,-1.95,16.46,1.07,1.63
20241105,코스피,2576.88,-12.09,-0.47,14.49,0.9,1.93
20241105,코스피 200,341.47,-2.13,-0.62,13.73,0.89,2.1
20241105,코스피 100,2573.92,-16.15,-0.62,13.72,0.9,2.1
20241105,코스피 50,2371.89,-15.63,-0.65,13.27,0.9,2.15
20241105,코스피 200 중소형주,1331.78,-1.6,-0.12,13.68,0.77,2.05
20241105,코스피 200 초대형제외 지수,264.27,-0.57,-0.22,13.62,0.88,1.98
20241105,코스피200제외 코스피지수,3292.52,11.1,0.34,11.22,0.62,2.06
20241105,코스피 200 커뮤니케이션서비스,1769.36,-2.82,-0.16,20.59,1.15,2.17
20241105,코스피 200 건설,278.52,4.46,1.63,9.14,0.5,1.12
20241105,코스피 200 중공업,474.63,3.08,0.65,32.04,1.88,0.47
20241105,코스피 200 철강/소재,1020.08,31.05,3.14,23.96,0.53,2.02
20241105,코스피 200 에너지/화학,1084.85,0.56,0.05,61.44,0.56,1.94
20241105,코스피 200 정보기술,2990.03,-49.92,-1.64,21.86,1.07,1.13
20241105,코스피 200 금융,892.05,0.86,0.1,6.81,0.56,3.95
20241105,코스피 200 생활소비재,886.77,-3.75,-0.42,12.46,0.73,1.91
20241105,코스피 200 경기소비재,1553.87,-4.69,-0.3,5.99,0.6,3.59
20241105,코스피 200 산업재,705.33,-4.63,-0.65,22.44,1.68,1.18
20241105,코스피 200 헬스케어,2263.64,-37.93,-1.65,59.37,3.47,0.22
20241105,음식료·담배,3853.25,-19.4,-0.5,10.47,0.82,1.79
20241105,섬유·의류,228.42,-0.63,-0.28,7.77,0.59,2.85
20241105,종이·목재,265.34,0.75,0.28,0.0,0.37,2.73
20241105,화학,3851.05,15.18,0.4,31.21,0.67,1.43
20241105,제약,15981.2,-191.02,-1.18,74.59,3.23,0.21
20241105,비금속,3907.5,5.96,0.15,7.4,0.45,4.39
20241105,금속,5968.46,259.63,4.55,22.19,0.62,2.13
20241105,기계·장비,1281.83,9.31,0.73,30.43,1.68,1.3
20241105,전기전자,24418.48,-361.72,-1.46,23.14,1.31,1.42
20241105,의료·정밀기기,1366.48,1.55,0.11,0.0,0.72,0.45
20241105,운송장비·부품,2547.35,-12.45,-0.49,7.14,0.78,2.87
20241105,유통,345.82,0.59,0.17,13.82,0.59,2.51
20241105,전기·가스,783.96,-0.66,-0.08,6.39,0.38,0.31
20241105,건설,67.71,1.05,1.58,11.59,0.4,2.15
20241105,운송·창고,1673.58,-2.92,-0.17,8.68,0.7,2.64
20241105,통신,433.19,-5.12,-1.17,10.25,0.73,5.5
20241105,금융,481.37,0.86,0.18,7.49,0.56,3.38
20241105,증권,2249.78,8.33,0.37,10.03,0.49,3.3
20241105,보험,22038.04,-11.32,-0.05,6.33,0.58,3.73
20241105,일반서비스,1025.92,-1.36,-0.13,28.06,1.5,1.11
20241105,제조,6618.96,-47.5,-0.71,18.69,1.1,1.57
20241105,코스피 대형주,2568.76,-15.07,-0.58,15.22,0.99,1.85
20241105,코스피 중형주,2860.38,1.42,0.05,10.94,0.66,2.34
20241105,코스피 소형주,2191.4,4.51,0.21,13.44,0.47,2.46
20241105,코스피 200 비중상한 30%,341.33,-2.1,-0.61,13.73,0.89,2.1
20241105,코스피 200 비중상한 25%,341.8,-1.87,-0.54,13.71,0.89,2.08
20241105,코스피 200 비중상한 20%,335.73,-1.6,-0.47,13.69,0.88,2.06
20241105,오락·문화,1015.89,13.86,1.38,0.0,0.0,0.0
20241105,IT 서비스,1022.09,-1.56,-0.15,0.0,0.0,0.0
20241105,부동산,931.04,1.59,0.17,0.0,0.0,0.0
20241105,코스피 200 TOP 10,1285.79,-11.53,-0.89,16.78,1.09,1.6
20241104,코스피,2588.97,46.61,1.83,14.55,0.91,1.92
20241104,코스피 200,343.6,6.11,1.81,13.81,0.89,2.09
20241104,코스피 100,2590.07,47.67,1.88,13.81,0.91,2.08
20241104,코스피 50,2387.52,47.66,2.04,13.36,0.9,2.14
20241104,코스피 200 중소형주,1333.38,20.81,1.59,13.7,0.77,2.05
20241104,코스피 200 초대형제외 지수,264.84,5.65,2.18,13.65,0.88,1.97
20241104,코스피200제외 코스피지수,3281.42,24.76,0.76,11.18,0.61,2.06
20241104,코스피 200 커뮤니케이션서비스,1772.18,29.25,1.68,20.62,1.15,2.17
20241104,코스피 200 건설,274.06,1.31,0.48,8.99,0.49,1.14
20241104,코스피 200 중공업,471.55,4.35,0.93,31.83,1.87,0.48
20241104,코스피 200 철강/소재,989.03,29.71,3.1,23.23,0.51,2.08
20241104,코스피 200 에너지/화학,1084.29,1.93,0.18,61.41,0.56,1.94
20241104,코스피 200 정보기술,3039.95,86.73,2.94,22.22,1.08,1.11
20241104,코스피 200 금융,891.19,0.94,0.11,6.81,0.56,3.95
20241104,코스피 200 생활소비재,890.52,19.7,2.26,12.51,0.73,1.9
20241104,코스피 200 경기소비재,1558.56,19.35,1.26,6.01,0.61,3.58
20241104,코스피 200 산업재,709.96,13.17,1.89,22.6,1.69,1.17
20241104,코스피 200 헬스케어,2301.57,91.17,4.12,60.37,3.53,0.21
20241104,음식료·담배,3872.65,114.47,3.05,10.52,0.82,1.79
20241104,섬유·의류,229.05,4.13,1.84,7.79,0.59,2.84
20241104,종이·목재,264.59,1.01,0.38,0.0,0.37,2.74
20241104,화학,3835.87,48.12,1.27,31.09,0.67,1.43
20241104,제약,16172.22,438.94,2.79,75.48,3.27,0.2
20241104,비금속,3901.54,9.39,0.24,7.39,0.45,4.39
20241104,금속,5708.83,217.9,3.97,21.22,0.59,2.22
20241104,기계·장비,1272.52,11.12,0.88,30.21,1.67,1.3
20241104,전기전자,24780.2,613.26,2.54,23.49,1.33,1.4
20241104,의료·정밀기기,1364.93,9.56,0.71,0.0,0.72,0.45
20241104,운송장비·부품,2559.8,21.47,0.85,7.17,0.78,2.86
20241104,유통,345.23,5.09,1.5,13.8,0.58,2.51
20241104,전기·가스,784.62,10.89,1.41,6.39,0.38,0.31
20241104,건설,66.66,0.41,0.62,11.36,0.39,2.19
20241104,운송·창고,1676.5,41.69,2.55,8.69,0.7,2.64
20241104,통신,438.31,-1.05,-0.24,10.37,0.74,5.43
20241104,금융,480.51,2.54,0.53,7.48,0.56,3.39
20241104,증권,2241.45,19.59,0.88,9.99,0.49,3.32
20241104,보험,22049.36,89.53,0.41,6.33,0.58,3.73
20241104,일반서비스,1027.28,20.8,2.07,28.1,1.5,1.11
20241104,제조,6666.46,143.0,2.19,18.82,1.1,1.56
20241104,코스피 대형주,2583.83,51.29,2.03,15.3,1.0,1.84
20241104,코스피 중형주,2858.96,26.21,0.93,10.93,0.66,2.34
20241104,코스피 소형주,2186.89,18.64,0.86,13.41,0.47,2.47
20241104,코스피 200 비중상한 30%,343.43,6.12,1.81,13.81,0.89,2.09
20241104,코스피 200 비중상한 25%,343.67,6.35,1.88,13.78,0.89,2.07
20241104,코스피 200 비중상한 20%,337.33,6.43,1.94,13.75,0.89,2.05
20241104,오락·문화,1002.03,30.47,3.14,0.0,0.0,0.0
20241104,IT 서비스,1023.65,17.9,1.78,0.0,0.0,0.0
20241104,부동산,929.45,-7.34,-0.78,0.0,0.0,0.0
20241104,코스피 200 TOP 10,1297.32,35.52,2.82,16.93,1.1,1.59
20241101,코스피,2542.36,-13.79,-0.54,14.29,0.89,1.95
20241101,코스피 200,337.49,-1.83,-0.54,13.57,0.88,2.13
20241101,코스피 100,2542.4,-9.84,-0.39,13.55,0.89,2.12
20241101,코스피 50,2339.86,-4.72,-0.2,13.09,0.89,2.18
20241101,코스피 200 중소형주,1312.57,-22.51,-1.69,13.49,0.76,2.08
20241101,코스피 200 초대형제외 지수,259.19,-0.56,-0.22,13.36,0.86,2.02
20241101,코스피200제외 코스피지수,3256.66,-29.53,-0.9,11.08,0.61,2.08
20241101,코스피 200 커뮤니케이션서비스,1742.93,-4.3,-0.25,20.28,1.14,2.2
20241101,코스피 200 건설,272.75,0.65,0.24,8.95,0.49,1.14
20241101,코스피 200 중공업,467.2,-7.61,-1.6,31.53,1.85,0.48
20241101,코스피 200 철강/소재,959.32,-9.8,-1.01,22.53,0.5,2.14
20241101,코스피 200 에너지/화학,1082.36,-5.25,-0.48,61.3,0.55,1.95
20241101,코스피 200 정보기술,2953.22,-20.75,-0.7,21.59,1.05,1.14
20241101,코스피 200 금융,890.25,16.36,1.87,6.8,0.56,3.95
20241101,코스피 200 생활소비재,870.82,-2.15,-0.25,12.23,0.71,1.95
20241101,코스피 200 경기소비재,1539.21,-2.38,-0.15,5.93,0.6,3.63
20241101,코스피 200 산업재,696.79,-0.43,-0.06,22.17,1.66,1.2
20241101,코스피 200 헬스케어,2210.4,-73.01,-3.2,57.98,3.39,0.22
20241101,음식료·담배,3758.18,-37.34,-0.98,10.21,0.8,1.84
20241101,섬유·의류,224.92,-2.45,-1.08,7.65,0.58,2.89
20241101,종이·목재,263.58,-1.26,-0.48,0.0,0.37,2.75
20241101,화학,3787.75,-5.78,-0.15,30.7,0.66,1.45
20241101,제약,15733.28,-182.5,-1.15,73.44,3.18,0.21
20241101,비금속,3892.15,-32.55,-0.83,7.37,0.44,4.4
20241101,금속,5490.93,1.36,0.02,20.41,0.57,2.31
20241101,기계·장비,1261.4,-7.02,-0.55,29.93,1.66,1.32
20241101,전기전자,24166.94,-255.73,-1.05,22.91,1.3,1.43
