기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250627,090710,휴림로봇,KOSDAQ,중견기업부,3130,600,23.72,2615,3250,2585,120500447,3623.3,3450.0,110237793,3450.0,100.0,105.0
20250627,476040,오가노이드사이언스,KOSDAQ,기술성장기업부,35900,400,1.13,36050,37950,34100,2330694,845.4,2350.0,6546309,3133.0,75.0,36.0
20250627,064260,다날,KOSDAQ,중견기업부,6200,590,10.52,5880,6830,5440,21915916,1360.7,4275.0,68949040,4840.0,88.3,31.8
20250627,042370,비츠로테크,KOSDAQ,우량기업부,9600,1050,12.28,10520,10980,9290,7408512,760.6,2515.0,26200025,2515.0,100.0,30.2
20250627,024720,콜마홀딩스,KOSPI,,17730,2820,18.91,15070,18130,14910,10019186,1710.7,6081.0,34296259,6081.0,100.0,28.1
20250627,203400,에이비온,KOSDAQ,기술성장기업부,12840,2960,29.96,12840,12840,12550,6750088,866.5,3677.0,28637415,3677.0,100.0,23.6
20250627,002020,코오롱,KOSPI,,53500,8650,19.29,44400,54200,44350,2706594,1392.3,6755.0,12626426,6755.0,100.0,20.6
20250627,006220,제주은행,KOSPI,,15310,1110,7.82,14250,16460,13740,7178811,1100.1,5787.0,37798557,5821.0,99.4,19.0
20250627,136150,원일티엔아이,KOSDAQ,벤처기업부,30750,1600,5.49,34250,34850,29900,1088107,357.1,2577.0,8381030,3009.0,85.6,13.9
20250627,032820,우리기술,KOSDAQ,벤처기업부,4425,230,5.48,4300,4455,4230,19432261,848.4,7325.0,165530656,7325.0,100.0,11.6
20250627,462860,더즌,KOSDAQ,중견기업부,4520,185,4.27,4350,4670,4270,7322345,330.7,3228.0,71413257,3771.0,85.6,10.2
20250627,103590,일진전기,KOSPI,,37600,4450,13.42,33150,37700,32850,4894345,1790.7,17930.0,47685390,17930.0,100.0,10.0
