기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250722,037270,YG PLUS,KOSPI,,10360,1280,14.1,8900,11400,8630,27832308,2909.6,6583.0,63541460,6583.0,100.0,44.2
20250722,090460,비에이치,KOSPI,,16600,2690,19.34,14790,17300,14610,14588496,2376.3,5721.0,34464379,5721.0,100.0,41.5
20250722,463020,뉴엔AI,KOSDAQ,기술성장기업부,38900,2250,6.14,37050,41650,36700,3248210,1298.3,3454.0,8879200,4005.0,86.2,37.6
20250722,060250,NHN KCP,KOSDAQ,우량기업부,18150,2110,13.15,15710,18380,15600,14068312,2475.1,7289.0,40160611,7289.0,100.0,34.0
20250722,051980,중앙첨단소재,KOSDAQ,중견기업부,2955,145,5.16,2865,3215,2820,32890751,994.2,3008.0,101802299,3197.0,94.1,33.1
20250722,200670,휴메딕스,KOSDAQ,우량기업부,73000,15100,26.08,61700,75200,60100,2251579,1600.0,8198.0,11229930,8198.0,100.0,19.5
20250722,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7460,360,5.07,7220,7960,7100,4339222,329.6,2014.0,27000000,2233.0,90.2,16.4
20250722,001270,부국증권,KOSPI,,67500,10700,18.84,60000,73000,57900,1704066,1107.7,7000.0,10369886,7083.0,98.8,15.8
20250722,115310,인포바인,KOSDAQ,벤처기업부,68600,7600,12.46,63500,71600,59100,475856,316.6,2190.0,3192883,2360.0,92.8,14.5
20250722,009520,포스코엠텍,KOSDAQ GLOBAL,우량기업부,14020,930,7.1,14840,15770,13900,5584405,841.2,5838.0,41642703,5838.0,100.0,14.4
20250722,093520,매커스,KOSDAQ,우량기업부,25000,5750,29.87,19960,25000,18850,2544966,557.5,4041.0,16163092,4041.0,100.0,13.8
20250722,290650,엘앤씨바이오,KOSDAQ,우량기업부,32100,2900,9.93,30750,36550,29850,3193703,1068.2,7903.0,24618850,7952.0,99.4,13.5
20250722,460930,현대힘스,KOSDAQ,중견기업부,19700,940,5.01,20700,22300,19480,4211090,890.1,6990.0,35479871,7368.0,94.9,12.7
