기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250807,017510,세명전기,KOSDAQ,중견기업부,9380,1230,15.09,8250,9880,8250,19217689,1786.8,1430.0,15246000,1430.0,100.0,125.0
20250807,419050,삼기에너지솔루션즈,KOSDAQ,우량기업부,2320,336,16.94,1980,2520,1961,47435083,1123.2,1327.0,57196240,1327.0,100.0,84.6
20250807,332570,PS일렉트로닉스,KOSDAQ,벤처기업부,3920,200,5.38,3765,4245,3705,34240956,1379.2,1693.0,43199758,1693.0,100.0,81.5
20250807,309710,아이티켐,KOSDAQ,기술성장기업부,31050,14950,92.86,38800,39150,28800,9211579,3058.0,3907.0,12583001,3907.0,100.0,78.3
20250807,333430,일승,KOSDAQ,중견기업부,5150,215,4.36,4955,5510,4870,15614633,818.7,1582.0,30726747,1582.0,100.0,51.8
20250807,014940,오리엔탈정공,KOSDAQ,우량기업부,8060,1760,27.94,6420,8190,6340,16647696,1260.8,3673.0,45573661,3673.0,100.0,34.3
20250807,061970,LB세미콘,KOSDAQ,중견기업부,3875,115,3.06,4015,4510,3875,13912748,601.6,2251.0,58083006,2364.0,95.2,26.7
20250807,097230,HJ중공업,KOSPI,,13700,2270,19.86,11500,14750,11380,21560163,2908.0,11409.0,83274281,11409.0,100.0,25.5
20250807,104620,노랑풍선,KOSDAQ,중견기업부,6820,30,0.44,6690,6890,6590,3997675,269.8,1080.0,15842126,1080.0,100.0,25.0
20250807,010660,화천기계,KOSPI,,5170,60,1.17,5300,5750,4930,5221567,281.1,1137.0,22000000,1302.0,87.3,24.7
20250807,290690,소룩스,KOSDAQ,중견기업부,5940,340,6.07,5660,6490,5640,10377370,637.2,2895.0,48740317,2895.0,100.0,22.0
20250807,475230,엔알비,KOSDAQ,벤처기업부,15290,210,1.39,15800,16300,15130,1590401,251.6,1594.0,10427139,1737.0,91.8,15.8
20250807,073010,케이에스피,KOSDAQ,우량기업부,4985,335,7.2,4720,5490,4655,5910125,301.3,2004.0,40191250,2004.0,100.0,15.0
20250807,450140,코오롱모빌리티그룹,KOSPI,,3325,325,10.83,3025,3435,3020,8157902,267.4,2087.0,62777250,2087.0,100.0,12.8
20250807,037270,YG PLUS,KOSPI,,9550,540,5.99,9110,9840,8990,7802173,743.3,6068.0,63541460,6583.0,92.2,12.2
20250807,376900,로킷헬스케어,KOSDAQ,기술성장기업부,15650,350,2.29,16310,17290,15600,1483081,244.6,2419.0,15459839,2948.0,82.1,10.1
