기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,거래비율
20250321,16880,웅진,KOSPI,,864,7,0.82,855,882,855,126228,1.1,691,79927080,0.001591896
20250321,272290,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,25600,700,2.81,25200,25800,25050,174322,44.4,5178,20227658,0.008574739
20250321,75580,세진중공업,KOSPI,,7460,-100,-1.32,7560,7650,7440,477899,36,4241,56849456,0.008488564
20250321,105840,우진,KOSPI,,7460,60,0.81,7400,7600,7310,104239,7.8,1516,20323614,0.005145119
20250321,3350,한국화장품제조,KOSPI,,50500,400,0.8,51500,51600,47700,122730,61.2,2289,4532000,0.026736566
20250321,37440,희림,KOSDAQ,우량기업부,5050,40,0.8,5020,5110,4985,69157,3.5,703,13922475,0.004978663
20250321,4780,대륙제관,KOSDAQ,우량기업부,3815,30,0.79,3770,3815,3760,14507,0.5,607,15903199,0.000823723
20250321,86520,에코프로,KOSDAQ,우량기업부,61100,700,1.16,60700,63000,58800,1114255,681,81348,133138340,0.008371441
20250321,21880,메이슨캐피탈,KOSDAQ,중견기업부,260,2,0.78,258,263,256,370264,1,396,152184408,0.002525253
20250321,143240,사람인,KOSDAQ,우량기업부,15640,120,0.77,15780,15780,15330,10568,1.6,1831,11709263,0.000873839
20250321,408900,스튜디오미르,KOSDAQ,벤처기업부,3290,25,0.77,3210,3345,3160,496602,16.1,1076,32706134,0.014962825
20250321,86450,동국제약,KOSDAQ GLOBAL,우량기업부,14980,-160,-1.06,15200,15200,14880,371082,55.5,6660,44460000,0.008333333
20250321,51360,토비스,KOSDAQ,벤처기업부,18320,140,0.77,18180,18390,17820,75043,13.6,2943,16067058,0.004621135
20250321,159010,아스플로,KOSDAQ,벤처기업부,5310,40,0.76,5270,5540,5270,46243,2.5,708,13334739,0.003531073
20250321,84440,유비온,KOSDAQ,기술성장기업부,1054,8,0.76,1046,1099,1040,56047,0.6,208,19712800,0.002884615
20250321,234920,자이글,KOSDAQ,벤처기업부,3320,25,0.76,3295,3320,3200,14254,0.5,449,13530910,0.001113586
20250321,214430,아이쓰리시스템,KOSDAQ,우량기업부,56600,-400,-0.7,56900,58400,56000,59015,33.5,4022,7106760,0.008329189
20250321,310870,디와이씨,KOSDAQ,벤처기업부,1484,11,0.75,1457,1485,1446,36062,0.5,307,20687271,0.001628664
20250321,18700,바른손,KOSDAQ,중견기업부,805,6,0.75,808,828,799,46734,0.4,283,35119757,0.001413428
20250321,10420,한솔PNS,KOSPI,,1202,9,0.75,1193,1210,1180,42405,0.5,246,20493012,0.00203252
20250321,65510,휴비츠,KOSDAQ,우량기업부,8080,60,0.75,8030,8080,7880,45631,3.6,982,12159371,0.003665988
20250321,137940,넥스트아이,KOSDAQ,중견기업부,409,3,0.74,402,424,393,355049,1.4,349,85368992,0.004011461
20250321,418420,라온텍,KOSDAQ,기술성장기업부,2730,20,0.74,2690,2750,2660,36800,1,822,30108433,0.001216545
20250321,168360,펨트론,KOSDAQ,벤처기업부,12280,90,0.74,12010,12800,11850,424984,52.5,2614,21288284,0.020084162
20250321,267260,HD현대일렉트릭,KOSPI,,329500,-21000,-5.99,342000,346500,329500,295290,987.1,118775,36047135,0.008310671
20250321,195870,해성디에스,KOSPI,,30050,200,0.67,29850,31000,29450,139455,42.4,5108,17000000,0.008300705
20250321,214610,미코바이오메드,KOSDAQ,기술성장기업부,555,4,0.73,532,561,516,1539448,8.3,286,51505648,0.029020979
20250321,114840,아이패밀리에스씨,KOSDAQ,벤처기업부,21800,500,2.35,21750,22250,20850,142582,30.9,3776,17319900,0.008183263
20250321,194480,데브시스터즈,KOSDAQ,벤처기업부,39350,150,0.38,39000,40350,38900,96648,38.3,4739,12043150,0.008081874
20250321,445090,에이직랜드,KOSDAQ,벤처기업부,32750,-100,-0.3,32600,33800,32550,86704,28.7,3560,10871660,0.008061798
20250321,1680,대상,KOSPI,,25500,650,2.62,24600,25900,24250,280564,70.9,8835,34648025,0.008024901
20250321,153460,네이블,KOSDAQ,벤처기업부,6970,50,0.72,7070,7070,6850,1320,0.1,455,6530014,0.00021978
20250321,189690,포시에스,KOSDAQ,벤처기업부,2110,15,0.72,2095,2115,2075,23383,0.5,576,27321969,0.000868056
20250321,140860,파크시스템스,KOSDAQ,우량기업부,214500,11500,5.67,202500,218750,202500,42044,89.5,14990,6988477,0.005970647
20250321,92730,네오팜,KOSDAQ,우량기업부,12770,90,0.71,12690,12810,12540,60537,7.7,2047,16027989,0.003761602
20250321,223250,드림씨아이에스,KOSDAQ,벤처기업부,2835,20,0.71,2820,2900,2815,72190,2.1,675,23799324,0.003111111
20250321,130660,한전산업,KOSPI,,10660,370,3.6,10210,10850,10200,263140,27.8,3475,32600000,0.008
20250321,97780,에코볼트,KOSDAQ,중견기업부,991,7,0.71,998,998,980,34460,0.3,671,67730338,0.000447094
20250321,5490,POSCO홀딩스,KOSPI,,326000,-6000,-1.81,327500,329000,318500,665836,2153.7,269355,82624377,0.007995768
20250321,49520,유아이엘,KOSDAQ,중견기업부,4280,30,0.71,4290,4320,4120,105926,4.5,1380,32247404,0.00326087
20250321,31430,신세계인터내셔날,KOSPI,,10400,190,1.86,10220,10510,10120,285010,29.6,3713,35700000,0.00797199
20250321,35600,KG이니시스,KOSDAQ,우량기업부,8690,60,0.7,8660,8700,8600,55963,4.8,2425,27904434,0.001979381
20250321,234690,녹십자웰빙,KOSDAQ,우량기업부,8600,60,0.7,8470,8620,8440,30657,2.6,1527,17752276,0.001702685
20250321,211050,인카금융서비스,KOSDAQ,기술성장기업부,6580,170,2.65,6410,6690,6320,415724,26.9,3381,51379800,0.007956226
20250321,88260,이리츠코크렙,KOSPI,,4320,30,0.7,4330,4330,4275,35399,1.5,2736,63341590,0.000548246
20250321,84370,유진테크,KOSDAQ,우량기업부,45000,1350,3.09,44000,45200,43800,182873,81.8,10312,22916042,0.007932506
20250321,131220,대한과학,KOSDAQ,벤처기업부,4420,30,0.68,4390,4430,4360,5766,0.3,329,7454490,0.000911854
20250321,67730,로지시스,KOSDAQ,중견기업부,2960,20,0.68,2915,2960,2885,21664,0.6,286,9673922,0.002097902
20250321,432430,와이랩,KOSDAQ,기술성장기업부,5900,40,0.68,5810,5980,5610,109477,6.3,970,16440320,0.006494845
20250321,123700,SJM,KOSPI,,2985,20,0.67,2965,3010,2950,24884,0.7,466,15604898,0.001502146
20250321,33130,디지틀조선,KOSDAQ,중견기업부,1660,11,0.67,1649,1671,1622,87862,1.4,616,37115267,0.002272727
20250321,334890,이지스밸류리츠,KOSPI,,4520,30,0.67,4485,4550,4450,71676,3.2,2325,51443469,0.001376344
20250321,92130,이크레더블,KOSDAQ,중견기업부,13490,90,0.67,13400,13490,13380,10182,1.4,1625,12043600,0.000861538
20250321,94820,일진파워,KOSDAQ,우량기업부,9040,60,0.67,8980,9160,8760,64135,5.7,1363,15078709,0.004181952
20250321,99430,바이오플러스,KOSDAQ,중견기업부,7060,-60,-0.84,7120,7220,7000,468886,33.4,4219,59765709,0.007916568
20250321,237880,클리오,KOSDAQ,우량기업부,20650,600,2.99,20250,20900,20100,143910,29.5,3732,18071353,0.007904609
20250321,214420,토니모리,KOSPI,,9100,60,0.66,9520,9850,9010,2320086,218,2189,24054799,0.099588853
20250321,8350,남선알미늄,KOSPI,,1397,9,0.65,1376,1400,1374,391729,5.4,1803,129079090,0.002995008
20250321,660,SK하이닉스,KOSPI,,215500,5500,2.62,213500,219500,212000,5731880,12366,1568845,728002365,0.007882232
20250321,70960,모나용평,KOSPI,,3900,25,0.65,3865,3915,3835,64016,2.5,1877,48133333,0.001331913
20250321,6220,제주은행,KOSPI,,7800,50,0.65,7750,7860,7720,52706,4.1,2506,32128774,0.001636073
20250321,68100,케이웨더,KOSDAQ,기술성장기업부,3080,20,0.65,3080,3100,3000,31110,0.9,306,9939614,0.002941176
20250321,33100,제룡전기,KOSDAQ,우량기업부,36400,-700,-1.89,36500,37100,36250,125356,45.9,5847,16062409,0.00785018
20250321,23000,삼원강재,KOSPI,,2350,15,0.64,2350,2355,2340,26405,0.6,940,40000000,0.000638298
20250321,950140,잉글우드랩,KOSDAQ,외국기업(소속부없음),7920,50,0.64,7840,7920,7690,94446,7.4,1574,19867866,0.004701398
20250321,27050,코리아나,KOSDAQ,중견기업부,2365,15,0.64,2395,2445,2345,248505,5.9,946,40000000,0.006236786
20250321,101490,에스앤에스텍,KOSDAQ,우량기업부,35650,250,0.71,35250,36600,34900,167667,60,7647,21451447,0.007846214
20250321,5990,매일홀딩스,KOSDAQ,우량기업부,9580,60,0.63,9520,9640,9500,3628,0.3,1314,13718304,0.000228311
20250321,1810,무림SP,KOSDAQ,중견기업부,1428,9,0.63,1419,1453,1419,8697,0.1,316,22137500,0.000316456
20250321,59090,미코,KOSDAQ,중견기업부,9620,-70,-0.72,9600,9890,9090,259683,25.1,3215,33416778,0.007807154
20250321,194370,제이에스코퍼레이션,KOSPI,,17540,110,0.63,17430,17620,17170,71667,12.5,2399,13679615,0.005210504
20250321,49430,코메론,KOSDAQ,우량기업부,11170,70,0.63,11350,11350,10920,56574,6.3,1011,9048000,0.006231454
20250321,65690,파커스,KOSDAQ,투자주의환기종목(소속부없음),961,6,0.63,936,975,922,19159,0.2,135,14049331,0.001481481
20250321,128660,피제이메탈,KOSDAQ,우량기업부,3205,20,0.63,3205,3230,3145,166130,5.3,795,24803369,0.006666667
20250321,39200,오스코텍,KOSDAQ,벤처기업부,29800,-1000,-3.25,30300,31400,29400,294723,88.4,11398,38248176,0.007755747
20250321,121440,골프존뉴딘홀딩스,KOSDAQ,우량기업부,4055,25,0.62,3970,4080,3970,131891,5.3,1737,42836818,0.003051238
20250321,80160,모두투어,KOSDAQ,우량기업부,9690,60,0.62,9750,9850,9640,77780,7.6,1831,18900000,0.004150737
20250321,76610,해성옵틱스,KOSDAQ,중견기업부,813,5,0.62,761,813,761,41236,0.3,207,25453198,0.001449275
20250321,241840,에이스토리,KOSDAQ,우량기업부,8270,50,0.61,8220,8370,7900,51856,4.2,789,9539994,0.005323194
20250321,207760,미스터블루,KOSDAQ,중견기업부,1014,6,0.6,1003,1019,997,157387,1.6,842,83079783,0.001900238
20250321,45970,코아시아,KOSDAQ,중견기업부,3380,20,0.6,3285,3460,3285,40274,1.4,889,26314876,0.001574803
20250321,363250,진시스템,KOSDAQ,기술성장기업부,10310,60,0.59,10150,10450,10100,11089,1.1,725,7032798,0.001517241
20250321,14680,한솔케미칼,KOSPI,,133900,-100,-0.07,133100,137900,131200,86631,116.9,15178,11335195,0.007701937
20250321,15230,대창단조,KOSPI,,5160,30,0.58,5110,5160,5050,32478,1.7,1474,28572230,0.001153324
20250321,93520,매커스,KOSDAQ,우량기업부,10440,60,0.58,10380,10590,10200,36763,3.8,1687,16163092,0.002252519
20250321,438700,버넥트,KOSDAQ,기술성장기업부,3450,20,0.58,3495,3495,3280,52878,1.8,384,11144890,0.0046875
20250321,335890,비올,KOSDAQ,중견기업부,7960,-40,-0.5,8010,8050,7890,449001,35.8,4650,58419125,0.007698925
20250321,375500,DL이앤씨,KOSPI,,42050,50,0.12,41800,42225,41200,297665,124.4,16271,38693623,0.007645504
20250321,297570,알로이스,KOSDAQ,벤처기업부,689,4,0.58,689,725,676,259347,1.8,239,34621218,0.007531381
20250321,2990,금호건설,KOSPI,,2645,15,0.57,2630,2695,2590,68068,1.8,977,36953595,0.001842375
20250321,267980,매일유업,KOSDAQ,우량기업부,35450,200,0.57,35350,35900,35100,21093,7.5,2781,7843638,0.002696872
20250321,1360,삼성제약,KOSPI,,1575,9,0.57,1564,1590,1548,505624,7.9,1483,94162079,0.00532704
20250321,441270,파인엠텍,KOSDAQ,중견기업부,5300,30,0.57,5270,5310,5160,90414,4.7,1960,36987901,0.002397959
20250321,254490,미래반도체,KOSDAQ,중견기업부,12460,70,0.56,12410,12960,12380,105303,13.4,1799,14438000,0.007448583
20250321,64550,바이오니아,KOSDAQ,우량기업부,15130,-440,-2.83,15710,15930,15070,191379,29.5,3905,25810291,0.007554417
20250321,247540,에코프로비엠,KOSDAQ GLOBAL,우량기업부,112000,-900,-0.8,112900,114300,108300,740288,825.2,109538,97801344,0.007533459
20250321,308170,씨티알모빌리티,KOSPI,,5500,30,0.55,5470,5850,5280,15125,0.8,474,8610000,0.001687764
20250321,307280,원바이오젠,KOSDAQ,벤처기업부,1089,6,0.55,1083,1090,1070,38984,0.4,402,36959013,0.000995025
20250321,225570,넥슨게임즈,KOSDAQ,우량기업부,12690,470,3.85,12260,12940,12260,498522,62.9,8358,65860174,0.007525724
20250321,214330,금호에이치티,KOSPI,,568,3,0.53,561,576,559,213512,1.2,1215,213914131,0.000987654
20250321,192820,코스맥스,KOSPI,,180500,-100,-0.06,183500,185400,176500,85410,154.1,20486,11349509,0.00752221
20250321,78600,대주전자재료,KOSDAQ,우량기업부,101600,-3100,-2.96,105700,105700,101500,113860,117.3,15728,15480593,0.007458037
20250321,332370,아이디피,KOSDAQ,중견기업부,4765,25,0.53,4730,4765,4685,11750,0.6,632,13273726,0.000949367
20250321,354320,알멕,KOSDAQ,기술성장기업부,28400,150,0.53,28050,28600,27300,55629,15.5,1815,6391381,0.008539945
20250321,273060,와이즈버즈,KOSDAQ,중견기업부,761,4,0.53,752,763,745,99557,0.7,384,50459582,0.001822917
20250321,65350,신성델타테크,KOSDAQ,우량기업부,67700,600,0.89,67400,69300,66500,202752,137.9,18607,27483948,0.007411189
20250321,24060,흥구석유,KOSDAQ,중견기업부,11330,60,0.53,11350,11500,11080,168008,19,1700,15000000,0.011176471
20250321,49720,고려신용정보,KOSDAQ,우량기업부,9670,50,0.52,9620,9690,9590,21319,2.1,1383,14300000,0.001518438
20250321,00104K,CJ4우(전환),KOSPI,,98800,1800,1.86,97100,98900,96800,31458,30.9,4176,4226512,0.007399425
20250321,24900,덕양산업,KOSPI,,2885,15,0.52,2880,2905,2820,67922,1.9,939,32564980,0.002023429
20250321,136490,선진,KOSPI,,5750,30,0.52,5720,5760,5690,32740,1.9,1367,23779604,0.001389905
20250321,241790,티이엠씨씨엔에스,KOSDAQ,우량기업부,5830,30,0.52,5730,5860,5690,25293,1.5,583,10002634,0.002572899
20250321,64800,포니링크,KOSDAQ,중견기업부,1161,6,0.52,1155,1172,1147,230701,2.7,1484,127807298,0.001819407
20250321,204270,제이앤티씨,KOSDAQ,중견기업부,16370,-140,-0.85,16210,16790,16190,422014,69.6,9470,57848466,0.007349525
20250321,170030,현대공업,KOSDAQ,우량기업부,5800,30,0.52,5820,5840,5720,83492,4.8,890,15340000,0.005393258
20250321,95610,테스,KOSDAQ,우량기업부,24100,250,1.05,24150,24250,23650,144957,34.8,4764,19768226,0.007304786
20250321,900070,글로벌에스엠,KOSDAQ,외국기업(소속부없음),397,2,0.51,395,397,379,37954,0.1,213,53743968,0.000469484
20250321,28050,삼성E&A,KOSPI,,20500,250,1.23,20350,20500,20000,1430652,291.2,40180,196000000,0.007247387
20250321,60380,동양에스텍,KOSDAQ,우량기업부,1400,7,0.5,1393,1406,1380,33853,0.5,276,19700000,0.001811594
20250321,83310,엘오티베큠,KOSDAQ,우량기업부,10130,50,0.5,10000,10340,9970,108326,11,1804,17810033,0.006097561
20250321,143540,영우디에스피,KOSDAQ,벤처기업부,607,3,0.5,604,626,597,142730,0.9,271,44599895,0.003321033
20250321,336370,솔루스첨단소재,KOSPI,,8800,-510,-5.48,9300,9300,8800,501156,44.6,6179,70217344,0.007217996
20250321,272550,삼양패키징,KOSPI,,14230,70,0.49,14160,14280,14130,7629,1.1,2182,15330971,0.000504125
20250321,42110,에스씨디,KOSDAQ,우량기업부,1443,7,0.49,1435,1469,1427,95463,1.4,697,48329564,0.002008608
20250321,204620,글로벌텍스프리,KOSDAQ,중견기업부,4600,245,5.63,4505,4665,4290,3034301,137.7,3233,70283330,0.04259202
20250321,101000,KS인더스트리,KOSDAQ,중견기업부,2080,10,0.48,2070,2115,2000,180290,3.7,637,30647131,0.005808477
20250321,429270,시지트로닉스,KOSDAQ,기술성장기업부,4225,20,0.48,4175,4230,4170,16324,0.7,190,4506250,0.003684211
20250321,39490,키움증권,KOSPI,,132400,3000,2.32,127100,133600,127100,182033,240.5,33797,25526706,0.007116016
20250321,30520,한글과컴퓨터,KOSDAQ,우량기업부,19940,10,0.05,20050,20200,19930,171161,34.3,4821,24179744,0.007114706
20250321,24880,케이피에프,KOSDAQ,우량기업부,4215,20,0.48,4160,4345,4125,196497,8.3,872,20682798,0.009518349
20250321,11150,CJ씨푸드,KOSPI,,3210,15,0.47,3170,3210,3130,294507,9.4,1153,35930773,0.008152645
20250321,32350,롯데관광개발,KOSPI,,8080,310,3.99,7790,8130,7790,546239,43.7,6157,76196183,0.007097612
20250321,42510,라온시큐어,KOSDAQ,벤처기업부,1921,9,0.47,1931,1939,1810,283824,5.4,1076,56025871,0.005018587
20250321,4370,농심,KOSPI,,428000,1500,0.35,423000,432000,417500,43196,183.9,26034,6082642,0.00706384
20250321,460930,현대힘스,KOSDAQ,중견기업부,15450,-350,-2.22,15600,15690,15100,251273,38.5,5468,35392271,0.007040966
20250321,4770,써니전자,KOSPI,,2180,10,0.46,2150,2210,2110,461505,10,800,36702884,0.0125
20250321,73560,우리손에프앤지,KOSDAQ,우량기업부,1324,6,0.46,1319,1329,1309,59979,0.8,917,69237643,0.00087241
20250321,102940,코오롱생명과학,KOSDAQ,중견기업부,30900,250,0.82,30650,31850,30100,85785,26.7,3839,12423387,0.006954936
20250321,307750,국전약품,KOSDAQ,우량기업부,3335,15,0.45,3335,3355,3275,20066,0.7,1636,49069269,0.000427873
20250321,11790,SKC,KOSPI,,121100,-1200,-0.98,122300,123000,120200,261786,318.6,45859,37868298,0.006947382
20250321,5320,온타이드,KOSPI,,446,2,0.45,441,447,439,49045,0.2,301,67522221,0.000664452
20250321,217820,원익피앤이,KOSDAQ,우량기업부,2230,10,0.45,2200,2250,2175,69451,1.5,1058,47454559,0.001417769
20250321,222080,씨아이에스,KOSDAQ,우량기업부,7950,-190,-2.33,8210,8220,7930,527520,42.5,6151,77371839,0.006909446
20250321,1040,CJ,KOSPI,,128100,1600,1.26,128000,131300,126800,197103,253.6,37376,29176998,0.006785103
20250321,365340,성일하이텍,KOSDAQ,기술성장기업부,36650,350,0.96,36950,37100,35550,82288,30.1,4452,12148000,0.006761006
20250321,234080,JW생명과학,KOSPI,,11350,50,0.44,11250,11390,11230,26927,3,1797,15834554,0.001669449
20250321,406820,뷰티스킨,KOSDAQ,벤처기업부,13600,60,0.44,13920,13990,13300,11696,1.6,481,3534040,0.003326403
20250321,37560,LG헬로비전,KOSPI,,2355,10,0.43,2345,2400,2340,158672,3.8,1824,77446865,0.002083333
20250321,5930,삼성전자,KOSPI,,61700,1500,2.49,60900,61700,60400,40155612,24606.9,3652417,5919637922,0.006737155
20250321,90430,아모레퍼시픽,KOSPI,,108900,-800,-0.73,109800,110600,108800,391161,427.9,63699,58492759,0.006717531
20250321,49480,오픈베이스,KOSDAQ,우량기업부,2315,10,0.43,2300,2340,2250,117826,2.7,727,31422383,0.003713893
20250321,5300,롯데칠성,KOSPI,,111900,700,0.63,111200,113100,110300,61933,69.3,10383,9278884,0.006674372
20250321,9180,한솔로지스틱스,KOSPI,,2315,10,0.43,2325,2325,2275,64678,1.5,652,28155825,0.002300613
20250321,51390,YW,KOSDAQ,벤처기업부,3690,15,0.41,3675,3700,3650,11300,0.4,419,11355368,0.000954654
20250321,1620,케이비아이동국실업,KOSPI,,491,2,0.41,489,491,486,37414,0.2,546,111293031,0.0003663
20250321,61970,LB세미콘,KOSDAQ,우량기업부,3810,15,0.4,3795,3865,3765,88885,3.4,2213,58083006,0.001536376
20250321,267320,나인테크,KOSDAQ,벤처기업부,3730,15,0.4,3710,3875,3625,5036624,188.3,1653,44324890,0.113914096
20250321,120030,조선선재,KOSPI,,99300,400,0.4,99000,102000,98600,2503,2.5,1249,1257651,0.002001601
20250321,105560,KB금융,KOSPI,,81300,-1000,-1.22,81100,83300,80500,2609924,2132.5,319939,393528423,0.006665333
20250321,142280,녹십자엠에스,KOSDAQ,중견기업부,3905,15,0.39,3860,3935,3820,98643,3.8,849,21741926,0.004475854
20250321,461300,아이스크림미디어,KOSDAQ,중견기업부,12850,50,0.39,12700,12950,12650,36990,4.7,1688,13137933,0.00278436
20250321,361570,알비더블유,KOSDAQ,중견기업부,2605,10,0.39,2575,2650,2530,61816,1.6,749,28743291,0.002136182
20250321,347860,알체라,KOSDAQ,중견기업부,1550,6,0.39,1505,1575,1478,395342,6.1,600,38710961,0.010166667
20250321,208140,정다운,KOSDAQ,우량기업부,2570,10,0.39,2540,2590,2530,132712,3.4,840,32684246,0.004047619
20250321,16600,큐캐피탈,KOSDAQ,중견기업부,259,1,0.39,258,262,256,131725,0.3,462,178247112,0.000649351
20250321,222980,한국맥널티,KOSDAQ,벤처기업부,3860,15,0.39,3845,3890,3770,38861,1.5,426,11031483,0.003521127
20250321,1070,대한방직,KOSPI,,5230,20,0.38,5210,5230,5130,6799,0.4,277,5300000,0.001444043
20250321,14830,유니드,KOSPI,,76800,-2200,-2.78,79500,79500,76800,44550,34.6,5198,6767600,0.006656406
20250321,58970,엠로,KOSDAQ,기술성장기업부,57700,0,0,58100,59800,57700,79713,46.6,7046,12211391,0.006613682
20250321,484870,엠앤씨솔루션,KOSPI,,85000,4500,5.59,77000,86600,76700,197600,164.8,7781,9153900,0.021179797
20250321,20150,롯데에너지머티리얼즈,KOSPI,,25950,-500,-1.89,26500,27100,25800,342189,89.2,13589,52365463,0.006564133
20250321,4840,DRB동일,KOSPI,,4140,15,0.36,4110,4145,4050,9960,0.4,825,19930000,0.000484848
20250321,270870,뉴트리,KOSDAQ,우량기업부,5580,20,0.36,5620,5650,5505,11951,0.7,513,9200224,0.001364522
20250321,900260,로스웰,KOSDAQ,외국기업(소속부없음),562,2,0.36,560,574,540,106210,0.6,202,36031288,0.002970297
20250321,36540,SFA반도체,KOSDAQ,우량기업부,3220,40,1.26,3210,3310,3190,1066162,34.7,5296,164460303,0.006552115
20250321,700,유수홀딩스,KOSPI,,5500,20,0.36,5480,5520,5450,5902,0.3,1432,26041812,0.000209497
20250321,9730,이렘,KOSDAQ,중견기업부,1112,4,0.36,1098,1126,1050,814074,8.9,678,60940960,0.013126844
20250321,2390,한독,KOSPI,,11290,40,0.36,11240,11310,11090,18652,2.1,1554,13763533,0.001351351
20250321,161890,한국콜마,KOSPI,,66100,300,0.46,66000,67400,64800,153885,101.9,15603,23605077,0.006530795
20250321,331520,밸로프,KOSDAQ,중견기업부,861,3,0.35,816,874,816,395204,3.4,438,50864390,0.007762557
20250321,14970,삼륭물산,KOSDAQ,중견기업부,2830,10,0.35,2805,2845,2790,2145,0.1,428,15125000,0.000233645
20250321,37070,파세코,KOSDAQ,우량기업부,5680,20,0.35,5660,5730,5580,64422,3.6,1136,20000000,0.003169014
20250321,189300,인텔리안테크,KOSDAQ,우량기업부,38850,650,1.7,38200,39050,37100,70722,27.2,4170,10733334,0.006522782
20250321,27740,마니커,KOSPI,,886,3,0.34,884,888,882,109007,1,563,63511228,0.001776199
20250321,149980,하이로닉,KOSDAQ,벤처기업부,5940,20,0.34,5860,6020,5810,73000,4.3,1105,18594363,0.003891403
20250321,53210,스카이라이프,KOSPI,,4560,15,0.33,4565,4585,4535,14275,0.7,2167,47522955,0.000323027
20250321,83550,케이엠,KOSDAQ,우량기업부,3015,10,0.33,2990,3020,2975,16115,0.5,373,12374226,0.001340483
20250321,457370,한켐,KOSDAQ,중견기업부,9100,30,0.33,9140,9230,8950,57068,5.2,730,8027134,0.007123288
20250321,25530,SJM홀딩스,KOSPI,,3155,10,0.32,3135,3190,3125,4976,0.2,471,14934008,0.000424628
20250321,3230,삼양식품,KOSPI,,917000,9000,0.99,905000,930000,899000,49195,448.7,69078,7533015,0.006495556
20250321,353810,이지바이오,KOSDAQ,우량기업부,4675,15,0.32,4620,4735,4580,123584,5.7,1598,34191720,0.003566959
20250321,14530,극동유화,KOSPI,,3355,10,0.3,3345,3365,3310,33420,1.1,1170,34869420,0.000940171
20250321,128820,대성산업,KOSPI,,3395,10,0.3,3385,3415,3260,213591,7.1,1536,45235478,0.004622396
20250321,99410,동방선기,KOSDAQ,중견기업부,3320,10,0.3,3310,3460,3120,343190,11.2,465,14000000,0.024086022
20250321,38390,레드캡투어,KOSDAQ,우량기업부,10020,30,0.3,10080,10090,9860,40447,4,1675,16720822,0.00238806
20250321,123860,아나패스,KOSDAQ,벤처기업부,19960,60,0.3,19850,20150,19700,30288,6,2420,12123415,0.002479339
20250321,16250,SGC E&C,KOSDAQ,우량기업부,14300,40,0.28,14150,14350,13950,1131,0.2,464,3243585,0.000431034
20250321,58610,에스피지,KOSDAQ,우량기업부,25000,0,0,24750,25150,24400,144869,35.9,5544,22177360,0.006475469
20250321,204610,티쓰리,KOSDAQ,벤처기업부,1813,5,0.28,1796,1824,1782,324033,5.9,1166,64321720,0.005060034
20250321,11070,LG이노텍,KOSPI,,163200,1600,0.99,161600,163200,160400,152670,247.9,38625,23667107,0.006418123
20250321,78930,GS,KOSPI,,37450,300,0.81,37150,37500,37050,595950,222.8,34797,92915378,0.006402851
20250321,92070,디엔에프,KOSDAQ,우량기업부,11430,30,0.26,11140,11520,11140,43601,5,1323,11571858,0.003779289
20250321,3670,포스코퓨처엠,KOSPI,,137700,-5800,-4.04,142400,142900,135000,489980,674,106667,77463220,0.00631873
20250321,339950,아이비김영,KOSDAQ,중견기업부,1959,5,0.26,1951,1966,1915,119275,2.3,881,44946655,0.00261067
20250321,2230,피에스텍,KOSDAQ,중견기업부,3900,10,0.26,3920,3920,3865,1540,0.1,755,19370673,0.00013245
20250321,5360,모나미,KOSPI,,2005,5,0.25,2000,2015,2000,32588,0.7,379,18897307,0.001846966
20250321,424760,벨로크,KOSDAQ,벤처기업부,812,2,0.25,803,816,803,17243,0.1,160,19665002,0.000625
20250321,8370,원풍,KOSDAQ,우량기업부,4040,10,0.25,4025,4040,4020,6540,0.3,485,12000000,0.000618557
20250321,91700,파트론,KOSDAQ GLOBAL,우량기업부,7010,-40,-0.57,7070,7120,7010,357415,25.2,3996,57000000,0.006306306
20250321,53700,삼보모터스,KOSDAQ,우량기업부,4210,10,0.24,4260,4275,4155,168337,7.1,963,22877190,0.007372793
20250321,96530,씨젠,KOSDAQ,우량기업부,25350,250,1,25050,25550,24950,328465,83.2,13239,52225994,0.006284463
20250321,63160,종근당바이오,KOSPI,,20600,50,0.24,20500,20600,20300,7292,1.5,1130,5485962,0.001327434
20250321,33290,코웰패션,KOSDAQ,우량기업부,2090,5,0.24,2100,2100,2070,20439,0.4,1174,56156301,0.000340716
20250321,264900,크라운제과,KOSPI,,8200,20,0.24,8160,8240,8090,18068,1.5,1027,12523850,0.001460565
20250321,7720,대명소노시즌,KOSDAQ,중견기업부,869,2,0.23,867,877,845,371118,3.2,876,100800450,0.003652968
20250321,32860,더라미,KOSDAQ,중견기업부,1336,3,0.23,1326,1338,1326,48828,0.7,540,40395863,0.001296296
20250321,136410,아셈스,KOSDAQ,벤처기업부,8620,20,0.23,8510,8640,8450,13241,1.1,950,11019106,0.001157895
20250321,3070,코오롱글로벌,KOSPI,,8790,20,0.23,8790,8800,8620,28801,2.5,1664,18932713,0.001502404
20250321,97950,CJ제일제당,KOSPI,,268500,3000,1.13,265000,270000,263000,93748,251.1,40420,15054186,0.006212271
20250321,140,하이트진로홀딩스,KOSPI,,8660,20,0.23,8640,8670,8600,7518,0.6,2010,23206765,0.000298507
20250321,4090,한국석유,KOSPI,,12830,30,0.23,12950,13000,12580,112069,14.3,1629,12694120,0.008778392
