기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250716,441270,파인엠텍,KOSDAQ,중견기업부,10720,1440,15.52,9400,11430,9040,54823277,5589.1,3965.0,36987901,3965.0,100.0,141.0
20250716,008970,동양철관,KOSPI,,1775,80,4.72,1722,1930,1704,143477096,2643.5,2836.0,159801815,3135.0,90.5,93.2
20250716,099440,스맥,KOSDAQ,우량기업부,4645,735,18.8,4115,4690,4015,51581536,2289.0,3170.0,68243394,3170.0,100.0,72.2
20250716,199820,제일일렉트릭,KOSDAQ,우량기업부,13250,1820,15.92,11370,13920,11120,13995014,1818.1,2944.0,22220000,2944.0,100.0,61.8
20250716,294570,쿠콘,KOSDAQ,우량기업부,48400,8350,20.85,38000,51400,36900,5131033,2414.1,4963.0,10254685,4963.0,100.0,48.6
20250716,462860,더즌,KOSDAQ,중견기업부,5810,180,3.2,5360,6170,5360,23717675,1403.6,4165.0,71685672,4710.0,88.4,33.7
20250716,293780,압타바이오,KOSDAQ,기술성장기업부,10120,920,10.0,9000,11960,8810,6748755,731.7,2720.0,26881360,2720.0,100.0,26.9
20250716,064260,다날,KOSDAQ,중견기업부,8970,450,5.28,8120,9080,8100,18719638,1638.7,6185.0,68949040,6695.0,92.4,26.5
20250716,053580,웹케시,KOSDAQ,우량기업부,17780,530,3.07,17300,19880,17060,3198041,600.2,2425.0,13636248,3007.0,80.6,24.8
20250716,010820,퍼스텍,KOSPI,,4620,345,8.07,4280,4875,4215,10263466,479.9,2253.0,48771938,2253.0,100.0,21.3
20250716,114190,강원에너지,KOSDAQ,우량기업부,13350,440,3.41,13240,14810,12930,4736874,653.6,3487.0,26123038,3487.0,100.0,18.7
20250716,090710,휴림로봇,KOSDAQ,중견기업부,3185,40,1.27,3155,3385,3070,19277873,626.6,3511.0,110237793,3853.0,91.1,17.8
20250716,108230,톱텍,KOSDAQ,우량기업부,5360,1230,29.78,4345,5360,4230,6302036,329.7,2038.0,38023245,2038.0,100.0,16.2
20250716,108490,로보티즈,KOSDAQ,기술성장기업부,90500,900,1.0,85100,92900,83700,2153328,1922.2,11959.0,13213934,11959.0,100.0,16.1
20250716,376900,로킷헬스케어,KOSDAQ,기술성장기업부,16890,140,0.84,17370,18350,16550,2054564,361.4,2611.0,15459839,2948.0,88.6,13.8
20250716,234340,헥토파이낸셜,KOSDAQ,우량기업부,26850,550,2.09,25000,29900,24500,1215769,337.9,2538.0,9453000,3063.0,82.9,13.3
20250716,489460,바이오비쥬,KOSDAQ,벤처기업부,22450,1050,4.91,22400,24100,22050,1851911,425.5,3377.0,15044430,3377.0,100.0,12.6
20250716,356860,티엘비,KOSDAQ,우량기업부,25100,300,1.21,24850,27150,24200,1018230,262.1,2468.0,9832630,2468.0,100.0,10.6
