기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250717,108230,톱텍,KOSDAQ,우량기업부,5520,160,2.99,5860,6170,5410,15050637,874.3,2099.0,38023245,2099.0,100.0,41.7
20250717,307750,국전약품,KOSDAQ,우량기업부,4680,1080,30.0,3625,4680,3625,18901442,836.9,2338.0,49966130,2338.0,100.0,35.8
20250717,008970,동양철관,KOSPI,,1786,11,0.62,1776,1863,1753,43164841,781.9,2854.0,159801815,3135.0,91.0,27.4
20250717,060250,NHN KCP,KOSDAQ,우량기업부,16200,280,1.76,18150,18750,16110,6546031,1128.3,6506.0,40160611,7141.0,91.1,17.3
20250717,293780,압타바이오,KOSDAQ,기술성장기업부,10440,320,3.16,10120,11120,10020,3514510,373.0,2806.0,26881360,2806.0,100.0,13.3
20250717,294570,쿠콘,KOSDAQ,우량기업부,48800,400,0.83,51100,51100,47900,1255824,618.3,5004.0,10254685,5004.0,100.0,12.4
20250717,095700,제넥신,KOSDAQ,기술성장기업부,6590,1520,29.98,5100,6590,5070,5637483,353.0,3001.0,45540494,3001.0,100.0,11.8
20250717,032820,우리기술,KOSDAQ,벤처기업부,3855,20,0.52,3890,4155,3835,18989988,754.0,6381.0,165530656,8277.0,77.1,11.8
20250717,249420,일동제약,KOSPI,,22800,2700,13.43,19910,23800,19900,3052237,691.9,6398.0,28062501,6398.0,100.0,10.8
