기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수
20250417,060310,3S,KOSDAQ,중견기업부,2395,-150,-5.89,2525,2575,2345,5904447,144.6,1271.0,53059040,1594.0,79.7
20250417,095570,AJ네트웍스,KOSPI,,3615,-115,-3.08,3740,3745,3580,855790,30.9,1636.0,45252759,2308.0,70.9
20250417,006840,AK홀딩스,KOSPI,,10190,0,0.0,10190,10380,10070,8663,0.9,1350.0,13247561,2053.0,65.8
20250417,054620,APS,KOSDAQ,중견기업부,5900,-100,-1.67,5950,6000,5900,13499,0.8,1174.0,19894221,1639.0,71.6
20250417,265520,AP시스템,KOSDAQ,우량기업부,16610,230,1.4,16370,16790,16230,78600,12.9,2538.0,15281421,5387.0,47.1
20250417,211270,AP위성,KOSDAQ,벤처기업부,11820,320,2.78,11790,12180,11610,76908,9.1,1783.0,15082304,3062.0,58.2
20250417,109960,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),388,3,0.78,400,400,382,100139,0.4,779.0,200789269,1285.0,60.6
20250417,027410,BGF,KOSPI,,3450,0,0.0,3445,3475,3435,23324,0.8,3302.0,95716791,3613.0,91.4
20250417,282330,BGF리테일,KOSPI,,105700,-800,-0.75,107500,107500,104900,17027,18.0,18269.0,17283906,23541.0,77.6
20250417,126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,2630,35,1.35,2600,2655,2525,62985,1.6,1651.0,62766899,2608.0,63.3
20250417,138930,BNK금융지주,KOSPI,,10010,-70,-0.69,10130,10170,9980,640973,64.2,31870.0,318383519,38965.0,81.8
20250417,001460,BYC,KOSPI,,26700,400,1.52,26700,26700,26100,1700,0.4,1668.0,6246150,2648.0,63.0
20250417,013720,CBI,KOSDAQ,중견기업부,1330,115,9.47,1218,1333,1107,3302979,41.8,680.0,51128143,765.0,88.9
20250417,083790,CG인바이츠,KOSDAQ,벤처기업부,2075,50,2.47,2030,2100,2025,56629,1.2,1596.0,76894182,2457.0,65.0
20250417,001040,CJ,KOSPI,,120000,2300,1.95,117900,122300,117900,181529,217.4,35012.0,29176998,44553.0,78.6
20250417,079160,CJ CGV,KOSPI,,4520,85,1.92,4420,4545,4420,99954,4.5,7484.0,165580269,11922.0,62.8
20250417,035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,57000,1900,3.45,55500,57600,55000,90785,51.5,12500.0,21929154,19977.0,62.6
20250417,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,10110,60,0.6,10050,10250,9920,10915,1.1,1321.0,13065462,1531.0,86.3
20250417,00104K,CJ4우(전환),KOSPI,,96500,1500,1.58,95900,97000,95000,10738,10.3,4079.0,4226512,4412.0,92.5
