기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,f
20250422,19010,베뉴지,KOSDAQ,우량기업부,2110,40,1.93,2070,2115,2060,106874,2.2,1017,48200000,1178,86.3,0%
20250422,217270,넵튠,KOSDAQ,중견기업부,8610,230,2.74,8350,8970,7580,1538119,129.1,4021,46701643,4021,100,3%
20250422,194700,노바렉스,KOSDAQ,우량기업부,9760,60,0.62,9780,9880,9690,39886,3.9,1830,18754848,2123,86.2,0%
20250422,489500,엘케이켐,KOSDAQ,벤처기업부,26150,-600,-2.24,26250,27150,25800,183487,48.6,1642,6278056,3691,44.5,3%
20250422,89860,롯데렌탈,KOSPI,,29000,-150,-0.51,29000,29300,28750,17931,5.2,10530,36309388,12217,86.2,0%
20250422,7530,와이엠,KOSDAQ,중견기업부,2310,40,1.76,2260,2340,2250,9903,0.2,514,22254231,596,86.2,
20250422,181710,NHN,KOSPI,,21750,400,1.87,21350,21850,21350,50687,11,7344,33766123,8526,86.1,0%
20250422,419540,비스토스,KOSDAQ,벤처기업부,2070,10,0.49,2065,2200,2010,1442911,30.6,476,22992511,553,86.1,
20250422,5500,삼진제약,KOSPI,,17740,10,0.06,17740,17820,17700,6684,1.2,2466,13900000,2863,86.1,0%
20250422,475830,오름테라퓨틱,KOSDAQ,기술성장기업부,26850,-550,-2.01,27050,28050,26850,590450,162.4,5619,20929118,7712,72.9,3%
20250422,39830,오로라,KOSDAQ,우량기업부,6200,-10,-0.16,6270,6470,6070,30115,1.9,667,10762890,775,86.1,
20250422,14580,태경비케이,KOSPI,,4780,-85,-1.75,4900,5030,4755,776802,38,1318,27583100,1674,78.7,3%
20250422,71950,코아스,KOSPI,,9820,-10,-0.1,9930,9930,9410,15586,1.5,323,3290720,375,86.1,
20250422,3380,하림지주,KOSDAQ GLOBAL,우량기업부,5680,-100,-1.73,5780,5780,5680,73771,4.2,6362,112005621,7392,86.1,0%
20250422,25770,한국정보통신,KOSDAQ,우량기업부,7670,10,0.13,7750,7790,7630,1519,0.1,2872,37444271,3336,86.1,0%
20250422,35250,강원랜드,KOSPI,,15820,80,0.51,15730,15950,15690,263701,41.8,33845,213940500,39365,86,0%
20250422,159910,스킨앤스킨,KOSDAQ,중견기업부,969,2,0.21,955,971,952,51434,0.5,387,39888358,450,86,
20250422,289930,웨이비스,KOSDAQ,기술성장기업부,8950,520,6.17,8940,9230,8630,355752,31.9,1121,12519593,1363,82.2,3%
20250422,23410,유진기업,KOSDAQ,우량기업부,3405,-180,-5.02,3615,3645,3390,2143356,74.7,2632,77310863,2876,91.5,3%
20250422,66700,테라젠이텍스,KOSDAQ,우량기업부,3015,20,0.67,2965,3015,2950,55558,1.7,1120,37152376,1302,86,0%
20250422,51600,한전KPS,KOSPI,,41800,-450,-1.07,42000,42450,41700,71299,30,18810,45000000,21870,86,0%
20250422,2320,한진,KOSPI,,18410,-80,-0.43,18490,18490,18370,10020,1.8,2752,14947628,3199,86,0%
20250422,60560,홈센타홀딩스,KOSDAQ,우량기업부,982,-2,-0.2,984,991,970,327253,3.2,1254,127669525,1458,86,0%
20250422,362990,드림인사이트,KOSDAQ,벤처기업부,2430,30,1.25,2400,2585,2315,804987,19.8,408,16800574,475,85.9,
20250422,206560,덱스터,KOSDAQ,기술성장기업부,6350,-60,-0.94,6410,7050,6250,670954,44.9,1614,25411736,2638,61.2,3%
20250422,377030,비트맥스,KOSDAQ,기술성장기업부,1851,-91,-4.69,1980,1992,1851,308084,5.8,689,37231222,802,85.9,
20250422,17390,서울가스,KOSPI,,49850,300,0.61,49550,49900,49300,3891,1.9,2492,5000000,2900,85.9,0%
20250422,303810,동국생명과학,KOSDAQ,중견기업부,10080,-10,-0.1,10050,10600,10000,431938,44.4,1612,15992070,2452,65.7,3%
20250422,46940,우원개발,KOSDAQ,중견기업부,3160,-105,-3.22,3375,3410,3090,402841,12.9,571,18074350,665,85.9,
20250422,140,하이트진로홀딩스,KOSPI,,8430,10,0.12,8390,8450,8390,17828,1.5,1956,23206765,2277,85.9,0%
20250422,11200,HMM,KOSPI,,19010,50,0.26,19110,19550,18970,1690132,323.4,167486,881039496,195150,85.8,0%
20250422,131180,딜리,KOSDAQ,벤처기업부,945,6,0.64,939,947,926,38975,0.4,277,29350000,323,85.8,
20250422,93520,매커스,KOSDAQ,우량기업부,10800,50,0.47,10690,10950,10640,55280,6,1746,16163092,2035,85.8,0%
20250422,17890,한국알콜,KOSDAQ,우량기업부,9310,110,1.2,9200,9350,9160,58906,5.5,2011,21605760,2344,85.8,0%
20250422,84690,대상홀딩스,KOSPI,,13580,430,3.27,13250,13610,13090,1005691,134.7,4918,36212538,6113,80.5,3%
20250422,250000,보라티알,KOSDAQ,우량기업부,10820,0,0,10710,10870,10700,60653,6.5,730,6750733,852,85.7,
20250422,222420,쎄노텍,KOSDAQ,중견기업부,977,-13,-1.31,990,1008,975,154438,1.5,444,45460231,518,85.7,
20250422,97520,엠씨넥스,KOSPI,,22850,-150,-0.65,22850,23200,22700,17037,3.9,4108,17977732,4791,85.7,0%
20250422,38620,위즈코프,KOSDAQ,벤처기업부,986,-28,-2.76,1014,1041,960,2596714,25.7,718,72869990,838,85.7,
20250422,53620,태양,KOSDAQ,중견기업부,6400,-60,-0.93,6460,6480,6390,1261,0.1,550,8600000,642,85.7,
20250422,32960,동일기연,KOSDAQ,중견기업부,10690,60,0.56,10550,10730,10510,1113,0.1,440,4118595,514,85.6,
20250422,17810,풀무원,KOSPI,,15680,-10,-0.06,15530,15790,15510,75337,11.8,5977,38120542,6980,85.6,0%
20250422,332370,아이디피,KOSDAQ,중견기업부,4205,-45,-1.06,4220,4330,4205,11030,0.5,558,13273726,653,85.5,
20250422,180640,한진칼,KOSPI,,79600,-1200,-1.49,81600,81700,79300,28479,22.7,53143,66762279,62156,85.5,0%
20250422,900070,글로벌에스엠,KOSDAQ,외국기업(소속부없음),426,5,1.19,415,429,415,24112,0.1,229,53743968,268,85.4,
20250422,445090,에이직랜드,KOSDAQ,벤처기업부,32850,-1900,-5.47,33550,34200,32550,289990,96.1,3571,10871660,6226,57.4,3%
20250422,4440,삼일씨엔에스,KOSPI,,4230,35,0.83,4290,4395,4085,73885,3.2,539,12731947,631,85.4,
20250422,20560,아시아나항공,KOSPI,,9470,-60,-0.63,9480,9560,9470,30186,2.9,19507,205990711,22844,85.4,0%
20250422,86790,하나금융지주,KOSPI,,59800,100,0.17,59300,60300,58900,555059,332.5,171770,287240880,201141,85.4,0%
20250422,58610,에스피지,KOSDAQ,우량기업부,25550,2200,9.42,22800,25750,22800,605744,150.6,5666,22177360,7618,74.4,3%
20250422,389140,포바이포,KOSDAQ,벤처기업부,28900,6650,29.89,28900,28900,28900,293798,84.9,3212,11112735,3212,100,3%
20250422,17480,삼현철강,KOSDAQ,우량기업부,4470,5,0.11,4440,4490,4430,7383,0.3,702,15702890,823,85.3,
20250422,363250,진시스템,KOSDAQ,기술성장기업부,10420,-260,-2.43,10660,10850,10410,28095,3,733,7032798,859,85.3,
20250422,136480,하림,KOSDAQ,우량기업부,3060,-5,-0.16,3065,3070,3035,277328,8.5,3250,106209702,3808,85.3,0%
20250422,11420,갤럭시아에스엠,KOSPI,,2540,-100,-3.79,2555,2630,2470,2799342,71.3,700,27549644,822,85.2,
20250422,2100,경농,KOSPI,,9160,-50,-0.54,9190,9280,8860,56960,5.2,1788,19522575,2099,85.2,0%
20250422,6660,삼성공조,KOSPI,,14760,220,1.51,14300,15180,14290,213114,31.4,1199,8126314,1581,75.8,3%
20250422,9270,신원,KOSPI,,1652,39,2.42,1600,1704,1600,2669640,44.3,1695,102586356,1695,100,3%
20250422,109860,동일금속,KOSDAQ,우량기업부,7980,180,2.31,7870,8000,7800,3063,0.2,726,9100000,852,85.2,
20250422,33050,제이엠아이,KOSDAQ,중견기업부,847,0,0,872,872,844,44912,0.4,276,32579342,324,85.2,
20250422,40300,YTN,KOSDAQ,우량기업부,3185,-70,-2.15,3305,3545,3165,1038114,34.8,1338,42000000,1840,72.7,3%
20250422,5180,빙그레,KOSPI,,95400,-400,-0.42,94700,95700,94700,32693,31.1,9398,9851241,11043,85.1,0%
20250422,67920,이글루,KOSDAQ,우량기업부,5400,50,0.93,5320,5440,5320,40587,2.2,594,10996119,698,85.1,
20250422,880,한화,KOSPI,,44500,450,1.02,43300,44800,43250,227181,100.9,33357,74958735,39203,85.1,0%
20250422,57050,현대홈쇼핑,KOSPI,,48500,50,0.1,48250,48950,48050,4827,2.3,5820,12000000,6840,85.1,0%
20250422,432320,KB스타리츠,KOSPI,,3885,5,0.13,3880,3885,3840,50193,1.9,3940,101414285,4635,85,0%
20250422,372800,아이티아이즈,KOSDAQ,벤처기업부,6970,-750,-9.72,8200,10000,6820,2324428,206.3,420,6026990,494,85,
20250422,950140,잉글우드랩,KOSDAQ,외국기업(소속부없음),10250,-630,-5.79,10650,10790,10100,498370,52.3,2036,19867866,5205,39.1,3%
20250422,141000,비아트론,KOSDAQ,우량기업부,7690,-40,-0.52,7730,7790,7570,12432,1,932,12114710,1098,84.9,
20250422,54800,아이디스홀딩스,KOSDAQ,우량기업부,8920,0,0,8920,8930,8880,3377,0.3,923,10347756,1087,84.9,
20250422,41460,한국전자인증,KOSDAQ,중견기업부,3550,-25,-0.7,3575,3585,3500,87927,3.1,674,19000000,794,84.9,
20250422,53300,한국정보인증,KOSDAQ,우량기업부,4330,-50,-1.14,4380,4380,4250,59682,2.6,1838,42441361,2165,84.9,0%
20250422,94280,효성ITX,KOSPI,,11920,30,0.25,11890,11930,11830,4693,0.6,1378,11558200,1624,84.9,0%
20250422,86060,진바이오텍,KOSDAQ,중견기업부,3505,-45,-1.27,3510,3600,3480,279904,9.9,302,8610587,356,84.8,
20250422,114090,GKL,KOSPI,,12080,-20,-0.17,12000,12130,11940,96988,11.7,7472,61855670,8821,84.7,0%
20250422,304360,에스바이오메딕스,KOSDAQ,중견기업부,21000,1140,5.74,19800,22150,19110,306980,63.9,2491,11859796,5582,44.6,3%
20250422,17860,DS단석,KOSPI,,26050,1300,5.25,24300,26450,24300,446402,114.9,4581,17584212,9771,46.9,3%
20250422,253450,스튜디오드래곤,KOSDAQ GLOBAL,우량기업부,43300,-200,-0.46,43700,43800,43150,51493,22.4,13015,30058498,15360,84.7,0%
20250422,88260,이리츠코크렙,KOSPI,,4565,-15,-0.33,4585,4600,4520,26712,1.2,2892,63341590,3414,84.7,0%
20250422,36640,HRS,KOSDAQ,우량기업부,5140,-10,-0.19,5150,5170,5110,28646,1.5,841,16354800,994,84.6,
20250422,4410,서울식품,KOSPI,,164,2,1.23,162,173,161,9869399,16.4,615,374755559,727,84.6,
20250422,4170,신세계,KOSPI,,152900,-2000,-1.29,155600,155600,152900,12051,18.6,14747,9645181,17436,84.6,0%
20250422,69410,엔텔스,KOSDAQ,벤처기업부,4175,-20,-0.48,4295,4295,4105,9936,0.4,428,10244824,506,84.6,
20250422,2600,조흥,KOSPI,,158000,-100,-0.06,158000,159100,156100,11,0,948,600000,1121,84.6,
20250422,49120,파인디앤씨,KOSDAQ,벤처기업부,1003,4,0.4,1006,1007,999,28410,0.3,522,52012744,617,84.6,
20250422,4150,한솔홀딩스,KOSPI,,2445,10,0.41,2430,2450,2420,34439,0.8,1003,41026620,1185,84.6,0%
20250422,138930,BNK금융지주,KOSPI,,10340,80,0.78,10260,10350,10160,674333,69.5,32921,318383519,38965,84.5,0%
20250422,53270,구영테크,KOSDAQ,우량기업부,2325,5,0.22,2315,2340,2310,89676,2.1,637,27410405,754,84.5,
20250422,13000,세우글로벌,KOSPI,,1430,-28,-1.92,1445,1464,1403,263918,3.8,410,28705031,485,84.5,
20250422,226950,올릭스,KOSDAQ,기술성장기업부,52000,1100,2.16,50200,52700,50000,488002,252.7,10283,19775322,10559,97.4,2%
20250422,214430,아이쓰리시스템,KOSDAQ,우량기업부,54600,700,1.3,53800,54750,53000,24015,13,3880,7106760,4598,84.4,0%
20250422,52300,오션인더블유,KOSDAQ,중견기업부,2530,-95,-3.62,2620,2620,2530,78195,2,427,16865143,506,84.4,
20250422,315640,딥노이드,KOSDAQ,기술성장기업부,7560,-340,-4.3,7890,7980,7450,540960,41.2,1695,22421268,2175,77.9,2%
20250422,310200,애니플러스,KOSDAQ,우량기업부,3665,165,4.71,3430,3700,3400,1122852,40.4,1668,45520979,1668,100,2%
20250422,12330,현대모비스,KOSPI,,241000,-3000,-1.23,244000,245000,240000,119924,289.6,224118,92995094,265501,84.4,0%
20250422,267320,나인테크,KOSDAQ,벤처기업부,3300,-100,-2.94,3300,3420,3260,1098494,36.5,1520,46064388,1820,83.5,2%
20250422,2450,삼익악기,KOSPI,,1266,-11,-0.86,1277,1294,1253,254430,3.2,1146,90530915,1359,84.3,0%
20250422,8600,윌비스,KOSPI,,820,-20,-2.38,840,890,810,3551968,30.2,551,67236039,654,84.3,
20250422,8870,금비,KOSPI,,56300,500,0.9,54600,56500,54600,2572,1.4,563,1000000,669,84.2,
20250422,16090,대현,KOSPI,,2000,0,0,2000,2005,1989,42866,0.9,886,44282310,1052,84.2,
20250422,376290,씨유테크,KOSDAQ,중견기업부,3380,35,1.05,3345,3395,3305,16649,0.6,597,17657500,709,84.2,
20250422,398120,에스지헬스케어,KOSDAQ,벤처기업부,4195,170,4.22,4025,4840,3950,13437935,604,465,11074700,552,84.2,
20250422,30520,한글과컴퓨터,KOSDAQ,우량기업부,22150,350,1.61,21550,22650,21500,575933,127.3,5356,24179744,7278,73.6,2%
20250422,101000,KS인더스트리,KOSDAQ,중견기업부,2265,10,0.44,2250,2355,2225,379464,8.7,754,33271802,897,84.1,
20250422,890,보해양조,KOSPI,,480,-12,-2.44,483,494,472,591152,2.9,668,139120129,794,84.1,
20250422,23000,삼원강재,KOSPI,,2360,0,0,2350,2370,2345,9010,0.2,944,40000000,1122,84.1,
20250422,73540,에프알텍,KOSDAQ,벤처기업부,1578,-12,-0.75,1591,1611,1578,33517,0.5,180,11400000,214,84.1,
20250422,40420,정상제이엘에스,KOSDAQ,우량기업부,5790,20,0.35,5780,5800,5750,18587,1.1,908,15677552,1080,84.1,
20250422,3030,세아제강지주,KOSPI,,233500,500,0.21,232500,239500,227500,7026,16.5,9671,4141657,11514,84,0%
20250422,334890,이지스밸류리츠,KOSPI,,4595,-75,-1.61,4675,4710,4595,50149,2.3,2364,51443469,2814,84,0%
20250422,417790,트루엔,KOSDAQ,벤처기업부,9090,-20,-0.22,9100,9100,8960,9884,0.9,1000,10999650,1190,84,
20250422,487570,HS효성,KOSPI,,39950,-350,-0.87,40000,40450,39700,4177,1.7,1489,3725927,1775,83.9,0%
20250422,32750,삼진,KOSDAQ,우량기업부,4260,0,0,4250,4300,4210,20842,0.9,385,9031122,459,83.9,
20250422,6340,대원전선,KOSPI,,2655,-40,-1.48,2620,2712,2615,1746034,46.6,1991,74979175,3681,54.1,2%
20250422,33320,제이씨현시스템,KOSDAQ,우량기업부,5360,-170,-3.07,5410,5490,5350,438278,23.7,1025,19114432,1336,76.7,2%
20250422,138360,협진,KOSDAQ,중견기업부,1025,-198,-16.19,1449,1534,978,17349927,207.2,496,48348248,591,83.9,
20250422,489790,한화비전,KOSPI,,53500,-2400,-4.29,55200,56500,52600,1136886,617.1,27011,50488390,31707,85.2,2%
20250422,21080,에이티넘인베스트,KOSDAQ,우량기업부,2345,-135,-5.44,2430,2465,2335,1077185,25.7,1126,48000000,1464,76.9,2%
20250422,299170,더블유에스아이,KOSDAQ,중견기업부,1737,7,0.4,1725,1738,1690,212098,3.6,522,30027963,623,83.8,
20250422,94850,참좋은여행,KOSDAQ,중견기업부,6220,-110,-1.74,6240,6320,6140,137596,8.6,871,14000000,1039,83.8,
20250422,19680,대교,KOSPI,,2240,10,0.45,2225,2255,2215,23849,0.5,1897,84702850,2266,83.7,0%
20250422,131220,대한과학,KOSDAQ,벤처기업부,5150,-530,-9.33,5450,5470,5000,924380,47.8,384,7454490,459,83.7,
20250422,408920,메쎄이상,KOSDAQ,벤처기업부,2140,-10,-0.47,2135,2160,2130,16262,0.3,925,43232455,1105,83.7,
20250422,12620,원일특강,KOSDAQ,우량기업부,7110,-20,-0.28,7030,7150,7030,1063,0.1,313,4400000,374,83.7,
20250422,377300,카카오페이,KOSPI,,30050,-50,-0.17,30000,30600,29650,103752,31.2,40471,134680121,48342,83.7,0%
20250422,42000,카페24,KOSDAQ,기술성장기업부,57300,-500,-0.87,57000,58000,56200,121350,69.2,13897,24253054,16613,83.7,0%
20250422,1770,SHD,KOSPI,,15570,80,0.52,15580,15780,15180,3729,0.6,189,1214878,226,83.6,
20250422,115310,인포바인,KOSDAQ,벤처기업부,31950,50,0.16,31650,32400,31450,3664,1.2,1020,3192883,1220,83.6,0%
20250422,39490,키움증권,KOSPI,,126100,3400,2.77,122400,128400,121600,74461,93.7,30865,24476706,36912,83.6,0%
20250422,294870,HDC현대산업개발,KOSPI,,22300,200,0.9,21750,22550,21750,92658,20.7,14697,65907330,17597,83.5,0%
20250422,35420,NAVER,KOSPI,,193700,6200,3.31,187200,195700,186000,645159,1247,306892,158437008,367574,83.5,0%
20250422,60310,3S,KOSDAQ,중견기업부,2260,-40,-1.74,2250,2315,2230,1204453,27.2,1199,53059040,1594,75.2,2%
20250422,1540,안국약품,KOSDAQ,우량기업부,6720,40,0.6,6650,6750,6650,21109,1.4,876,13042420,1049,83.5,
20250422,65440,이루온,KOSDAQ,벤처기업부,1489,-12,-0.8,1482,1505,1474,76120,1.1,406,27275020,486,83.5,
20250422,276040,스코넥,KOSDAQ,기술성장기업부,5310,40,0.76,5290,5390,4880,178053,9.1,667,12554474,800,83.4,
20250422,36120,SCI평가정보,KOSDAQ,중견기업부,2435,-75,-2.99,2510,2545,2400,585037,14.4,864,35500000,1037,83.3,
20250422,8420,문배철강,KOSPI,,2495,40,1.63,2430,2510,2430,130867,3.3,512,20503505,615,83.3,
20250422,317870,엔바이오니아,KOSDAQ,기술성장기업부,16660,-190,-1.13,16850,16850,16430,8592,1.4,1417,8506750,1701,83.3,0%
20250422,63570,한국전자금융,KOSDAQ,우량기업부,5040,-50,-0.98,5090,5110,5040,27956,1.4,1721,34147728,2066,83.3,0%
20250422,123700,SJM,KOSPI,,3035,5,0.17,3010,3035,3005,10472,0.3,474,15604898,570,83.2,
20250422,246690,TS인베스트먼트,KOSDAQ,중견기업부,2005,-405,-16.8,2410,2460,2000,7638034,163.6,832,41477862,1000,83.2,
20250422,61040,알에프텍,KOSDAQ,우량기업부,3405,55,1.64,3330,3420,3295,59644,2,1093,32089259,1314,83.2,0%
20250422,322000,HD현대에너지솔루션,KOSPI,,27850,1600,6.1,27250,28200,26500,257831,70.3,3119,11200000,4144,75.3,2%
20250422,46310,백금T&A,KOSDAQ,중견기업부,2610,-20,-0.76,2615,2645,2575,58089,1.5,429,16418641,516,83.1,
20250422,5800,신영와코루,KOSPI,,10270,30,0.29,10220,10270,10160,3325,0.3,924,9000000,1112,83.1,
20250422,466100,클로봇,KOSDAQ,기술성장기업부,19010,170,0.9,18470,19110,18460,553249,104.3,4686,24651339,5423,86.4,2%
20250422,500,가온전선,KOSPI,,47550,-1750,-3.55,48300,49750,47450,67239,32.7,7866,16543115,9479,83,0%
20250422,69140,누리플랜,KOSDAQ,중견기업부,1568,8,0.51,1560,1632,1560,110772,1.8,205,13102743,247,83,
20250422,204840,지엘팜텍,KOSDAQ,기술성장기업부,1092,63,6.12,1038,1092,1019,425553,4.5,840,76965206,1012,83,
20250422,21650,한국큐빅,KOSDAQ,우량기업부,2275,15,0.66,2270,2300,2240,37687,0.9,372,16350563,448,83,
20250422,358570,지아이이노베이션,KOSDAQ,기술성장기업부,14800,-970,-6.15,15210,15880,14380,1313077,198.6,9119,61614273,9119,100,2%
20250422,439580,블루엠텍,KOSDAQ,기술성장기업부,12810,0,0,12760,13270,12660,233968,30.5,1431,11170221,3016,47.4,2%
20250422,85310,엔케이,KOSPI,,861,2,0.23,859,864,855,36482,0.3,679,78880322,820,82.8,
20250422,9730,이렘,KOSDAQ,중견기업부,1069,-37,-3.35,1125,1230,1047,4430316,49.7,651,60940960,786,82.8,
20250422,221980,케이디켐,KOSDAQ,우량기업부,10870,-20,-0.18,10790,10890,10790,994,0.1,439,4034800,530,82.8,
20250422,222040,코스맥스엔비티,KOSDAQ,중견기업부,3775,100,2.72,3675,3775,3645,31272,1.2,779,20628000,941,82.8,
20250422,293480,하나제약,KOSPI,,11230,-90,-0.8,11320,11350,11220,14800,1.7,1996,17772946,2412,82.8,0%
20250422,11760,현대코퍼레이션,KOSPI,,21150,150,0.71,21000,21650,20750,44421,9.3,2798,13228966,3380,82.8,0%
20250422,17550,수산중공업,KOSPI,,1855,-28,-1.49,1865,1883,1851,96007,1.8,1158,62399130,1401,82.7,0%
20250422,94840,슈프리마에이치큐,KOSDAQ,벤처기업부,7210,190,2.71,6950,7310,6850,162331,11.5,755,10471840,913,82.7,
20250422,13360,일성건설,KOSPI,,3340,-170,-4.84,3450,3490,3290,1129000,38.1,1804,54024880,2658,67.9,2%
20250422,47820,초록뱀미디어,KOSDAQ,중견기업부,4975,5,0.1,4950,5000,4905,111144,5.5,1217,24453930,1472,82.7,0%
20250422,413640,비아이매트릭스,KOSDAQ,벤처기업부,14470,70,0.49,14640,14920,14180,149957,21.8,1043,7206940,1080,96.6,2%
20250422,140860,파크시스템스,KOSDAQ,우량기업부,204500,-1000,-0.49,200500,207000,200500,15766,32.2,14295,6989977,17294,82.7,0%
20250422,950170,JTC,KOSDAQ,외국기업(소속부없음),4995,-55,-1.09,5010,5020,4955,34695,1.7,2585,51746348,3131,82.6,0%
20250422,2700,신일전자,KOSPI,,1551,3,0.19,1541,1551,1525,213869,3.3,1102,71047521,1334,82.6,0%
20250422,208140,정다운,KOSDAQ,우량기업부,2725,30,1.11,2690,2730,2680,220493,6,891,32684246,1079,82.6,
20250422,3010,혜인,KOSPI,,5120,-10,-0.19,5070,5150,5070,62284,3.2,651,12712747,788,82.6,
20250422,267250,HD현대,KOSPI,,71500,500,0.7,70900,71600,70400,91430,65.2,56480,78993085,68487,82.5,0%
20250422,70960,모나용평,KOSPI,,4200,-60,-1.41,4200,4265,4175,163768,6.9,2022,48133333,2450,82.5,0%
20250422,265560,영화테크,KOSDAQ,우량기업부,7740,-30,-0.39,7770,7790,7710,10119,0.8,827,10690180,1002,82.5,
20250422,1420,태원물산,KOSPI,,3775,120,3.28,3615,3835,3615,7184,0.3,287,7600000,348,82.5,
20250422,267260,HD현대일렉트릭,KOSPI,,301000,-32500,-9.75,329000,333500,300000,706084,2217.3,108502,36047135,160410,67.6,2%
20250422,105560,KB금융,KOSPI,,83400,600,0.72,82900,83700,82100,1003736,836.1,328203,393528423,398251,82.4,0%
20250422,14990,인디에프,KOSPI,,1005,19,1.93,986,1020,986,593715,6,755,75112995,916,82.4,
20250422,192820,코스맥스,KOSPI,,163000,-600,-0.37,163100,165000,161900,37974,61.8,18500,11349509,22449,82.4,0%
20250422,104480,티케이케미칼,KOSDAQ,우량기업부,1566,91,6.17,1475,1615,1450,1853120,29,1423,90895434,1686,84.4,2%
20250422,212560,네오오토,KOSDAQ,우량기업부,8650,80,0.93,8540,8820,8460,49551,4.3,681,7874963,827,82.3,
20250422,35150,백산,KOSPI,,14150,-30,-0.21,14180,14230,14010,28338,4,3007,21250000,3654,82.3,0%
20250422,9620,삼보산업,KOSDAQ,중견기업부,2780,-180,-6.08,2945,2945,2655,426887,11.9,456,16386091,554,82.3,
20250422,382480,지아이텍,KOSDAQ,벤처기업부,2405,-10,-0.41,2410,2415,2370,234612,5.6,947,39357140,1151,82.3,
20250422,47560,이스트소프트,KOSDAQ,중견기업부,21100,-600,-2.76,21350,22350,20900,232232,49.8,2453,11626292,3336,73.5,2%
20250422,6140,피제이전자,KOSDAQ,우량기업부,5590,-70,-1.24,5590,5710,5520,91154,5.1,838,15000000,1018,82.3,
20250422,90850,현대이지웰,KOSDAQ,우량기업부,5350,-40,-0.74,5390,5410,5320,21696,1.2,1270,23746361,1544,82.3,0%
20250422,452450,피아이이,KOSDAQ,벤처기업부,9230,10,0.11,9020,9350,8940,718586,66.3,3307,35826000,4819,68.6,2%
20250422,464080,에스오에스랩,KOSDAQ,기술성장기업부,10480,290,2.85,9950,10480,9930,361124,37,1853,17681830,2767,67,2%
20250422,4540,깨끗한나라,KOSPI,,2570,-130,-4.81,2800,3065,2570,5100098,144.9,957,37240693,1164,82.2,
20250422,72990,에이치시티,KOSDAQ,우량기업부,9320,-180,-1.89,9550,9550,9290,23781,2.2,686,7365316,835,82.2,
20250422,90710,휴림로봇,KOSDAQ,중견기업부,2010,11,0.55,1967,2030,1951,2187624,43.8,2216,110237793,3075,72.1,2%
20250422,17250,인터엠,KOSDAQ,중견기업부,1051,15,1.45,1035,1090,1034,54232,0.6,221,21045467,269,82.2,
20250422,2020,코오롱,KOSPI,,25100,3150,14.35,21950,25450,21950,256818,62.4,3169,12626426,3775,83.9,2%
20250422,246960,SCL사이언스,KOSDAQ,기술성장기업부,8060,50,0.62,8060,8060,7970,1313,0.1,683,8479375,832,82.1,
20250422,396690,미래에셋글로벌리츠,KOSPI,,2715,10,0.37,2705,2725,2630,29641,0.8,1075,39605940,1309,82.1,0%
20250422,810,삼성화재,KOSPI,,357000,2500,0.71,355500,360000,353000,54143,193,169128,47374837,206081,82.1,0%
20250422,118000,메타케어,KOSPI,,332,5,1.53,324,345,324,1679719,5.6,547,164777364,667,82,
20250422,25870,신라에스지,KOSDAQ,중견기업부,6930,240,3.59,6690,7350,6540,119988,8.4,277,4000000,338,82,
20250422,45060,오공,KOSDAQ,우량기업부,2555,5,0.2,2520,2565,2520,15246,0.4,433,16941974,528,82,
20250422,8250,이건산업,KOSPI,,5920,130,2.25,5850,6170,5800,345266,20.7,648,10952635,790,82,
20250422,352940,인바이오,KOSDAQ,벤처기업부,2510,60,2.45,2450,2525,2445,26285,0.7,273,10867730,333,82,
20250422,5160,동국산업,KOSDAQ,우량기업부,3800,120,3.26,3650,4120,3650,1018137,39.9,2061,54244482,4394,46.9,2%
20250422,480,CR홀딩스,KOSPI,,5150,40,0.78,5120,5150,5110,1387,0.1,2415,46890490,2949,81.9,0%
20250422,32540,TJ미디어,KOSDAQ,우량기업부,4855,5,0.1,4790,4855,4790,7481,0.4,676,13931609,825,81.9,
20250422,5390,신성통상,KOSPI,,2055,0,0,2055,2065,2035,105544,2.2,2953,143708390,3607,81.9,0%
20250422,323410,카카오뱅크,KOSPI,,21150,50,0.24,21000,21250,20800,244945,51.6,100880,476976137,123284,81.8,0%
20250422,93320,케이아이엔엑스,KOSDAQ,우량기업부,78300,-2200,-2.73,79300,80000,77000,14797,11.6,3821,4880000,4670,81.8,0%
20250422,64820,케이프,KOSDAQ,우량기업부,6220,110,1.8,6020,6280,6020,56084,3.5,1922,30901728,2349,81.8,0%
20250422,297090,씨에스베어링,KOSDAQ,중견기업부,5720,380,7.12,5440,5780,5300,537736,29.9,1560,27270000,2356,66.2,2%
20250422,72710,농심홀딩스,KOSPI,,65500,500,0.77,65000,65600,64600,1726,1.1,3038,4637790,3720,81.7,0%
20250422,49770,동원F&B,KOSPI,,38150,450,1.19,37300,38600,37300,50391,19.2,7361,19295620,9011,81.7,0%
20250422,101330,모베이스,KOSDAQ,우량기업부,3140,30,0.96,3110,3140,3090,28705,0.9,727,23147029,890,81.7,
20250422,203450,유니온커뮤니티,KOSDAQ,벤처기업부,2875,15,0.52,2860,2900,2850,12785,0.4,405,14079007,496,81.7,
20250422,109610,에스와이,KOSDAQ,중견기업부,3835,100,2.68,3685,3845,3680,945697,35.8,1876,48907400,2685,69.9,2%
