기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,f
20250422,2920,유성기업,KOSPI,,1877,7,0.37,1870,1880,1851,21485,0.4,487,25947500,701,69.5,
20250422,38010,제일테크노스,KOSDAQ,우량기업부,6300,200,3.28,6100,6320,6050,49677,3.1,567,9000000,816,69.5,
20250422,80520,오디텍,KOSDAQ,벤처기업부,3120,-95,-2.95,3225,3250,3100,54566,1.7,366,11746609,527,69.4,
20250422,183300,코미코,KOSDAQ GLOBAL,우량기업부,61400,100,0.16,60500,63000,60200,103972,64,6423,10460684,10147,63.3,1%
20250422,298040,효성중공업,KOSPI,,438000,-39000,-8.18,471000,474000,435000,89822,406.9,40842,9324548,49700,82.2,1%
20250422,1460,BYC,KOSPI,,27350,-350,-1.26,27700,27700,26900,2774,0.8,1708,6246150,2464,69.3,0%
20250422,71280,로체시스템즈,KOSDAQ,우량기업부,14760,440,3.07,14270,14850,14000,37724,5.5,2258,15296603,3258,69.3,0%
20250422,39020,이건홀딩스,KOSDAQ,중견기업부,4460,240,5.69,4230,4490,4215,231005,10,1007,22584709,1007,100,1%
20250422,95720,웅진씽크빅,KOSPI,,1598,-22,-1.36,1615,1615,1580,169661,2.7,1846,115505985,2662,69.3,0%
20250422,24830,세원물산,KOSDAQ,우량기업부,8860,80,0.91,8700,9050,8640,57988,5.1,740,8350000,1069,69.2,
20250422,270520,앱트뉴로사이언스,KOSDAQ,벤처기업부,1154,-25,-2.12,1177,1177,1101,1572156,17.8,1832,158790786,2072,88.4,1%
20250422,5850,에스엘,KOSPI,,31300,-200,-0.63,30800,31600,30800,74724,23.4,14538,46448520,21018,69.2,0%
20250422,239340,이스트에이드,KOSDAQ,중견기업부,2050,-310,-13.14,2385,2400,2015,950440,20.7,553,26979634,799,69.2,
20250422,1750,한양증권,KOSPI,,12700,230,1.84,12320,12700,12270,20964,2.6,1617,12728534,2336,69.2,0%
20250422,9150,삼성전기,KOSPI,,119400,-1800,-1.49,120000,121200,119200,139262,166.9,89184,74693696,128996,69.1,0%
20250422,115570,스타플렉스,KOSDAQ,중견기업부,2470,50,2.07,2420,2485,2395,26769,0.7,197,7984508,285,69.1,
20250422,187270,신화콘텍,KOSDAQ,벤처기업부,3445,10,0.29,3435,3445,3385,29029,1,349,10143845,505,69.1,
20250422,189330,씨이랩,KOSDAQ,기술성장기업부,8400,-700,-7.69,9090,9090,8220,226978,19.3,512,6092284,741,69.1,
20250422,42040,케이피엠테크,KOSDAQ,중견기업부,245,-7,-2.78,251,254,241,432048,1.1,475,194004890,687,69.1,
20250422,440290,HB인베스트먼트,KOSDAQ,중견기업부,2030,-35,-1.69,2045,2130,2000,484758,10,550,27107010,797,69,
20250422,11560,세보엠이씨,KOSDAQ,우량기업부,10010,80,0.81,9890,10040,9880,22314,2.2,1054,10530000,1527,69,0%
20250422,403550,쏘카,KOSPI,,14600,0,0,14880,14880,14450,785,0.1,4795,32841902,6952,69,0%
20250422,17370,우신시스템,KOSPI,,6210,-180,-2.82,6360,6390,6180,51339,3.2,1137,18314054,1648,69,0%
20250422,448710,코츠테크놀로지,KOSDAQ,벤처기업부,18820,1080,6.09,17610,19180,17610,138097,25.7,990,5260589,1435,69,
20250422,13700,까뮤이앤씨,KOSPI,,1181,-23,-1.91,1185,1216,1180,164675,2,706,59750830,1024,68.9,
20250422,86710,선진뷰티사이언스,KOSDAQ,중견기업부,13760,-110,-0.79,14140,14300,13690,116845,16.3,1679,12203280,2709,62,1%
20250422,272550,삼양패키징,KOSPI,,13610,70,0.52,13500,13660,13480,19324,2.6,2087,15330971,3030,68.9,0%
20250422,19490,엑시큐어하이트론,KOSPI,,610,-14,-2.24,621,621,608,687148,4.2,466,76432270,676,68.9,
20250422,100030,인지소프트,KOSDAQ,중견기업부,15700,60,0.38,15640,15800,15400,687,0.1,516,3283714,749,68.9,
20250422,33250,체시스,KOSPI,,1200,26,2.21,1174,1200,1168,281526,3.3,384,32000000,557,68.9,
20250422,11500,한농화성,KOSPI,,15230,20,0.13,15010,15500,15010,57117,8.7,2382,15637042,3456,68.9,0%
20250422,256940,킵스파마,KOSDAQ,벤처기업부,11580,0,0,11490,11990,11350,183343,21.3,2209,19076310,2251,98.1,1%
20250422,101160,월덱스,KOSDAQ,우량기업부,17830,60,0.34,17500,17880,17500,41044,7.3,2944,16510993,4276,68.8,0%
20250422,275630,에스에스알,KOSDAQ,벤처기업부,3025,-95,-3.04,3120,3120,3015,7991,0.2,182,6017989,265,68.7,
20250422,37560,LG헬로비전,KOSPI,,2340,0,0,2340,2350,2310,57465,1.3,1812,77446865,2641,68.6,0%
20250422,39290,인포뱅크,KOSDAQ,우량기업부,6800,-30,-0.44,6800,6820,6640,21845,1.5,591,8693978,861,68.6,
20250422,482630,삼양엔씨켐,KOSDAQ,중견기업부,17090,-330,-1.89,17210,17540,16730,103750,17.7,1857,10866140,3114,59.6,1%
20250422,86960,MDS테크,KOSDAQ,중견기업부,1148,-31,-2.63,1170,1175,1137,871549,10,1066,92821788,1525,69.9,1%
20250422,70,삼양홀딩스,KOSPI,,59500,1100,1.88,58100,60000,58100,12573,7.5,5096,8564271,7442,68.5,0%
20250422,900110,이스트아시아홀딩스,KOSDAQ,외국기업(소속부없음),47,-1,-2.08,47,48,47,5526226,2.6,302,642650588,441,68.5,
20250422,106190,하이텍팜,KOSDAQ,우량기업부,13000,-40,-0.31,13170,13170,12940,11740,1.5,1382,10633173,2017,68.5,0%
20250422,51900,LG생활건강,KOSPI,,321000,-1000,-0.31,321500,323000,317500,20898,66.8,50134,15618197,73249,68.4,0%
20250422,38290,마크로젠,KOSDAQ,중견기업부,16190,-70,-0.43,16240,16270,16000,10246,1.7,1755,10841400,2564,68.4,0%
20250422,43150,바텍,KOSDAQ,우량기업부,20800,-50,-0.24,20800,20800,20450,8966,1.8,3090,14854256,4516,68.4,0%
20250422,198080,엔피디,KOSDAQ,중견기업부,2235,-15,-0.67,2250,2290,2230,73339,1.6,481,21535185,703,68.4,
20250422,377330,이지트로닉스,KOSDAQ,기술성장기업부,4975,0,0,4970,5030,4920,5306,0.3,405,8139954,592,68.4,
20250422,25980,아난티,KOSDAQ,우량기업부,6570,-220,-3.24,6680,6860,6500,818766,54.5,5823,88629478,6053,96.2,1%
20250422,218150,미래생명자원,KOSDAQ,벤처기업부,3850,-5,-0.13,3875,3880,3770,103669,4,786,20415802,1151,68.3,
20250422,478560,블랙야크아이앤씨,KOSDAQ,중견기업부,3770,-20,-0.53,3750,3780,3700,48479,1.8,916,24292555,1341,68.3,
20250422,92190,서울바이오시스,KOSDAQ,중견기업부,3120,-40,-1.27,3160,3170,3100,9698,0.3,1431,45868383,2096,68.3,0%
20250422,73110,엘엠에스,KOSDAQ,벤처기업부,6130,30,0.49,6090,6190,6090,4414,0.3,545,8895755,798,68.3,
20250422,84680,이월드,KOSPI,,1424,-8,-0.56,1420,1438,1400,203890,2.9,2019,141806193,2957,68.3,0%
20250422,40350,크레오에스지,KOSDAQ,중견기업부,505,-2,-0.39,507,508,496,191027,1,976,193205323,1430,68.3,
20250422,124560,태웅로직스,KOSDAQ,우량기업부,2840,-10,-0.35,2850,2860,2810,107123,3,1077,37916584,1577,68.3,0%
20250422,128940,한미약품,KOSPI,,239500,-500,-0.21,239000,240000,236000,14815,35.4,30682,12810991,44903,68.3,0%
20250422,1390,KG케미칼,KOSPI,,3905,35,0.9,3810,3940,3810,99928,3.9,2674,68469040,3923,68.2,0%
20250422,205500,넥써쓰,KOSDAQ,중견기업부,2495,-100,-3.85,2570,2615,2450,533847,13.5,1460,58507699,1959,74.5,1%
20250422,25320,시노펙스,KOSDAQ,우량기업부,6670,90,1.37,6510,6810,6440,812637,54,5869,87991570,11165,52.6,1%
20250422,120110,코오롱인더,KOSPI,,29800,100,0.34,29400,29850,29400,30917,9.2,8201,27519091,12026,68.2,0%
20250422,9180,한솔로지스틱스,KOSPI,,2160,-10,-0.46,2175,2175,2150,34783,0.8,608,28155825,891,68.2,
20250422,87010,펩트론,KOSDAQ,기술성장기업부,176200,1700,0.97,171000,176800,170700,217013,377.4,41050,23297350,41959,97.8,1%
20250422,214450,파마리서치,KOSDAQ GLOBAL,우량기업부,358500,-3500,-0.97,359500,367500,354000,96781,346.3,37677,10509600,38623,97.6,1%
20250422,2990,금호건설,KOSPI,,2920,-25,-0.85,2900,2985,2850,110760,3.2,1079,36953595,1585,68.1,0%
20250422,28670,팬오션,KOSPI,,3280,-45,-1.35,3300,3350,3280,804378,26.5,17534,534569512,25740,68.1,0%
20250422,123690,한국화장품,KOSPI,,6810,-170,-2.44,6930,7020,6800,39842,2.7,1094,16068000,1607,68.1,0%
20250422,1530,DI동일,KOSPI,,43900,-50,-0.11,43400,44000,43400,13147,5.8,8504,19370819,12507,68,0%
20250422,100590,머큐리,KOSDAQ,우량기업부,3365,30,0.9,3355,3385,3300,28483,1,533,15830023,784,68,
20250422,53450,세코닉스,KOSDAQ,우량기업부,5290,-10,-0.19,5300,5330,5180,52448,2.8,783,14792803,1151,68,
20250422,99440,스맥,KOSDAQ,우량기업부,2840,-105,-3.57,2900,2930,2840,144005,4.1,1143,40243394,1680,68,0%
20250422,277410,인산가,KOSDAQ,벤처기업부,1282,-23,-1.76,1281,1305,1280,52687,0.7,492,38356789,724,68,
20250422,54950,제이브이엠,KOSDAQ,우량기업부,21900,0,0,21850,22250,21650,20115,4.4,2648,12089892,3893,68,0%
20250422,225430,케이엠제약,KOSDAQ,벤처기업부,617,6,0.98,611,630,611,50742,0.3,172,27887050,253,68,
20250422,460860,동국제강,KOSPI,,9050,10,0.11,8990,10000,8910,442859,41,4490,49608017,5898,76.1,1%
20250422,52790,액토즈소프트,KOSDAQ,우량기업부,6590,-80,-1.2,6600,6670,6530,23962,1.6,747,11330638,1100,67.9,
20250422,45390,대아티아이,KOSDAQ,우량기업부,4030,20,0.5,3975,4090,3975,636182,25.6,2840,70473377,2840,100,1%
20250422,234100,폴라리스세원,KOSDAQ,우량기업부,1086,18,1.69,1068,1086,1057,62103,0.7,712,65524325,1049,67.9,
20250422,950190,고스트스튜디오,KOSDAQ,외국기업(소속부없음),7430,-30,-0.4,7460,7500,7280,8963,0.7,1009,13579892,1488,67.8,0%
20250422,215200,메가스터디교육,KOSDAQ GLOBAL,우량기업부,46650,-650,-1.37,47100,47500,46550,18368,8.6,5025,10770887,7414,67.8,0%
20250422,38530,케이바이오,KOSDAQ,중견기업부,264,-8,-2.94,272,273,262,901802,2.4,305,115714347,450,67.8,
20250422,98460,고영,KOSDAQ,우량기업부,13180,-150,-1.13,13120,13580,13100,610189,81,9049,68654755,15173,59.6,1%
20250422,114630,폴라리스우노,KOSDAQ,우량기업부,496,6,1.22,489,503,487,161668,0.8,386,77757548,569,67.8,
20250422,127980,화인써키트,KOSDAQ,중견기업부,5940,-10,-0.17,5950,5950,5890,1417,0.1,703,11840684,1037,67.8,
20250422,214420,토니모리,KOSPI,,8690,-130,-1.47,8720,8890,8640,213955,18.6,2090,24054799,3777,55.3,1%
20250422,201490,미투온,KOSDAQ,우량기업부,1873,-20,-1.06,1879,1890,1850,59734,1.1,569,30390092,841,67.7,
20250422,416180,신성에스티,KOSDAQ,중견기업부,29600,-50,-0.17,29050,30000,29050,16928,5,2676,9039778,3950,67.7,0%
20250422,160190,하이젠알앤엠,KOSDAQ,중견기업부,34100,2000,6.23,31800,34500,31500,278798,93.1,10533,30888000,12988,81.1,1%
20250422,38540,상상인,KOSDAQ,우량기업부,2030,-65,-3.1,2095,2165,1989,487283,9.9,1123,55328313,1903,59,1%
20250422,2760,보락,KOSPI,,1093,-4,-0.36,1090,1113,1088,332366,3.7,655,59900000,969,67.6,
20250422,6910,보성파워텍,KOSDAQ,중견기업부,2855,-15,-0.52,2805,2880,2800,174543,5,1403,49129824,2076,67.6,0%
20250422,88280,쏘닉스,KOSDAQ,기술성장기업부,2480,-140,-5.34,2615,2645,2450,67416,1.7,429,17306490,635,67.6,
20250422,192250,케이사인,KOSDAQ,벤처기업부,9170,-150,-1.61,9200,9550,9160,8565,0.8,648,7067125,958,67.6,
20250422,60280,큐렉소,KOSDAQ,중견기업부,8300,-70,-0.84,8360,8430,8230,124967,10.4,3410,41089990,5042,67.6,0%
20250422,62970,한국첨단소재,KOSDAQ,중견기업부,4885,-55,-1.11,4850,4960,4820,593621,29,964,19736818,1427,67.6,
20250422,34730,SK,KOSPI,,128500,1200,0.94,127100,131300,126300,170821,221,93166,72502703,138052,67.5,0%
20250422,9450,경동나비엔,KOSPI,,71200,2700,3.94,68500,71700,68200,28604,20.1,10373,14568592,15370,67.5,0%
20250422,2880,대유에이텍,KOSPI,,937,-27,-2.8,966,966,912,36347,0.3,438,46744020,649,67.5,
20250422,187220,디티앤씨,KOSDAQ,중견기업부,3185,-40,-1.24,3225,3335,3150,57979,1.9,373,11698021,553,67.5,
20250422,335890,비올,KOSDAQ,중견기업부,7900,-10,-0.13,7790,8010,7780,206415,16.3,4615,58419125,6835,67.5,0%
20250422,52420,오성첨단소재,KOSDAQ,중견기업부,1457,12,0.83,1428,1479,1428,797212,11.6,1316,90289754,2375,55.4,1%
20250422,46970,우리로,KOSDAQ,벤처기업부,1195,-3,-0.25,1198,1201,1180,147736,1.8,524,43824999,776,67.5,
20250422,37330,인지디스플레,KOSDAQ,우량기업부,1300,6,0.46,1283,1330,1280,18934,0.2,571,43885224,846,67.5,
20250422,191420,테고사이언스,KOSDAQ,벤처기업부,15590,-50,-0.32,15520,15620,15410,2903,0.5,1264,8108834,1873,67.5,0%
20250422,10950,S-Oil,KOSPI,,52200,-200,-0.38,52400,52400,51800,78507,40.9,58768,112582792,87139,67.4,0%
20250422,219420,링크제니시스,KOSDAQ,기술성장기업부,5510,-140,-2.48,5440,5600,5420,194419,10.7,632,11469507,937,67.4,
20250422,35620,바른손이앤에이,KOSDAQ,중견기업부,411,-1,-0.24,412,415,409,64394,0.3,306,74439675,454,67.4,
20250422,230240,에치에프알,KOSDAQ,우량기업부,17770,-160,-0.89,17840,17840,17340,50363,8.8,2365,13309000,3507,67.4,0%
20250422,140070,서플러스글로벌,KOSDAQ,우량기업부,2540,-25,-0.97,2515,2580,2515,26727,0.7,939,36988000,1396,67.3,
20250422,53060,세동,KOSDAQ,중견기업부,1035,-12,-1.15,1047,1049,1033,43089,0.4,183,17657419,272,67.3,
20250422,101360,에코앤드림,KOSDAQ,벤처기업부,25150,-500,-1.95,25200,26050,24950,154150,39.2,4473,17786114,8413,53.2,1%
20250422,367000,플래티어,KOSDAQ,벤처기업부,4850,30,0.62,4760,4890,4725,13594,0.7,407,8388207,605,67.3,
20250422,415380,스튜디오삼익,KOSDAQ,중견기업부,8620,0,0,8530,8660,8510,5572,0.5,364,4225498,542,67.2,
20250422,123330,제닉,KOSDAQ,벤처기업부,21800,200,0.93,21600,22050,21000,70726,15.2,1737,7968680,2219,78.3,1%
20250422,322510,제이엘케이,KOSDAQ,기술성장기업부,7170,-30,-0.42,7200,7260,7080,41746,3,1830,25528892,2724,67.2,0%
20250422,263020,디케이앤디,KOSDAQ,벤처기업부,3040,20,0.66,3000,3040,2970,55344,1.7,441,14499831,657,67.1,
20250422,27740,마니커,KOSPI,,856,-8,-0.93,864,867,850,145294,1.2,544,63511228,811,67.1,
20250422,471820,셀로맥스사이언스,KOSDAQ,중견기업부,5340,60,1.14,5260,5350,5100,50637,2.6,622,11644079,927,67.1,
20250422,60150,인선이엔티,KOSDAQ,우량기업부,5130,20,0.39,5030,5160,5030,33950,1.7,2389,46563612,3562,67.1,0%
20250422,20180,대신정보통신,KOSDAQ,중견기업부,1174,-9,-0.76,1172,1240,1170,1534718,18.3,451,38428915,673,67,
20250422,475580,에이럭스,KOSDAQ,중견기업부,12180,40,0.33,11980,12270,11980,119112,14.5,1660,13624900,2233,74.3,1%
20250422,23900,풍국주정,KOSDAQ,우량기업부,8920,30,0.34,8830,8920,8820,5937,0.5,1124,12600000,1678,67,0%
20250422,4060,SG세계물산,KOSPI,,327,-2,-0.61,327,331,324,313754,1,662,202424960,990,66.9,
20250422,332290,누보,KOSDAQ,벤처기업부,1077,-50,-4.44,1177,1177,1075,247053,2.7,360,33384803,538,66.9,
20250422,105740,디케이락,KOSDAQ,우량기업부,7880,50,0.64,7770,7900,7770,32807,2.6,801,10168513,1198,66.9,
20250422,300120,라온피플,KOSDAQ,벤처기업부,4435,90,2.07,4295,4540,4285,72922,3.2,925,20860012,1383,66.9,
20250422,155650,와이엠씨,KOSDAQ,우량기업부,3440,160,4.88,3280,3495,3280,33165,1.1,670,19474358,1001,66.9,
20250422,144960,뉴파워프라즈마,KOSDAQ,우량기업부,4690,5,0.11,4670,4710,4640,28932,1.4,2049,43692624,3067,66.8,0%
20250422,6090,사조오양,KOSPI,,8390,-80,-0.94,8470,8510,8370,8711,0.7,791,9422739,1185,66.8,
20250422,3060,에이프로젠바이오로직스,KOSPI,,704,-22,-3.03,723,723,701,241807,1.7,1397,198407845,2091,66.8,0%
20250422,73490,이노와이어리스,KOSDAQ,우량기업부,18450,-150,-0.81,18030,18600,18030,26262,4.8,1403,7603846,2099,66.8,0%
20250422,63760,이엘피,KOSDAQ,벤처기업부,2095,-5,-0.24,2100,2125,2060,11590,0.2,195,9325130,292,66.8,
20250422,63160,종근당바이오,KOSPI,,23350,750,3.32,22600,23400,22400,13964,3.2,1281,5485962,1917,66.8,0%
20250422,90150,아이윈,KOSDAQ,중견기업부,829,1,0.12,843,843,801,41053,0.3,347,41875293,520,66.7,
20250422,64350,현대로템,KOSPI,,116800,3800,3.36,112500,116800,112000,958302,1105.1,127478,109142293,127478,100,1%
20250422,77500,유니퀘스트,KOSPI,,5610,-60,-1.06,5530,5700,5530,69537,3.9,1212,21600102,1817,66.7,0%
20250422,102460,이연제약,KOSPI,,11190,40,0.36,11160,11240,11100,5323,0.6,2080,18586811,3119,66.7,0%
20250422,8490,서흥,KOSPI,,14250,1230,9.45,13020,14390,13010,102215,14.2,1649,11569113,2661,62,1%
20250422,78590,휴림에이텍,KOSDAQ,중견기업부,614,-5,-0.81,621,625,605,245988,1.5,345,56210338,517,66.7,
20250422,680,LS네트웍스,KOSPI,,3275,-35,-1.06,3250,3360,3250,189548,6.3,2581,78803016,3873,66.6,0%
20250422,6280,녹십자,KOSPI,,119500,100,0.08,119400,120300,118500,11680,13.9,13965,11686538,20977,66.6,0%
20250422,13570,디와이,KOSPI,,3910,0,0,3905,3950,3860,40907,1.6,1029,26319633,1545,66.6,0%
20250422,21880,메이슨캐피탈,KOSDAQ,중견기업부,310,14,4.73,304,368,300,35526356,120.9,472,152184408,709,66.6,
20250422,434480,모니터랩,KOSDAQ,기술성장기업부,4250,30,0.71,4220,4360,4145,163771,7,523,12310300,785,66.6,
20250422,2870,신풍,KOSPI,,1178,27,2.35,1141,1179,1141,178058,2.1,412,34958700,619,66.6,
20250422,208640,썸에이지,KOSDAQ,중견기업부,292,-7,-2.34,296,297,286,691933,2,407,139240254,611,66.6,
20250422,47400,유니온머티리얼,KOSPI,,1984,-56,-2.75,2025,2040,1980,474906,9.5,833,42000000,1250,66.6,
20250422,18880,한온시스템,KOSPI,,3400,-20,-0.58,3405,3420,3370,483188,16.4,23078,678762552,34644,66.6,0%
20250422,11080,형지I&C,KOSDAQ,중견기업부,1905,-145,-7.07,2010,2070,1903,2502370,48.9,601,31541686,902,66.6,
20250422,5860,한일사료,KOSDAQ,우량기업부,3645,0,0,3670,3695,3630,119130,4.4,1436,39403685,2159,66.5,0%
20250422,52260,현대바이오랜드,KOSDAQ,중견기업부,4320,-20,-0.46,4280,4360,4255,32479,1.4,1296,30000000,1950,66.5,0%
20250422,317400,자이에스앤디,KOSPI,,3355,10,0.3,3320,3365,3320,5912,0.2,1301,38782520,1959,66.4,0%
20250422,79370,제우스,KOSDAQ,우량기업부,12840,-150,-1.15,12810,12950,12740,90579,11.6,3983,31016990,6002,66.4,0%
20250422,307950,현대오토에버,KOSPI,,117800,-1200,-1.01,117300,118900,117300,11627,13.7,32305,27423982,48623,66.4,0%
20250422,220100,퓨쳐켐,KOSDAQ,기술성장기업부,18870,-590,-3.03,19220,19430,18750,188613,35.9,4171,22102155,6830,61.1,1%
20250422,5360,모나미,KOSPI,,2055,15,0.74,2060,2080,2025,39839,0.8,388,18897307,585,66.3,
20250422,51360,토비스,KOSDAQ,벤처기업부,15440,-40,-0.26,15340,15500,15300,47555,7.3,2481,16067058,3743,66.3,0%
20250422,96770,SK이노베이션,KOSPI,,92100,-500,-0.54,92100,93200,91800,148051,136.7,139103,151034776,210240,66.2,0%
20250422,4000,롯데정밀화학,KOSPI,,33500,-50,-0.15,33500,34200,33300,37228,12.5,8643,25800000,13055,66.2,0%
20250422,161580,필옵틱스,KOSDAQ,중견기업부,31550,-700,-2.17,31600,32300,31450,195159,61.9,7220,22885732,12179,59.3,1%
20250422,5290,동진쎄미켐,KOSDAQ,우량기업부,29350,-50,-0.17,29100,29950,29050,436143,128.8,15090,51414494,24576,61.4,1%
20250422,36220,오상헬스케어,KOSDAQ,중견기업부,13380,180,1.36,13160,13430,13090,17626,2.3,1941,14509416,2934,66.2,0%
20250422,161390,한국타이어앤테크놀로지,KOSPI,,39150,300,0.77,38850,39300,38650,178140,69.7,48497,123875069,73210,66.2,0%
20250422,6840,AK홀딩스,KOSPI,,10250,60,0.59,10190,10250,10030,4387,0.4,1358,13247561,2053,66.1,0%
20250422,54670,대한뉴팜,KOSDAQ,우량기업부,7030,140,2.03,6840,7080,6840,71325,5,1009,14354920,1527,66.1,0%
20250422,46390,삼화네트웍스,KOSDAQ,중견기업부,1250,-13,-1.03,1261,1273,1236,145782,1.8,540,43172933,817,66.1,
20250422,248170,샘표식품,KOSPI,,27050,150,0.56,26950,27100,26700,13013,3.5,1236,4568286,1871,66.1,0%
20250422,451250,삐아,KOSDAQ,중견기업부,10940,-90,-0.82,10810,11100,10770,85660,9.4,1104,10089877,2188,50.5,1%
20250422,274090,켄코아에어로스페이스,KOSDAQ,기술성장기업부,12460,-30,-0.24,12240,12590,12230,111511,13.8,1633,13104750,2114,77.2,1%
20250422,50090,비케이홀딩스,KOSDAQ,투자주의환기종목(소속부없음),707,-8,-1.12,722,722,700,60294,0.4,140,19784735,212,66,
20250422,28050,삼성E&A,KOSPI,,18850,-260,-1.36,18940,19200,18800,674611,127.6,36946,196000000,55958,66,0%
20250422,234300,에스트래픽,KOSDAQ,우량기업부,3945,50,1.28,3865,3950,3845,122756,4.8,1086,27520215,1646,66,0%
20250422,80530,코디,KOSDAQ,중견기업부,1180,-28,-2.32,1210,1263,1172,30692,0.4,542,45932005,821,66,
20250422,237820,플레이디,KOSDAQ,중견기업부,5460,-10,-0.18,5420,5480,5390,27587,1.5,700,12827140,1060,66,
20250422,310210,보로노이,KOSDAQ,기술성장기업부,111000,-3900,-3.39,112200,115400,109400,153427,172.4,20411,18388449,27334,74.7,1%
20250422,94360,칩스앤미디어,KOSDAQ,벤처기업부,17000,-270,-1.56,17000,17240,16890,82583,14.1,3590,21118374,5445,65.9,0%
20250422,4720,팜젠사이언스,KOSPI,,4035,-30,-0.74,4060,4150,4035,83562,3.4,734,18201304,1114,65.9,
20250422,472850,폰드그룹,KOSDAQ,중견기업부,5970,-40,-0.67,6010,6080,5930,31650,1.9,1931,32343933,2930,65.9,0%
20250422,42370,비츠로테크,KOSDAQ,우량기업부,7560,-80,-1.05,7500,7600,7480,33797,2.6,1981,26200025,3010,65.8,0%
20250422,98660,에스티오,KOSDAQ,중견기업부,2280,50,2.24,2230,2305,2180,20896,0.5,285,12500976,433,65.8,
20250422,23960,에쓰씨엔지니어링,KOSPI,,1376,-65,-4.51,1432,1437,1364,252519,3.5,482,35058587,733,65.8,
20250422,25890,한국주강,KOSPI,,1835,-19,-1.02,1854,1861,1833,18047,0.3,208,11309259,316,65.8,
20250422,32300,한국파마,KOSDAQ,중견기업부,14600,170,1.18,14370,14600,14310,5995,0.9,1592,10906701,2421,65.8,0%
20250422,29480,광무,KOSDAQ,중견기업부,2690,-95,-3.41,2920,2920,2660,450060,12.4,1480,55028621,3262,45.4,1%
20250422,54220,비츠로시스,KOSDAQ,벤처기업부,332,0,0,332,335,328,118754,0.4,199,59953081,303,65.7,
20250422,101490,에스앤에스텍,KOSDAQ,우량기업부,35200,50,0.14,34500,36100,34500,178272,63.1,7551,21451447,9642,78.3,1%
20250422,36580,팜스코,KOSPI,,2060,-55,-2.6,2115,2115,2050,38014,0.8,757,36727943,1153,65.7,
20250422,92780,동양피스톤,KOSPI,,4560,-15,-0.33,4565,4565,4480,10251,0.5,600,13168460,915,65.6,
20250422,30720,동원수산,KOSPI,,5050,0,0,5050,5140,5020,18505,0.9,235,4653805,358,65.6,
20250422,100660,서암기계공업,KOSDAQ,중견기업부,3500,25,0.72,3430,3560,3430,44022,1.5,441,12600000,672,65.6,
20250422,200130,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,12460,-50,-0.4,12530,12530,12370,27963,3.5,3665,29415558,5586,65.6,0%
20250422,65770,CS,KOSDAQ,벤처기업부,1711,-99,-5.47,1760,1810,1685,465006,8.1,332,19411130,507,65.5,
20250422,60250,NHN KCP,KOSDAQ GLOBAL,우량기업부,7770,60,0.78,7710,7820,7670,25714,2,3120,40160611,4763,65.5,0%
20250422,302440,SK바이오사이언스,KOSPI,,38650,-100,-0.26,38550,38950,38350,59055,22.8,30290,78369145,46250,65.5,0%
20250422,237690,에스티팜,KOSDAQ GLOBAL,우량기업부,76300,500,0.66,74100,77000,74100,51037,38.8,15377,20152888,23474,65.5,0%
20250422,250930,예선테크,KOSDAQ,벤처기업부,460,1,0.22,459,488,459,58965,0.3,152,33000440,232,65.5,
20250422,24880,케이피에프,KOSDAQ,우량기업부,3945,40,1.02,3860,3950,3860,44326,1.7,816,20682798,1245,65.5,
20250422,44490,태웅,KOSDAQ,우량기업부,15290,440,2.96,14650,15350,14650,57621,8.7,3059,20007381,4672,65.5,0%
20250422,241590,화승엔터프라이즈,KOSPI,,7390,-20,-0.27,7350,7420,7280,133053,9.8,4478,60589276,6841,65.5,0%
20250422,39560,다산네트웍스,KOSDAQ,우량기업부,2750,90,3.38,2635,2940,2630,325730,9.1,1089,39613981,1707,63.8,1%
20250422,298690,에어부산,KOSPI,,2005,-5,-0.25,2005,2025,1990,88628,1.8,2339,116640000,3575,65.4,0%
20250422,309930,오하임앤컴퍼니,KOSDAQ,중견기업부,1919,19,1,1884,1925,1863,39978,0.8,409,21290990,625,65.4,
20250422,381620,제닉스,KOSDAQ,중견기업부,8050,50,0.63,7870,8180,7870,108133,8.8,1056,13117920,2011,52.5,1%
20250422,8730,율촌화학,KOSPI,,26550,-400,-1.48,26750,27150,26300,50922,13.5,6584,24800000,10069,65.4,0%
20250422,15020,이스타코,KOSPI,,1555,-108,-6.49,1680,1717,1537,1302281,20.7,666,42851600,1018,65.4,
20250422,64260,다날,KOSDAQ,우량기업부,2840,-30,-1.05,2865,2875,2820,160455,4.6,1958,68949040,2999,65.3,0%
20250422,6620,동구바이오제약,KOSDAQ,우량기업부,5550,-120,-2.12,5660,5660,5510,109892,6.1,1580,28464992,2420,65.3,0%
20250422,131760,파인텍,KOSDAQ,중견기업부,889,-41,-4.41,1049,1050,882,3369982,32.4,386,43431583,591,65.3,
20250422,270,기아,KOSPI,,86800,-1200,-1.36,87600,88000,86600,558552,487.5,345180,397672632,529013,65.2,0%
20250422,153490,우리이앤엘,KOSDAQ,우량기업부,692,-12,-1.7,698,704,692,57286,0.4,356,51480000,546,65.2,
20250422,189980,흥국에프엔비,KOSDAQ,우량기업부,1836,-4,-0.22,1835,1894,1813,182846,3.4,737,40137827,1130,65.2,
