기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수
20250513,060310,3S,KOSDAQ,벤처기업부,2330,-30,-1.27,2395,2415,2330,530984,12.5,1236.0,53059040,1350.0,91.6
20250513,095570,AJ네트웍스,KOSPI,,3775,-25,-0.66,3800,3820,3760,222734,8.4,1708.0,45252759,1738.0,98.3
20250513,006840,AK홀딩스,KOSPI,,10630,-10,-0.09,10760,10760,10570,5864,0.6,1408.0,13247561,1425.0,98.8
20250513,054620,APS,KOSDAQ,중견기업부,5300,10,0.19,5300,5370,5250,34978,1.8,1054.0,19894221,1222.0,86.3
20250513,265520,AP시스템,KOSDAQ,우량기업부,17810,-190,-1.06,18080,18180,17810,26623,4.8,2722.0,15281421,2818.0,96.6
20250513,211270,AP위성,KOSDAQ,우량기업부,12290,-210,-1.68,12490,12600,12290,36523,4.5,1854.0,15082304,1885.0,98.4
20250513,109960,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),369,1,0.27,372,372,359,251395,0.9,741.0,200789269,1006.0,73.7
20250513,027410,BGF,KOSPI,,3580,0,0.0,3595,3610,3570,60406,2.2,3427.0,95716791,3494.0,98.1
20250513,282330,BGF리테일,KOSPI,,101500,-300,-0.29,101600,102200,100800,43048,43.6,17543.0,17283906,19514.0,89.9
20250513,126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,2940,0,0.0,2945,2995,2935,32627,1.0,1845.0,62766899,1855.0,99.5
20250513,138930,BNK금융지주,KOSPI,,10550,20,0.19,10420,10560,10360,764479,80.2,33589.0,318383519,34799.0,96.5
20250513,001460,BYC,KOSPI,,31000,800,2.65,30850,32300,30250,5371,1.7,1936.0,6246150,1936.0,100.0
20250513,013720,CBI,KOSDAQ,중견기업부,1985,36,1.85,1990,2025,1938,589566,11.6,1015.0,51128143,1015.0,100.0
20250513,083790,CG인바이츠,KOSDAQ,벤처기업부,2000,-10,-0.5,2000,2010,1980,87501,1.7,1538.0,76894182,1795.0,85.7
20250513,001040,CJ,KOSPI,,127000,-3200,-2.46,128800,130200,125000,102865,130.3,37055.0,29176998,38251.0,96.9
20250513,079160,CJ CGV,KOSPI,,4830,-60,-1.23,4990,4990,4830,126161,6.2,7998.0,165580269,8362.0,95.6
20250513,035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,56200,100,0.18,56300,56600,55600,79436,44.6,12324.0,21929154,13706.0,89.9
20250513,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,10440,140,1.36,10300,10460,10300,13037,1.4,1364.0,13065462,1496.0,91.2
20250513,00104K,CJ4우(전환),KOSPI,,103300,-700,-0.67,104000,104600,101900,8100,8.3,4366.0,4226512,4404.0,99.1
20250513,000120,CJ대한통운,KOSPI,,82900,-2600,-3.04,84700,85600,82600,92836,77.3,18911.0,22812344,20394.0,92.7
20250513,011150,CJ씨푸드,KOSPI,,3080,-285,-8.47,3380,3380,3065,1507853,47.6,1107.0,35930773,1209.0,91.6
20250513,097950,CJ제일제당,KOSPI,,238500,-10000,-4.02,244500,244500,237500,109907,263.5,35904.0,15054186,40044.0,89.7
20250513,051500,CJ프레시웨이,KOSDAQ,우량기업부,25450,-100,-0.39,25700,25700,24550,42777,10.8,3021.0,11871586,3033.0,99.6
20250513,058820,CMG제약,KOSDAQ,중견기업부,2300,-5,-0.22,2300,2420,2300,1809192,42.3,3290.0,143056533,4132.0,79.6
20250513,056730,CNT85,KOSDAQ,벤처기업부,793,44,5.87,750,945,750,2329829,20.1,588.0,74111186,608.0,96.7
20250513,000480,CR홀딩스,KOSPI,,5230,10,0.19,5210,5310,5210,10218,0.5,2452.0,46890490,2452.0,100.0
20250513,065770,CS,KOSDAQ,벤처기업부,1692,-63,-3.59,1755,1755,1680,167502,2.9,328.0,19411130,427.0,76.8
20250513,083660,CSA 코스믹,KOSDAQ,중견기업부,1086,4,0.37,1082,1098,1038,378879,4.1,665.0,61247181,735.0,90.5
20250513,000590,CS홀딩스,KOSPI,,74000,-300,-0.4,73600,74200,73300,405,0.3,854.0,1154482,861.0,99.2
20250513,012030,DB,KOSPI,,1277,17,1.35,1276,1399,1273,2242394,29.9,2569.0,201173933,2718.0,94.5
20250513,005830,DB손해보험,KOSPI,,92500,200,0.22,92400,93100,91400,109375,100.9,65490.0,70800000,69455.0,94.3
20250513,016610,DB증권,KOSPI,,6510,70,1.09,6500,6530,6420,60508,3.9,2763.0,42446389,2763.0,100.0
20250513,000990,DB하이텍,KOSPI,,39800,550,1.4,40200,40250,39250,149150,59.4,17671.0,44398588,21223.0,83.3
20250513,060900,DGP,KOSDAQ,중견기업부,1386,-2,-0.14,1388,1396,1374,22902,0.3,350.0,25258229,359.0,97.5
20250513,000300,DH오토넥스,KOSPI,,1984,0,0.0,0,0,0,0,0.0,1616.0,81451691,1616.0,100.0
20250513,290120,DH오토리드,KOSDAQ,우량기업부,2440,-45,-1.81,2445,2485,2435,17507,0.4,379.0,15515138,386.0,98.2
20250513,025440,DH오토웨어,KOSDAQ,중견기업부,691,-6,-0.86,698,701,690,38458,0.3,337.0,48781224,346.0,97.4
20250513,001530,DI동일,KOSPI,,35750,-250,-0.69,36000,36800,35550,24437,8.8,7269.0,20334136,9337.0,77.9
20250513,000210,DL,KOSPI,,37750,500,1.34,36750,37800,36750,79716,29.7,7911.0,20955884,7911.0,100.0
20250513,375500,DL이앤씨,KOSPI,,44500,-1100,-2.41,44800,45150,44250,112262,50.0,17219.0,38693623,17644.0,97.6
20250513,37550L,DL이앤씨2우(전환),KOSPI,,29750,-750,-2.46,29950,30350,29500,2306,0.7,628.0,2111951,644.0,97.5
20250513,007340,DN오토모티브,KOSPI,,21150,450,2.17,21000,21300,20600,89670,18.9,12375.0,58510865,14130.0,87.6
20250513,004840,DRB동일,KOSPI,,4345,40,0.93,4305,4370,4295,27402,1.2,866.0,19930000,921.0,94.0
20250513,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7130,80,1.13,7100,7540,6870,2645022,190.3,1925.0,27000000,2557.0,75.3
20250513,155660,DSR,KOSPI,,3840,55,1.45,3785,3845,3765,30561,1.2,614.0,16000000,682.0,90.0
20250513,069730,DSR제강,KOSPI,,3520,15,0.43,3505,3520,3480,16811,0.6,507.0,14400000,558.0,90.9
20250513,017860,DS단석,KOSPI,,25500,500,2.0,25350,25650,24850,99137,25.0,4484.0,17584212,4695.0,95.5
20250513,092780,DYP,KOSPI,,4590,30,0.66,4560,4610,4540,11908,0.5,604.0,13168460,606.0,99.7
20250513,017940,E1,KOSPI,,64500,1000,1.57,63600,64600,63100,9957,6.4,4425.0,6860000,4425.0,100.0
20250513,037370,EG,KOSDAQ,벤처기업부,6260,-170,-2.64,6530,6530,6260,23460,1.5,540.0,8624972,583.0,92.6
20250513,365550,ESR켄달스퀘어리츠,KOSPI,,4615,-65,-1.39,4700,4730,4560,380404,17.5,9834.0,213089000,10718.0,91.8
20250513,050120,ES큐브,KOSDAQ,중견기업부,2400,-115,-4.57,2485,2535,2400,5270,0.1,326.0,13564086,366.0,89.1
20250513,383220,F&F,KOSPI,,69500,-200,-0.29,68900,70700,68500,25001,17.3,26623.0,38307075,27198.0,97.9
20250513,007700,F&F홀딩스,KOSPI,,12730,-40,-0.31,12960,12960,12730,4852,0.6,4979.0,39114367,5097.0,97.7
20250513,214270,FSN,KOSDAQ,중견기업부,1720,67,4.05,1653,1758,1604,140350,2.4,572.0,33250463,572.0,100.0
20250513,130500,GH신소재,KOSDAQ,우량기업부,2505,5,0.2,2490,2510,2485,30797,0.8,364.0,14545052,384.0,94.8
20250513,114090,GKL,KOSPI,,12670,390,3.18,12200,12770,12100,552122,69.7,7837.0,61855670,7837.0,100.0
20250513,900290,GRT,KOSDAQ,외국기업(소속부없음),3500,-45,-1.27,3575,3650,3460,367654,13.0,2830.0,80850000,2935.0,96.4
20250513,078930,GS,KOSPI,,39550,200,0.51,39250,39700,39050,179341,70.7,36748.0,92915378,36748.0,100.0
20250513,083450,GST,KOSDAQ,우량기업부,18500,160,0.87,18610,18740,18290,168447,31.2,3410.0,18430000,3649.0,93.5
20250513,006360,GS건설,KOSPI,,18810,-160,-0.84,18790,18970,18610,311693,58.5,16098.0,85581490,16235.0,99.2
20250513,001250,GS글로벌,KOSPI,,2600,-5,-0.19,2620,2625,2585,441254,11.5,2146.0,82533764,2443.0,87.8
20250513,007070,GS리테일,KOSPI,,14170,-250,-1.73,14280,14460,14170,121248,17.3,11847.0,83607415,12541.0,94.5
20250513,499790,GS피앤엘,KOSPI,,23050,200,0.88,22850,23500,22800,134775,31.3,4571.0,19830841,4571.0,100.0
20250513,297890,HB솔루션,KOSDAQ,우량기업부,2460,5,0.2,2490,2510,2450,164754,4.1,1799.0,73140914,2004.0,89.8
20250513,440290,HB인베스트먼트,KOSDAQ,중견기업부,2130,70,3.4,2080,2165,2060,248531,5.3,577.0,27107010,577.0,100.0
20250513,078150,HB테크놀러지,KOSDAQ,우량기업부,2005,-5,-0.25,2030,2050,1998,558678,11.3,1859.0,92715916,2123.0,87.6
20250513,012630,HDC,KOSPI,,19360,310,1.63,19120,19490,18380,152834,29.1,11566.0,59741721,11709.0,98.8
20250513,039570,HDC랩스,KOSPI,,8990,30,0.33,8960,9080,8900,12787,1.1,2334.0,25957601,2349.0,99.4
20250513,089470,HDC현대EP,KOSPI,,3660,0,0.0,3685,3685,3642,18454,0.7,1168.0,31900000,1168.0,100.0
20250513,294870,HDC현대산업개발,KOSPI,,25000,-100,-0.4,25050,25200,24150,205889,51.2,16477.0,65907330,16872.0,97.7
20250513,009540,HD한국조선해양,KOSPI,,283000,10000,3.66,264500,283000,260500,285046,785.1,200288.0,70773116,203119.0,98.6
20250513,267250,HD현대,KOSPI,,80700,-100,-0.12,79600,80900,78300,139491,111.9,63747.0,78993085,63826.0,99.9
20250513,267270,HD현대건설기계,KOSPI,,73700,1600,2.22,72200,74100,71600,85695,62.8,13055.0,17713586,13055.0,100.0
20250513,443060,HD현대마린솔루션,KOSPI,,165000,1800,1.1,160000,166000,158900,139855,227.2,73968.0,44829210,77555.0,95.4
20250513,071970,HD현대마린엔진,KOSPI,,39950,1850,4.86,37400,40000,36000,636609,248.8,13552.0,33921495,13857.0,97.8
20250513,010620,HD현대미포,KOSPI,,170600,3800,2.28,162000,171000,159100,539749,898.2,68141.0,39942149,69739.0,97.7
20250513,322000,HD현대에너지솔루션,KOSPI,,33900,800,2.42,32000,34350,31600,220301,72.9,3797.0,11200000,3797.0,100.0
20250513,042670,HD현대인프라코어,KOSPI,,8990,120,1.35,8880,9020,8810,990318,88.7,17320.0,192655867,18013.0,96.2
20250513,267260,HD현대일렉트릭,KOSPI,,341000,0,0.0,347000,347000,336000,190566,648.1,122921.0,36047135,125084.0,98.3
20250513,329180,HD현대중공업,KOSPI,,409500,5000,1.24,392500,410500,386000,273519,1099.7,363526.0,88773116,374179.0,97.2
20250513,097230,HJ중공업,KOSPI,,7200,-20,-0.28,7000,7260,6970,567322,40.4,5996.0,83274281,6870.0,87.3
20250513,195940,HK이노엔,KOSDAQ GLOBAL,우량기업부,40750,550,1.37,40300,41700,40300,175711,72.2,11544.0,28329891,13853.0,83.3
