기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250729,468530,프로티나,KOSDAQ,기술성장기업부,17550,3550,25.36,23750,25350,16730,17079617,3562.7,1893.0,10784365,1893.0,100.0,188.2
20250729,201490,미투온,KOSDAQ,중견기업부,6340,260,4.28,6090,7160,5940,33789767,2257.4,1927.0,30390092,2212.0,87.1,117.1
20250729,049470,SGA,KOSDAQ,중견기업부,2120,137,6.91,1980,2480,1882,24216753,548.2,1248.0,58862249,1295.0,96.4,43.9
20250729,093520,매커스,KOSDAQ,우량기업부,23800,3300,16.1,20600,25700,20450,6682384,1605.3,3847.0,16163092,4041.0,95.2,41.7
20250729,290690,소룩스,KOSDAQ,중견기업부,5770,820,16.57,5970,6430,5400,18591008,1133.4,2812.0,48740317,2812.0,100.0,40.3
20250729,299660,셀리드,KOSDAQ,기술성장기업부,4105,305,8.03,3790,4665,3725,9086828,391.5,1211.0,29502977,1560.0,77.6,32.3
20250729,419120,산돌,KOSDAQ,중견기업부,18200,2600,16.67,15600,19020,15560,2322932,421.3,1415.0,7774326,1415.0,100.0,29.8
20250729,107600,새빗켐,KOSDAQ,벤처기업부,22450,1750,8.45,20700,24550,19880,1619674,370.6,1264.0,5630054,1264.0,100.0,29.3
20250729,045970,코아시아,KOSDAQ,중견기업부,5000,205,4.28,5210,5600,4850,6616902,341.5,1316.0,26314876,1316.0,100.0,25.9
20250729,033340,좋은사람들,KOSDAQ,중견기업부,1443,49,3.52,1439,1548,1402,16180509,242.0,1399.0,96950558,1636.0,85.5,17.3
20250729,006110,삼아알미늄,KOSPI,,30300,3300,12.22,26300,32300,25950,2167956,651.6,4458.0,14711916,4458.0,100.0,14.6
20250729,199430,케이엔알시스템,KOSDAQ,기술성장기업부,11160,610,5.78,10550,12220,10480,1390391,159.9,1213.0,10872713,1393.0,87.1,13.2
20250729,347860,알체라,KOSDAQ,벤처기업부,2920,205,7.55,2710,3195,2700,4615735,139.9,1130.0,38710961,1384.0,81.6,12.4
20250729,063160,종근당바이오,KOSPI,,24200,750,3.2,23450,27650,23100,551360,140.5,1328.0,5485962,1333.0,99.6,10.6
20250729,033500,동성화인텍,KOSDAQ,우량기업부,27950,3350,13.62,24750,28550,24600,3208030,875.6,8382.0,29989494,8412.0,99.6,10.4
