기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250530,084650,랩지노믹스,KOSDAQ,우량기업부,2870,170,6.3,2715,3030,2640,32395511,940.8,2131.0,74239990,2316.0,92.0,44.1
20250530,138610,나이벡,KOSDAQ,기술성장기업부,35350,6400,22.11,37600,37600,33550,3137371,1134.9,3900.0,11032369,3900.0,100.0,29.1
20250530,044490,태웅,KOSDAQ,우량기업부,22900,800,3.62,22400,24500,21750,5648207,1317.3,4582.0,20007381,4582.0,100.0,28.7
20250530,161000,애경케미칼,KOSPI,,11620,570,5.16,10900,12890,10570,13552009,1614.5,5653.0,48648709,5653.0,100.0,28.6
20250530,322000,HD현대에너지솔루션,KOSPI,,48250,7550,18.55,43650,49800,42900,2985173,1378.5,5404.0,11200000,5678.0,95.2,25.5
20250530,307750,국전약품,KOSDAQ,우량기업부,4635,340,7.92,4800,5230,4540,7960499,390.6,2316.0,49966130,2316.0,100.0,16.9
20250530,256840,한국비엔씨,KOSDAQ,벤처기업부,5590,1290,30.0,4345,5590,4345,11021760,555.7,3823.0,68394886,3823.0,100.0,14.5
20250530,487570,HS효성,KOSPI,,58500,5800,11.01,65600,66700,55300,499715,302.4,2180.0,3725927,2180.0,100.0,13.9
20250530,448280,에코아이,KOSDAQ,중견기업부,9610,460,5.03,9300,11040,9150,3439279,354.3,2848.0,29631129,3116.0,91.4,12.4
20250530,205470,휴마시스,KOSDAQ,우량기업부,1749,59,3.49,1693,1817,1661,15047072,263.7,2263.0,129375009,2457.0,92.1,11.7
20250530,131970,두산테스나,KOSDAQ GLOBAL,우량기업부,27100,3750,16.06,23700,28500,23250,2030057,547.8,5238.0,19327238,5238.0,100.0,10.5
20250530,483650,달바글로벌,KOSPI,,150000,13600,9.97,140900,153000,134000,1279342,1873.5,18104.0,12069665,18104.0,100.0,10.3
20250530,008970,동양철관,KOSPI,,1468,12,0.82,1457,1485,1411,12974741,188.4,2339.0,159323019,2849.0,82.1,8.1
20250530,226950,올릭스,KOSDAQ,기술성장기업부,54300,4200,8.38,50700,54800,49650,1452939,770.4,10738.0,19775322,10738.0,100.0,7.2
20250530,475150,SK이터닉스,KOSPI,,19500,500,2.63,19790,20500,19230,2210216,437.6,6582.0,33754042,7730.0,85.1,6.6
20250530,096760,JW홀딩스,KOSPI,,3505,105,3.09,3600,4125,3490,4222850,159.7,2591.0,73924942,2591.0,100.0,6.2
20250530,003230,삼양식품,KOSPI,,1111000,10000,0.91,1109000,1137000,1086000,437404,4857.5,83692.0,7533015,88890.0,94.2,5.8
20250530,218410,RFHIC,KOSDAQ,우량기업부,19660,1940,10.95,17770,20000,17200,1450345,280.2,5207.0,26484442,5207.0,100.0,5.4
20250530,032500,케이엠더블유,KOSDAQ,중견기업부,11420,2630,29.92,8800,11420,8700,2262287,242.7,4548.0,39820883,4548.0,100.0,5.3
20250530,002020,코오롱,KOSPI,,34900,450,1.31,34200,35100,32800,667550,228.9,4407.0,12626426,4407.0,100.0,5.2
