기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20250804,060310,3S,KOSDAQ,벤처기업부,1865,34,1.86,1815,1875,1815,137516,2.6,990.0,53059040
20250804,095570,AJ네트웍스,KOSPI,,4190,10,0.24,4155,4210,4140,140433,5.9,1896.0,45252759
20250804,006840,AK홀딩스,KOSPI,,11650,220,1.92,11430,11650,11110,12084,1.4,1543.0,13247561
20250804,054620,APS,KOSDAQ,중견기업부,4725,-40,-0.84,4780,4780,4625,21058,1.0,940.0,19894221
20250804,265520,AP시스템,KOSDAQ,우량기업부,17490,190,1.1,17300,17530,17170,55211,9.6,2673.0,15281421
20250804,211270,AP위성,KOSDAQ,우량기업부,12160,60,0.5,11900,12250,11700,35113,4.2,1834.0,15082304
20250804,109960,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),316,2,0.64,315,322,310,236922,0.7,698.0,220789269
20250804,027410,BGF,KOSPI,,3920,110,2.89,3830,3925,3780,124656,4.8,3752.0,95716791
20250804,282330,BGF리테일,KOSPI,,116700,4700,4.2,111400,119000,111100,49685,58.1,20170.0,17283906
20250804,126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,2985,30,1.02,2955,3000,2920,48598,1.4,1874.0,62766899
20250804,138930,BNK금융지주,KOSPI,,14090,280,2.03,13760,14300,13760,547322,77.1,44860.0,318383519
20250804,001460,BYC,KOSPI,,38550,1200,3.21,37400,39000,36900,1403,0.5,2408.0,6246150
20250804,083790,CG인바이츠,KOSDAQ,벤처기업부,1641,-3,-0.18,1664,1666,1590,300407,4.8,1262.0,76894182
20250804,001040,CJ,KOSPI,,145400,-700,-0.48,144500,145900,141300,152767,219.8,42423.0,29176998
20250804,079160,CJ CGV,KOSPI,,5030,0,0.0,5010,5040,4970,220484,11.0,8329.0,165580776
20250804,035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,65100,900,1.4,63700,65700,62700,47768,30.9,14276.0,21929154
20250804,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,9650,20,0.21,9630,9890,9500,9675,0.9,1261.0,13065462
20250804,00104K,CJ4우(전환),KOSPI,,121500,-1300,-1.06,122000,122800,119700,9220,11.2,5135.0,4226512
20250804,000120,CJ대한통운,KOSPI,,87600,1500,1.74,85700,88100,85400,55865,48.5,19984.0,22812344
20250804,011150,CJ씨푸드,KOSPI,,2875,-5,-0.17,2880,2905,2840,429024,12.3,1033.0,35930773
