기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250724,071090,하이스틸,KOSPI,,5850,70,1.21,5780,6180,5590,33766863,1974.9,1181.0,20191471,1181.0,100.0,167.2
20250724,452400,이닉스,KOSDAQ,벤처기업부,11830,610,5.44,11240,13790,11240,7389172,961.5,1073.0,9071428,1141.0,94.0,89.6
20250724,131400,이브이첨단소재,KOSDAQ,벤처기업부,2290,130,6.02,2075,2595,2040,46256188,1113.4,1365.0,59589882,1365.0,100.0,81.6
20250724,101670,하이드로리튬,KOSDAQ,투자주의환기종목(소속부없음),2210,340,18.18,1786,2430,1778,37952025,855.7,1197.0,54169970,1389.0,86.2,71.5
20250724,051980,중앙첨단소재,KOSDAQ,중견기업부,3590,745,26.19,2845,3695,2745,66110180,2238.1,3655.0,101802299,3655.0,100.0,61.2
20250724,234030,싸이닉솔루션,KOSDAQ,중견기업부,11280,280,2.55,11350,12470,11100,8164834,971.0,2663.0,23605000,3198.0,83.3,36.5
20250724,307750,국전약품,KOSDAQ,우량기업부,4425,155,3.63,4290,4950,4280,16954479,800.1,2211.0,49966130,2371.0,93.3,36.2
20250724,303810,동국생명과학,KOSDAQ,중견기업부,9660,620,6.86,9090,10700,9050,4748892,482.6,1545.0,15992070,1545.0,100.0,31.2
20250724,049470,SGA,KOSDAQ,중견기업부,2115,165,8.46,1864,2150,1809,14787561,297.6,1245.0,58862249,1295.0,96.1,23.9
20250724,463480,모티브링크,KOSDAQ,중견기업부,10400,230,2.26,10810,11350,10330,2136317,231.4,1289.0,12390358,1382.0,93.3,18.0
20250724,100840,SNT에너지,KOSPI,,49250,11350,29.95,47850,49250,45000,3483613,1687.6,10185.0,20680783,10185.0,100.0,16.6
20250724,098070,한텍,KOSDAQ,중견기업부,39750,4050,11.34,34650,40750,34500,1638467,643.0,4421.0,11121141,4454.0,99.3,14.5
20250724,065510,휴비츠,KOSDAQ,우량기업부,9400,1560,19.9,7860,9550,7820,1769507,158.7,1143.0,12159371,1143.0,100.0,13.9
20250724,083650,비에이치아이,KOSDAQ,중견기업부,40500,5050,14.25,38400,42000,37400,4306751,1714.5,12532.0,30944375,14173.0,88.4,13.7
20250724,201490,미투온,KOSDAQ,중견기업부,4720,20,0.43,4700,5110,4660,3960444,194.1,1434.0,30390092,2212.0,64.8,13.5
20250724,298380,에이비엘바이오,KOSDAQ,기술성장기업부,88600,13400,17.82,74600,93900,74500,5966823,5194.1,42996.0,48528007,42996.0,100.0,12.1
20250724,322000,HD현대에너지솔루션,KOSPI,,49350,2150,4.56,47300,54100,46250,1267940,646.9,5527.0,11200000,5858.0,94.3,11.7
20250724,039610,화성밸브,KOSDAQ,우량기업부,11360,340,3.09,11030,11950,10970,1153645,133.8,1183.0,10410400,1190.0,99.4,11.3
20250724,004140,동방,KOSPI,,3630,50,1.4,3630,3740,3520,5268583,190.7,1741.0,47971766,1821.0,95.6,11.0
20250724,060570,드림어스컴퍼니,KOSDAQ,중견기업부,2020,149,7.96,1893,2375,1871,7646590,165.7,1528.0,75621573,1528.0,100.0,10.8
20250724,042670,HD현대인프라코어,KOSPI,,14940,1710,12.93,14090,15590,14090,20781009,3097.8,28773.0,192591032,28773.0,100.0,10.8
20250724,107600,새빗켐,KOSDAQ,벤처기업부,19650,1350,7.38,18300,20950,17910,598804,118.5,1106.0,5630054,1120.0,98.8,10.7
20250724,009070,KCTC,KOSPI,,6840,140,2.09,6790,7040,6620,3106095,212.5,2052.0,30000000,2265.0,90.6,10.4
20250724,393970,대진첨단소재,KOSDAQ,벤처기업부,9460,340,3.73,9300,10220,9250,1467464,143.0,1400.0,14796820,1551.0,90.3,10.2
