기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250609,053300,한국정보인증,KOSDAQ,우량기업부,7800,1610,26.01,6970,8040,6830,27001030,2059.7,3310.0,42441361,3310.0,100.0,62.2
20250609,462860,더즌,KOSDAQ,중견기업부,3395,650,23.68,2800,3495,2760,38327176,1247.7,2424.0,71413257,2424.0,100.0,51.5
20250609,389140,포바이포,KOSDAQ,벤처기업부,21500,2100,10.82,19240,22500,18830,5480618,1150.1,2389.0,11112735,3212.0,74.4,48.1
20250609,294570,쿠콘,KOSDAQ,우량기업부,35800,50,0.14,39750,41450,35700,4115106,1604.5,3671.0,10254685,3671.0,100.0,43.7
20250609,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7760,60,0.78,7860,8490,7670,10273501,829.9,2095.0,27000000,2419.0,86.6,39.6
20250609,008970,동양철관,KOSPI,,1511,106,7.54,1427,1569,1415,49867711,755.9,2407.0,159323019,2789.0,86.3,31.4
20250609,124500,아이티센글로벌,KOSDAQ,중견기업부,15840,1140,7.76,18050,19110,15590,5925927,1069.3,3676.0,23204527,3676.0,100.0,29.1
20250609,304100,솔트룩스,KOSDAQ,기술성장기업부,53700,5850,12.23,50900,58900,50800,3391507,1873.3,6514.0,12130568,6514.0,100.0,28.8
20250609,032820,우리기술,KOSDAQ,벤처기업부,2375,95,4.17,2310,2615,2310,41827058,1033.6,3911.0,164677432,3977.0,98.3,26.4
20250609,007110,일신석재,KOSPI,,2670,15,0.56,2650,2735,2625,20322352,544.7,2068.0,77456610,2068.0,100.0,26.3
20250609,052400,코나아이,KOSDAQ,우량기업부,74800,3200,4.47,82600,86000,72800,3427613,2734.9,10893.0,14563291,10893.0,100.0,25.1
20250609,064260,다날,KOSDAQ,중견기업부,4565,1050,29.87,4200,4565,4185,16915763,750.8,3148.0,68949040,3148.0,100.0,23.9
20250609,096250,와이즈넛,KOSDAQ,기술성장기업부,19200,3270,20.53,16470,19990,16360,3098350,581.5,2515.0,13096536,2515.0,100.0,23.1
20250609,094480,갤럭시아머니트리,KOSDAQ,중견기업부,12150,2800,29.95,10400,12150,10230,7875929,910.7,4766.0,39229838,4766.0,100.0,19.1
20250609,240550,동방메디컬,KOSDAQ,벤처기업부,12220,520,4.44,11730,12720,11470,3236175,393.1,2539.0,20774940,2539.0,100.0,15.5
20250609,389260,대명에너지,KOSDAQ,우량기업부,30400,2900,10.55,28350,32600,26800,2494906,753.9,5183.0,17050000,5183.0,100.0,14.5
20250609,006340,대원전선,KOSPI,,3155,220,7.5,2995,3160,2995,10469182,324.9,2366.0,74979175,2366.0,100.0,13.7
20250609,060370,LS마린솔루션,KOSDAQ,우량기업부,25950,5500,26.89,22500,26500,21850,3724166,914.7,8478.0,32668854,8478.0,100.0,10.8
20250609,205500,넥써쓰,KOSDAQ,중견기업부,3410,725,27.0,2750,3490,2720,6098064,199.9,2002.0,58717699,2002.0,100.0,10.0
20250609,017860,DS단석,KOSPI,,27950,2000,7.71,25900,29250,25750,1776954,493.2,4915.0,17584212,4915.0,100.0,10.0
20250609,402030,코난테크놀로지,KOSDAQ,기술성장기업부,40850,3750,10.11,39400,44300,38500,1074428,448.6,4684.0,11467288,4684.0,100.0,9.6
20250609,214180,헥토이노베이션,KOSDAQ,우량기업부,15300,1750,12.92,14000,15390,13860,1243397,183.2,2008.0,13124613,2008.0,100.0,9.1
20250609,030520,한글과컴퓨터,KOSDAQ,우량기업부,29750,2950,11.01,28050,30750,27750,2153755,636.9,7193.0,24179744,7193.0,100.0,8.9
20250609,108860,셀바스AI,KOSDAQ,벤처기업부,16320,1160,7.65,16000,16710,15890,2372469,387.8,4392.0,26914790,4392.0,100.0,8.8
20250609,100790,미래에셋벤처투자,KOSDAQ,우량기업부,6780,430,6.77,7300,7520,6450,4081393,286.0,3602.0,53124634,3602.0,100.0,7.9
20250609,057050,현대홈쇼핑,KOSPI,,58000,1700,3.02,56200,58300,56200,904863,532.9,6960.0,12000000,6960.0,100.0,7.7
20250609,195940,HK이노엔,KOSDAQ GLOBAL,우량기업부,46950,5950,14.51,44550,47800,43400,1999314,914.5,13301.0,28329891,13853.0,96.0,6.9
20250609,006220,제주은행,KOSPI,,10560,950,9.89,9780,11300,9780,2225270,238.0,3992.0,37798557,3992.0,100.0,6.0
20250609,482630,삼양엔씨켐,KOSDAQ,중견기업부,18850,1640,9.53,17330,18910,17140,654976,119.4,2048.0,10866140,2048.0,100.0,5.8
20250609,489460,바이오비쥬,KOSDAQ,벤처기업부,18400,360,2.0,18120,18570,17530,870022,158.2,2768.0,15044430,2995.0,92.4,5.7
20250609,475150,SK이터닉스,KOSPI,,22050,1550,7.56,21000,22450,20550,1937877,417.5,7443.0,33754042,7730.0,96.3,5.6
20250609,456010,아이씨티케이,KOSDAQ,기술성장기업부,18460,660,3.71,18130,18560,18080,752179,138.1,2477.0,13420676,2652.0,93.4,5.6
20250609,001440,대한전선,KOSPI,,15400,1740,12.74,14280,15700,14190,10437686,1586.6,28713.0,186447300,28713.0,100.0,5.5
20250609,039980,폴라리스AI,KOSDAQ,중견기업부,3030,125,4.3,2985,3050,2970,3852300,116.0,2203.0,72696064,2228.0,98.9,5.3
20250609,047560,이스트소프트,KOSDAQ,중견기업부,22300,950,4.45,21900,22800,21650,604049,134.8,2597.0,11646892,2597.0,100.0,5.2
