기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250619,032820,우리기술,KOSDAQ,벤처기업부,4395,545,14.16,3870,4680,3820,135827480,5841.8,7275.0,165530656,7275.0,100.0,80.3
20250619,053300,한국정보인증,KOSDAQ,우량기업부,9020,600,7.13,8690,9700,8530,24538223,2255.0,3828.0,42441361,3828.0,100.0,58.9
20250619,452450,피아이이,KOSDAQ,벤처기업부,10480,190,1.85,10710,10990,10110,19903424,2104.1,3755.0,35826000,3765.0,99.7,56.0
20250619,035510,신세계 I&C,KOSPI,,22000,4650,26.8,18300,22550,18270,5746019,1209.9,3076.0,13980900,3076.0,100.0,39.3
20250619,053690,한미글로벌,KOSPI,,22600,5200,29.89,21300,22600,20500,3253023,721.1,2476.0,10957550,2476.0,100.0,29.1
20250619,457550,우진엔텍,KOSDAQ,중견기업부,29600,6800,29.82,22600,29600,22000,2617801,700.0,2744.0,9271339,2744.0,100.0,25.5
20250619,105840,우진,KOSPI,,12780,1940,17.9,10740,13300,10410,4163073,510.6,2581.0,20197670,2581.0,100.0,19.8
20250619,024720,콜마홀딩스,KOSPI,,17440,1490,9.34,18900,20150,17220,5835475,1070.9,5981.0,34296259,5981.0,100.0,17.9
20250619,388050,지투파워,KOSDAQ,벤처기업부,11920,710,6.33,11090,12140,10830,3192090,369.9,2230.0,18709437,2230.0,100.0,16.6
20250619,031430,신세계인터내셔날,KOSPI,,12630,1280,11.28,11720,14000,11650,5629624,729.2,4464.0,35343000,4464.0,100.0,16.3
20250619,053580,웹케시,KOSDAQ,우량기업부,21400,0,0.0,22250,22900,21000,2042854,438.8,2918.0,13636248,3007.0,97.0,15.0
20250619,060250,NHN KCP,KOSDAQ,우량기업부,11700,970,9.04,12120,12600,11300,5723567,678.1,4699.0,40160611,4699.0,100.0,14.4
20250619,002020,코오롱,KOSPI,,41900,1750,4.36,40350,47850,37900,1567911,667.6,5290.0,12626426,5290.0,100.0,12.6
20250619,234340,헥토파이낸셜,KOSDAQ,우량기업부,26300,50,0.19,27450,27500,25500,1182785,306.9,2486.0,9453000,2704.0,91.9,12.3
20250619,019170,신풍제약,KOSPI,,17830,1180,7.09,20250,20500,16780,6015566,1118.0,9447.0,52984990,9447.0,100.0,11.8
20250619,080160,모두투어,KOSDAQ,벤처기업부,12320,540,4.58,11890,13950,11890,2070687,266.9,2328.0,18900000,2338.0,99.6,11.5
20250619,103140,풍산,KOSPI,,126500,18400,17.02,108100,128900,107600,3133893,3783.6,35451.0,28024278,35451.0,100.0,10.7
