기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250721,234030,싸이닉솔루션,KOSDAQ,중견기업부,11950,890,8.05,10870,12920,10870,15727113,1931.3,2821.0,23605000,3198.0,88.2,68.5
20250721,051980,중앙첨단소재,KOSDAQ,중견기업부,2810,520,22.71,2290,2925,2220,43787018,1203.7,2861.0,101802299,3197.0,89.5,42.1
20250721,148150,세경하이테크,KOSDAQ,우량기업부,8510,1960,29.92,7270,8510,6940,13219442,1045.0,3052.0,35860429,3052.0,100.0,34.2
20250721,008970,동양철관,KOSPI,,1854,18,0.98,1882,1920,1810,47488996,885.7,2963.0,159801815,3135.0,94.5,29.9
20250721,331740,아우토크립트,KOSDAQ,기술성장기업부,26250,450,1.74,25400,27750,24500,2289125,605.6,2512.0,9569672,2952.0,85.1,24.1
20250721,441270,파인엠텍,KOSDAQ,중견기업부,12100,750,6.61,11700,12420,11460,7624219,910.5,4476.0,36987901,4476.0,100.0,20.3
20250721,044490,태웅,KOSDAQ,우량기업부,43150,9450,28.04,34500,43800,33350,3897215,1549.4,8633.0,20007381,8633.0,100.0,17.9
20250721,060720,KH바텍,KOSDAQ,벤처기업부,13130,310,2.42,13130,14250,12580,3860655,524.4,3109.0,23677442,3109.0,100.0,16.9
20250721,095500,미래나노텍,KOSDAQ,우량기업부,10470,590,5.97,10250,11260,10180,3913215,420.6,3247.0,31009999,3247.0,100.0,13.0
20250721,037270,YG PLUS,KOSPI,,9080,1090,13.64,8160,9250,8150,8254853,734.6,5770.0,63541460,6432.0,89.7,12.7
20250721,032820,우리기술,KOSDAQ,벤처기업부,4010,235,6.23,3785,4040,3775,18172467,717.2,6638.0,165530656,8277.0,80.2,10.8
