기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250709,234030,싸이닉솔루션,KOSDAQ,중견기업부,10670,330,3.19,10590,12460,9870,50517466,5799.8,2519.0,23605000,2519.0,100.0,230.2
20250709,463020,뉴엔AI,KOSDAQ,기술성장기업부,37650,4800,14.61,32800,41950,32200,12195480,4693.5,3343.0,8879200,3410.0,98.0,140.4
20250709,462860,더즌,KOSDAQ,중견기업부,5270,495,10.37,4795,5480,4710,35875571,1890.3,3778.0,71685672,3778.0,100.0,50.0
20250709,093520,매커스,KOSDAQ,우량기업부,19790,3580,22.09,17100,21000,16790,4498356,878.2,3199.0,16163092,3199.0,100.0,27.5
20250709,201490,미투온,KOSDAQ,중견기업부,6900,660,10.58,6100,7100,5990,7407658,487.5,2097.0,30390092,2212.0,94.8,23.2
20250709,060250,NHN KCP,KOSDAQ,우량기업부,15080,3480,30.0,13620,15080,13450,9395255,1358.7,6056.0,40160611,6056.0,100.0,22.4
20250709,064260,다날,KOSDAQ,중견기업부,9160,90,0.99,9140,9590,9000,14227331,1315.0,6316.0,68949040,6695.0,94.3,20.8
20250709,249420,일동제약,KOSPI,,19280,2170,12.68,17170,20200,16810,5790782,1105.9,5410.0,28062501,5410.0,100.0,20.4
20250709,032820,우리기술,KOSDAQ,벤처기업부,3825,205,5.66,3770,4050,3760,33188811,1286.1,6332.0,165530656,8277.0,76.5,20.3
20250709,001510,SK증권,KOSPI,,749,36,5.05,716,826,699,84391538,658.3,3540.0,472590171,3540.0,100.0,18.6
20250709,037270,YG PLUS,KOSPI,,9920,1030,11.59,9050,9920,8810,6987958,668.6,6292.0,63429410,6292.0,100.0,10.6
