기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가,신고가_비율
20250221,484870,엠앤씨솔루션,KOSPI,,69900,5000,7.7,64300,71300,63700,303525,208.2,6399.0,9153900,6399.0,True,100.0
20250221,375500,DL이앤씨,KOSPI,,40150,750,1.9,39400,40150,39200,182903,72.8,15535.0,38693623,15535.0,True,100.0
20250221,018670,SK가스,KOSPI,,248000,2000,0.81,246500,250000,242000,11588,28.6,22891.0,9230244,22891.0,True,100.0
20250221,253450,스튜디오드래곤,KOSDAQ GLOBAL,우량기업부,49200,-200,-0.4,50000,50400,47350,625306,305.6,14789.0,30058498,14849.0,False,99.6
20250221,020560,아시아나항공,KOSPI,,10800,-50,-0.46,10850,10870,10730,178325,19.3,22247.0,205990711,22350.0,False,99.5
20250221,005940,NH투자증권,KOSPI,,15090,-60,-0.4,15150,15230,14900,269074,40.7,49419.0,327492299,49648.0,False,99.5
20250221,000500,가온전선,KOSPI,,57000,-300,-0.52,57000,58000,56400,56214,32.2,9430.0,16543115,9479.0,False,99.5
20250221,316140,우리금융지주,KOSPI,,17220,-110,-0.63,17340,17400,17220,1603485,276.9,127874.0,742591501,128691.0,False,99.4
20250221,007340,DN오토모티브,KOSPI,,21650,400,1.88,21500,21900,21050,84661,18.2,12668.0,58510865,12758.0,False,99.3
20250221,024110,기업은행,KOSPI,,15500,-70,-0.45,15580,15610,15490,663278,103.1,123601.0,797425869,125196.0,False,98.7
20250221,005690,파미셀,KOSPI,,11300,470,4.34,10930,11750,10880,2665227,303.8,6782.0,60016964,6890.0,False,98.4
20250221,035900,JYP Ent.,KOSDAQ GLOBAL,우량기업부,82300,-200,-0.24,82200,84700,79900,921254,758.8,29243.0,35532492,29741.0,False,98.3
20250221,352820,하이브,KOSPI,,245500,-3000,-1.21,248500,250500,243500,166249,410.2,102256.0,41652097,104130.0,False,98.2
20250221,271560,오리온,KOSPI,,108000,-2100,-1.91,109900,110100,107700,99017,107.6,42699.0,39536132,43529.0,False,98.1
20250221,041510,에스엠,KOSDAQ,우량기업부,99500,-1900,-1.87,101400,101400,97200,244318,242.8,23237.0,23353627,23681.0,False,98.1
20250221,139130,DGB금융지주,KOSPI,,9580,-30,-0.31,9610,9620,9530,573241,54.9,16204.0,169145833,16526.0,False,98.1
20250221,214450,파마리서치,KOSDAQ GLOBAL,우량기업부,288000,12000,4.35,279500,289500,278000,105756,300.6,30268.0,10509600,30951.0,False,97.8
20250221,001720,신영증권,KOSPI,,84400,-600,-0.71,85000,85800,84000,2798,2.4,13875.0,16440000,14204.0,False,97.7
20250221,100840,SNT에너지,KOSPI,,29700,3350,12.71,27350,32000,26050,1740607,509.9,6142.0,20680783,6287.0,False,97.7
20250221,207940,삼성바이오로직스,KOSPI,,1157000,8000,0.7,1137000,1160000,1134000,46552,535.2,823483.0,71174000,843412.0,False,97.6
20250221,035420,NAVER,KOSPI,,226500,5000,2.26,222500,228000,222000,821558,1853.5,358860.0,158437008,367574.0,False,97.6
20250221,029780,삼성카드,KOSPI,,44200,-300,-0.67,44700,44750,44150,46646,20.7,51210.0,115858891,52600.0,False,97.4
20250221,214150,클래시스,KOSDAQ GLOBAL,우량기업부,58800,3200,5.76,56600,59700,56200,492010,287.6,38517.0,65505659,39616.0,False,97.2
20250221,300720,한일시멘트,KOSPI,,15920,-100,-0.62,15970,16200,15900,37230,6.0,11026.0,69261540,11373.0,False,96.9
20250221,277810,레인보우로보틱스,KOSDAQ,기술성장기업부,404500,9000,2.28,391500,427000,390500,1289249,5328.5,78472.0,19399858,80994.0,False,96.9
20250221,003690,코리안리,KOSPI,,8220,-60,-0.72,8280,8300,8200,242402,20.0,16014.0,194821031,16560.0,False,96.7
20250221,003540,대신증권,KOSPI,,17260,40,0.23,17220,17290,17160,52077,9.0,8763.0,50773400,9099.0,False,96.3
20250221,030200,KT,KOSPI,,47200,-450,-0.94,47700,47750,47200,544496,264.3,118954.0,252021685,123491.0,False,96.3
20250221,122870,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,57900,-2300,-3.82,61100,61200,55500,946337,547.9,10822.0,18691049,11252.0,False,96.2
20250221,017960,한국카본,KOSPI,,15390,600,4.06,14630,15620,14510,1548139,234.9,7989.0,51908452,8305.0,False,96.2
20250221,138930,BNK금융지주,KOSPI,,11700,-100,-0.85,11820,11850,11650,590809,69.2,37491.0,320436727,38965.0,False,96.2
20250221,145020,휴젤,KOSDAQ GLOBAL,우량기업부,308500,21000,7.3,289000,309500,288000,195511,593.3,38883.0,12604033,40459.0,False,96.1
20250221,383220,F&F,KOSPI,,73500,200,0.27,73600,74100,72500,55957,41.0,28156.0,38307075,29305.0,False,96.1
20250221,088980,맥쿼리인프라,KOSPI,,11450,50,0.44,11420,11450,11370,678009,77.4,54837.0,478921993,57088.0,False,96.1
20250221,003850,보령,KOSPI,,10380,50,0.48,10330,10440,10290,78290,8.1,9009.0,86787207,9382.0,False,96.0
20250221,030190,NICE평가정보,KOSPI,,12350,-100,-0.8,12550,12570,12340,34535,4.3,7349.0,59506593,7676.0,False,95.7
20250221,021240,코웨이,KOSPI,,82700,-2000,-2.36,85800,85800,81400,147071,121.3,60010.0,72563745,62695.0,False,95.7
20250221,053800,안랩,KOSDAQ,우량기업부,78300,-100,-0.13,78400,78700,76800,51072,39.7,8712.0,11126506,9124.0,False,95.5
20250221,034020,두산에너빌리티,KOSPI,,28950,300,1.05,28750,29450,28300,10117896,2933.2,185442.0,640561146,194090.0,False,95.5
20250221,003030,세아제강지주,KOSPI,,226500,-3500,-1.52,230000,251000,221500,20588,47.7,9381.0,4141657,9836.0,False,95.4
20250221,000720,현대건설,KOSPI,,35300,-350,-0.98,35700,35900,35000,582188,205.7,39309.0,111355765,41202.0,False,95.4
20250221,218410,RFHIC,KOSDAQ,우량기업부,18250,820,4.7,17430,18340,17250,191912,34.2,4833.0,26484442,5085.0,False,95.0
20250221,241590,화승엔터프라이즈,KOSPI,,10690,30,0.28,10670,10800,10440,191204,20.3,6477.0,60589276,6841.0,False,94.7
20250221,010120,LS ELECTRIC,KOSPI,,276000,-15500,-5.32,283500,287000,275500,560138,1563.5,82800.0,30000000,87450.0,False,94.7
20250221,358570,지아이이노베이션,KOSDAQ,기술성장기업부,14990,140,0.94,14850,15040,14540,1013545,149.9,6641.0,44304799,7013.0,False,94.7
20250221,017670,SK텔레콤,KOSPI,,58200,-900,-1.52,58800,58900,57800,290145,168.5,125008.0,214790053,132096.0,False,94.6
20250221,100090,SK오션플랜트,KOSPI,,15160,490,3.34,14680,15390,14400,287370,43.4,8974.0,59195568,9501.0,False,94.5
20250221,011200,HMM,KOSPI,,18670,-60,-0.32,18790,19000,18350,1438535,268.2,164490.0,881039496,174622.0,False,94.2
20250221,003490,대한항공,KOSPI,,24450,200,0.82,24300,24700,24200,1613177,395.0,90030.0,368220661,95553.0,False,94.2
20250221,042670,HD현대인프라코어,KOSPI,,8700,-70,-0.8,8570,8790,8560,1864407,161.8,16761.0,192655867,17859.0,False,93.9
20250221,012330,현대모비스,KOSPI,,254500,-1000,-0.39,260500,269000,254000,243582,633.0,236673.0,92995094,251932.0,False,93.9
20250221,376300,디어유,KOSDAQ,기술성장기업부,44750,-2950,-6.18,48350,48800,44400,1031297,475.3,10623.0,23738406,11323.0,False,93.8
20250221,272210,한화시스템,KOSPI,,33500,550,1.67,32300,35000,32250,7133132,2419.9,63288.0,188919389,67444.0,False,93.8
20250221,016360,삼성증권,KOSPI,,47500,-1150,-2.36,48650,49050,47350,289559,138.7,42418.0,89300000,45275.0,False,93.7
20250221,001800,오리온홀딩스,KOSPI,,15790,30,0.19,15800,15860,15690,97856,15.5,9892.0,62645422,10562.0,False,93.7
20250221,012750,에스원,KOSPI,,61500,-1400,-2.23,62900,62900,61100,26641,16.5,23369.0,37999178,24965.0,False,93.6
20250221,042660,한화오션,KOSPI,,73000,100,0.14,70100,74200,69700,5729692,4133.1,223682.0,306413394,239615.0,False,93.4
20250221,347850,디앤디파마텍,KOSDAQ,기술성장기업부,56000,1800,3.32,53700,57300,52800,272137,151.6,5918.0,10568069,6341.0,False,93.3
20250221,030000,제일기획,KOSPI,,18120,-120,-0.66,18280,18300,18120,158641,28.9,20845.0,115041225,22399.0,False,93.1
20250221,402340,SK스퀘어,KOSPI,,100100,-800,-0.79,100900,101800,99200,197277,197.6,133682.0,133548056,143778.0,False,93.0
20250221,002030,아세아,KOSPI,,257500,3000,1.18,254500,258500,253500,1084,2.8,5406.0,2099584,5839.0,False,92.6
20250221,023160,태광,KOSDAQ,우량기업부,21950,550,2.57,20950,22000,20800,300433,64.9,5817.0,26500000,6294.0,False,92.4
20250221,340570,티앤엘,KOSDAQ,우량기업부,77200,-300,-0.39,77500,78700,75300,65281,50.3,6275.0,8128000,6803.0,False,92.2
20250221,077970,STX엔진,KOSPI,,27650,900,3.36,26500,28100,25950,517985,141.2,6362.0,23008904,6903.0,False,92.2
20250221,006800,미래에셋증권,KOSPI,,8660,-200,-2.26,8860,8860,8630,499080,43.5,50688.0,585316408,54948.0,False,92.2
20250221,033500,동성화인텍,KOSDAQ,우량기업부,21050,650,3.19,20000,21800,19990,812589,170.9,6313.0,29989494,6883.0,False,91.7
20250221,017800,현대엘리베이,KOSPI,,54500,-700,-1.27,55200,55200,54000,104738,57.0,21305.0,39092385,23260.0,False,91.6
20250221,475830,오름테라퓨틱,KOSDAQ,기술성장기업부,33750,-3100,-8.41,35500,37600,33450,2901559,1023.0,7064.0,20929118,7712.0,False,91.6
20250221,101730,위메이드맥스,KOSDAQ,우량기업부,8660,-540,-5.87,8750,8820,8440,266162,23.0,7182.0,82935616,7837.0,False,91.6
20250221,099320,쎄트렉아이,KOSDAQ,우량기업부,53200,1000,1.92,51900,53800,51400,108173,57.2,5826.0,10951278,6374.0,False,91.4
20250221,383800,LX홀딩스,KOSPI,,6860,40,0.59,6830,6900,6830,241052,16.5,5233.0,76280690,5729.0,False,91.3
20250221,010140,삼성중공업,KOSPI,,13370,-220,-1.62,13290,13570,13150,13079911,1747.5,117656.0,880000000,129624.0,False,90.8
20250221,415640,KB발해인프라,KOSPI,,7390,-40,-0.54,7430,7440,7320,79336,5.8,9056.0,122545548,9975.0,False,90.8
20250221,042000,카페24,KOSDAQ,기술성장기업부,53800,700,1.32,53300,55500,51700,485901,262.1,13048.0,24253054,14406.0,False,90.6
20250221,950160,코오롱티슈진,KOSDAQ,외국기업(소속부없음),35300,-3450,-8.9,39700,39850,35150,732851,270.8,28744.0,81428645,31716.0,False,90.6
20250221,319400,현대무벡스,KOSDAQ,우량기업부,3925,-5,-0.13,3950,3965,3900,395907,15.6,4625.0,117845901,5110.0,False,90.5
20250221,017810,풀무원,KOSPI,,15920,420,2.71,15560,16240,15200,410458,65.7,6069.0,38120542,6713.0,False,90.4
20250221,180640,한진칼,KOSPI,,84100,-400,-0.47,86000,86000,83400,24545,20.8,56147.0,66762279,62156.0,False,90.3
20250221,082920,비츠로셀,KOSDAQ,우량기업부,26300,750,2.94,25500,26850,25250,95991,25.1,6015.0,22872213,6667.0,False,90.2
20250221,298040,효성중공업,KOSPI,,481000,500,0.1,479000,490500,472000,48786,235.1,44851.0,9324548,49700.0,False,90.2
20250221,025980,아난티,KOSDAQ,우량기업부,6060,10,0.17,6030,6140,5960,641176,38.9,5371.0,88629478,5963.0,False,90.1
20250221,326030,SK바이오팜,KOSPI,,115100,-500,-0.43,116700,117300,114700,233849,271.0,90139.0,78313250,100163.0,False,90.0
