기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250611,340450,지씨지놈,KOSDAQ,기술성장기업부,11100,600,5.71,14300,15180,10850,30744214,3962.3,2625.0,23650793,2625.0,100.0,150.9
20250611,053300,한국정보인증,KOSDAQ,우량기업부,8950,1250,16.23,7710,9600,7500,36710128,3231.4,3799.0,42441361,3799.0,100.0,85.1
20250611,462860,더즌,KOSDAQ,중견기업부,3630,300,9.01,3430,3960,3270,48945669,1791.7,2592.0,71413257,2592.0,100.0,69.1
20250611,064260,다날,KOSDAQ,중견기업부,6010,80,1.35,6110,6420,5740,20092095,1227.3,4144.0,68949040,4144.0,100.0,29.6
20250611,124500,아이티센글로벌,KOSDAQ,중견기업부,21150,3720,21.34,17340,22250,16890,4790472,956.6,4908.0,23204527,4908.0,100.0,19.5
20250611,240550,동방메디컬,KOSDAQ,벤처기업부,12890,780,6.44,12120,13250,12010,3485494,447.5,2678.0,20774940,2678.0,100.0,16.7
20250611,489460,바이오비쥬,KOSDAQ,벤처기업부,18220,730,4.17,17570,19270,17570,2360893,439.7,2741.0,15044430,2995.0,91.5,16.0
20250611,041190,우리기술투자,KOSDAQ,벤처기업부,10220,770,8.15,9420,10450,9170,13654673,1368.5,8585.0,84000000,8585.0,100.0,15.9
20250611,476040,오가노이드사이언스,KOSDAQ,기술성장기업부,36500,650,1.81,35550,38800,34800,985504,365.4,2387.0,6540975,3133.0,76.2,15.3
20250611,234340,헥토파이낸셜,KOSDAQ,우량기업부,21650,0,0.0,21100,23050,20450,1212551,263.9,2047.0,9453000,2047.0,100.0,12.9
20250611,389260,대명에너지,KOSDAQ,우량기업부,30950,2350,8.22,31200,34800,30000,2071879,671.8,5277.0,17050000,5277.0,100.0,12.7
20250611,304100,솔트룩스,KOSDAQ,기술성장기업부,56000,2800,5.26,52500,57000,51500,1540160,848.0,6793.0,12130568,6793.0,100.0,12.5
20250611,322000,HD현대에너지솔루션,KOSPI,,50900,3150,6.6,51200,53900,49500,1283348,661.8,5701.0,11200000,5858.0,97.3,11.6
20250611,476060,온코닉테라퓨틱스,KOSDAQ,기술성장기업부,23600,1700,7.76,22350,24450,21750,1253106,292.4,2597.0,11002310,2851.0,91.1,11.3
20250611,006490,인스코비,KOSPI,,1827,232,14.55,1595,1931,1551,13922571,248.6,2218.0,121426522,2283.0,97.2,11.2
20250611,347850,디앤디파마텍,KOSDAQ,기술성장기업부,97400,12000,14.05,92500,99700,86700,1210811,1143.8,10468.0,10747301,10468.0,100.0,10.9
20250611,009830,한화솔루션,KOSPI,,38250,7150,22.99,33100,38300,32250,18875134,6738.0,65749.0,171892536,67124.0,98.0,10.2
20250611,052400,코나아이,KOSDAQ,우량기업부,71500,200,0.28,71300,74800,68600,1469209,1053.0,10413.0,14563291,10893.0,95.6,10.1
20250611,257720,실리콘투,KOSDAQ,우량기업부,61800,10000,19.31,52300,63350,51000,5919674,3467.2,37804.0,61171908,37804.0,100.0,9.2
20250611,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7740,440,6.03,7310,7840,7160,2545922,190.4,2090.0,27000000,2182.0,95.8,9.1
20250611,032820,우리기술,KOSDAQ,벤처기업부,2355,30,1.29,2325,2410,2250,14170555,335.5,3878.0,164677432,3977.0,97.5,8.7
20250611,094480,갤럭시아머니트리,KOSDAQ,중견기업부,12850,0,0.0,12400,12970,12000,3408255,427.0,5041.0,39229838,5041.0,100.0,8.5
20250611,063080,컴투스홀딩스,KOSDAQ,중견기업부,35250,2450,7.47,31600,38300,30200,557841,195.0,2325.0,6595192,2325.0,100.0,8.4
20250611,084650,랩지노믹스,KOSDAQ,우량기업부,2700,110,4.25,2590,2770,2580,6169657,167.2,2004.0,74239990,2316.0,86.5,8.3
20250611,083650,비에이치아이,KOSDAQ,중견기업부,41100,3400,9.02,37400,42850,37050,2308575,939.2,12718.0,30944375,12718.0,100.0,7.4
20250611,297090,씨에스베어링,KOSDAQ,중견기업부,7950,400,5.3,7800,8370,7730,1964599,157.8,2168.0,27270000,2370.0,91.5,7.3
20250611,448280,에코아이,KOSDAQ,중견기업부,12270,220,1.83,12490,13500,12050,1923444,247.1,3636.0,29631129,3778.0,96.2,6.8
20250611,011000,진원생명과학,KOSPI,,2900,185,6.81,2715,3060,2675,5766705,167.0,2463.0,84917083,3214.0,76.6,6.8
20250611,222800,심텍,KOSDAQ GLOBAL,우량기업부,23300,1800,8.37,23000,24300,22650,2130040,499.5,7422.0,31854143,7422.0,100.0,6.7
