기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250805,290550,디케이티,KOSDAQ,우량기업부,7300,310,4.43,7260,8410,7220,12320628,990.5,1460.0,20001230,1508.0,96.8,67.8
20250805,439580,블루엠텍,KOSDAQ,기술성장기업부,5150,745,16.91,4405,5470,4405,20968995,1087.7,1726.0,33510663,1846.0,93.5,63.0
20250805,243840,신흥에스이씨,KOSDAQ,우량기업부,5000,950,23.46,4105,5260,4100,20005813,1001.1,1928.0,38558235,1928.0,100.0,51.9
20250805,380550,뉴로핏,KOSDAQ,기술성장기업부,16390,1380,9.19,15140,17840,15140,5663482,953.3,1881.0,11476035,2330.0,80.7,50.7
20250805,131400,이브이첨단소재,KOSDAQ,벤처기업부,2245,195,9.51,2065,2440,2065,27295237,638.7,1338.0,59589882,1365.0,98.0,47.7
20250805,048530,인트론바이오,KOSDAQ,기술성장기업부,4150,260,6.68,3855,4880,3855,14043218,637.0,1417.0,34150762,1496.0,94.7,45.0
20250805,468530,프로티나,KOSDAQ,기술성장기업부,17250,140,0.82,17740,18550,16040,4798341,836.5,1860.0,10784365,1893.0,98.3,45.0
20250805,033230,인성정보,KOSDAQ,중견기업부,2270,35,1.57,2255,2425,2160,22162781,512.5,1147.0,50515380,1147.0,100.0,44.7
20250805,333430,일승,KOSDAQ,중견기업부,4945,240,5.1,4730,5050,4670,9575328,467.9,1519.0,30726747,1519.0,100.0,30.8
20250805,033340,좋은사람들,KOSDAQ,중견기업부,2030,73,3.73,1982,2130,1951,22425733,458.7,1968.0,96950558,1968.0,100.0,23.3
20250805,265740,엔에프씨,KOSDAQ,중견기업부,11830,1270,12.03,12060,12980,11490,1905847,230.6,1057.0,8931800,1057.0,100.0,21.8
20250805,290690,소룩스,KOSDAQ,중견기업부,5640,130,2.36,5850,6340,5580,9621203,576.2,2749.0,48740317,2812.0,97.8,21.0
20250805,107600,새빗켐,KOSDAQ,벤처기업부,26200,2350,9.85,24800,28550,24750,1123657,302.3,1475.0,5630054,1475.0,100.0,20.5
20250805,107640,한중엔시에스,KOSDAQ,기술성장기업부,36050,3850,11.96,32700,40450,32700,1535981,580.8,3265.0,9057946,3265.0,100.0,17.8
20250805,093520,매커스,KOSDAQ,우량기업부,24150,1450,6.39,22750,26050,22750,2366609,575.9,3903.0,16163092,4097.0,95.3,14.8
20250805,102370,케이옥션,KOSDAQ,기술성장기업부,5110,100,2.0,5060,5320,4965,3237665,166.4,1391.0,27229210,1465.0,94.9,12.0
20250805,439260,대한조선,KOSPI,,103800,23900,29.91,81100,103800,80600,5095928,4669.1,39990.0,38526312,39990.0,100.0,11.7
20250805,008970,동양철관,KOSPI,,1690,32,1.93,1660,1719,1658,18191215,307.7,2701.0,159801815,3276.0,82.4,11.4
20250805,101670,하이드로리튬,KOSDAQ,투자주의환기종목(소속부없음),2465,50,2.07,2440,2615,2415,6042752,152.0,1335.0,54169970,1389.0,96.1,11.4
20250805,017510,세명전기,KOSDAQ,중견기업부,7740,530,7.35,7230,7900,7210,1742313,132.6,1180.0,15246000,1247.0,94.6,11.2
20250805,204620,글로벌텍스프리,KOSDAQ,중견기업부,4650,295,6.77,4405,4775,4245,7224063,327.6,3268.0,70283330,5391.0,60.6,10.0
20250805,441270,파인엠텍,KOSDAQ,중견기업부,10880,370,3.52,10690,11610,10550,3624542,404.0,4041.0,37146003,4476.0,90.3,10.0
