기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수
20250424,060310,3S,KOSDAQ,중견기업부,2380,-30,-1.24,2385,2560,2370,4296710,105.3,1263.0,53059040,1594.0,79.2
20250424,095570,AJ네트웍스,KOSPI,,3725,-5,-0.13,3730,3745,3700,66444,2.5,1686.0,45252759,2308.0,73.1
20250424,006840,AK홀딩스,KOSPI,,10260,140,1.38,10270,10420,10120,5088,0.5,1359.0,13247561,2053.0,66.2
20250424,054620,APS,KOSDAQ,중견기업부,5900,-10,-0.17,5980,6000,5830,26929,1.6,1174.0,19894221,1639.0,71.6
20250424,265520,AP시스템,KOSDAQ,우량기업부,17180,0,0.0,17330,17350,16860,47591,8.1,2625.0,15281421,5387.0,48.7
20250424,211270,AP위성,KOSDAQ,벤처기업부,12240,-130,-1.05,12300,12360,12170,33651,4.1,1846.0,15082304,3062.0,60.3
20250424,109960,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),399,3,0.76,398,404,390,441442,1.7,801.0,200789269,1285.0,62.3
20250424,027410,BGF,KOSPI,,3575,-20,-0.56,3610,3615,3395,76410,2.7,3422.0,95716791,3613.0,94.7
20250424,282330,BGF리테일,KOSPI,,103200,-1100,-1.05,104000,104500,102600,41491,42.8,17837.0,17283906,23541.0,75.8
20250424,126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,2900,10,0.35,2895,2920,2835,44050,1.3,1820.0,62766899,2608.0,69.8
20250424,138930,BNK금융지주,KOSPI,,10600,180,1.73,10430,10610,10380,842239,88.9,33749.0,318383519,38965.0,86.6
20250424,001460,BYC,KOSPI,,27200,50,0.18,27250,27750,27050,750,0.2,1699.0,6246150,2445.0,69.5
20250424,013720,CBI,KOSDAQ,중견기업부,1800,12,0.67,1785,1997,1670,2116965,39.3,920.0,51128143,920.0,100.0
20250424,083790,CG인바이츠,KOSDAQ,벤처기업부,2080,-15,-0.72,2125,2130,2045,41311,0.9,1599.0,76894182,2422.0,66.0
20250424,001040,CJ,KOSPI,,121200,5000,4.3,117100,122900,116700,165884,199.8,35363.0,29176998,44553.0,79.4
20250424,079160,CJ CGV,KOSPI,,4710,170,3.74,4595,4725,4580,178562,8.4,7799.0,165580269,11922.0,65.4
20250424,035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,58700,1900,3.35,56500,58700,56500,61443,35.5,12872.0,21929154,19977.0,64.4
20250424,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,10320,140,1.38,10180,10350,10150,14771,1.5,1348.0,13065462,1531.0,88.0
20250424,00104K,CJ4우(전환),KOSPI,,99500,4800,5.07,95300,100000,95200,16674,16.3,4205.0,4226512,4412.0,95.3
20250424,000120,CJ대한통운,KOSPI,,83200,-1300,-1.54,84800,84900,82900,46814,39.0,18980.0,22812344,29633.0,64.1
20250424,011150,CJ씨푸드,KOSPI,,3175,0,0.0,3165,3240,3160,373581,11.9,1141.0,35930773,2271.0,50.2
20250424,097950,CJ제일제당,KOSPI,,242500,1000,0.41,242000,243000,240000,32128,77.6,36506.0,15054186,59916.0,60.9
20250424,051500,CJ프레시웨이,KOSDAQ,우량기업부,23400,-250,-1.06,23650,23850,23350,29330,6.9,2778.0,11871586,2855.0,97.3
20250424,058820,CMG제약,KOSDAQ,우량기업부,2625,-15,-0.57,2620,2665,2555,2117200,55.3,3646.0,138892244,4132.0,88.2
20250424,056730,CNT85,KOSDAQ,중견기업부,704,0,0.0,704,704,693,7732,0.1,522.0,74111186,863.0,60.5
20250424,000480,CR홀딩스,KOSPI,,5160,10,0.19,5130,5160,5130,7609,0.4,2420.0,46890490,2949.0,82.1
20250424,065770,CS,KOSDAQ,벤처기업부,1687,23,1.38,1670,1741,1650,232859,3.9,327.0,19411130,507.0,64.5
20250424,083660,CSA 코스믹,KOSDAQ,중견기업부,987,-55,-5.28,1060,1060,969,379798,3.8,605.0,61247181,827.0,73.2
20250424,000590,CS홀딩스,KOSPI,,73100,-200,-0.27,73300,73300,72900,136,0.1,844.0,1154482,870.0,97.0
20250424,012030,DB,KOSPI,,1250,-10,-0.79,1261,1267,1240,65169,0.8,2515.0,201173933,3291.0,76.4
20250424,005830,DB손해보험,KOSPI,,87800,-500,-0.57,88000,88300,86900,146674,128.3,62162.0,70800000,87226.0,71.3
20250424,016610,DB증권,KOSPI,,6110,20,0.33,6090,6140,6080,27391,1.7,2593.0,42446389,2593.0,100.0
20250424,000990,DB하이텍,KOSPI,,40850,-50,-0.12,41350,41350,40350,68062,27.7,18137.0,44398588,25352.0,71.5
20250424,060900,DGP,KOSDAQ,중견기업부,1255,-90,-6.69,1332,1358,1234,616787,7.9,317.0,25258229,369.0,85.9
20250424,000300,DH오토넥스,KOSPI,,1984,0,0.0,0,0,0,0,0.0,1616.0,81451691,1616.0,100.0
20250424,290120,DH오토리드,KOSDAQ,우량기업부,2435,145,6.33,2290,2460,2290,19129,0.5,378.0,15515138,471.0,80.3
20250424,025440,DH오토웨어,KOSDAQ,중견기업부,710,10,1.43,703,767,691,776382,5.6,346.0,48781224,763.0,45.3
20250424,001530,DI동일,KOSPI,,43750,-100,-0.23,44000,44100,43200,23492,10.2,8896.0,20334136,12507.0,71.1
20250424,000210,DL,KOSPI,,31800,250,0.79,31550,31850,31400,17332,5.5,6664.0,20955884,12636.0,52.7
20250424,375500,DL이앤씨,KOSPI,,41400,600,1.47,40550,41750,40500,114049,47.0,16019.0,38693623,17567.0,91.2
20250424,37550L,DL이앤씨2우(전환),KOSPI,,26750,50,0.19,27150,27150,26650,1145,0.3,565.0,2111951,596.0,94.8
20250424,007340,DN오토모티브,KOSPI,,23800,200,0.85,23900,24500,23550,101714,24.3,13926.0,58510865,14130.0,98.6
20250424,004840,DRB동일,KOSPI,,4400,-115,-2.55,4495,4520,4400,8056,0.4,877.0,19930000,1180.0,74.3
20250424,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7100,-60,-0.84,7080,7380,6940,1725355,123.9,1917.0,27000000,2557.0,75.0
20250424,155660,DSR,KOSPI,,4020,20,0.5,4020,4085,4005,62759,2.5,643.0,16000000,720.0,89.3
20250424,069730,DSR제강,KOSPI,,3710,-70,-1.85,3740,3830,3685,36776,1.4,534.0,14400000,709.0,75.3
20250424,017860,DS단석,KOSPI,,25950,-350,-1.33,26500,26900,25600,138483,36.1,4563.0,17584212,9771.0,46.7
20250424,017940,E1,KOSPI,,60800,300,0.5,60900,61100,60200,3360,2.0,4171.0,6860000,5399.0,77.3
20250424,037370,EG,KOSDAQ,중견기업부,6610,-30,-0.45,6640,6740,6450,37533,2.5,570.0,8624972,856.0,66.6
20250424,365550,ESR켄달스퀘어리츠,KOSPI,,4805,40,0.84,4765,4810,4725,92119,4.4,10239.0,213089000,11315.0,90.5
20250424,050120,ES큐브,KOSDAQ,중견기업부,2580,80,3.2,2500,2585,2500,20966,0.5,350.0,13564086,364.0,96.2
20250424,383220,F&F,KOSPI,,69700,400,0.58,68800,71000,68700,62275,43.7,26700.0,38307075,28347.0,94.2
20250424,007700,F&F홀딩스,KOSPI,,12060,30,0.25,12190,12190,12030,2839,0.3,4717.0,39114367,6591.0,71.6
20250424,214270,FSN,KOSDAQ,중견기업부,1634,28,1.74,1606,1650,1552,109326,1.7,543.0,33250463,781.0,69.5
20250424,130500,GH신소재,KOSDAQ,우량기업부,2590,-5,-0.19,2620,2620,2575,26599,0.7,377.0,14545052,641.0,58.8
20250424,114090,GKL,KOSPI,,11960,-130,-1.08,12020,12050,11810,144746,17.3,7398.0,61855670,8821.0,83.9
20250424,900290,GRT,KOSDAQ,외국기업(소속부없음),3335,185,5.87,3240,3515,3180,1460557,49.0,2696.0,80850000,4471.0,60.3
20250424,078930,GS,KOSPI,,38500,300,0.79,38200,38600,38200,163473,62.8,35772.0,92915378,50081.0,71.4
20250424,083450,GST,KOSDAQ,우량기업부,17370,-170,-0.97,17710,17790,17300,91513,16.0,3201.0,18430000,4612.0,69.4
20250424,006360,GS건설,KOSPI,,17120,310,1.84,16890,17240,16840,257018,44.0,14652.0,85581490,18443.0,79.4
20250424,001250,GS글로벌,KOSPI,,2615,-25,-0.95,2645,2645,2605,345940,9.1,2158.0,82533764,3557.0,60.7
20250424,007070,GS리테일,KOSPI,,14300,-90,-0.63,14350,14450,14250,80019,11.5,11956.0,83607415,24242.0,49.3
20250424,499790,GS피앤엘,KOSPI,,19970,-30,-0.15,20000,20550,19880,26518,5.3,3960.0,19830841,5067.0,78.2
20250424,297890,HB솔루션,KOSDAQ,우량기업부,2445,-50,-2.0,2515,2545,2425,259999,6.4,1788.0,73140914,7392.0,24.2
20250424,440290,HB인베스트먼트,KOSDAQ,중견기업부,2015,-15,-0.74,2035,2055,1987,130803,2.6,546.0,27107010,797.0,68.5
20250424,078150,HB테크놀러지,KOSDAQ,우량기업부,2000,-35,-1.72,2040,2060,2000,467363,9.4,1854.0,92715916,4219.0,43.9
20250424,012630,HDC,KOSPI,,18120,370,2.08,17780,18130,17750,93165,16.8,10825.0,59741721,10927.0,99.1
20250424,039570,HDC랩스,KOSPI,,8870,80,0.91,8730,8950,8700,16078,1.4,2302.0,25957601,2853.0,80.7
20250424,089470,HDC현대EP,KOSPI,,3590,-5,-0.14,3595,3630,3565,26170,0.9,1145.0,31900000,1475.0,77.6
20250424,294870,HDC현대산업개발,KOSPI,,23650,1400,6.29,22650,23800,22550,442596,104.0,15587.0,65907330,17597.0,88.6
20250424,009540,HD한국조선해양,KOSPI,,249500,16000,6.85,233500,251000,230500,638799,1558.5,176579.0,70773116,177641.0,99.4
20250424,267250,HD현대,KOSPI,,73200,200,0.27,72700,73700,72100,81393,59.3,57823.0,78993085,68487.0,84.4
20250424,267270,HD현대건설기계,KOSPI,,67000,2000,3.08,65100,67000,64500,133977,88.8,11868.0,17713586,15157.0,78.3
20250424,443060,HD현대마린솔루션,KOSPI,,157200,-5300,-3.26,162200,163300,154600,129491,206.0,70472.0,44829210,91345.0,77.1
20250424,071970,HD현대마린엔진,KOSPI,,34700,900,2.66,33800,35900,33300,1036676,358.6,11771.0,33921495,11771.0,100.0
20250424,010620,HD현대미포,KOSPI,,158500,20800,15.11,137300,158500,136200,1731192,2573.4,63308.0,39942149,63308.0,100.0
20250424,322000,HD현대에너지솔루션,KOSPI,,27500,150,0.55,27450,27950,26350,202087,54.9,3080.0,11200000,4144.0,74.3
20250424,042670,HD현대인프라코어,KOSPI,,8180,90,1.11,8100,8420,7980,1434022,117.7,15759.0,192655867,18938.0,83.2
20250424,267260,HD현대일렉트릭,KOSPI,,293000,-4500,-1.51,301500,302000,291500,324948,960.1,105618.0,36047135,160410.0,65.8
20250424,329180,HD현대중공업,KOSPI,,376000,9000,2.45,367000,382500,361000,636260,2377.4,333787.0,88773116,333787.0,100.0
20250424,097230,HJ중공업,KOSPI,,7730,400,5.46,7500,7800,7300,2009394,151.7,6437.0,83274281,7561.0,85.1
20250424,195940,HK이노엔,KOSDAQ GLOBAL,중견기업부,48900,11250,29.88,48900,48900,48900,711805,348.0,13853.0,28329891,14307.0,96.8
20250424,014790,HL D&I,KOSPI,,2395,-30,-1.24,2415,2435,2370,62440,1.5,907.0,37858601,1087.0,83.4
20250424,028300,HLB,KOSDAQ,중견기업부,55200,-700,-1.25,55400,56200,54400,295086,162.2,72547.0,131425086,145483.0,49.9
20250424,003580,HLB글로벌,KOSPI,,3020,-20,-0.66,3070,3070,2990,18846,0.6,1517.0,50218121,3204.0,47.3
20250424,278650,HLB바이오스텝,KOSDAQ,우량기업부,1642,-15,-0.91,1657,1674,1623,110730,1.8,1429.0,87005539,3367.0,42.4
20250424,067630,HLB생명과학,KOSDAQ,투자주의환기종목(소속부없음),6200,-80,-1.27,6280,6320,6120,211808,13.1,7558.0,121895688,18938.0,39.9
20250424,024850,HLB이노베이션,KOSDAQ,중견기업부,2040,-20,-0.97,2080,2080,2030,297467,6.1,2944.0,144304123,4459.0,66.0
20250424,187420,HLB제넥스,KOSDAQ,기술성장기업부,3585,50,1.41,3535,3585,3520,24462,0.9,1045.0,29135882,1594.0,65.6
20250424,047920,HLB제약,KOSDAQ,기술성장기업부,19400,-340,-1.72,19780,19790,19250,96966,18.8,6172.0,31814994,11080.0,55.7
20250424,115450,HLB테라퓨틱스,KOSDAQ,중견기업부,7790,-30,-0.38,7750,7910,7610,181322,14.0,6563.0,84245931,11372.0,57.7
20250424,046210,HLB파나진,KOSDAQ,벤처기업부,1968,8,0.41,1960,1972,1941,15859,0.3,859.0,43657588,1944.0,44.2
20250424,204320,HL만도,KOSPI,,36850,300,0.82,37900,37950,36600,180197,66.7,17304.0,46957120,23291.0,74.3
20250424,060980,HL홀딩스,KOSPI,,36000,50,0.14,35800,36300,35800,6546,2.4,3385.0,9403877,3703.0,91.4
20250424,011200,HMM,KOSPI,,18940,-130,-0.68,19080,19170,18880,1126509,213.8,166869.0,881039496,195150.0,85.5
20250424,403870,HPSP,KOSDAQ GLOBAL,중견기업부,24800,400,1.64,24900,25000,24300,384010,94.3,20708.0,83498568,37486.0,55.2
20250424,036640,HRS,KOSDAQ,우량기업부,5150,-10,-0.19,5170,5200,5100,31920,1.6,842.0,16354800,994.0,84.7
20250424,035000,HS애드,KOSPI,,7000,-20,-0.28,7010,7080,6960,6642,0.5,1160.0,16567409,1216.0,95.4
20250424,002460,HS화성,KOSPI,,9900,-120,-1.2,10020,10110,9900,17843,1.8,1005.0,10150000,1020.0,98.5
20250424,487570,HS효성,KOSPI,,41400,-150,-0.36,42200,42550,41300,9861,4.1,1543.0,3725927,1775.0,86.9
20250424,298050,HS효성첨단소재,KOSPI,,174900,-1600,-0.91,177000,178800,174900,5126,9.0,7835.0,4479948,12701.0,61.7
20250424,003560,IHQ,KOSPI,,10760,0,0.0,0,0,0,0,0.0,647.0,6010174,647.0,100.0
20250424,015360,INVENI,KOSPI,,48900,200,0.41,48950,49000,48700,1553,0.8,2934.0,6000000,2946.0,99.6
20250424,095340,ISC,KOSDAQ,우량기업부,51400,-300,-0.58,52500,52900,51100,98563,51.1,10895.0,21197058,17233.0,63.2
20250424,175330,JB금융지주,KOSPI,,17830,80,0.45,17630,18110,17620,210747,37.8,34574.0,193907972,39895.0,86.7
20250424,950170,JTC,KOSDAQ,외국기업(소속부없음),5020,-10,-0.2,5030,5030,4970,34769,1.7,2598.0,51746348,3131.0,83.0
20250424,234080,JW생명과학,KOSPI,,11250,0,0.0,11380,11380,11170,17252,1.9,1781.0,15834554,2000.0,89.0
20250424,067290,JW신약,KOSDAQ,중견기업부,1581,-13,-0.82,1627,1627,1579,82430,1.3,844.0,53376126,1017.0,83.0
20250424,001060,JW중외제약,KOSPI,,22200,300,1.37,22100,22250,21850,45418,10.0,5169.0,23285930,8045.0,64.3
20250424,096760,JW홀딩스,KOSPI,,3025,-20,-0.66,3045,3055,3025,24110,0.7,2236.0,73924942,2580.0,86.7
20250424,035900,JYP Ent.,KOSDAQ GLOBAL,우량기업부,62700,-500,-0.79,63000,63500,62300,180147,113.0,22279.0,35532492,30238.0,73.7
20250424,318000,KBG,KOSDAQ,벤처기업부,4610,10,0.22,4670,4670,4525,8663,0.4,403.0,8740223,703.0,57.3
20250424,024840,KBI메탈,KOSDAQ,중견기업부,1995,-10,-0.5,2005,2080,1993,1381260,28.0,696.0,34909199,1389.0,50.1
20250424,105560,KB금융,KOSPI,,84600,-400,-0.47,85500,85500,83900,1093828,924.5,332925.0,393528423,398251.0,83.6
20250424,415640,KB발해인프라,KOSPI,,7560,30,0.4,7550,7570,7500,18066,1.4,9264.0,122545548,9975.0,92.9
20250424,432320,KB스타리츠,KOSPI,,3900,15,0.39,3885,3900,3830,25369,1.0,3955.0,101414285,4635.0,85.3
20250424,024120,KB오토시스,KOSDAQ,중견기업부,3430,-45,-1.29,3475,3475,3415,15637,0.5,394.0,11500000,566.0,69.6
20250424,002380,KCC,KOSPI,,246500,-500,-0.2,247500,249000,243500,12565,30.9,21905.0,8886471,29992.0,73.0
20250424,021320,KCC건설,KOSDAQ,우량기업부,4300,0,0.0,4255,4345,4255,13747,0.6,920.0,21400000,1053.0,87.4
20250424,344820,KCC글라스,KOSPI,,31600,400,1.28,31200,31800,31200,21807,6.9,5047.0,15970512,6859.0,73.6
20250424,009070,KCTC,KOSPI,,3865,10,0.26,3860,3900,3825,72617,2.8,1160.0,30000000,1938.0,59.9
20250424,009440,KC그린홀딩스,KOSPI,,756,0,0.0,0,0,0,0,0.0,176.0,23239141,540.0,32.6
20250424,119650,KC코트렐,KOSPI,,459,0,0.0,0,0,0,0,0.0,295.0,64214329,874.0,33.8
20250424,044180,KD,KOSDAQ,중견기업부,808,-3,-0.37,816,836,780,499424,4.1,216.0,26717799,343.0,63.0
20250424,092220,KEC,KOSPI,,750,3,0.4,760,765,738,648516,4.9,1506.0,200763141,3128.0,48.1
20250424,046440,KG모빌리언스,KOSDAQ,우량기업부,4245,20,0.47,4260,4260,4180,18543,0.8,1614.0,38010802,2038.0,79.2
20250424,003620,KG모빌리티,KOSPI,,3260,0,0.0,0,0,0,0,0.0,6403.0,196404254,12203.0,52.5
20250424,016380,KG스틸,KOSPI,,5800,50,0.87,5800,5930,5660,109343,6.3,5801.0,100008897,7141.0,81.2
20250424,151860,KG에코솔루션,KOSDAQ,우량기업부,5550,140,2.59,5410,5550,5370,111074,6.1,2725.0,49103002,4410.0,61.8
20250424,035600,KG이니시스,KOSDAQ,우량기업부,8720,30,0.35,8630,8720,8620,17257,1.5,2403.0,27554434,3351.0,71.7
20250424,001390,KG케미칼,KOSPI,,3965,45,1.15,3920,3965,3900,65078,2.6,2715.0,68469040,3923.0,69.2
20250424,226360,KH 건설,KOSDAQ,투자주의환기종목(소속부없음),2555,0,0.0,0,0,0,0,0.0,607.0,23756732,607.0,100.0
20250424,033180,KH 필룩스,KOSPI,,6630,0,0.0,0,0,0,0,0.0,1283.0,19345405,1283.0,100.0
