기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250617,003280,흥아해운,KOSPI,,2280,140,6.54,1950,2545,1936,284513087,6622.6,5482.0,240424899,5482.0,100.0,120.8
20250617,452450,피아이이,KOSDAQ,벤처기업부,10510,2420,29.91,8140,10510,8050,43341341,4308.9,3765.0,35826000,3765.0,100.0,114.4
20250617,032820,우리기술,KOSDAQ,벤처기업부,3600,220,6.51,3510,3945,3475,171387153,6348.8,5959.0,165530656,5959.0,100.0,106.5
20250617,462860,더즌,KOSDAQ,중견기업부,4320,125,2.98,4285,4550,4040,29013054,1253.9,3085.0,71413257,3085.0,100.0,40.6
20250617,084650,랩지노믹스,KOSDAQ,우량기업부,2865,245,9.35,2620,2965,2620,20506140,584.5,2127.0,74239990,2316.0,91.8,27.5
20250617,256940,킵스파마,KOSDAQ,벤처기업부,20050,3000,17.6,17250,22150,17250,4776749,981.2,3825.0,19076310,3825.0,100.0,25.7
20250617,214420,토니모리,KOSPI,,10820,1120,11.55,9770,11250,9610,3842058,409.7,2603.0,24054799,2603.0,100.0,15.7
20250617,340450,지씨지놈,KOSDAQ,기술성장기업부,9300,20,0.22,9630,10080,9250,3493910,339.8,2200.0,23650793,2625.0,83.8,15.4
20250617,094480,갤럭시아머니트리,KOSDAQ,중견기업부,13780,680,5.19,15210,15350,13180,4880863,694.0,5406.0,39229838,5406.0,100.0,12.8
20250617,161580,필옵틱스,KOSDAQ,중견기업부,42900,1600,3.87,41800,44850,41050,2874666,1243.0,9818.0,22885732,9818.0,100.0,12.7
20250617,035510,신세계 I&C,KOSPI,,17210,2130,14.12,15900,17320,15590,1502222,251.5,2406.0,13980900,2406.0,100.0,10.5
20250617,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7960,220,2.84,7830,8050,7630,2744695,215.9,2149.0,27000000,2149.0,100.0,10.0
