기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250528,389140,포바이포,KOSDAQ,벤처기업부,19110,2180,12.88,16960,20650,16350,9929200,1895.6,2124,11112735,3212,66.1,89.2
20250528,459510,나우로보틱스,KOSDAQ,기술성장기업부,30400,2450,8.77,28450,33500,28200,8333430,2636.7,3815,12547732,3815,100,69.1
20250528,44490,태웅,KOSDAQ,우량기업부,19400,300,1.57,20000,22350,19210,5395659,1123.1,3881,20007381,3881,100,28.9
20250528,456010,아이씨티케이,KOSDAQ,기술성장기업부,19040,970,5.37,18470,19600,18420,3276677,627,2555,13420676,2652,96.3,24.5
20250528,53300,한국정보인증,KOSDAQ,우량기업부,5670,380,7.18,5420,6080,5420,9887247,574.4,2406,42441361,2479,97.1,23.9
20250528,161000,애경케미칼,KOSPI,,11470,2360,25.91,9230,11690,9230,12228344,1327.6,5580,48648709,5580,100,23.8
20250528,8970,동양철관,KOSPI,,1464,31,2.16,1441,1531,1421,32820048,485.2,2332,159323019,2849,81.9,20.8
20250528,37270,YG PLUS,KOSPI,,6390,470,7.94,6200,6800,6160,12774928,831.6,4053,63429410,4053,100,20.5
20250528,287840,인투셀,KOSDAQ,기술성장기업부,46700,1200,2.64,45800,48250,41650,2735083,1236.9,6925,14829094,6925,100,17.9
20250528,2020,코오롱,KOSPI,,29250,3850,15.16,26400,33000,26150,2143441,656,3693,12626426,3693,100,17.8
20250528,136150,원일티엔아이,KOSDAQ,벤처기업부,28250,850,3.1,28900,30950,27900,1367073,401,2368,8381030,3009,78.7,16.9
20250528,240550,동방메디컬,KOSDAQ,벤처기업부,11320,290,2.63,11280,11970,11120,2164785,248.8,2352,20774940,2466,95.4,10.6
20250528,424870,이뮨온시아,KOSDAQ,기술성장기업부,6600,80,1.23,7050,7080,6460,7425303,505,4818,73004309,5475,88,10.5
20250528,481070,에이유브랜즈,KOSDAQ,중견기업부,18170,1320,7.83,17020,19800,16520,1222550,227.6,2573,14160000,2573,100,8.8
20250528,257720,실리콘투,KOSDAQ,우량기업부,44850,3100,7.43,42600,46400,42350,4262716,1910.6,27436,61171908,27436,100,7
20250528,67080,대화제약,KOSDAQ,중견기업부,16070,570,3.68,16670,17230,16000,1068125,176.4,2992,18616650,3291,90.9,5.9
20250528,393890,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,7790,710,10.03,7150,8000,7090,1946891,149.8,2636,33843144,3540,74.5,5.7
20250528,3160,디아이,KOSPI,,15870,1470,10.21,14790,16180,14720,1571549,246.9,4491,28300000,4548,98.7,5.5
