기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250626,476040,오가노이드사이언스,KOSDAQ,기술성장기업부,35500,5800,19.53,30550,38600,30200,6194329,2197.4,2324.0,6546309,3133.0,74.2,94.6
20250626,376900,로킷헬스케어,KOSDAQ,기술성장기업부,15240,540,3.67,14880,16290,14650,7198446,1124.7,2350.0,15417639,2656.0,88.5,47.9
20250626,457550,우진엔텍,KOSDAQ,중견기업부,36600,1800,5.17,35250,39400,34400,4127835,1536.0,3393.0,9271339,3393.0,100.0,45.3
20250626,161000,애경케미칼,KOSPI,,11420,1300,12.85,10380,12420,10340,17783108,2074.9,5556.0,48648709,5653.0,98.3,37.3
20250626,267320,나인테크,KOSDAQ,벤처기업부,4850,525,12.14,4475,5080,4460,19219043,929.9,2590.0,53398327,2590.0,100.0,35.9
20250626,254490,미래반도체,KOSDAQ,우량기업부,17300,1760,11.33,18040,19960,17250,3618702,677.3,2498.0,14438000,2498.0,100.0,27.1
20250626,102460,이연제약,KOSPI,,13750,2520,22.44,11310,14430,10940,2484736,339.9,2556.0,18586811,2556.0,100.0,13.3
20250626,005690,파미셀,KOSPI,,13950,1100,8.56,12600,14030,12460,8045059,1093.2,8372.0,60016964,8372.0,100.0,13.1
20250626,377030,비트맥스,KOSDAQ,기술성장기업부,7120,740,11.6,6270,7420,6260,4599371,327.6,2651.0,37231222,2651.0,100.0,12.4
20250626,340450,지씨지놈,KOSDAQ,기술성장기업부,9680,360,3.86,9500,9980,9410,2749967,265.9,2289.0,23650793,2625.0,87.2,11.6
20250626,475830,오름테라퓨틱,KOSDAQ,기술성장기업부,19500,1410,7.79,18260,20950,17510,2115889,416.0,4108.0,21069082,4456.0,92.2,10.1
