기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250725,380550,뉴로핏,KOSDAQ,기술성장기업부,20300,6300,45.0,28600,29400,19510,19144622,4425.7,2330.0,11476035,2330.0,100.0,189.9
20250725,170030,현대공업,KOSDAQ,우량기업부,6570,310,4.95,6420,7650,6270,19968084,1411.5,1008.0,15340000,1008.0,100.0,140.0
20250725,201490,미투온,KOSDAQ,중견기업부,6130,1410,29.87,4765,6130,4650,26783022,1527.0,1863.0,30390092,2212.0,84.2,82.0
20250725,462860,더즌,KOSDAQ,중견기업부,5930,650,12.31,5420,6440,5400,51230491,3098.2,4251.0,71685672,4710.0,90.3,72.9
20250725,012800,대창,KOSPI,,1644,91,5.86,1559,1863,1510,52599257,920.7,1498.0,91140499,1498.0,100.0,61.5
20250725,452400,이닉스,KOSDAQ,벤처기업부,12520,690,5.83,11630,14020,11370,5026858,662.9,1136.0,9071428,1141.0,99.6,58.4
20250725,054920,한컴위드,KOSDAQ,중견기업부,4980,650,15.01,4370,5520,4350,15670323,813.2,1405.0,28217081,1577.0,89.1,57.9
20250725,101670,하이드로리튬,KOSDAQ,투자주의환기종목(소속부없음),2235,25,1.13,2155,2445,2135,15918208,365.9,1211.0,54169970,1389.0,87.2,30.2
20250725,071090,하이스틸,KOSPI,,5870,20,0.34,5760,5910,5630,5406375,312.3,1185.0,20191471,1185.0,100.0,26.4
20250725,234340,헥토파이낸셜,KOSDAQ,우량기업부,20250,2030,11.14,18360,21850,18200,2077957,424.2,1914.0,9453000,3063.0,62.5,22.2
20250725,123420,위메이드플레이,KOSDAQ,우량기업부,11130,830,8.06,10310,11530,10250,2098808,234.2,1277.0,11469842,1332.0,95.9,18.3
20250725,067080,대화제약,KOSDAQ,중견기업부,15730,30,0.19,16050,17460,15730,2962065,497.7,2928.0,18616650,3005.0,97.4,17.0
20250725,005870,휴니드,KOSPI,,9810,460,4.92,9480,10770,9440,2281954,229.8,1385.0,14116015,1574.0,88.0,16.6
20250725,049470,SGA,KOSDAQ,중견기업부,2130,15,0.71,2135,2285,1994,9302010,196.7,1254.0,58862249,1295.0,96.8,15.7
20250725,064260,다날,KOSDAQ,중견기업부,8760,740,9.23,8220,9080,8120,10518010,915.5,6040.0,68949040,6695.0,90.2,15.2
20250725,060250,NHN KCP,KOSDAQ,우량기업부,17460,700,4.18,17180,18080,16670,5280705,922.7,7012.0,40160611,7289.0,96.2,13.2
20250725,008970,동양철관,KOSPI,,1927,13,0.68,1935,1961,1901,19953280,384.0,3079.0,159801815,3161.0,97.4,12.5
20250725,303810,동국생명과학,KOSDAQ,중견기업부,9800,140,1.45,9900,10180,9740,1880126,187.1,1567.0,15992070,1567.0,100.0,11.9
20250725,452280,한선엔지니어링,KOSDAQ,중견기업부,7250,390,5.69,8000,8440,7200,1838110,143.4,1252.0,17265750,1304.0,96.0,11.5
20250725,114190,강원에너지,KOSDAQ,우량기업부,12740,1000,8.52,11550,13400,11460,3022979,378.0,3328.0,26123038,3631.0,91.7,11.4
20250725,033340,좋은사람들,KOSDAQ,중견기업부,1392,95,7.32,1297,1467,1291,9587985,135.1,1350.0,96950558,1636.0,82.5,10.0
