기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250520,459510,나우로보틱스,KOSDAQ,기술성장기업부,25750,3350,14.96,22450,29100,20800,16167859,4262.1,3231.0,12547732,3231.0,100.0,131.9
20250520,030530,원익홀딩스,KOSDAQ,중견기업부,5480,170,3.2,5190,5950,5180,37193252,2077.0,4233.0,77237981,4233.0,100.0,49.1
20250520,424870,이뮨온시아,KOSDAQ,기술성장기업부,6880,-620,-8.27,7150,7430,6330,22466796,1541.4,5023.0,73004309,5475.0,91.7,30.7
20250520,136480,하림,KOSDAQ,중견기업부,3370,-430,-11.32,3635,3855,3305,28510294,1014.4,3579.0,106209702,4036.0,88.7,28.3
20250520,032820,우리기술,KOSDAQ,벤처기업부,2180,160,7.92,2020,2240,2020,45297454,980.0,3590.0,164677432,3590.0,100.0,27.3
20250520,256940,킵스파마,KOSDAQ,벤처기업부,16630,1830,12.36,14360,17750,14260,4890440,810.5,3172.0,19076310,3172.0,100.0,25.6
20250520,056080,유진로봇,KOSDAQ,중견기업부,12250,450,3.81,11850,12830,11120,9002044,1082.9,4595.0,37512152,6099.0,75.3,23.6
20250520,475150,SK이터닉스,KOSPI,,22900,2250,10.9,19870,22950,19500,5250445,1125.7,7730.0,33754042,7730.0,100.0,14.6
20250520,108490,로보티즈,KOSDAQ,기술성장기업부,61700,2700,4.58,60400,64500,59400,1279413,795.4,8152.0,13212660,8152.0,100.0,9.8
20250520,024720,콜마홀딩스,KOSPI,,12240,1320,12.09,12340,12790,11270,3396056,407.9,4198.0,34296259,4198.0,100.0,9.7
20250520,045390,대아티아이,KOSDAQ,우량기업부,4445,345,8.41,4135,4685,4130,6059324,270.5,3133.0,70473377,3133.0,100.0,8.6
20250520,389470,인벤티지랩,KOSDAQ,기술성장기업부,43700,250,0.58,42850,44950,41300,818636,351.5,4669.0,10684434,5737.0,81.4,7.5
20250520,257720,실리콘투,KOSDAQ,우량기업부,41200,4300,11.65,39200,41400,38750,3449175,1392.6,25203.0,61171908,26090.0,96.6,5.5
20250520,030520,한글과컴퓨터,KOSDAQ,우량기업부,23550,1200,5.37,22650,24000,22600,1248464,294.1,5694.0,24179744,5694.0,100.0,5.2
20250520,450950,아스테라시스,KOSDAQ,벤처기업부,11670,410,3.64,11340,11900,11200,1815840,210.6,4278.0,36654642,4325.0,98.9,4.9
20250520,083650,비에이치아이,KOSDAQ,중견기업부,38400,1400,3.78,37050,39300,37000,1388409,530.6,11883.0,30944375,11883.0,100.0,4.5
20250520,322000,HD현대에너지솔루션,KOSPI,,46950,-3750,-7.4,48100,48100,45900,488013,227.0,5258.0,11200000,5678.0,92.6,4.3
20250520,389260,대명에너지,KOSDAQ,우량기업부,23350,-1550,-6.22,23700,24000,22150,737889,170.9,3981.0,17050000,4245.0,93.8,4.3
20250520,103590,일진전기,KOSPI,,30900,2500,8.8,28850,31250,28600,1909757,582.7,14735.0,47685390,14735.0,100.0,4.0
20250520,009830,한화솔루션,KOSPI,,36400,-2650,-6.79,36600,37100,35200,6349929,2301.1,62569.0,171892536,67124.0,93.2,3.7
20250520,092790,넥스틸,KOSPI,,14200,890,6.69,13340,14240,13190,977166,134.7,3692.0,26002000,4324.0,85.4,3.6
20250520,499790,GS피앤엘,KOSPI,,25900,3600,16.14,22300,26550,21650,736318,183.5,5136.0,19830841,5136.0,100.0,3.6
20250520,112610,씨에스윈드,KOSPI,,51700,2600,5.3,47800,52900,46600,1529608,766.9,21803.0,42171403,21803.0,100.0,3.5
20250520,466100,클로봇,KOSDAQ,기술성장기업부,19660,-20,-0.1,19900,20300,19410,836983,166.1,4846.0,24651339,5017.0,96.6,3.4
20250520,475830,오름테라퓨틱,KOSDAQ,기술성장기업부,19290,-1310,-6.36,20600,20900,19010,691331,134.7,4064.0,21069082,6195.0,65.6,3.3
