기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250610,376900,로킷헬스케어,KOSDAQ,기술성장기업부,17230,2930,20.49,14500,18500,14330,12518775,2158.7,2656.0,15417639,2656.0,100.0,81.3
20250610,476040,오가노이드사이언스,KOSDAQ,기술성장기업부,35850,3400,10.48,33000,37900,32650,2953406,1067.6,2345.0,6540975,3133.0,74.8,45.5
20250610,064260,다날,KOSDAQ,중견기업부,5930,1365,29.9,5270,5930,4840,34304429,1846.0,4089.0,68949040,4089.0,100.0,45.1
20250610,044490,태웅,KOSDAQ,우량기업부,29300,1200,4.27,27700,33400,26200,6371541,1947.9,5862.0,20007381,5862.0,100.0,33.2
20250610,234340,헥토파이낸셜,KOSDAQ,우량기업부,21650,2090,10.69,24700,25400,20650,2694743,612.2,2047.0,9453000,2047.0,100.0,29.9
20250610,094480,갤럭시아머니트리,KOSDAQ,중견기업부,12850,700,5.76,12990,13100,11300,10486050,1287.9,5041.0,39229838,5041.0,100.0,25.5
20250610,125020,티씨머티리얼즈,KOSDAQ,중견기업부,6650,420,6.74,6460,6990,6360,8609377,576.7,2276.0,34227815,2447.0,93.0,25.3
20250610,290690,소룩스,KOSDAQ,중견기업부,5540,1225,28.39,5600,5600,5120,11149354,614.7,2687.0,48498743,2687.0,100.0,22.9
20250610,041190,우리기술투자,KOSDAQ,벤처기업부,9450,1580,20.08,8240,9510,7730,14288920,1272.0,7938.0,84000000,7938.0,100.0,16.0
20250610,124500,아이티센글로벌,KOSDAQ,중견기업부,17430,1590,10.04,16520,17940,15260,3250221,545.4,4045.0,23204527,4045.0,100.0,13.5
20250610,263720,디앤씨미디어,KOSDAQ,벤처기업부,18010,1310,7.84,17300,20000,17180,1163299,218.6,2256.0,12524473,2256.0,100.0,9.7
20250610,459510,나우로보틱스,KOSDAQ,기술성장기업부,25200,250,1.0,25000,26000,24450,1192905,302.7,3162.0,12547732,3815.0,82.9,9.6
20250610,063080,컴투스홀딩스,KOSDAQ,중견기업부,32800,3550,12.14,32500,34000,29600,626472,201.3,2163.0,6595192,2163.0,100.0,9.3
20250610,005390,신성통상,KOSPI,,4065,140,3.57,4070,4075,4065,12027614,489.2,5842.0,143708390,5842.0,100.0,8.4
20250610,042670,HD현대인프라코어,KOSPI,,10970,1590,16.95,9380,11200,9370,16638079,1774.0,21127.0,192591032,21127.0,100.0,8.4
20250610,060370,LS마린솔루션,KOSDAQ,우량기업부,28500,2550,9.83,29000,31850,27400,2548416,736.5,9311.0,32668854,9311.0,100.0,7.9
20250610,475150,SK이터닉스,KOSPI,,22700,650,2.95,21900,23650,21450,2431318,551.4,7662.0,33754042,7730.0,99.1,7.2
20250610,256840,한국비엔씨,KOSDAQ,벤처기업부,5320,160,3.1,5200,5620,5140,4499526,243.6,3639.0,68394886,4028.0,90.3,6.7
20250610,272210,한화시스템,KOSPI,,51400,8600,20.09,43750,52000,43550,12232648,5911.0,97105.0,188919389,97105.0,100.0,6.1
20250610,087010,펩트론,KOSDAQ,기술성장기업부,192500,31800,19.79,163800,205000,162700,1494010,2752.4,44847.0,23297350,54166.0,82.8,6.1
20250610,096250,와이즈넛,KOSDAQ,기술성장기업부,19250,50,0.26,19200,19690,18620,792941,152.1,2521.0,13096536,2521.0,100.0,6.0
20250610,103140,풍산,KOSPI,,77000,11000,16.67,67400,77000,67100,1700993,1251.7,21579.0,28024278,21579.0,100.0,5.8
20250610,075580,세진중공업,KOSPI,,11800,800,7.27,11050,12090,11020,2996332,350.0,6708.0,56849456,6839.0,98.1,5.2
