기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,비중
20250704,463020,뉴엔AI,KOSDAQ,기술성장기업부,38400,23400,156.0,36900,43850,35200,20192555,8084.3,3410.0,8879200,3410.0,100.0,237.1
20250704,064260,다날,KOSDAQ,중견기업부,8470,1570,22.75,7230,8790,7040,50641636,4124.5,5840.0,68949040,5840.0,100.0,70.6
20250704,114190,강원에너지,KOSDAQ,우량기업부,9730,1980,25.55,8030,9970,7900,10665127,992.7,2542.0,26123038,2542.0,100.0,39.1
20250704,462860,더즌,KOSDAQ,중견기업부,4685,360,8.32,4350,5030,4350,25661044,1214.4,3358.0,71685672,3771.0,89.0,36.2
20250704,037560,LG헬로비전,KOSPI,,3315,500,17.76,2830,3535,2820,23617350,767.9,2567.0,77446865,2567.0,100.0,29.9
20250704,041020,폴라리스오피스,KOSDAQ,벤처기업부,6540,360,5.83,6250,6880,6150,10050198,667.2,3252.0,49725498,3252.0,100.0,20.5
20250704,476040,오가노이드사이언스,KOSDAQ,기술성장기업부,36600,3450,10.41,34450,37900,33550,1258307,458.3,2396.0,6546309,3133.0,76.5,19.1
20250704,090710,휴림로봇,KOSDAQ,중견기업부,3055,15,0.49,3040,3150,2910,11113991,336.5,3368.0,110237793,3853.0,87.4,10.0
