기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,ㄴ
20250507,54210,이랜텍,KOSDAQ,우량기업부,5020,30,0.6,5000,5040,4995,33919,1.7,1270,25291210,1338,94.9,0%
20250507,175140,휴먼테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),5060,-30,-0.59,5210,5210,4980,62904,3.2,1255,24798012,1337,93.9,0%
20250507,63160,종근당바이오,KOSPI,,22000,-850,-3.72,22600,22600,22000,8380,1.9,1207,5485962,1333,90.5,0%
20250507,220260,켐트로스,KOSDAQ,우량기업부,4600,125,2.79,4470,4640,4465,112547,5.1,1222,26558307,1327,92.1,0%
20250507,38540,상상인,KOSDAQ,중견기업부,1886,11,0.59,1880,1930,1871,42697,0.8,1043,55328313,1325,78.7,0%
20250507,90850,현대이지웰,KOSDAQ,우량기업부,5570,40,0.72,5530,5610,5470,109376,6.1,1323,23746361,1323,100,0%
20250507,207760,미스터블루,KOSDAQ,중견기업부,1495,75,5.28,1449,1535,1437,2085697,31,1242,83079783,1317,94.3,2%
20250507,241770,메카로,KOSDAQ,우량기업부,12620,570,4.73,12060,12700,11900,32097,4,1286,10192640,1315,97.8,0%
20250507,460870,에스엠씨지,KOSDAQ,벤처기업부,6650,270,4.23,6380,6790,6300,858522,56.9,1224,18403305,1307,93.6,5%
20250507,79810,디이엔티,KOSDAQ,우량기업부,5660,-30,-0.53,5690,5740,5490,53808,3,1247,22028094,1306,95.5,0%
20250507,208370,셀바스헬스케어,KOSDAQ,벤처기업부,4895,250,5.38,4610,4915,4590,582696,28.1,1260,25740564,1302,96.8,2%
20250507,60560,홈센타홀딩스,KOSDAQ,중견기업부,815,-8,-0.97,805,826,805,86400,0.7,1041,127669525,1302,80,0%
20250507,66620,국보디자인,KOSDAQ,우량기업부,17160,-200,-1.15,17380,17450,17120,2194,0.4,1287,7500000,1302,98.8,0%
20250507,00279K,아모레퍼시픽홀딩스3우C,KOSPI,,18320,80,0.44,18390,18390,18220,5852,1.1,1299,7092200,1299,100,0%
20250507,65710,서호전기,KOSDAQ,중견기업부,23750,-600,-2.46,24400,24400,23500,20653,4.9,1223,5150000,1295,94.4,0%
20250507,52220,iMBC,KOSDAQ,중견기업부,4495,305,7.28,4195,4570,4195,1441261,64.2,1034,23000000,1293,80,6%
20250507,69460,대호에이엘,KOSPI,,1890,-16,-0.84,1906,1940,1840,629681,12,1282,67834027,1293,99.1,1%
20250507,267850,아시아나IDT,KOSPI,,11640,350,3.1,11380,12410,11350,109920,13.1,1292,11100000,1292,100,1%
20250507,332570,PS일렉트로닉스,KOSDAQ,벤처기업부,2920,5,0.17,2935,2940,2885,155350,4.5,1290,44176320,1290,100,0%
20250507,7330,푸른저축은행,KOSDAQ,우량기업부,8530,100,1.19,8370,8530,8370,23555,2,1287,15082800,1287,100,0%
20250507,33180,KH 필룩스,KOSPI,,6630,0,0,0,0,0,0,0,1283,19345405,1283,100,0%
20250507,373160,데이원컴퍼니,KOSDAQ,기술성장기업부,7040,340,5.07,6730,7710,6730,1117262,80.8,969,13763530,1282,75.6,8%
20250507,33230,인성정보,KOSDAQ,중견기업부,2245,75,3.46,2170,2270,2130,2284775,50.5,1134,50515380,1281,88.5,4%
20250507,72870,메가스터디,KOSDAQ,우량기업부,10720,20,0.19,10700,10750,10660,8924,1,1278,11920959,1278,100,0%
20250507,31440,신세계푸드,KOSPI,,31800,-50,-0.16,31600,31850,31500,2566,0.8,1231,3872480,1278,96.3,0%
20250507,4770,써니전자,KOSPI,,1717,53,3.19,1663,1720,1654,939676,15.9,630,36702884,1274,49.5,3%
20250507,84990,헬릭스미스,KOSDAQ,기술성장기업부,2710,-55,-1.99,2765,2780,2660,97744,2.6,1249,46092797,1274,98,0%
20250507,408900,스튜디오미르,KOSDAQ,중견기업부,3560,100,2.89,3520,3670,3365,1480219,52.4,1165,32729532,1270,91.7,4%
20250507,377480,마음AI,KOSDAQ,기술성장기업부,16730,530,3.27,16300,16790,15990,96900,15.9,1123,6714868,1269,88.5,1%
20250507,160980,싸이맥스,KOSDAQ,우량기업부,11550,40,0.35,11430,11610,11420,23135,2.7,1262,10924243,1268,99.5,0%
20250507,54620,APS,KOSDAQ,중견기업부,5600,-90,-1.58,5690,5740,5410,16612,0.9,1114,19894221,1267,87.9,0%
20250507,4140,동방,KOSPI,,2490,160,6.87,2340,2505,2340,826807,20.1,1194,47971766,1266,94.3,2%
20250507,120030,조선선재,KOSPI,,99000,1400,1.43,97400,99200,97000,1803,1.8,1245,1257651,1266,98.3,0%
20250507,209640,와이제이링크,KOSDAQ,중견기업부,8210,80,0.98,8170,8290,7940,179356,14.5,1168,14221573,1264,92.4,1%
20250507,142210,유니트론텍,KOSDAQ,우량기업부,5840,-30,-0.51,5880,6000,5800,100658,5.9,1124,19246092,1264,88.9,1%
20250507,251120,바이오에프디엔씨,KOSDAQ,기술성장기업부,14500,-20,-0.14,14460,14870,14280,18119,2.6,1261,8695700,1263,99.8,0%
20250507,212710,아이에스티이,KOSDAQ,기술성장기업부,9990,50,0.5,9940,10180,9850,76214,7.6,923,9239478,1260,73.3,1%
20250507,1080,만호제강,KOSPI,,26550,200,0.76,25650,26650,25600,285,0.1,1102,4150000,1257,87.7,0%
20250507,950220,네오이뮨텍,KOSDAQ,외국기업(소속부없음),1029,-31,-2.92,1070,1080,1024,592910,6.2,1017,98867465,1255,81,1%
20250507,58400,KNN,KOSDAQ,우량기업부,767,4,0.52,763,772,760,361958,2.8,1016,132429720,1255,81,0%
20250507,226330,신테카바이오,KOSDAQ,기술성장기업부,7120,10,0.14,6980,7340,6850,183971,13,1086,15258475,1254,86.6,1%
20250507,11810,STX,KOSPI,,3445,15,0.44,3460,3460,3350,23133,0.8,1069,31017927,1252,85.4,0%
20250507,248170,샘표식품,KOSPI,,27350,800,3.01,26650,27600,26550,30572,8.3,1249,4568286,1249,100,1%
20250507,2450,삼익악기,KOSPI,,1190,-2,-0.17,1192,1230,1175,545382,6.5,1077,90530915,1248,86.3,1%
20250507,99750,이지케어텍,KOSDAQ,벤처기업부,17860,40,0.22,17650,18210,17650,9026,1.6,1221,6834776,1247,97.9,0%
20250507,51630,진양화학,KOSPI,,2155,-15,-0.69,2170,2195,2105,136379,2.9,457,21200000,1244,36.7,1%
20250507,44340,위닉스,KOSDAQ,중견기업부,5950,70,1.19,5960,5960,5790,30018,1.8,1063,17873425,1244,85.5,0%
20250507,43610,KT지니뮤직,KOSDAQ,우량기업부,2110,5,0.24,2095,2130,2075,48853,1,1226,58115438,1244,98.6,0%
20250507,384470,코어라인소프트,KOSDAQ,기술성장기업부,6540,1170,21.79,5380,6980,5290,3785316,254.1,840,12841064,1243,67.6,30%
20250507,7540,샘표,KOSPI,,42350,450,1.07,41850,42400,41700,2343,1,1218,2875800,1242,98.1,0%
20250507,163730,핑거,KOSDAQ,벤처기업부,11940,800,7.18,11150,12100,11050,700936,82,1118,9365608,1239,90.2,7%
20250507,49960,쎌바이오텍,KOSDAQ,벤처기업부,12890,-40,-0.31,12930,12960,12760,3977,0.5,1212,9400000,1236,98.1,0%
20250507,8700,아남전자,KOSPI,,1531,176,12.99,1441,1649,1405,24615994,384,1181,77124820,1234,95.7,33%
20250507,413390,엠오티,KOSDAQ,중견기업부,8630,20,0.23,8620,8760,8470,223519,19.2,999,11580180,1233,81,2%
20250507,235980,메드팩토,KOSDAQ,기술성장기업부,3175,10,0.32,3240,3255,3075,100074,3.2,1088,34275121,1232,88.3,0%
20250507,54050,농우바이오,KOSDAQ,우량기업부,7550,10,0.13,7530,7570,7460,18472,1.4,1210,16030561,1230,98.4,0%
20250507,362320,청담글로벌,KOSDAQ,중견기업부,5840,80,1.39,5830,5940,5640,111383,6.5,1229,21051290,1229,100,1%
20250507,65450,빅텍,KOSDAQ,벤처기업부,4285,205,5.02,4320,4345,4180,838389,35.7,1228,28652800,1228,100,3%
20250507,78860,엔에스이엔엠,KOSDAQ,투자주의환기종목(소속부없음),1900,-150,-7.32,2100,2100,1873,904774,17.9,1128,59362257,1226,92,2%
20250507,14530,극동유화,KOSPI,,3385,-125,-3.56,3440,3440,3300,248990,8.3,1180,34869420,1224,96.4,1%
20250507,84730,팅크웨어,KOSDAQ,우량기업부,9610,0,0,9660,9660,9350,16010,1.5,1068,11109424,1224,87.3,0%
20250507,39610,화성밸브,KOSDAQ,우량기업부,10400,40,0.39,10150,10430,10060,187940,19.2,1083,10410400,1223,88.6,2%
20250507,448900,한국피아이엠,KOSDAQ,기술성장기업부,14550,710,5.13,13820,15000,13800,504239,73,874,6004457,1222,71.5,8%
20250507,261200,덴티스,KOSDAQ,우량기업부,6600,30,0.46,6570,6610,6510,19092,1.3,1043,15809700,1222,85.4,0%
20250507,4830,덕성,KOSPI,,5970,-260,-4.17,6030,6120,5910,375649,22.6,936,15680000,1221,76.7,2%
20250507,147830,제룡산업,KOSDAQ,벤처기업부,5930,90,1.54,5850,6020,5790,103876,6.1,1186,20000000,1220,97.2,1%
20250507,15590,KIB플러그에너지,KOSPI,,515,0,0,0,0,0,0,0,1220,236981544,1220,100,0%
20250507,232680,라온테크,KOSDAQ,기술성장기업부,8090,190,2.41,7900,8090,7870,47664,3.8,1014,12534234,1218,83.3,0%
20250507,23450,동남합성,KOSPI,,33050,-600,-1.78,33350,33700,32900,1276,0.4,1157,3500000,1218,95,0%
20250507,58850,KTcs,KOSPI,,2825,-25,-0.88,2850,2875,2805,517099,14.7,1206,42685000,1217,99.1,1%
20250507,33530,SJG세종,KOSPI,,4190,30,0.72,4200,4215,4135,16515,0.7,1166,27820961,1217,95.8,0%
20250507,166480,코아스템켐온,KOSDAQ,벤처기업부,3440,-140,-3.91,3600,3620,3415,153328,5.4,1131,32870376,1213,93.2,0%
20250507,52710,아모텍,KOSDAQ,중견기업부,7790,420,5.7,7640,7820,7380,40150,3.1,1139,14615109,1213,93.9,0%
20250507,16710,대성홀딩스,KOSPI,,7370,-170,-2.25,7560,7580,7310,35917,2.7,1186,16089459,1213,97.8,0%
20250507,66590,우수AMS,KOSDAQ,중견기업부,3100,0,0,3080,3125,3065,66541,2.1,1211,39073104,1211,100,0%
20250507,82850,우리바이오,KOSDAQ,벤처기업부,2265,15,0.67,2245,2280,2230,86687,2,1098,48456578,1209,90.8,0%
20250507,19550,SBI인베스트먼트,KOSDAQ,벤처기업부,729,11,1.53,712,735,712,362632,2.6,1181,162066575,1207,97.8,0%
20250507,17370,우신시스템,KOSPI,,6410,140,2.23,6330,6550,6280,119272,7.7,1174,18314054,1203,97.6,1%
20250507,35000,HS애드,KOSPI,,7230,80,1.12,7120,7250,7080,17413,1.2,1198,16567409,1198,100,0%
20250507,273640,와이엠텍,KOSDAQ,벤처기업부,9730,-70,-0.71,9720,9830,9720,2068,0.2,1067,10966000,1197,89.1,0%
20250507,187420,HLB제넥스,KOSDAQ,기술성장기업부,3530,-20,-0.56,3555,3555,3480,32364,1.1,1028,29135882,1196,86,0%
20250507,61040,알에프텍,KOSDAQ,중견기업부,3550,-170,-4.57,3820,3825,3385,263820,9.4,1139,32089259,1195,95.3,1%
20250507,302430,이노메트리,KOSDAQ,벤처기업부,8230,190,2.36,8040,8390,8040,28965,2.4,809,9833208,1194,67.8,0%
20250507,417500,제이아이테크,KOSDAQ,우량기업부,3445,45,1.32,3435,3455,3400,25232,0.9,1129,32784744,1193,94.6,0%
20250507,33290,코웰패션,KOSDAQ,중견기업부,2055,-35,-1.67,2090,2105,2055,31783,0.7,1154,56156301,1193,96.7,0%
20250507,21080,에이티넘인베스트,KOSDAQ,우량기업부,2290,15,0.66,2260,2305,2240,116937,2.7,1099,48000000,1190,92.4,0%
20250507,11150,CJ씨푸드,KOSPI,,3235,80,2.54,3150,3240,3140,441368,14.1,1162,35930773,1188,97.8,1%
20250507,300080,플리토,KOSDAQ,기술성장기업부,20500,1240,6.44,19260,20500,19260,30226,6.1,1128,5501817,1188,94.9,1%
20250507,67900,와이엔텍,KOSDAQ,우량기업부,6520,50,0.77,6470,6550,6410,12879,0.8,1187,18199659,1187,100,0%
20250507,67000,조이시티,KOSDAQ,중견기업부,1610,-27,-1.65,1675,1675,1600,129076,2.1,1125,69903446,1186,94.9,0%
20250507,39560,다산네트웍스,KOSDAQ,중견기업부,2720,-40,-1.45,2755,2830,2715,40622,1.1,1078,39613981,1186,90.9,0%
20250507,950110,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4895,-10,-0.2,4905,4905,4890,548,0,1177,24052540,1186,99.2,0%
20250507,85670,뉴프렉스,KOSDAQ,우량기업부,4635,45,0.98,4615,4640,4530,34235,1.6,1133,24450761,1182,95.9,0%
20250507,9070,KCTC,KOSPI,,3875,50,1.31,3830,3890,3780,31788,1.2,1162,30000000,1182,98.3,0%
20250507,224110,에이텍모빌리티,KOSDAQ,벤처기업부,16700,1370,8.94,15910,16940,15330,252544,41.4,892,5340000,1180,75.6,5%
20250507,382800,지앤비에스 에코,KOSDAQ,우량기업부,3700,115,3.21,3585,3725,3500,114428,4.2,1178,31831041,1178,100,0%
20250507,307930,컴퍼니케이,KOSDAQ,중견기업부,6040,230,3.96,5810,6130,5810,261366,15.7,943,15610000,1177,80.1,2%
20250507,53280,예스24,KOSDAQ,중견기업부,4250,5,0.12,4215,4255,4195,41908,1.8,1062,25000000,1176,90.3,0%
20250507,124560,태웅로직스,KOSDAQ,우량기업부,2865,5,0.17,2840,2875,2835,52820,1.5,1086,37916584,1175,92.4,0%
20250507,14710,사조씨푸드,KOSPI,,5350,160,3.08,5320,5710,5290,385947,21,921,17218543,1174,78.4,2%
20250507,204610,티쓰리,KOSDAQ,벤처기업부,1694,4,0.24,1690,1719,1688,73549,1.3,1039,61321720,1174,88.5,0%
20250507,3310,대주산업,KOSDAQ,우량기업부,2395,225,10.37,2190,2420,2130,9457907,221.1,848,35392350,1173,72.3,26%
20250507,17550,수산세보틱스,KOSPI,,1854,0,0,1840,1854,1829,63988,1.2,1157,62399130,1172,98.7,0%
20250507,18120,진로발효,KOSDAQ,우량기업부,17680,0,0,17700,17790,17410,2946,0.5,1171,6621120,1171,100,0%
20250507,451250,삐아,KOSDAQ,벤처기업부,10920,-110,-1,11070,11170,10890,139393,15.3,1102,10089877,1169,94.3,1%
20250507,2780,진흥기업,KOSPI,,741,6,0.82,735,753,732,303302,2.2,1078,145471745,1168,92.3,0%
20250507,89470,HDC현대EP,KOSPI,,3585,-20,-0.55,3660,3660,3530,19632,0.7,1144,31900000,1168,97.9,0%
20250507,348080,큐라티스,KOSDAQ,투자주의환기종목(소속부없음),1580,29,1.87,1490,1814,1406,13259979,211.4,1167,73862864,1167,100,18%
20250507,440320,오픈놀,KOSDAQ,기술성장기업부,7970,400,5.28,7590,8120,7210,412948,31.5,781,9805000,1166,67,4%
20250507,86960,MDS테크,KOSDAQ,중견기업부,1154,27,2.4,1125,1154,1110,707282,8,1071,92821788,1166,91.9,1%
20250507,170030,현대공업,KOSDAQ,우량기업부,5920,60,1.02,5860,5930,5810,70376,4.1,908,15340000,1166,77.9,0%
20250507,13310,아진산업,KOSDAQ,우량기업부,2910,55,1.93,2860,2910,2830,135392,3.9,1129,38806582,1166,96.8,0%
20250507,14440,영보화학,KOSPI,,4950,205,4.32,4750,5040,4710,246381,12,990,20000000,1164,85.1,1%
20250507,59210,메타바이오메드,KOSDAQ,우량기업부,4635,30,0.65,4580,4675,4540,163256,7.5,1106,23862351,1164,95,1%
20250507,12600,청호ICT,KOSPI,,2490,0,0,0,0,0,0,0,1161,46634517,1161,100,0%
20250507,234300,에스트래픽,KOSDAQ,우량기업부,4210,210,5.25,3960,4220,3960,415853,17.3,1159,27520215,1159,100,1%
20250507,41590,플래스크,KOSDAQ,중견기업부,789,0,0,0,0,0,0,0,1159,146916475,1159,100,0%
20250507,7280,한국특강,KOSPI,,1760,-70,-3.83,1830,1831,1756,51527,0.9,1070,60813311,1158,92.4,0%
20250507,123690,한국화장품,KOSPI,,7170,-30,-0.42,7200,7250,7020,102454,7.3,1152,16068000,1157,99.6,1%
20250507,376930,노을,KOSDAQ,기술성장기업부,2240,-155,-6.47,2200,2305,2155,1119777,24.8,828,36947060,1155,71.7,3%
20250507,338840,와이바이오로직스,KOSDAQ,기술성장기업부,7700,100,1.32,7600,7800,7370,44216,3.3,1138,14782516,1155,98.5,0%
20250507,200470,에이팩트,KOSDAQ,중견기업부,2185,40,1.86,2140,2195,2140,53005,1.1,926,42362093,1154,80.2,0%
20250507,246710,티앤알바이오팹,KOSDAQ,기술성장기업부,4465,-25,-0.56,4420,4535,4375,53967,2.4,962,21546828,1153,83.4,0%
20250507,11690,와이투솔루션,KOSPI,,3085,-65,-2.06,3240,3265,3080,2479462,78.2,1128,36574394,1152,97.9,7%
20250507,19440,세아특수강,KOSPI,,13350,30,0.23,13320,13390,13260,8065,1.1,1144,8570000,1152,99.3,0%
20250507,432430,와이랩,KOSDAQ,기술성장기업부,6070,110,1.85,5960,6260,5900,168824,10.2,998,16440320,1151,86.7,1%
20250507,9780,엠에스씨,KOSDAQ,우량기업부,6310,-110,-1.71,6420,6490,6270,74002,4.7,1111,17600000,1151,96.5,0%
20250507,39860,나노엔텍,KOSDAQ,중견기업부,3355,-65,-1.9,3360,3400,3330,88138,3,1077,32110082,1150,93.7,0%
20250507,46210,HLB파나진,KOSDAQ,벤처기업부,1995,24,1.22,1971,2015,1951,33833,0.7,871,43657588,1150,75.7,0%
20250507,322180,LS티라유텍,KOSDAQ,벤처기업부,5240,120,2.34,5120,5270,5070,26045,1.3,1096,20921984,1149,95.4,0%
20250507,41920,메디아나,KOSDAQ,우량기업부,5820,0,0,5850,5850,5640,54583,3.1,1082,18598223,1146,94.4,0%
20250507,42600,새로닉스,KOSDAQ,중견기업부,8170,-120,-1.45,8290,8290,8105,7131,0.6,1015,12423574,1145,88.6,0%
20250507,23900,풍국주정,KOSDAQ,우량기업부,8950,-30,-0.33,8980,8980,8800,6917,0.6,1128,12600000,1142,98.8,0%
20250507,126730,코칩,KOSDAQ,벤처기업부,11310,-290,-2.5,11980,11980,11210,29248,3.4,962,8503460,1141,84.3,0%
20250507,264450,유비쿼스,KOSDAQ,우량기업부,7540,50,0.67,7490,7600,7470,18786,1.4,1125,14918383,1141,98.6,0%
20250507,383930,디티앤씨알오,KOSDAQ,중견기업부,4215,-1475,-25.92,4400,4520,4100,1554335,66.9,539,12784128,1140,47.3,12%
20250507,56090,시지메드텍,KOSDAQ,벤처기업부,976,-13,-1.31,997,1001,967,279097,2.7,1008,103259036,1139,88.5,0%
20250507,2800,신신제약,KOSDAQ,중견기업부,6440,220,3.54,6220,6470,6200,391776,24.9,977,15170500,1136,86,3%
20250507,2210,동성제약,KOSPI,,2780,-1190,-29.97,3970,3970,2780,856991,29.7,726,26100970,1134,64,4%
20250507,432470,케이엔에스,KOSDAQ,벤처기업부,10420,-230,-2.16,10700,10700,10390,16145,1.7,904,8674556,1134,79.7,0%
20250507,418470,밀리의서재,KOSDAQ,벤처기업부,12700,150,1.2,12610,12740,12370,24188,3.1,1079,8499289,1131,95.4,0%
20250507,12860,모베이스전자,KOSDAQ,우량기업부,1467,-21,-1.41,1469,1488,1455,147743,2.2,1074,73233457,1131,95,0%
20250507,66700,테라젠이텍스,KOSDAQ,벤처기업부,2970,-15,-0.5,2945,3035,2925,82815,2.5,1103,37152376,1129,97.7,0%
20250507,2990,금호건설,KOSPI,,2900,-55,-1.86,2955,3015,2835,202286,5.8,1072,36953595,1127,95.1,1%
20250507,228850,레이언스,KOSDAQ,우량기업부,6760,-10,-0.15,6770,6780,6660,8927,0.6,1122,16591014,1123,99.9,0%
20250507,110790,크리스에프앤씨,KOSDAQ,우량기업부,4500,0,0,4500,5310,4455,384973,18.7,1054,23430960,1122,93.9,2%
20250507,91580,상신이디피,KOSDAQ,우량기업부,7550,40,0.53,7520,7700,7450,21244,1.6,1006,13328219,1121,89.7,0%
20250507,115310,인포바인,KOSDAQ,벤처기업부,32450,250,0.78,32200,32750,32200,2168,0.7,1036,3192883,1121,92.4,0%
20250507,2200,한국수출포장,KOSPI,,2790,-10,-0.36,2800,2800,2745,54960,1.5,1116,40000000,1120,99.6,0%
20250507,40910,아이씨디,KOSDAQ,투자주의환기종목(소속부없음),4040,-55,-1.34,4100,4115,4015,23905,1,750,18574275,1120,67,0%
20250507,42510,라온시큐어,KOSDAQ,벤처기업부,9920,300,3.12,10290,10490,9920,164435,16.6,1112,11205174,1117,99.6,1%
20250507,357230,에이치피오,KOSDAQ,우량기업부,2640,10,0.38,2600,2650,2600,15318,0.4,1111,42089487,1111,100,0%
20250507,12690,모나리자,KOSPI,,2940,60,2.08,2895,2950,2850,171873,5,1075,36571255,1110,96.8,0%
20250507,4310,현대약품,KOSPI,,3310,-75,-2.22,3360,3360,3295,47629,1.6,1059,32000000,1109,95.5,0%
20250507,91440,한울소재과학,KOSDAQ,투자주의환기종목(소속부없음),3270,-95,-2.82,3430,3520,3225,297891,9.8,898,27458039,1108,81,1%
20250507,69920,엑시온그룹,KOSDAQ,중견기업부,2440,-10,-0.41,2400,2545,2275,651378,15.7,859,35194116,1107,77.6,2%
20250507,145170,노브랜드,KOSDAQ,중견기업부,5410,10,0.19,5390,5470,5370,29319,1.6,915,16908405,1106,82.7,0%
20250507,17510,세명전기,KOSDAQ,중견기업부,7130,540,8.19,6500,7250,6480,1867207,130.3,1087,15246000,1105,98.4,12%
20250507,131400,이브이첨단소재,KOSDAQ,중견기업부,1391,-21,-1.49,1410,1443,1385,147823,2.1,829,59589882,1103,75.2,0%
20250507,2700,신일전자,KOSPI,,1541,19,1.25,1524,1542,1520,288844,4.4,1095,71047521,1102,99.4,0%
20250507,365590,하이딥,KOSDAQ,기술성장기업부,685,-9,-1.3,671,703,671,202742,1.4,1055,154081269,1102,95.7,0%
20250507,217330,싸이토젠,KOSDAQ,기술성장기업부,3815,-75,-1.93,3795,3890,3755,21959,0.8,882,23129547,1102,80,0%
20250507,396690,미래에셋글로벌리츠,KOSPI,,2780,10,0.36,2770,2780,2765,16329,0.5,1101,39605940,1101,100,0%
20250507,413640,비아이매트릭스,KOSDAQ,벤처기업부,13800,340,2.53,13460,13940,13230,96739,13.2,995,7206940,1099,90.5,1%
20250507,204840,지엘팜텍,KOSDAQ,기술성장기업부,1360,22,1.64,1345,1390,1312,978554,13.2,1047,76965206,1098,95.4,1%
20250507,445180,퓨릿,KOSDAQ,중견기업부,5700,10,0.18,5700,5710,5620,7193,0.4,956,16769188,1097,87.1,0%
20250507,11560,세보엠이씨,KOSDAQ,우량기업부,10060,-30,-0.3,10110,10110,9980,12977,1.3,1059,10530000,1096,96.6,0%
20250507,348150,고바이오랩,KOSDAQ,기술성장기업부,4885,-110,-2.2,4980,5040,4870,44195,2.2,949,19418889,1095,86.7,0%
20250507,162300,신스틸,KOSDAQ,우량기업부,2365,-25,-1.05,2365,2395,2350,30165,0.7,981,41471382,1095,89.6,0%
20250507,306620,네온테크,KOSDAQ,벤처기업부,2320,35,1.53,2300,2330,2285,174143,4,1008,43463871,1093,92.2,0%
20250507,417790,트루엔,KOSDAQ,벤처기업부,9260,130,1.42,9130,9260,9100,36163,3.3,1019,10999650,1092,93.3,0%
20250507,111710,남화산업,KOSDAQ,중견기업부,5280,-10,-0.19,5330,5330,5210,1899,0.1,1087,20588000,1091,99.6,0%
20250507,172670,에이엘티,KOSDAQ,벤처기업부,7950,50,0.63,7820,8110,7820,30411,2.4,712,8960259,1089,65.4,0%
20250507,100700,세운메디칼,KOSDAQ,우량기업부,2415,0,0,2415,2435,2400,31187,0.8,1058,43800000,1088,97.2,0%
20250507,364950,에이아이코리아,KOSDAQ,벤처기업부,13380,-10,-0.07,13670,13890,13100,747935,100.9,1061,7931139,1087,97.6,10%
20250507,264900,크라운제과,KOSPI,,8360,-20,-0.24,8380,8425,8300,22537,1.9,1047,12523850,1087,96.3,0%
20250507,35610,솔본,KOSDAQ,벤처기업부,3810,-10,-0.26,3800,3815,3770,32885,1.2,1042,27345997,1087,95.9,0%
20250507,43910,자연과환경,KOSDAQ,벤처기업부,756,-7,-0.92,763,774,745,2670287,20.2,857,113391457,1085,79,2%
20250507,34590,인천도시가스,KOSPI,,24800,150,0.61,24750,24800,24600,1226,0.3,1085,4374754,1085,100,0%
20250507,44820,코스맥스비티아이,KOSPI,,11290,10,0.09,11510,11510,11150,11948,1.3,1084,9603921,1084,100,0%
20250507,40350,크레오에스지,KOSDAQ,벤처기업부,498,-2,-0.4,500,501,491,118695,0.6,962,193205323,1084,88.7,0%
20250507,80580,오킨스전자,KOSDAQ,벤처기업부,5110,225,4.61,4900,5110,4880,53635,2.7,916,17935173,1083,84.6,0%
20250507,311390,네오크레마,KOSDAQ,벤처기업부,8200,-310,-3.64,8470,8470,7970,59823,4.9,1038,12653789,1082,95.9,0%
20250507,3100,선광,KOSDAQ,우량기업부,16400,50,0.31,16390,16400,16190,9099,1.5,1082,6600000,1082,100,0%
20250507,17900,광전자,KOSPI,,1819,4,0.22,1815,1900,1802,60271,1.1,1054,57943763,1082,97.4,0%
20250507,9300,삼아제약,KOSDAQ,우량기업부,16990,0,0,16950,17000,16820,5515,0.9,1082,6370000,1082,100,0%
20250507,12700,리드코프,KOSDAQ,우량기업부,3930,5,0.13,3900,3940,3880,16408,0.6,1039,26446135,1082,96,0%
20250507,33320,제이씨현시스템,KOSDAQ,벤처기업부,5420,250,4.84,5210,5450,5160,198295,10.6,1036,19114432,1080,95.9,1%
20250507,131030,옵투스제약,KOSDAQ,우량기업부,6260,60,0.97,6200,6310,5950,53676,3.3,1011,16153162,1077,93.9,0%
20250507,138080,오이솔루션,KOSDAQ,벤처기업부,9400,50,0.53,9340,9480,9300,9509,0.9,999,10624095,1076,92.8,0%
20250507,13570,디와이,KOSPI,,3945,-25,-0.63,4015,4020,3920,16803,0.7,1038,26319633,1074,96.6,0%
20250507,90080,평화산업,KOSPI,,1243,182,17.15,1186,1360,1185,30774152,393.3,682,54902259,1071,63.7,58%
20250507,183490,엔지켐생명과학,KOSDAQ,기술성장기업부,1113,-30,-2.62,1143,1144,1109,153547,1.7,947,85065562,1071,88.4,0%
20250507,217820,원익피앤이,KOSDAQ,중견기업부,2175,40,1.87,2135,2345,2130,311713,7,1032,47454559,1070,96.4,1%
20250507,163560,동일고무벨트,KOSPI,,7040,-60,-0.85,7030,7100,6980,16319,1.1,979,13900000,1070,91.5,0%
20250507,225190,LK삼양,KOSDAQ,중견기업부,1905,24,1.28,1888,1906,1869,189058,3.6,967,50748440,1066,90.7,0%
20250507,244920,에이플러스에셋,KOSPI,,4650,-40,-0.85,4665,4800,4615,41254,1.9,1051,22607693,1066,98.6,0%
20250507,382480,지아이텍,KOSDAQ,벤처기업부,2470,15,0.61,2445,2575,2420,415571,10.3,972,39357140,1065,91.3,1%
20250507,11390,부산산업,KOSPI,,100800,6700,7.12,94100,102700,91800,34308,33.6,1064,1056000,1064,100,3%
20250507,38460,바이오스마트,KOSDAQ,우량기업부,3690,75,2.07,3570,3705,3500,717121,26.3,965,26164438,1064,90.7,3%
20250507,444530,심플랫폼,KOSDAQ,기술성장기업부,14500,270,1.9,14020,14610,14020,421447,60.5,905,6241227,1063,85.1,7%
20250507,111380,동인기연,KOSPI,,16490,-190,-1.14,16510,16670,16200,7249,1.2,1011,6128000,1063,95.1,0%
20250507,102370,케이옥션,KOSDAQ,기술성장기업부,3745,185,5.2,3645,3780,3555,656554,24.2,1020,27229210,1062,96,2%
20250507,64240,홈캐스트,KOSDAQ,중견기업부,2605,-5,-0.19,2610,2685,2550,85796,2.2,913,35038012,1058,86.3,0%
