기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가_점수,ㄴ
20250507,126560,현대퓨처넷,KOSPI,,2905,55,1.93,2910,2910,2835,129997,3.7,3201,110202945,3593,89.1,0%
20250507,82800,비보존 제약,KOSDAQ,중견기업부,6840,-30,-0.44,6900,7070,6760,101024,6.9,3427,50104666,3582,95.7,0%
20250507,20000,한섬,KOSPI,,15240,20,0.13,15240,15440,15100,28969,4.4,3420,22437747,3545,96.5,0%
20250507,93230,이아이디,KOSPI,,1392,0,0,0,0,0,0,0,3541,254384360,3541,100,0%
20250507,393890,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,9290,-110,-1.17,9410,9930,9250,3328548,320.7,3144,33843144,3540,88.8,10%
20250507,37270,YG PLUS,KOSPI,,5470,-110,-1.97,5490,5550,5360,799870,43.5,3470,63429410,3539,98.1,1%
20250507,4700,조광피혁,KOSPI,,52300,400,0.77,51700,52800,51500,6583,3.4,3477,6649138,3524,98.7,0%
20250507,27410,BGF,KOSPI,,3635,50,1.39,3575,3635,3555,67301,2.4,3479,95716791,3479,100,0%
20250507,32500,케이엠더블유,KOSDAQ,중견기업부,8730,150,1.75,8740,8830,8590,67344,5.9,3476,39820883,3476,100,0%
20250507,24720,콜마홀딩스,KOSPI,,9490,110,1.17,9350,9490,9220,107579,10.1,3255,34296259,3464,94,0%
20250507,101970,우양에이치씨,KOSDAQ,중견기업부,20150,-250,-1.23,20350,20600,19600,61234,12.2,2931,14547709,3455,84.8,0%
20250507,38500,삼표시멘트,KOSDAQ,우량기업부,3170,55,1.77,3130,3180,3115,115839,3.6,3421,107916306,3448,99.2,0%
20250507,25860,남해화학,KOSPI,,6880,120,1.78,6790,6880,6760,34876,2.4,3418,49678843,3448,99.1,0%
20250507,16590,신대양제지,KOSPI,,7750,-660,-7.85,8410,8410,7700,27161,2.2,3123,40297820,3441,90.8,0%
20250507,304360,에스바이오메딕스,KOSDAQ,벤처기업부,20750,-600,-2.81,21450,21650,20400,76625,16,2461,11859796,3430,71.7,1%
20250507,2310,아세아제지,KOSPI,,6810,-40,-0.58,6850,6850,6730,256574,17.4,2835,41632510,3414,83,1%
20250507,33270,유나이티드제약,KOSPI,,19370,70,0.36,19280,19430,19000,54901,10.5,3164,16333822,3406,92.9,0%
20250507,199800,툴젠,KOSDAQ,기술성장기업부,35750,-1050,-2.85,36500,36550,33250,13291,4.7,3059,8556355,3405,89.8,0%
20250507,419530,SAMG엔터,KOSDAQ,기술성장기업부,36800,-1550,-4.04,38350,38900,36450,203292,76.3,3228,8770930,3399,95,2%
20250507,402030,코난테크놀로지,KOSDAQ,기술성장기업부,27600,2800,11.29,24950,27700,24650,147340,39.4,3165,11467288,3371,93.9,1%
20250507,5090,SGC에너지,KOSPI,,23350,250,1.08,23200,23600,23000,31441,7.3,3365,14409333,3365,100,0%
20250507,5390,신성통상,KOSPI,,2290,10,0.44,2275,2310,2260,187918,4.3,3291,143708390,3356,98.1,0%
20250507,334970,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4025,-90,-2.19,4055,4055,3920,95475,3.8,3116,77417637,3356,92.8,0%
20250507,115180,큐리언트,KOSDAQ,벤처기업부,9870,450,4.78,9420,10020,9100,171155,16.4,3196,32381781,3355,95.3,1%
20250507,94480,갤럭시아머니트리,KOSDAQ,중견기업부,8530,360,4.41,8260,8570,8210,772711,65.1,3346,39229838,3346,100,2%
20250507,41830,인바디,KOSDAQ,우량기업부,24800,400,1.64,24500,25050,24300,50312,12.5,3343,13480882,3343,100,0%
20250507,101160,월덱스,KOSDAQ,우량기업부,17490,40,0.23,17500,17660,17440,29590,5.2,2888,16510993,3343,86.4,0%
20250507,249420,일동제약,KOSPI,,11570,-330,-2.77,11930,11930,11440,49177,5.7,3247,28062501,3339,97.2,0%
20250507,44490,태웅,KOSDAQ,우량기업부,15750,490,3.21,15260,16060,15110,73250,11.6,3151,20007381,3331,94.6,0%
20250507,60250,NHN KCP,KOSDAQ GLOBAL,우량기업부,7730,20,0.26,7710,7800,7610,38314,2.9,3104,40160611,3325,93.4,0%
20250507,48870,시너지이노베이션,KOSDAQ,벤처기업부,2885,30,1.05,2850,2915,2850,373370,10.7,2535,87870096,3321,76.3,0%
20250507,338220,뷰노,KOSDAQ,기술성장기업부,18700,110,0.59,18400,18740,18000,32796,6.1,2618,13999323,3318,78.9,0%
20250507,32820,우리기술,KOSDAQ,벤처기업부,1827,-102,-5.29,1709,1842,1708,7007180,126.4,3009,164677432,3310,90.9,4%
20250507,78160,메디포스트,KOSDAQ,벤처기업부,8640,-340,-3.79,8970,9000,8320,33223,2.9,2956,34217785,3309,89.3,0%
20250507,322000,HD현대에너지솔루션,KOSPI,,29200,1100,3.91,28950,29400,28100,78547,22.6,3270,11200000,3304,99,1%
20250507,348340,뉴로메카,KOSDAQ,기술성장기업부,25550,350,1.39,25100,25550,24700,31282,7.9,2897,11337587,3301,87.8,0%
20250507,136480,하림,KOSDAQ,중견기업부,3090,5,0.16,3085,3095,3075,165069,5.1,3282,106209702,3293,99.7,0%
20250507,67080,대화제약,KOSDAQ,중견기업부,14300,-730,-4.86,14800,14960,14110,248128,35.9,2662,18616650,3291,80.9,1%
20250507,119610,인터로조,KOSDAQ,중견기업부,24900,0,0,0,0,0,0,0,3291,13216478,3291,100,0%
20250507,11930,신성이엔지,KOSPI,,1405,56,4.15,1351,1435,1351,2469333,34.5,2892,205848151,3285,88,1%
20250507,1340,PKC,KOSPI,,6310,-100,-1.56,6260,6450,6200,120141,7.6,2834,44918407,3284,86.3,0%
20250507,243070,휴온스,KOSDAQ GLOBAL,우량기업부,26550,-750,-2.75,27650,30300,26100,347292,96.9,3181,11979665,3270,97.3,3%
20250507,680,LS네트웍스,KOSPI,,3470,90,2.66,3335,3470,3335,380279,13,2734,78803016,3243,84.3,0%
20250507,43150,바텍,KOSDAQ,우량기업부,20050,0,0,20050,20150,19970,3896,0.8,2978,14854256,3238,92,0%
20250507,45660,에이텍,KOSDAQ,벤처기업부,29200,3150,12.09,27450,30150,26500,800193,232.1,2412,8260000,3226,74.8,10%
20250507,394280,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,13090,260,2.03,12830,13190,12680,50863,6.6,2880,22003494,3215,89.6,0%
20250507,389140,포바이포,KOSDAQ,벤처기업부,24350,5610,29.94,19020,24350,17400,7986632,1708.1,2706,11112735,3212,84.2,63%
20250507,35150,백산,KOSPI,,14200,-80,-0.56,14260,14290,14080,15341,2.2,3018,21250000,3209,94,0%
20250507,11760,현대코퍼레이션,KOSPI,,22750,0,0,22600,22850,22250,39314,8.9,3010,13228966,3201,94,0%
20250507,3000,부광약품,KOSPI,,3925,-70,-1.75,3985,4000,3915,54045,2.1,2687,68454671,3190,84.2,0%
20250507,439090,마녀공장,KOSDAQ,중견기업부,19120,240,1.27,18940,19250,18720,115380,21.9,3132,16378260,3181,98.5,1%
20250507,490,대동,KOSPI,,10390,40,0.39,10270,10430,10250,89848,9.3,2665,25654140,3177,83.9,0%
20250507,416180,신성에스티,KOSDAQ,벤처기업부,33000,600,1.85,33000,33000,32300,26272,8.6,2983,9039778,3177,93.9,0%
20250507,7690,국도화학,KOSPI,,34300,1500,4.57,32800,34600,32800,28736,9.8,3176,9260832,3176,100,0%
20250507,900140,엘브이엠씨홀딩스,KOSPI,,1720,0,0,1708,1737,1708,228515,3.9,2951,171588411,3176,92.9,0%
20250507,105550,엣지파운드리,KOSDAQ,중견기업부,3395,-235,-6.47,3635,3660,3115,2808707,93.1,2627,77386914,3153,83.3,4%
20250507,3220,대원제약,KOSPI,,13720,-150,-1.08,14020,14480,13695,166082,23.1,3077,22427583,3153,97.6,1%
20250507,473980,노머스,KOSDAQ,기술성장기업부,28450,750,2.71,27450,28850,27200,142032,40.2,3094,10875617,3148,98.3,1%
20250507,4430,송원산업,KOSPI,,12220,70,0.58,12160,12240,11790,76510,9.2,2933,24000000,3137,93.5,0%
20250507,10690,화신,KOSPI,,7750,-40,-0.51,7780,7780,7610,82702,6.4,2706,34920410,3129,86.5,0%
20250507,56080,유진로봇,KOSDAQ,중견기업부,7550,210,2.86,7350,7550,7290,134415,10,2832,37512152,3125,90.6,0%
20250507,18310,삼목에스폼,KOSDAQ,우량기업부,20250,-400,-1.94,20550,20600,20200,6443,1.3,2977,14700000,3124,95.3,0%
20250507,72710,농심홀딩스,KOSPI,,67100,0,0,67300,67300,66700,1515,1,3112,4637790,3117,99.8,0%
20250507,448280,에코아이,KOSDAQ,중견기업부,30900,-300,-0.96,31000,31600,29750,190965,58.6,3052,9877043,3116,97.9,2%
20250507,230240,에치에프알,KOSDAQ,우량기업부,18720,60,0.32,18590,19050,18530,34207,6.4,2491,13309000,3108,80.1,0%
20250507,6390,한일현대시멘트,KOSPI,,16080,170,1.07,15890,16100,15770,20952,3.3,3108,19327672,3108,100,0%
20250507,104700,한국철강,KOSPI,,8350,-90,-1.07,8520,8520,8210,18257,1.5,3044,36450000,3106,98,0%
20250507,110990,디아이티,KOSDAQ,우량기업부,13190,380,2.97,12760,13200,12710,28626,3.7,2493,18900000,3105,80.3,0%
20250507,49070,인탑스,KOSDAQ,우량기업부,16100,70,0.44,16030,16200,15940,28715,4.6,2769,17200000,3098,89.4,0%
20250507,123890,한국자산신탁,KOSPI,,2370,30,1.28,2340,2375,2330,69580,1.6,2900,122373926,3087,93.9,0%
20250507,27360,아주IB투자,KOSDAQ,벤처기업부,2310,50,2.21,2265,2325,2245,365131,8.3,2794,120945406,3084,90.6,0%
20250507,15360,INVENI,KOSPI,,50500,-700,-1.37,51200,51200,50100,5325,2.7,3030,6000000,3078,98.4,0%
20250507,89970,브이엠,KOSDAQ,우량기업부,11330,-570,-4.79,11790,12000,11140,113572,13,2728,24075595,3062,89.1,0%
20250507,79940,가비아,KOSDAQ,우량기업부,21850,-150,-0.68,22100,22200,21400,24128,5.2,2958,13535684,3046,97.1,0%
20250507,45100,한양이엔지,KOSDAQ,우량기업부,16320,110,0.68,16160,16330,16140,10295,1.7,2938,18000000,3040,96.6,0%
20250507,476060,온코닉테라퓨틱스,KOSDAQ,기술성장기업부,22150,-350,-1.56,21750,23750,20800,1157029,260.7,2437,11002310,3031,80.4,11%
20250507,339770,교촌에프앤비,KOSPI,,5390,30,0.56,5420,5420,5300,46843,2.5,2693,49965080,3023,89.1,0%
20250507,51360,토비스,KOSDAQ,우량기업부,15570,-660,-4.07,15920,16000,15330,125810,19.5,2502,16067058,3014,83,1%
20250507,286940,롯데이노베이트,KOSPI,,18990,170,0.9,18820,19040,18800,7846,1.5,2873,15129367,3006,95.6,0%
20250507,7810,코리아써키트,KOSPI,,10380,120,1.17,10270,10450,10270,22139,2.3,2452,23620751,3005,81.6,0%
20250507,372170,윤성에프앤씨,KOSDAQ,기술성장기업부,33950,500,1.49,34000,34300,33350,14469,4.9,2709,7979048,3004,90.2,0%
20250507,88260,이리츠코크렙,KOSPI,,4700,-35,-0.74,4735,4740,4660,22063,1,2977,63341590,2999,99.3,0%
20250507,520,삼일제약,KOSPI,,12350,-90,-0.72,12210,12370,12010,117204,14.3,2679,21691811,2985,89.7,1%
20250507,39840,디오,KOSDAQ,중견기업부,19880,180,0.91,19700,19930,19610,44976,8.9,2978,14981755,2978,100,0%
20250507,182360,큐브엔터,KOSDAQ,우량기업부,19470,-370,-1.86,19500,19640,19390,136978,26.7,2921,15002490,2976,98.2,1%
20250507,1820,삼화콘덴서,KOSPI,,25000,450,1.83,24550,25150,24550,13557,3.4,2599,10395000,2973,87.4,0%
20250507,148150,세경하이테크,KOSDAQ,우량기업부,7170,20,0.28,7110,7240,7010,78400,5.6,2571,35860429,2966,86.7,0%
20250507,1940,KISCO홀딩스,KOSPI,,20600,-100,-0.48,20850,20850,20350,13647,2.8,2920,14176380,2963,98.5,0%
20250507,33240,자화전자,KOSPI,,11690,-130,-1.1,11800,11870,11600,34029,4,2590,22155870,2962,87.4,0%
20250507,252990,샘씨엔에스,KOSDAQ,기술성장기업부,4650,30,0.65,4670,4685,4580,42378,2,2715,58388063,2960,91.7,0%
20250507,4980,성신양회,KOSPI,,9390,530,5.98,8870,9480,8730,781396,71.6,2302,24516073,2959,77.8,3%
20250507,100790,미래에셋벤처투자,KOSDAQ,우량기업부,4880,110,2.31,4785,4880,4770,85931,4.1,2592,53124634,2954,87.7,0%
20250507,2320,한진,KOSPI,,18970,90,0.48,18870,19050,18810,10292,1.9,2836,14947628,2948,96.2,0%
20250507,117730,티로보틱스,KOSDAQ,벤처기업부,11930,760,6.8,11200,12020,10990,513776,60,2241,18782090,2944,76.1,3%
20250507,25770,한국정보통신,KOSDAQ,우량기업부,7690,-40,-0.52,7730,7780,7680,7770,0.6,2879,37444271,2939,98,0%
20250507,267980,매일유업,KOSDAQ,우량기업부,37150,-300,-0.8,37650,37950,36900,3942,1.5,2914,7843638,2937,99.2,0%
20250507,900290,GRT,KOSDAQ,외국기업(소속부없음),3410,185,5.74,3250,3480,3170,505653,16.9,2757,80850000,2935,93.9,1%
20250507,45390,대아티아이,KOSDAQ,우량기업부,4160,245,6.26,3885,4175,3870,1094888,44.4,2932,70473377,2932,100,2%
20250507,377190,디앤디플랫폼리츠,KOSPI,,3210,-40,-1.23,3275,3275,3205,30489,1,2838,88400000,2930,96.9,0%
20250507,126720,수산인더스트리,KOSPI,,19800,180,0.92,19170,19800,19100,22239,4.3,2829,14286000,2929,96.6,0%
20250507,84850,아이티엠반도체,KOSDAQ GLOBAL,중견기업부,12910,460,3.69,12680,13110,12480,72405,9.3,2928,22682934,2928,100,0%
20250507,256840,한국비엔씨,KOSDAQ,벤처기업부,4100,-40,-0.97,4135,4145,4025,100118,4.1,2804,68394886,2920,96,0%
20250507,9290,광동제약,KOSPI,,5500,10,0.18,5480,5530,5470,18166,1,2883,52420851,2920,98.7,0%
20250507,41020,폴라리스오피스,KOSDAQ,벤처기업부,5140,180,3.63,4980,5150,4925,203757,10.3,2556,49725498,2914,87.7,0%
20250507,1270,부국증권,KOSPI,,28050,450,1.63,27700,28100,27700,6717,1.9,2909,10369886,2909,100,0%
20250507,51500,CJ프레시웨이,KOSDAQ,우량기업부,24450,350,1.45,24100,24450,23900,28769,7,2903,11871586,2903,100,0%
20250507,950170,JTC,KOSDAQ,외국기업(소속부없음),5600,0,0,5700,6000,5430,594459,34.4,2898,51746348,2898,100,1%
20250507,389020,자람테크놀로지,KOSDAQ,기술성장기업부,37700,1000,2.72,37700,38050,36700,22081,8.3,2337,6197730,2876,81.3,0%
20250507,91120,이엠텍,KOSDAQ,중견기업부,12000,-110,-0.91,12200,12200,11700,84192,10,2056,17132936,2866,71.7,0%
20250507,54950,제이브이엠,KOSDAQ,우량기업부,22950,0,0,23400,23400,22450,30083,6.9,2775,12089892,2853,97.3,0%
20250507,216080,제테마,KOSDAQ,우량기업부,7330,-50,-0.68,7210,7340,7100,65434,4.7,2627,35844518,2853,92.1,0%
20250507,58430,포스코스틸리온,KOSPI,,38400,50,0.13,38350,38650,37800,12096,4.6,2304,6000000,2850,80.8,0%
20250507,8970,동양철관,KOSPI,,1388,-9,-0.64,1381,1407,1358,8755185,121,2205,158844223,2849,77.4,5%
20250507,65680,우주일렉트로,KOSDAQ,우량기업부,28250,-300,-1.05,28600,29000,27650,26918,7.6,2610,9240471,2846,91.7,0%
20250507,265520,AP시스템,KOSDAQ,우량기업부,17230,180,1.06,17110,17270,16960,15796,2.7,2633,15281421,2844,92.6,0%
20250507,6060,화승인더,KOSPI,,4625,-25,-0.54,4645,4650,4560,116413,5.4,2559,55320000,2843,90,0%
20250507,31330,에스에이엠티,KOSDAQ,우량기업부,2695,-5,-0.19,2695,2710,2680,156425,4.2,2695,99995067,2830,95.2,0%
20250507,14940,오리엔탈정공,KOSDAQ,우량기업부,5560,90,1.65,5570,5580,5470,397152,21.9,2534,45573661,2821,89.8,1%
20250507,3800,에이스침대,KOSDAQ,우량기업부,25300,-100,-0.39,25350,25450,25150,2065,0.5,2806,11090000,2817,99.6,0%
20250507,11500,한농화성,KOSPI,,14810,50,0.34,14940,14940,14690,37384,5.5,2316,15637042,2808,82.5,0%
20250507,151860,KG에코솔루션,KOSDAQ,우량기업부,5510,-110,-1.96,5620,5670,5500,55991,3.1,2623,47603002,2804,93.5,0%
20250507,230360,에코마케팅,KOSDAQ,우량기업부,8320,30,0.36,8290,8350,8250,34369,2.9,2618,31468029,2801,93.5,0%
20250507,13580,계룡건설,KOSPI,,27150,2100,8.38,25200,29100,24250,4468617,1210.3,2425,8930907,2795,86.8,50%
20250507,53610,프로텍,KOSDAQ,우량기업부,23700,-950,-3.85,24900,24900,23700,30810,7.5,2607,11000000,2794,93.3,0%
20250507,104830,원익머트리얼즈,KOSDAQ,우량기업부,19840,-560,-2.75,20400,20400,19740,42071,8.4,2501,12608000,2793,89.5,0%
20250507,9680,모토닉,KOSPI,,9820,-110,-1.11,9930,9930,9750,38948,3.8,2755,28050000,2785,98.9,0%
20250507,12030,DB,KOSPI,,1272,2,0.16,1270,1275,1262,54851,0.7,2559,201173933,2774,92.2,0%
20250507,23410,유진기업,KOSDAQ,우량기업부,3475,15,0.43,3425,3475,3425,117297,4.1,2687,77310863,2772,96.9,0%
20250507,371950,풍원정밀,KOSDAQ,기술성장기업부,11980,-150,-1.24,11990,12250,11830,10179,1.2,2521,21040488,2767,91.1,0%
20250507,67390,아스트,KOSDAQ,중견기업부,564,7,1.26,557,566,553,305170,1.7,2229,395157579,2766,80.6,0%
20250507,298830,슈어소프트테크,KOSDAQ,벤처기업부,5000,5,0.1,4970,5030,4850,208452,10.3,2631,52619061,2757,95.4,0%
20250507,108670,LX하우시스,KOSPI,,29150,0,0,29200,29400,28650,19903,5.8,2614,8967670,2753,95,0%
20250507,71280,로체시스템즈,KOSDAQ,우량기업부,14500,-100,-0.68,14750,14790,14400,10671,1.6,2218,15296603,2753,80.6,0%
20250507,1390,KG케미칼,KOSPI,,3850,-70,-1.79,3920,3950,3850,152175,5.9,2636,68469040,2752,95.8,0%
20250507,255220,SG,KOSDAQ,중견기업부,2570,90,3.63,2420,2590,2385,831793,20.6,2530,98425162,2750,92,1%
20250507,295310,에이치브이엠,KOSDAQ,기술성장기업부,22550,1700,8.15,21200,22650,20850,198976,43.7,2684,11901931,2749,97.6,2%
20250507,389260,대명에너지,KOSDAQ,우량기업부,14720,520,3.66,14200,14850,13900,49952,7.2,2510,17050000,2748,91.3,0%
20250507,8060,대덕,KOSPI,,7780,-10,-0.13,7800,7840,7730,88227,6.9,2637,33890150,2725,96.8,0%
20250507,226320,잇츠한불,KOSPI,,12370,-30,-0.24,12790,12790,12190,28686,3.5,2713,21929315,2719,99.8,0%
20250507,13990,아가방컴퍼니,KOSDAQ,우량기업부,7460,260,3.61,7610,7630,7200,1753444,129.6,2453,32887536,2707,90.6,5%
20250507,16610,DB증권,KOSPI,,6290,-80,-1.26,6360,6380,6200,103419,6.5,2670,42446389,2704,98.7,0%
20250507,34830,한국토지신탁,KOSPI,,1068,-3,-0.28,1071,1073,1061,201537,2.1,2697,252489230,2704,99.7,0%
20250507,47560,이스트소프트,KOSDAQ,중견기업부,20200,830,4.28,19400,20400,19240,134217,26.7,2349,11626292,2696,87.1,1%
20250507,357550,석경에이티,KOSDAQ,기술성장기업부,48350,-1050,-2.13,49350,49400,48200,4967,2.4,2637,5455000,2695,97.8,0%
20250507,14160,대영포장,KOSPI,,1335,151,12.75,1280,1473,1278,51399504,715.2,1447,108394549,2688,53.8,49%
20250507,1200,유진투자증권,KOSPI,,2735,-5,-0.18,2745,2745,2670,308889,8.4,2649,96866418,2683,98.7,0%
20250507,179290,엠아이텍,KOSDAQ,우량기업부,8280,50,0.61,8230,8380,8210,62143,5.1,2680,32365678,2683,99.9,0%
20250507,285490,노바텍,KOSDAQ,벤처기업부,18750,520,2.85,18410,18890,18110,111198,20.7,1983,10575831,2681,74,1%
20250507,360070,탑머티리얼,KOSDAQ,우량기업부,27450,0,0,27450,27900,26900,18225,5,2234,8138143,2681,83.3,0%
20250507,168360,펨트론,KOSDAQ,우량기업부,9720,-260,-2.61,10140,10140,9630,112385,11,2069,21288284,2680,77.2,1%
20250507,122900,아이마켓코리아,KOSPI,,8010,10,0.13,8000,8020,7940,33329,2.7,2678,33428840,2678,100,0%
20250507,356680,엑스게이트,KOSDAQ,벤처기업부,7380,280,3.94,7110,7400,7110,204969,14.9,2107,28543492,2677,78.7,1%
20250507,95500,미래나노텍,KOSDAQ,우량기업부,7750,-40,-0.51,7850,7900,7620,96431,7.4,2403,31009999,2676,89.8,0%
20250507,9160,SIMPAC,KOSPI,,4020,-5,-0.12,4025,4030,3980,33067,1.3,2630,65429516,2660,98.9,0%
20250507,260970,에스앤디,KOSDAQ,우량기업부,89500,-2200,-2.4,91200,93000,88200,50828,45.5,2589,2892754,2653,97.6,2%
20250507,86390,유니테스트,KOSDAQ,중견기업부,10050,50,0.5,10010,10200,9950,27343,2.8,2124,21134126,2616,81.2,0%
20250507,294570,쿠콘,KOSDAQ,우량기업부,22850,3390,17.42,19330,23100,19330,841835,186.2,2343,10254685,2615,89.6,8%
20250507,368770,파이버프로,KOSDAQ,벤처기업부,7220,50,0.7,7170,7450,7110,260944,19,2372,32854225,2612,90.8,1%
20250507,308430,셀비온,KOSDAQ,기술성장기업부,15050,-260,-1.7,15090,15360,14710,179333,27,1927,12801009,2611,73.8,1%
20250507,126700,하이비젼시스템,KOSDAQ,우량기업부,15790,-40,-0.25,15790,15920,15610,48762,7.7,2359,14942112,2595,90.9,0%
20250507,138610,나이벡,KOSDAQ,기술성장기업부,19320,10,0.05,19090,19610,18710,62151,11.9,2112,10932838,2593,81.5,1%
20250507,393970,대진첨단소재,KOSDAQ,벤처기업부,12040,180,1.52,11860,12300,11860,419190,50.6,1782,14796820,2592,68.8,3%
20250507,2630,오리엔트바이오,KOSPI,,1790,413,29.99,1443,1790,1424,37479187,620.3,2123,118583005,2579,82.3,29%
20250507,92230,KPX홀딩스,KOSPI,,61000,600,0.99,60200,61000,60200,2237,1.4,2577,4224646,2577,100,0%
20250507,200710,에이디테크놀로지,KOSDAQ,중견기업부,15450,400,2.66,15160,15480,15070,34162,5.2,2077,13440822,2575,80.7,0%
20250507,475960,토모큐브,KOSDAQ,기술성장기업부,19460,40,0.21,19030,19600,18550,497319,95.7,2563,13170874,2563,100,4%
20250507,112290,와이씨켐,KOSDAQ,기술성장기업부,21400,350,1.66,21050,21550,20850,55203,11.7,2164,10110545,2563,84.4,1%
20250507,127120,제이에스링크,KOSDAQ,벤처기업부,10410,-90,-0.86,10750,10780,10010,155035,16,2538,24384390,2560,99.1,1%
20250507,17390,서울가스,KOSPI,,51200,300,0.59,50900,51400,50900,2714,1.4,2560,5000000,2560,100,0%
20250507,5720,넥센,KOSPI,,4780,110,2.36,4675,4780,4660,29702,1.4,2559,53543977,2559,100,0%
20250507,241520,DSC인베스트먼트,KOSDAQ,중견기업부,7470,710,10.5,6760,7940,6750,7772319,581.1,2017,27000000,2557,78.9,29%
20250507,323990,박셀바이오,KOSDAQ,기술성장기업부,9330,-290,-3.01,9490,9490,9190,166771,15.5,2170,23257345,2556,84.9,1%
20250507,481070,에이유브랜즈,KOSDAQ,중견기업부,12900,-250,-1.9,13510,13520,12820,98128,12.8,1827,14160000,2556,71.5,1%
20250507,298690,에어부산,KOSPI,,2190,145,7.09,2105,2315,2100,2655846,59.3,2554,116640000,2554,100,2%
20250507,2810,삼영무역,KOSPI,,13750,10,0.07,13740,13780,13620,12383,1.7,2539,18466948,2539,100,0%
20250507,29460,케이씨,KOSPI,,18570,-20,-0.11,18380,18590,18280,3627,0.7,2457,13231263,2532,97,0%
20250507,89980,상아프론테크,KOSDAQ,우량기업부,15740,540,3.55,15400,15800,15160,40190,6.2,2517,15989037,2523,99.8,0%
20250507,3350,한국화장품제조,KOSPI,,53600,-1800,-3.25,54800,54900,51300,107728,56.6,2429,4532000,2520,96.4,2%
20250507,90360,로보스타,KOSDAQ,중견기업부,25300,1100,4.55,24200,25450,24100,81210,20.3,2467,9750000,2520,97.9,1%
20250507,9470,삼화전기,KOSPI,,28450,-100,-0.35,28400,28650,28100,18820,5.3,1882,6613820,2493,75.5,0%
20250507,5500,삼진제약,KOSPI,,17780,120,0.68,17660,17780,17600,5402,1,2471,13900000,2492,99.2,0%
20250507,60150,인선이엔티,KOSDAQ,중견기업부,5140,30,0.59,5110,5150,5060,23126,1.2,2393,46563612,2491,96.1,0%
20250507,480,CR홀딩스,KOSPI,,5210,40,0.77,5170,5220,5170,4851,0.3,2443,46890490,2485,98.3,0%
20250507,114810,한솔아이원스,KOSDAQ,우량기업부,7830,50,0.64,7690,7940,7690,40003,3.1,2280,29113174,2483,91.8,0%
20250507,107640,한중엔시에스,KOSDAQ,기술성장기업부,27400,0,0,27900,28500,27100,143588,39.6,2482,9057946,2482,100,2%
20250507,7460,에이프로젠,KOSPI,,685,-15,-2.14,696,696,681,1247466,8.6,2136,311826676,2482,86.1,0%
20250507,432720,퀄리타스반도체,KOSDAQ,기술성장기업부,15200,-150,-0.98,15470,15700,15080,207151,31.8,2130,14011412,2465,86.4,1%
20250507,96040,이트론,KOSDAQ,투자주의환기종목(소속부없음),271,0,0,0,0,0,0,0,2456,906131295,2456,100,0%
20250507,1230,동국홀딩스,KOSPI,,7120,-30,-0.42,7150,7170,6990,34583,2.4,2264,31800483,2452,92.3,0%
20250507,86820,바이오솔루션,KOSDAQ,기술성장기업부,30000,3050,11.32,26950,30000,26250,70304,20.2,2449,8163426,2449,100,1%
20250507,123860,아나패스,KOSDAQ,벤처기업부,19360,-120,-0.62,19390,19540,19200,30554,5.9,2347,12123415,2449,95.8,0%
20250507,356860,티엘비,KOSDAQ,우량기업부,17830,290,1.65,17590,17980,17420,64310,11.4,1753,9832630,2448,71.6,1%
20250507,452260,한화갤러리아,KOSPI,,1202,-2,-0.17,1204,1213,1197,406143,4.9,2330,193859610,2448,95.2,0%
20250507,1250,GS글로벌,KOSPI,,2580,25,0.98,2555,2585,2540,251560,6.4,2129,82533764,2443,87.1,0%
20250507,194370,제이에스코퍼레이션,KOSPI,,8010,-20,-0.25,8110,8210,7920,75686,6.1,2239,27958128,2442,91.7,0%
20250507,83930,아바코,KOSDAQ,우량기업부,13200,-170,-1.27,13220,14410,12850,151399,20,1968,14912798,2438,80.7,1%
20250507,83420,그린케미칼,KOSPI,,8370,380,4.76,8200,8500,7830,848282,70.3,2009,24000000,2434,82.5,3%
20250507,263720,디앤씨미디어,KOSDAQ,벤처기업부,17440,-200,-1.13,17500,17600,17110,46832,8.1,2184,12524473,2426,90,0%
20250507,35600,KG이니시스,KOSDAQ,우량기업부,8740,30,0.34,8790,8790,8690,26693,2.3,2408,27554434,2425,99.3,0%
20250507,450140,코오롱모빌리티그룹,KOSPI,,2060,-40,-1.9,2090,2120,2045,466198,9.6,1293,62777250,2423,53.4,1%
20250507,334890,이지스밸류리츠,KOSPI,,4665,-25,-0.53,4670,4705,4645,56734,2.7,2400,51443469,2423,99.1,0%
20250507,118990,모트렉스,KOSDAQ,우량기업부,8580,120,1.42,8580,8620,8460,38996,3.3,2133,24861990,2419,88.2,0%
20250507,430,대원강업,KOSPI,,3850,20,0.52,3830,3850,3750,37185,1.4,2387,62000000,2418,98.7,0%
20250507,100120,뷰웍스,KOSDAQ,우량기업부,24150,-300,-1.23,23850,24450,23850,12059,2.9,2355,9750000,2413,97.6,0%
20250507,138490,코오롱ENP,KOSPI,,6340,190,3.09,6130,6340,6130,34485,2.2,2409,38000000,2409,100,0%
20250507,53580,웹케시,KOSDAQ,우량기업부,15100,3480,29.95,11790,15100,11700,6766458,921.8,2059,13636248,2404,85.6,45%
