기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,비중
20250509,14160,대영포장,KOSPI,,1452,36,2.54,1440,1577,1370,63123165,934.8,1574,108394549,59%
20250509,226590,엠디바이스,KOSDAQ,기술성장기업부,13360,530,4.13,12850,13920,12400,6232869,838.1,1412,10567784,59%
20250509,52600,한네트,KOSDAQ,중견기업부,4380,225,5.42,4155,4995,4115,6362668,292.5,506,11563700,58%
20250509,50,경방,KOSPI,,9220,820,9.76,8190,10920,7670,13799854,1365.9,2528,27415270,54%
20250509,377480,마음AI,KOSDAQ,기술성장기업부,21700,4970,29.71,16740,21700,16260,3909877,783.1,1457,6714868,54%
20250509,89150,케이씨티,KOSDAQ,중견기업부,2425,235,10.73,2195,2845,2170,8238297,218.3,416,17150000,52%
20250509,207760,미스터블루,KOSDAQ,중견기업부,1619,22,1.38,1684,1850,1580,36524570,645.3,1345,83079783,48%
20250509,344860,이노진,KOSDAQ,기술성장기업부,2165,231,11.94,1934,2510,1934,4895248,112.8,260,12030000,43%
20250509,439580,블루엠텍,KOSDAQ,기술성장기업부,8410,910,12.13,9120,9330,8250,4437247,394.4,939,11170221,42%
20250509,11080,형지I&C,KOSDAQ,중견기업부,2315,-175,-7.03,2435,2675,2305,11469658,283.5,730,31541686,39%
20250509,8970,동양철관,KOSPI,,1420,61,4.49,1369,1539,1366,57196554,839.5,2256,158844223,37%
20250509,240550,동방메디컬,KOSDAQ,벤처기업부,11870,940,8.6,11000,12280,10790,7786344,914.7,2466,20774940,37%
20250509,119500,포메탈,KOSDAQ,중견기업부,3480,-305,-8.06,3650,3950,3440,3820100,142,412,11847232,34%
20250509,382150,온코크로스,KOSDAQ,기술성장기업부,13500,-120,-0.88,14020,14950,13150,3618709,514,1606,11896437,32%
20250509,14970,삼륭물산,KOSDAQ,중견기업부,8980,2070,29.96,7210,8980,7200,4788040,390.6,1358,15125000,29%
20250509,242040,나무기술,KOSDAQ,기술성장기업부,1803,-38,-2.06,1803,1923,1708,9676821,178.2,624,34606264,29%
20250509,59210,메타바이오메드,KOSDAQ,우량기업부,5630,-130,-2.26,5430,5780,5280,6584011,363.8,1343,23862351,27%
20250509,65500,오리엔트정공,KOSDAQ,중견기업부,10620,-860,-7.49,11480,11880,10450,8099086,895.8,3371,31742912,27%
20250509,53580,웹케시,KOSDAQ,우량기업부,17800,180,1.02,17600,18260,17090,3334677,592.4,2427,13636248,24%
20250509,398120,에스지헬스케어,KOSDAQ,벤처기업부,3885,195,5.28,3695,3930,3585,2593956,98.8,430,11074700,23%
20250509,54180,메디콕스,KOSDAQ,투자주의환기종목(소속부없음),118,-50,-29.76,170,175,118,16776890,22.5,98,82878283,23%
20250509,389470,인벤티지랩,KOSDAQ,기술성장기업부,54000,1100,2.08,56000,61000,51400,2315228,1287.5,5737,10624200,22%
20250509,137940,넥스트아이,KOSDAQ,중견기업부,797,92,13.05,743,845,718,19042465,151.7,680,85368992,22%
20250509,388870,파로스아이바이오,KOSDAQ,기술성장기업부,7670,1470,23.71,6710,8060,6610,2625545,202.9,993,12945932,20%
20250509,158430,아톤,KOSDAQ,벤처기업부,5750,70,1.23,5780,6140,5560,4393366,258.2,1426,24798851,18%
20250509,47560,이스트소프트,KOSDAQ,중견기업부,21900,1550,7.62,20450,23600,19730,2067521,457.3,2546,11626292,18%
20250509,246250,에스엘에스바이오,KOSDAQ,기술성장기업부,2115,488,29.99,1690,2115,1682,2889259,58,325,15348206,18%
20250509,58450,한주에이알티,KOSDAQ,투자주의환기종목(소속부없음),1216,280,29.91,965,1216,938,2794804,32,180,14793621,18%
20250509,60260,뉴보텍,KOSDAQ,벤처기업부,1591,-33,-2.03,1624,1817,1590,2208802,38,215,13512009,18%
20250509,448900,한국피아이엠,KOSDAQ,기술성장기업부,17550,300,1.74,17800,18040,17070,1057617,185,1054,6004457,18%
20250509,475460,미트박스,KOSDAQ,중견기업부,12000,820,7.33,11660,12500,11580,924822,111.7,670,5587025,17%
20250509,308100,형지글로벌,KOSDAQ,중견기업부,6250,-490,-7.27,6820,6960,6200,1318088,86.3,544,8704152,16%
20250509,435570,에르코스,KOSDAQ,벤처기업부,23200,800,3.57,22200,23500,21050,1168356,261.4,1703,7341556,15%
20250509,81180,쎄크,KOSDAQ,기술성장기업부,14720,-830,-5.34,15410,15430,14360,1329509,195.9,1284,8725535,15%
20250509,99220,SDN,KOSDAQ,중견기업부,1279,-244,-16.02,1499,1499,1263,8434914,112.8,752,58820712,15%
20250509,438700,버넥트,KOSDAQ,기술성장기업부,6350,-130,-2.01,6500,6780,6290,1596726,104.3,708,11144890,15%
20250509,27830,대성창투,KOSDAQ,벤처기업부,2085,-110,-5.01,2130,2350,2075,7345550,162.1,1126,54000000,14%
20250509,456010,아이씨티케이,KOSDAQ,기술성장기업부,15790,450,2.93,16180,16480,15720,1869874,301.3,2096,13276856,14%
20250509,239340,이스트에이드,KOSDAQ,중견기업부,2525,580,29.82,1911,2525,1831,4103655,95.8,681,26979634,14%
20250509,256940,킵스파마,KOSDAQ,벤처기업부,12790,2950,29.98,9850,12790,9780,2667563,326.7,2440,19076310,13%
20250509,38460,바이오스마트,KOSDAQ,우량기업부,3875,20,0.52,3940,4125,3825,3361421,134,1014,26164438,13%
20250509,6920,모헨즈,KOSDAQ,중견기업부,3325,-270,-7.51,3470,3725,3225,1361864,47.6,363,10920000,13%
20250509,13580,계룡건설,KOSPI,,25950,-850,-3.17,27200,27300,24800,1147440,299.2,2318,8930907,13%
20250509,317770,엑스페릭스,KOSDAQ,벤처기업부,4400,130,3.04,4265,4560,4055,3274560,141,1162,26412158,12%
20250509,215090,솔디펜스,KOSDAQ,중견기업부,1124,-276,-19.71,1400,1555,1093,12235281,157.3,1301,115778305,12%
20250509,42000,카페24,KOSDAQ,기술성장기업부,50300,-16300,-24.47,57900,58400,49650,2741038,1431.1,12199,24253054,12%
20250509,289930,웨이비스,KOSDAQ,기술성장기업부,10510,-290,-2.69,10790,11450,10200,1406628,153.7,1316,12519593,12%
20250509,364950,에이아이코리아,KOSDAQ,벤처기업부,11940,-360,-2.93,12290,12740,11350,918622,110.2,947,7931139,12%
20250509,348080,큐라티스,KOSDAQ,투자주의환기종목(소속부없음),1700,-211,-11.04,1965,2095,1600,7942497,146,1256,73862864,12%
20250509,2630,오리엔트바이오,KOSPI,,1734,-80,-4.41,1820,1880,1702,12952933,231.1,2056,118583005,11%
20250509,37230,한국팩키지,KOSDAQ,중견기업부,2050,81,4.11,1997,2295,1962,3132480,67.1,611,29800327,11%
20250509,62970,한국첨단소재,KOSDAQ,중견기업부,5030,75,1.51,5140,5230,4950,2094275,106.6,993,19736818,11%
20250509,192410,오늘이엔엠,KOSDAQ,벤처기업부,1188,-192,-13.91,1323,1389,1188,1406686,18.1,169,14235530,11%
20250509,41020,폴라리스오피스,KOSDAQ,벤처기업부,6300,1160,22.57,5170,6300,5020,5662815,333.9,3133,49725498,11%
20250509,66980,한성크린텍,KOSDAQ,중견기업부,1507,34,2.31,1492,1575,1462,5462603,83.2,783,51935125,11%
20250509,304100,솔트룩스,KOSDAQ,기술성장기업부,33300,1400,4.39,32000,34400,31400,1279897,426.3,4039,12130568,11%
20250509,348350,위드텍,KOSDAQ,우량기업부,7370,-680,-8.45,8050,9100,7360,941997,79.1,751,10183600,11%
20250509,4100,태양금속,KOSPI,,2450,115,4.93,2355,2520,2335,3771721,92.5,899,36700000,10%
20250509,393210,토마토시스템,KOSDAQ,기술성장기업부,8090,-80,-0.98,8170,8360,7820,1591625,129,1263,15614544,10%
20250509,73190,듀오백,KOSDAQ,중견기업부,2730,-510,-15.74,2700,2900,2505,1170364,31.3,327,11968040,10%
20250509,88340,유라클,KOSDAQ,벤처기업부,21400,-1650,-7.16,22450,22900,21000,389527,84.6,927,4330068,9%
20250509,6340,대원전선,KOSPI,,2845,5,0.18,2860,3065,2820,6544330,192,2133,74979175,9%
20250509,1790,대한제당,KOSPI,,2910,-175,-5.67,3070,3175,2880,7777961,234,2610,89696580,9%
20250509,200130,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,14720,770,5.52,14100,16370,13850,2516140,385,4330,29415558,9%
20250509,9620,삼보산업,KOSDAQ,중견기업부,2905,80,2.83,2855,3110,2800,1417938,42.1,476,16386091,9%
20250509,462860,더즌,KOSDAQ,중견기업부,3860,-315,-7.54,4100,4170,3770,2039698,80.8,919,23804419,9%
20250509,102370,케이옥션,KOSDAQ,기술성장기업부,3865,105,2.79,3840,4150,3700,2301714,90.8,1052,27229210,9%
20250509,407400,꿈비,KOSDAQ,벤처기업부,10770,290,2.77,10500,10970,10300,1158526,123.9,1471,13657333,8%
20250509,17040,광명전기,KOSPI,,1601,116,7.81,1481,1690,1481,3515176,56.7,694,43337615,8%
20250509,98460,고영,KOSDAQ,우량기업부,17390,-10,-0.06,18200,18200,16990,5472363,956.4,11939,68654755,8%
20250509,444530,심플랫폼,KOSDAQ,기술성장기업부,14140,-680,-4.59,14820,15120,14120,473487,69.2,883,6241227,8%
20250509,451250,삐아,KOSDAQ,벤처기업부,11950,-490,-3.94,12350,12350,11890,776632,94,1206,10089877,8%
20250509,448710,코츠테크놀로지,KOSDAQ,벤처기업부,21800,2150,10.94,20550,21850,20150,425311,89.1,1147,5260589,8%
20250509,101140,인바이오젠,KOSPI,,14100,1350,10.59,13360,16570,12780,728399,109.6,1416,10044216,8%
20250509,41910,폴라리스AI파마,KOSDAQ,중견기업부,7520,1730,29.88,5790,7520,5700,1108051,78.4,1015,13501607,8%
20250509,278470,에이피알,KOSPI,,102700,4300,4.37,97500,105400,97500,2792403,2865.6,38494,37481555,7%
20250509,38110,에코플라스틱,KOSDAQ,우량기업부,2945,-35,-1.17,2980,3140,2885,2971482,89.8,1212,41169370,7%
20250509,39240,경남스틸,KOSDAQ,우량기업부,3175,60,1.93,3140,3175,3015,2044411,63,857,26979604,7%
20250509,67730,로지시스,KOSDAQ,중견기업부,3055,110,3.74,2945,3400,2915,666072,21.1,296,9673922,7%
20250509,63170,서울옥션,KOSDAQ,중견기업부,8740,-220,-2.46,9280,9380,8600,1228149,110.4,1553,17774267,7%
20250509,474610,RF시스템즈,KOSDAQ,벤처기업부,5620,140,2.55,5470,5790,5390,914773,51.5,726,12924863,7%
20250509,3310,대주산업,KOSDAQ,우량기업부,2260,-50,-2.16,2375,2385,2215,2414655,54.9,800,35392350,7%
20250509,71090,하이스틸,KOSPI,,4100,125,3.14,4000,4180,3955,1372068,56.2,828,20191471,7%
20250509,64260,다날,KOSDAQ,중견기업부,2905,20,0.69,3170,3285,2905,4393306,134.8,2003,68949040,7%
20250509,53800,안랩,KOSDAQ,우량기업부,62100,-3600,-5.48,65400,66000,62100,737274,461.4,6910,11126506,7%
20250509,122870,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,74400,6900,10.22,67500,78000,66500,1217719,900.2,13906,18691049,6%
20250509,37270,YG PLUS,KOSPI,,6100,650,11.93,5450,6100,5350,4356393,248.9,3869,63429410,6%
20250509,82740,한화엔진,KOSPI,,31350,3000,10.58,28950,31650,28850,5452879,1673.6,26161,83447142,6%
20250509,479960,위너스,KOSDAQ,중견기업부,19990,440,2.25,19730,20500,18650,439946,86.5,1370,6851000,6%
20250509,43100,알파녹스,KOSDAQ,벤처기업부,2655,-65,-2.39,2610,2950,2405,1010440,26.9,440,16582967,6%
20250509,12160,영흥,KOSPI,,522,-74,-12.42,606,606,516,5966114,32.2,529,101310372,6%
20250509,357880,SKAI,KOSDAQ,기술성장기업부,2380,25,1.06,2355,2475,2265,2060818,49,810,34047953,6%
20250509,10960,삼호개발,KOSPI,,3550,115,3.35,3460,3795,3360,1422415,50.7,888,25000000,6%
20250509,16880,웅진,KOSPI,,1715,-90,-4.99,1811,1891,1700,4358420,77.4,1371,79927080,6%
20250509,39980,폴라리스AI,KOSDAQ,중견기업부,2635,190,7.77,2465,2665,2400,4089311,105,1916,72696064,5%
20250509,460870,에스엠씨지,KOSDAQ,벤처기업부,7000,-310,-4.24,7230,7250,6850,995193,70.1,1288,18403305,5%
20250509,65370,위세아이텍,KOSDAQ,벤처기업부,9900,-630,-5.98,10330,10560,9300,399695,39.6,731,7383954,5%
20250509,446540,메가터치,KOSDAQ,중견기업부,4160,-330,-7.35,4525,4535,4160,1084195,46.5,864,20771000,5%
20250509,33230,인성정보,KOSDAQ,중견기업부,2245,-50,-2.18,2310,2345,2220,2634952,60.1,1134,50515380,5%
20250509,163730,핑거,KOSDAQ,벤처기업부,12030,-380,-3.06,12700,12770,12010,483519,59.3,1127,9365608,5%
20250509,241520,DSC인베스트먼트,KOSDAQ,중견기업부,6960,-310,-4.26,7310,7430,6940,1383921,98.6,1879,27000000,5%
20250509,434480,모니터랩,KOSDAQ,기술성장기업부,4590,-275,-5.65,4810,4815,4570,617924,28.9,565,12310300,5%
20250509,293580,나우IB,KOSDAQ,벤처기업부,1600,22,1.39,1580,1644,1528,4862750,77.3,1519,94929950,5%
20250509,161890,한국콜마,KOSPI,,83600,4000,5.03,82600,88000,79700,1181581,1000.5,19734,23605077,5%
20250509,331520,밸로프,KOSDAQ,중견기업부,632,-20,-3.07,654,675,625,2532936,16.2,321,50864390,5%
20250509,226330,신테카바이오,KOSDAQ,기술성장기업부,7610,240,3.26,7500,8060,7330,742755,57.1,1161,15258475,5%
20250509,93240,형지엘리트,KOSPI,,2465,-130,-5.01,2595,2655,2410,1820530,46.2,946,38390259,5%
20250509,17510,세명전기,KOSDAQ,중견기업부,7020,-160,-2.23,7180,7300,6890,737675,52,1070,15246000,5%
20250509,457600,벡트,KOSDAQ,벤처기업부,4230,60,1.44,4140,4440,4090,660550,28.1,580,13707500,5%
20250509,54300,팬스타엔터프라이즈,KOSDAQ,벤처기업부,682,-22,-3.13,705,706,640,3271485,21.9,457,67006296,5%
20250509,11420,갤럭시아에스엠,KOSPI,,2295,-70,-2.96,2420,2440,2290,1275524,30,632,27549644,5%
20250509,113810,디젠스,KOSDAQ,중견기업부,1338,-82,-5.77,1411,1429,1316,1497669,20.4,437,32628051,5%
20250509,25550,한국선재,KOSDAQ,우량기업부,3590,120,3.46,3455,3620,3390,1215232,42.4,916,25514004,5%
20250509,179290,엠아이텍,KOSDAQ,우량기업부,8260,-90,-1.08,8350,8690,8210,1468733,123.7,2673,32365678,5%
20250509,950140,잉글우드랩,KOSDAQ,외국기업(소속부없음),11150,-540,-4.62,11610,11950,11130,876527,101.8,2215,19867866,5%
20250509,261200,덴티스,KOSDAQ,우량기업부,6800,-210,-3,7010,7120,6710,719829,49.4,1075,15809700,5%
20250509,57030,YBM넷,KOSDAQ,중견기업부,4505,290,6.88,4220,4615,4220,741773,33.2,735,16312697,5%
20250509,123010,아이윈플러스,KOSDAQ,기술성장기업부,1458,49,3.48,1447,1505,1358,1483675,21.2,476,32658542,4%
20250509,31310,아이즈비전,KOSDAQ,중견기업부,1804,-121,-6.29,1900,1915,1783,1109888,20.2,457,25334636,4%
20250509,9310,참엔지니어링,KOSPI,,1327,-88,-6.22,1415,1800,1326,631798,9.9,225,16973483,4%
20250509,460470,아이빔테크놀로지,KOSDAQ,기술성장기업부,3200,-330,-9.35,3510,3510,3060,661878,21.2,483,15096870,4%
20250509,52400,코나아이,KOSDAQ,우량기업부,45000,-3550,-7.31,46800,47050,44200,627371,286.1,6553,14563291,4%
20250509,65440,이루온,KOSDAQ,벤처기업부,1588,17,1.08,1610,1638,1571,1182445,18.9,433,27275020,4%
20250509,408900,스튜디오미르,KOSDAQ,중견기업부,3490,-195,-5.29,3735,3830,3490,1338914,49.5,1142,32729532,4%
20250509,285800,진영,KOSDAQ,벤처기업부,2355,-40,-1.67,2395,2540,2330,721557,17.6,412,17477270,4%
20250509,94480,갤럭시아머니트리,KOSDAQ,중견기업부,8610,110,1.29,8940,9180,8570,1611915,142.4,3378,39229838,4%
20250509,70300,엑스큐어,KOSDAQ,벤처기업부,3600,-240,-6.25,3850,3850,3570,406329,14.8,357,9928522,4%
20250509,38870,에코바이오,KOSDAQ,중견기업부,4285,-195,-4.35,4480,4485,4275,566732,24.7,601,14014949,4%
20250509,96250,와이즈넛,KOSDAQ,기술성장기업부,14280,320,2.29,13910,14650,13350,542130,76.3,1870,13096536,4%
20250509,394800,쓰리빌리언,KOSDAQ,기술성장기업부,6870,0,0,7100,7270,6870,1236289,87.1,2179,31721539,4%
20250509,89850,유비벨록스,KOSDAQ,우량기업부,6850,-150,-2.14,6980,7030,6830,570252,39.3,1009,14730199,4%
20250509,384470,코어라인소프트,KOSDAQ,기술성장기업부,6190,-510,-7.61,6630,6870,6180,477046,30.8,795,12841064,4%
20250509,75130,플랜티넷,KOSDAQ,벤처기업부,3055,-150,-4.68,3205,3205,3015,636823,19.6,508,16622320,4%
20250509,24830,세원물산,KOSDAQ,우량기업부,7840,420,5.66,7510,8020,7240,323891,24.9,655,8350000,4%
20250509,223250,드림씨아이에스,KOSDAQ,중견기업부,2980,30,1.02,2990,3230,2935,883911,26.9,709,23799324,4%
20250509,11690,와이투솔루션,KOSPI,,2890,-195,-6.32,3045,3045,2845,1354384,39.4,1057,36574394,4%
20250509,473980,노머스,KOSDAQ,기술성장기업부,28700,-200,-0.69,29500,29650,27050,412379,115.9,3121,10875617,4%
20250509,24720,콜마홀딩스,KOSPI,,10080,-220,-2.14,10500,10910,9940,1224980,127.7,3457,34296259,4%
20250509,373200,엑스플러스,KOSDAQ,벤처기업부,831,85,11.39,748,833,746,3769852,30.4,823,99059515,4%
20250509,41460,한국전자인증,KOSDAQ,중견기업부,3725,20,0.54,3720,3885,3685,690467,26,708,19000000,4%
20250509,70590,한솔인티큐브,KOSDAQ,중견기업부,1825,-79,-4.15,1904,1904,1752,510198,9.2,253,13879521,4%
20250509,193250,링크드,KOSDAQ,중견기업부,522,-13,-2.43,530,590,505,2191416,11.9,331,63323377,4%
20250509,411080,샌즈랩,KOSDAQ,기술성장기업부,8420,-420,-4.75,8770,8780,8410,527323,45.3,1286,15267638,4%
20250509,145720,덴티움,KOSPI,,64800,-12300,-15.95,73300,73300,64000,377724,250.1,7173,11068830,3%
20250509,56360,코위버,KOSDAQ,벤처기업부,5700,0,0,5870,5900,5660,323571,18.6,558,9796800,3%
20250509,450330,하스,KOSDAQ,기술성장기업부,9680,-380,-3.78,10060,10060,9550,259019,25.3,759,7836009,3%
20250509,380540,옵티코어,KOSDAQ,벤처기업부,2085,-115,-5.23,2245,2415,2060,1241924,27.6,832,39886785,3%
20250509,5870,휴니드,KOSPI,,8800,-160,-1.79,8960,9050,8750,465079,41.2,1242,14116015,3%
20250509,257720,실리콘투,KOSDAQ,우량기업부,42650,1350,3.27,41300,43650,40300,2047891,862.2,26090,61171908,3%
20250509,163280,에어레인,KOSDAQ,기술성장기업부,19610,-210,-1.06,19750,19920,19480,267076,52.6,1603,8174789,3%
20250509,25750,한솔홈데코,KOSPI,,724,-15,-2.03,741,752,712,2632427,19.1,583,80565149,3%
20250509,14620,성광벤드,KOSDAQ,우량기업부,27350,-1100,-3.87,28550,29950,27000,883637,246.5,7638,27928547,3%
20250509,3350,한국화장품제조,KOSPI,,56000,1000,1.82,55700,58200,54200,142791,80.9,2538,4532000,3%
20250509,94840,슈프리마에이치큐,KOSDAQ,벤처기업부,7570,-270,-3.44,7860,7880,7550,329196,25.2,793,10471840,3%
20250509,33500,동성화인텍,KOSDAQ,우량기업부,26650,1100,4.31,25800,27250,25300,944287,251.5,7992,29989494,3%
20250509,489500,엘케이켐,KOSDAQ,벤처기업부,26950,150,0.56,27300,27750,26600,193485,52.7,1692,6278056,3%
20250509,11780,금호석유화학,KOSPI,,113800,-12700,-10.04,129500,132400,111900,764620,931,30111,26459587,3%
20250509,83650,비에이치아이,KOSDAQ,중견기업부,31200,600,1.96,31250,31700,29950,963966,297.4,9655,30944375,3%
20250509,267320,나인테크,KOSDAQ,벤처기업부,3760,20,0.53,3760,3800,3690,1458132,54.6,1810,48130503,3%
20250509,115500,케이씨에스,KOSDAQ,중견기업부,11250,-50,-0.44,11700,11770,11140,351784,40.1,1350,12000000,3%
20250509,10660,화천기계,KOSPI,,4600,155,3.49,4490,4625,4335,665332,30,1012,22000000,3%
20250509,288620,에스퓨얼셀,KOSDAQ,벤처기업부,11510,140,1.23,11520,11770,11200,204379,23.6,803,6979316,3%
20250509,63080,컴투스홀딩스,KOSDAQ,중견기업부,21700,1250,6.11,23250,23900,21400,186992,41.9,1431,6595192,3%
20250509,83420,그린케미칼,KOSPI,,8480,-480,-5.36,8930,8930,8450,685346,59,2035,24000000,3%
20250509,8830,대동기어,KOSDAQ,중견기업부,20200,-450,-2.18,20750,20950,20050,253556,51.6,1815,8987520,3%
20250509,226950,올릭스,KOSDAQ,기술성장기업부,43500,-3950,-8.32,47450,47700,43400,539111,241.6,8602,19775322,3%
20250509,376300,디어유,KOSDAQ,우량기업부,45550,-2950,-6.08,48250,48450,43900,668143,301.5,10813,23738406,3%
20250509,356680,엑스게이트,KOSDAQ,벤처기업부,7640,140,1.87,7990,8000,7510,778082,60.3,2181,28543492,3%
20250509,476060,온코닉테라퓨틱스,KOSDAQ,기술성장기업부,21050,-1150,-5.18,22500,22750,21050,298263,64,2316,11002310,3%
20250509,465480,인스피언,KOSDAQ,벤처기업부,8100,-160,-1.94,8250,8380,7970,275797,22.4,821,10137772,3%
20250509,173130,오파스넷,KOSDAQ,우량기업부,6330,210,3.43,6100,6430,6080,355617,22.3,826,13046473,3%
20250509,214260,라파스,KOSDAQ,기술성장기업부,19900,200,1.02,20850,21250,19020,240898,47.9,1776,8922463,3%
20250509,393970,대진첨단소재,KOSDAQ,벤처기업부,11930,-430,-3.48,12350,12450,11900,393635,47.6,1765,14796820,3%
20250509,475960,토모큐브,KOSDAQ,기술성장기업부,20200,-450,-2.18,21200,21550,19890,348141,71.7,2661,13170874,3%
20250509,20180,대신정보통신,KOSDAQ,중견기업부,1124,-14,-1.23,1132,1158,1111,1034313,11.6,432,38428915,3%
20250509,43910,자연과환경,KOSDAQ,벤처기업부,759,-18,-2.32,780,796,755,3002661,23.1,861,113391457,3%
20250509,83660,CSA 코스믹,KOSDAQ,중견기업부,1017,-148,-12.7,1140,1188,931,1628744,16.6,623,61247181,3%
20250509,437730,삼현,KOSDAQ,기술성장기업부,14760,-470,-3.09,15020,15350,14610,821639,123.4,4680,31707567,3%
20250509,480370,씨케이솔루션,KOSPI,,12060,-820,-6.37,13000,13010,12030,278645,34.7,1319,10934861,3%
20250509,140670,알에스오토메이션,KOSDAQ,벤처기업부,14700,-760,-4.92,15410,15440,14600,239096,35.5,1368,9303140,3%
20250509,383930,디티앤씨알오,KOSDAQ,중견기업부,4200,-30,-0.71,4230,4320,4150,330350,13.9,537,12784128,3%
20250509,98070,한텍,KOSDAQ,중견기업부,33650,-1900,-5.34,35550,35550,33350,284905,96.8,3742,11121141,3%
20250509,24740,한일단조,KOSDAQ,우량기업부,2375,-30,-1.25,2395,2405,2360,850604,20.2,781,32897049,3%
20250509,47810,한국항공우주,KOSPI,,93100,4800,5.44,90900,96900,90800,2491222,2342.6,90749,97475107,3%
20250509,241710,코스메카코리아,KOSDAQ,우량기업부,46550,700,1.53,46000,48000,44700,271728,127.8,4972,10680000,3%
20250509,352480,씨앤씨인터내셔널,KOSDAQ,우량기업부,32000,-2650,-7.65,35200,35400,31350,243916,80.9,3204,10013941,3%
20250509,472850,폰드그룹,KOSDAQ,중견기업부,6590,310,4.94,6340,6920,6260,810947,53.7,2131,32343933,3%
20250509,7110,일신석재,KOSPI,,2275,0,0,2300,2310,2235,1954957,44.4,1762,77456610,3%
20250509,13990,아가방컴퍼니,KOSDAQ,우량기업부,7290,-40,-0.55,7250,7330,7020,841112,60.3,2398,32887536,3%
20250509,285130,SK케미칼,KOSPI,,48850,5950,13.87,45900,50000,45100,437034,211.7,8428,17253783,3%
20250509,424980,마이크로투나노,KOSDAQ,기술성장기업부,8100,-360,-4.26,8470,8530,7900,146059,11.9,479,5918890,2%
20250509,246690,TS인베스트먼트,KOSDAQ,중견기업부,1792,-46,-2.5,1840,1867,1754,1021597,18.4,743,41477862,2%
20250509,462980,아이지넷,KOSDAQ,기술성장기업부,2970,-155,-4.96,3130,3130,2935,447941,13.3,542,18234437,2%
20250509,277880,티에스아이,KOSDAQ,우량기업부,5450,-740,-11.95,6010,6010,5340,490045,26.9,1099,20160832,2%
20250509,463480,모티브링크,KOSDAQ,중견기업부,12580,-340,-2.63,12990,13210,12500,294997,37.9,1559,12390358,2%
20250509,79190,케스피온,KOSDAQ,벤처기업부,538,-11,-2,559,562,516,921119,5,206,38355514,2%
20250509,129920,대성하이텍,KOSDAQ,벤처기업부,4425,-110,-2.43,4520,4545,4345,331847,14.7,607,13715053,2%
20250509,124500,아이티센글로벌,KOSDAQ,중견기업부,6930,20,0.29,6960,7130,6800,556814,38.8,1608,23204527,2%
20250509,322000,HD현대에너지솔루션,KOSPI,,31950,1800,5.97,30850,32150,30200,273776,86.2,3578,11200000,2%
20250509,484810,티엑스알로보틱스,KOSDAQ,중견기업부,18470,-870,-4.5,19340,19340,18460,367139,68.5,2854,15450915,2%
20250509,413390,엠오티,KOSDAQ,중견기업부,8180,-420,-4.88,8650,8650,8180,273037,22.7,947,11580180,2%
