기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20250630,060310,3S,KOSDAQ,벤처기업부,2245,-45,-1.97,2295,2320,2245,260721,5.9,1191.0,53059040
20250630,095570,AJ네트웍스,KOSPI,,4050,30,0.75,4065,4075,3985,268464,10.8,1833.0,45252759
20250630,006840,AK홀딩스,KOSPI,,11640,20,0.17,11620,11760,11590,3538,0.4,1542.0,13247561
20250630,054620,APS,KOSDAQ,중견기업부,5020,25,0.5,5050,5110,4945,33750,1.7,999.0,19894221
20250630,265520,AP시스템,KOSDAQ,우량기업부,17000,-210,-1.22,17210,17390,16900,43647,7.4,2598.0,15281421
20250630,211270,AP위성,KOSDAQ,우량기업부,13000,-10,-0.08,13030,13130,12850,44687,5.8,1961.0,15082304
20250630,109960,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),331,3,0.91,341,341,327,285152,0.9,665.0,200789269
20250630,027410,BGF,KOSPI,,4175,15,0.36,4170,4202,4140,92978,3.9,3996.0,95716791
20250630,282330,BGF리테일,KOSPI,,121000,1900,1.6,120000,121400,118100,49694,59.8,20914.0,17283906
20250630,126600,BGF에코머티리얼즈,KOSDAQ,우량기업부,2940,-10,-0.34,2950,2990,2940,18397,0.5,1845.0,62766899
20250630,138930,BNK금융지주,KOSPI,,12450,-30,-0.24,12410,12650,12170,978408,121.9,39639.0,318383519
20250630,001460,BYC,KOSPI,,39500,850,2.2,39300,40200,38600,6883,2.7,2467.0,6246150
20250630,083790,CG인바이츠,KOSDAQ,벤처기업부,1809,-15,-0.82,1824,1825,1782,163787,2.9,1391.0,76894182
20250630,001040,CJ,KOSPI,,160500,1900,1.2,161000,164800,159700,167989,272.6,46829.0,29176998
20250630,079160,CJ CGV,KOSPI,,5070,70,1.4,5000,5080,5000,146885,7.4,8395.0,165580502
20250630,035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,74900,-600,-0.79,76300,78000,74600,71640,54.3,16425.0,21929154
20250630,311690,CJ 바이오사이언스,KOSDAQ,기술성장기업부,9500,220,2.37,9280,9750,9280,20296,1.9,1241.0,13065462
20250630,00104K,CJ4우(전환),KOSPI,,129700,-700,-0.54,131000,132800,129500,12497,16.4,5482.0,4226512
20250630,000120,CJ대한통운,KOSPI,,87400,-100,-0.11,88400,88700,87200,40476,35.5,19938.0,22812344
20250630,011150,CJ씨푸드,KOSPI,,2995,40,1.35,2955,3015,2935,241813,7.2,1076.0,35930773
