기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가,신고가_비율
20250227,005440,현대지에프홀딩스,KOSPI,,5580,-50,-0.89,5560,5630,5520,182816,10.2,8699.0,155904301,8996.0,False,96.7
20250227,017810,풀무원,KOSPI,,17710,-600,-3.28,18110,18760,17500,480402,86.8,6751.0,38120542,6980.0,False,96.7
20250227,300720,한일시멘트,KOSPI,,15840,-180,-1.12,16020,16100,15630,110799,17.5,10971.0,69261540,11373.0,False,96.5
20250227,003690,코리안리,KOSPI,,8190,70,0.86,8120,8200,8120,206189,16.8,15956.0,194821031,16560.0,False,96.4
20250227,021240,코웨이,KOSPI,,83200,2000,2.46,81900,83900,81000,221048,183.0,60373.0,72563745,62695.0,False,96.3
20250227,012330,현대모비스,KOSPI,,260500,4000,1.56,256500,260500,255000,157654,408.4,242252.0,92995094,251932.0,False,96.2
20250227,383220,F&F,KOSPI,,73500,1300,1.8,72400,73600,71600,54103,39.5,28156.0,38307075,29305.0,False,96.1
20250227,017800,현대엘리베이,KOSPI,,57100,500,0.88,56600,57200,56000,112000,63.5,22322.0,39092385,23260.0,False,96.0
20250227,950160,코오롱티슈진,KOSDAQ,외국기업(소속부없음),37300,300,0.81,37150,37450,36350,104721,38.7,30408.0,81523780,31716.0,False,95.9
20250227,042670,HD현대인프라코어,KOSPI,,8880,-130,-1.44,8910,9010,8760,1564357,138.5,17108.0,192655867,17859.0,False,95.8
20250227,003540,대신증권,KOSPI,,17150,20,0.12,17130,17150,16990,41449,7.1,8708.0,50773400,9099.0,False,95.7
20250227,139130,DGB금융지주,KOSPI,,9350,-300,-3.11,9250,9390,9150,942840,87.8,15815.0,169145833,16526.0,False,95.7
20250227,071050,한국금융지주,KOSPI,,78900,-2600,-3.19,79000,79300,77500,195748,153.1,43968.0,55725992,45974.0,False,95.6
20250227,017960,한국카본,KOSPI,,15580,-200,-1.27,15870,15980,15450,743546,116.3,8087.0,51908452,8466.0,False,95.5
20250227,138930,BNK금융지주,KOSPI,,11610,-200,-1.69,11590,11660,11350,967654,111.7,37203.0,320436727,38965.0,False,95.5
20250227,100090,SK오션플랜트,KOSPI,,15320,600,4.08,14830,15370,14810,243267,37.0,9069.0,59195568,9501.0,False,95.5
20250227,012450,한화에어로스페이스,KOSPI,,649000,-23000,-3.42,663000,676000,633000,486498,3157.5,295822.0,45581161,309952.0,False,95.4
20250227,003030,세아제강지주,KOSPI,,232000,-11500,-4.72,240500,242000,228500,9788,22.8,9609.0,4141657,10085.0,False,95.3
20250227,042000,카페24,KOSDAQ,기술성장기업부,65300,-3200,-4.67,68300,69000,64600,1115185,741.5,15837.0,24253054,16613.0,False,95.3
20250227,000720,현대건설,KOSPI,,35250,-250,-0.7,35450,35900,34950,564298,199.3,39253.0,111355765,41202.0,False,95.3
20250227,006800,미래에셋증권,KOSPI,,8920,-80,-0.89,8950,9010,8790,550811,48.9,52210.0,585316408,54948.0,False,95.0
20250227,310210,보로노이,KOSDAQ,기술성장기업부,117300,4100,3.62,114000,118500,112600,166280,192.8,21548.0,18369807,22707.0,False,94.9
20250227,042660,한화오션,KOSPI,,74000,1500,2.07,73600,75100,72600,4468337,3302.4,226746.0,306413394,239615.0,False,94.6
20250227,484870,엠앤씨솔루션,KOSPI,,66100,100,0.15,66300,67400,64700,41993,27.8,6051.0,9153900,6399.0,False,94.6
20250227,035420,NAVER,KOSPI,,219000,-12500,-5.4,230500,230500,218000,1125911,2508.0,346977.0,158437008,367574.0,False,94.4
20250227,009970,영원무역홀딩스,KOSPI,,91900,800,0.88,91100,91900,90000,11369,10.3,12531.0,13635592,13295.0,False,94.3
20250227,000150,두산,KOSPI,,354500,-13000,-3.54,371500,383000,349500,189264,690.3,58577.0,16523835,62130.0,False,94.3
20250227,271560,오리온,KOSPI,,103700,-200,-0.19,102900,103700,101500,142703,146.4,40999.0,39536132,43529.0,False,94.2
20250227,003850,보령,KOSPI,,10180,-70,-0.68,10270,10270,10070,89533,9.1,8835.0,86787207,9382.0,False,94.2
20250227,015760,한국전력,KOSPI,,23350,-150,-0.64,23350,23500,22900,1881784,435.7,149899.0,641964077,159528.0,False,94.0
20250227,003490,대한항공,KOSPI,,24400,250,1.04,24250,24950,24200,2015027,494.0,89846.0,368220661,95553.0,False,94.0
20250227,277810,레인보우로보틱스,KOSDAQ,기술성장기업부,392500,6000,1.55,391500,398500,386000,373543,1465.4,76144.0,19399858,80994.0,False,94.0
20250227,088980,맥쿼리인프라,KOSPI,,11180,-80,-0.71,11270,11300,11150,723426,81.0,53543.0,478921993,57088.0,False,93.8
20250227,030000,제일기획,KOSPI,,18230,60,0.33,18100,18230,17980,201764,36.5,20972.0,115041225,22399.0,False,93.6
20250227,012750,에스원,KOSPI,,61500,600,0.99,60300,61700,60300,28007,17.1,23369.0,37999178,24965.0,False,93.6
20250227,047810,한국항공우주,KOSPI,,65100,5100,8.5,59900,66400,59800,4790019,3098.8,63456.0,97475107,67940.0,False,93.4
20250227,016360,삼성증권,KOSPI,,47350,-400,-0.84,47300,47850,47000,176933,83.5,42284.0,89300000,45275.0,False,93.4
20250227,003240,태광산업,KOSPI,,736000,-34000,-4.42,784000,784000,730000,1820,13.6,8195.0,1113400,8785.0,False,93.3
20250227,053800,안랩,KOSDAQ,우량기업부,76400,0,0.0,75900,77300,75800,30715,23.5,8501.0,11126506,9124.0,False,93.2
20250227,101730,위메이드맥스,KOSDAQ,우량기업부,8800,0,0.0,8880,8880,8730,55630,4.9,7298.0,82935616,7837.0,False,93.1
20250227,100840,SNT에너지,KOSPI,,30500,-1000,-3.17,31500,32100,30350,220383,68.4,6308.0,20680783,6773.0,False,93.1
20250227,002030,아세아,KOSPI,,258000,-500,-0.19,259500,260000,255000,1227,3.2,5417.0,2099584,5839.0,False,92.8
20250227,383800,LX홀딩스,KOSPI,,6740,-180,-2.6,6750,6770,6700,339313,22.8,5141.0,76280690,5553.0,False,92.6
20250227,003570,SNT다이내믹스,KOSPI,,29500,-50,-0.17,29600,30250,28950,106300,31.3,9810.0,33252697,10591.0,False,92.6
20250227,079550,LIG넥스원,KOSPI,,289000,-5000,-1.7,293000,295500,282500,763605,2162.0,63580.0,22000000,68750.0,False,92.5
20250227,326030,SK바이오팜,KOSPI,,118100,0,0.0,118200,118900,116900,156882,184.4,92488.0,78313250,100163.0,False,92.3
20250227,241590,화승엔터프라이즈,KOSPI,,10420,30,0.29,10360,10770,10300,161195,17.0,6313.0,60589276,6841.0,False,92.3
20250227,064960,SNT모티브,KOSPI,,25850,-300,-1.15,26250,26350,25350,65681,16.9,6861.0,26540272,7458.0,False,92.0
20250227,025980,아난티,KOSDAQ,우량기업부,6120,40,0.66,6070,6150,6030,554864,33.8,5424.0,88629478,5900.0,False,91.9
20250227,017670,SK텔레콤,KOSPI,,56300,-1700,-2.93,57500,57500,55900,949550,535.8,120927.0,214790053,132096.0,False,91.5
20250227,005690,파미셀,KOSPI,,10490,-640,-5.75,11230,11650,10400,1236271,135.7,6296.0,60016964,6890.0,False,91.4
20250227,376300,디어유,KOSDAQ,기술성장기업부,43500,1250,2.96,42500,43850,42000,328950,142.1,10326.0,23738406,11323.0,False,91.2
20250227,018880,한온시스템,KOSPI,,4650,-120,-2.52,4770,4780,4625,2113143,98.8,31562.0,678762552,34644.0,False,91.1
20250227,014620,성광벤드,KOSDAQ,우량기업부,28200,250,0.89,27950,30150,27600,1009925,289.6,7876.0,27928547,8644.0,False,91.1
20250227,099320,쎄트렉아이,KOSDAQ,우량기업부,53000,-600,-1.12,53500,54600,52800,88627,47.4,5804.0,10951278,6374.0,False,91.1
20250227,064350,현대로템,KOSPI,,82600,-3000,-3.5,88400,88500,82200,1532945,1289.8,90152.0,109142293,99319.0,False,90.8
20250227,001800,오리온홀딩스,KOSPI,,15250,-580,-3.66,15450,15490,15080,234972,35.8,9553.0,62645422,10562.0,False,90.4
20250227,086280,현대글로비스,KOSPI,,134800,-2200,-1.61,138000,138200,133500,119763,161.4,101100.0,75000000,112050.0,False,90.2
20250227,023590,다우기술,KOSPI,,21250,-200,-0.93,21300,21500,21000,93246,19.8,9534.0,44866617,10566.0,False,90.2
20250227,196170,알테오젠,KOSDAQ GLOBAL,기술성장기업부,401500,8000,2.03,395500,406000,390500,510062,2039.6,214075.0,53318828,237535.0,False,90.1
20250227,267270,HD현대건설기계,KOSPI,,74600,-2800,-3.62,76200,76400,74200,194888,146.3,13656.0,18305586,15157.0,False,90.1
